business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,plus_code,permanently_closed,url
OPERATIONAL,"734C+99P, Maron, Senden, Kec. Kayen Kidul, Kabupaten Kediri, Jawa Timur 64183, Indonesia","{'location': {'lat': -7.7440357, 'lng': 112.0709555}, 'viewport': {'northeast': {'lat': -7.742661770107278, 'lng': 112.0723666298927}, 'southwest': {'lat': -7.745361429892722, 'lng': 112.0696669701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,GROJOGAN LALIJIWO,{'open_now': True},ChIJ43iXTQBbeC4R9Ze49eLY1tI,0.0,ChIJ43iXTQBbeC4R9Ze49eLY1tI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ43iXTQBbeC4R9Ze49eLY1tI
OPERATIONAL,"74F6+H5V, Ngandong, Nanggungan, Kec. Kayen Kidul, Kabupaten Kediri, Jawa Timur 64183, Indonesia","{'location': {'lat': -7.7260053, 'lng': 112.1104311}, 'viewport': {'northeast': {'lat': -7.724563220107278, 'lng': 112.1118170298927}, 'southwest': {'lat': -7.727262879892722, 'lng': 112.1091173701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Sumur,,ChIJGYa0_ihbeC4RIPQKo0AWLcw,0.0,ChIJGYa0_ihbeC4RIPQKo0AWLcw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100577520836835445655"">Zaenal Arifin Arifin</a>'], 'photo_reference': 'AUGGfZn7bZy2erhD1sPcQADz_zRh_GoULrrpnfywaInreJYR3pT2FTm96EzAG4RhTPlQDc1T5xqH9IO97RZxLz5nyY7kHX8CdK4kDXQBLK69JlRlql7TIzzT04_52WfiMe8FnVk9PgY4nHWriq71ric0ueLl1sw1N9_qQjjs_ehy2eUyYQAj', 'width': 897}]",,,https://www.google.com/maps/place/?q=place_id:ChIJGYa0_ihbeC4RIPQKo0AWLcw
OPERATIONAL,"747Q+HH5, Jl. Pb. Sudirman, Jambu, Kec. Kayen Kidul, Kabupaten Kediri, Jawa Timur 64183, Indonesia","{'location': {'lat': -7.7363654, 'lng': 112.1389519}, 'viewport': {'northeast': {'lat': -7.734971620107278, 'lng': 112.1403179798927}, 'southwest': {'lat': -7.737671279892722, 'lng': 112.1376183201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PENDOPO SENJA BARAT,{'open_now': True},ChIJERBydV5beC4RG0AgpVj3R5w,5.0,ChIJERBydV5beC4RG0AgpVj3R5w,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111548600013894361088"">A Google User</a>'], 'photo_reference': 'AUGGfZnuOg6iuF4PY2WzUuTk0DzFsR2AunM38L4Cv8X9CUp61AW-ejSqVD1Wj8waOfn8A3NnnFFNv9IdDXdSeAQILUkPeP474RG9JtkxRBtegKDdqgU89vQV86O0gpsIijo3-lpKKmeEmFd80mIQpU7A-YXOb6pCAU1N-xjQsj-MoeZkuLw2', 'width': 2296}]",,,https://www.google.com/maps/place/?q=place_id:ChIJERBydV5beC4RG0AgpVj3R5w
OPERATIONAL,"Jl. Pb. Sudirman No.204, Jambu, Kec. Kayen Kidul, Kabupaten Kediri, Jawa Timur 64183, Indonesia","{'location': {'lat': -7.7374722, 'lng': 112.1427432}, 'viewport': {'northeast': {'lat': -7.736197520107277, 'lng': 112.1440650798927}, 'southwest': {'lat': -7.738897179892721, 'lng': 112.1413654201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ANGGUR ROKSET,,ChIJWfU8dihbeC4R2xbapKKiPPU,5.0,ChIJWfU8dihbeC4R2xbapKKiPPU,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112697475057759041487"">Orange Purple</a>'], 'photo_reference': 'AUGGfZmHAZA_XLLDjYx7r6lGm9lvWIzNe8UXDgTSisWDhUy9wMmUpa0aNZh7m_CeZUnH9kHU8V7rYvx4-thzUY5qXF45xxvY3ZyYfKEvl3PAqVIJ1H5zl1jkRfSg7bWo5IXWKZVZYNecskfdbk3xpyPtjEQyXWWZVdokTtogXSfrWQqiH-uL', 'width': 3024}]","{'compound_code': '747V+23 Jambu, Kediri Regency, East Java, Indonesia', 'global_code': '6P4J747V+23'}",,https://www.google.com/maps/place/?q=place_id:ChIJWfU8dihbeC4R2xbapKKiPPU
OPERATIONAL,"738X+R42, Sumur, Nanggungan, Kec. Kayen Kidul, Kabupaten Kediri, Jawa Timur 64183, Indonesia","{'location': {'lat': -7.732976099999999, 'lng': 112.097776}, 'viewport': {'northeast': {'lat': -7.731633220107278, 'lng': 112.0991568298927}, 'southwest': {'lat': -7.734332879892722, 'lng': 112.0964571701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Serinjing Kreweng Nanggungan,,ChIJu35dd_dbeC4RtHp1Re3230s,0.0,ChIJu35dd_dbeC4RtHp1Re3230s,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJu35dd_dbeC4RtHp1Re3230s
OPERATIONAL,"64P8+J3J, Tawangrejo, Mukuh, Kec. Kayen Kidul, Kabupaten Kediri, Jawa Timur 64183, Indonesia","{'location': {'lat': -7.7634189, 'lng': 112.1151266}, 'viewport': {'northeast': {'lat': -7.762037820107278, 'lng': 112.1165006798927}, 'southwest': {'lat': -7.764737479892722, 'lng': 112.1138010201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TIRTOREJO,{'open_now': False},ChIJR-H6Nt9beC4RAGDswDXlzac,5.0,ChIJR-H6Nt9beC4RAGDswDXlzac,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101703928190370677561"">A Google User</a>'], 'photo_reference': 'AUGGfZlY3v159z3CHcQiye7oE86ZyKpMqRs-8fDOGuxgZBn1FxosBk5YOQ7fPTwSVcfHXHsfrhK7GLQEitMppFY_DMzt-07i_R8fwGmdOn9rS8PGf-M21Wnme0qpkJCCYRbLuwQRcEXq7Ews5Q_NjWsTIWTORfob7RzvZB6nluJKTLWROcjX', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJR-H6Nt9beC4RAGDswDXlzac
OPERATIONAL,"7469+56Q, tangkilan, Padangan, Kec. Kayen Kidul, Kabupaten Kediri, Jawa Timur 64183, Indonesia","{'location': {'lat': -7.739537500000001, 'lng': 112.1181262}, 'viewport': {'northeast': {'lat': -7.738050020107277, 'lng': 112.1195359798927}, 'southwest': {'lat': -7.740749679892721, 'lng': 112.1168363201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Prasasti Tangkilan,,ChIJE-16uQxbeC4RmHfBStTxHcw,4.2,ChIJE-16uQxbeC4RmHfBStTxHcw,"['tourist_attraction', 'point_of_interest', 'establishment']",82,"[{'height': 1734, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118067576373687751260"">A Google User</a>'], 'photo_reference': 'AUGGfZngJcf0oPwL7bNao0T5ouqbh20k9tEo0f3c_79YYvQUn2aHRiKAfDWN4q2zS78gHdXE7WxJO9irBeKCuzdToLSDciGuLajoaaDyzuoCBg_yugJZrG_bRcr1WsdPNILRzUGMHiNKYFCKy0m_Xf2HM2PmPKnnUmwNJuqRoMoCl-YvJWSr', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJE-16uQxbeC4RmHfBStTxHcw
CLOSED_TEMPORARILY,"64Q4+QC9, Tawangrejo, Mukuh, Kec. Kayen Kidul, Kabupaten Kediri, Jawa Timur 64183, Indonesia","{'location': {'lat': -7.760583899999999, 'lng': 112.1060961}, 'viewport': {'northeast': {'lat': -7.759273070107278, 'lng': 112.1074750798927}, 'southwest': {'lat': -7.761972729892721, 'lng': 112.1047754201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Mustiko Toyaning,,ChIJURHLUZZbeC4ROirKyKy0ceE,4.3,ChIJURHLUZZbeC4ROirKyKy0ceE,"['tourist_attraction', 'point_of_interest', 'establishment']",12,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106175350927334757165"">Edo Christianto</a>'], 'photo_reference': 'AUGGfZnWichZLgjgCo2RoDuo_HdlwNAoT5iYeXUliOmdgd5aZNYtOqqWICRe6EGh0Kfm_fK_usMvb8I49U60iBDUj0nzhLyM3I8TEEUB28ayM53JB0iTbe5NIEyQ8GMaZt_8lY7ubco0LxnmJ-ETU_eYS8ycxL7Muqv8kVjalB7NL1mxffvI', 'width': 1536}]",,True,https://www.google.com/maps/place/?q=place_id:ChIJURHLUZZbeC4ROirKyKy0ceE
OPERATIONAL,"739F+9VW, Pehkulon, Kec. Papar, Kabupaten Kediri, Jawa Timur, Indonesia","{'location': {'lat': -7.731510200000001, 'lng': 112.0747126}, 'viewport': {'northeast': {'lat': -7.730163520107277, 'lng': 112.0760743298927}, 'southwest': {'lat': -7.732863179892721, 'lng': 112.0733746701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BOK ABG,{'open_now': True},ChIJIeaPAgBbeC4RkM4kyNSTxyM,5.0,ChIJIeaPAgBbeC4RkM4kyNSTxyM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJIeaPAgBbeC4RkM4kyNSTxyM
OPERATIONAL,"63MW+GG8, Kandangan, Pagu, Kec. Pagu, Kabupaten Kediri, Jawa Timur 64183, Indonesia","{'location': {'lat': -7.766214400000001, 'lng': 112.0963185}, 'viewport': {'northeast': {'lat': -7.764851220107277, 'lng': 112.0976345298927}, 'southwest': {'lat': -7.767550879892721, 'lng': 112.0949348701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sumber Kapu,,ChIJO60YjHxbeC4RZ7CgT51vL2U,5.0,ChIJO60YjHxbeC4RZ7CgT51vL2U,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJO60YjHxbeC4RZ7CgT51vL2U
