business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,plus_code,opening_hours,url
OPERATIONAL,"PGM3+P35, Jl. Amol - Manamas, Benus, Kec. Naibenu, Kabupaten Timor Tengah Utara, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.265735, 'lng': 124.5027301}, 'viewport': {'northeast': {'lat': -9.264386970107278, 'lng': 124.5040855798927}, 'southwest': {'lat': -9.267086629892722, 'lng': 124.5013859201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Benus,ChIJZ5dhGgB9VSwRoGG36ZERwbM,0.0,ChIJZ5dhGgB9VSwRoGG36ZERwbM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJZ5dhGgB9VSwRoGG36ZERwbM
OPERATIONAL,"MFV5+XQ4, Sunsea, Naibenu, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.3051129, 'lng': 124.4594682}, 'viewport': {'northeast': {'lat': -9.303111970107278, 'lng': 124.4604582798927}, 'southwest': {'lat': -9.305811629892721, 'lng': 124.4577586201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,puncak Naija Muti,ChIJE68rfdF9VSwR9cjOSel01GI,5.0,ChIJE68rfdF9VSwR9cjOSel01GI,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108981048159196271696"">A Google User</a>'], 'photo_reference': 'AUGGfZmZLkpxrTgisTrfgkRv36qCQF3-gsRLEpGKeGY5o2zBwwKDiGYYs2GjS9_CKaUakzzihrd129oU3Mh9FypV6x9K4keZ46SKlvMbHfz5yqw8ETPyf-xgOfMzspn7QGUbArYrvfPIyrXX7VqX2Wuz0RBpOPO8cotKmYgGRzjKTw4b-2iC', 'width': 2304}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJE68rfdF9VSwR9cjOSel01GI
OPERATIONAL,"PGP3+WW, Manamas, Naibenu, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.2628568, 'lng': 124.5050073}, 'viewport': {'northeast': {'lat': -9.261801750000002, 'lng': 124.5062302798927}, 'southwest': {'lat': -9.266021950000003, 'lng': 124.5035306201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Patok 2,ChIJj3z-XwB9VSwRrz62CrgikhY,0.0,ChIJj3z-XwB9VSwRrz62CrgikhY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJj3z-XwB9VSwRrz62CrgikhY
OPERATIONAL,"PGP3+WW, Manamas, Naibenu, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.2627813, 'lng': 124.5050693}, 'viewport': {'northeast': {'lat': -9.2616885, 'lng': 124.5062612798927}, 'southwest': {'lat': -9.266059700000001, 'lng': 124.5035616201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Patok 3,ChIJrYUtfQB9VSwR8AfzNEfW71s,0.0,ChIJrYUtfQB9VSwR8AfzNEfW71s,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJrYUtfQB9VSwR8AfzNEfW71s
OPERATIONAL,"PGP3+WW, Manamas, Naibenu, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.262367399999999, 'lng': 124.5049255}, 'viewport': {'northeast': {'lat': -9.261206720107277, 'lng': 124.5061023}, 'southwest': {'lat': -9.26390637989272, 'lng': 124.5013951}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Patok 9,ChIJMyN1TwB9VSwRpZ_vZPtkp4A,0.0,ChIJMyN1TwB9VSwRpZ_vZPtkp4A,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJMyN1TwB9VSwRpZ_vZPtkp4A
OPERATIONAL,"PGP3+WW, Manamas, Naibenu, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.2621741, 'lng': 124.5055283}, 'viewport': {'northeast': {'lat': -9.260770749999999, 'lng': 124.5065252798927}, 'southwest': {'lat': -9.266384150000002, 'lng': 124.5038256201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Patok 6,ChIJa6gtCAB9VSwRw_3yX_BTIS8,0.0,ChIJa6gtCAB9VSwRw_3yX_BTIS8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJa6gtCAB9VSwRw_3yX_BTIS8
OPERATIONAL,"PGP3+WW, Manamas, Naibenu, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.2623287, 'lng': 124.5051464}, 'viewport': {'northeast': {'lat': -9.261187370107278, 'lng': 124.50643365}, 'southwest': {'lat': -9.263887029892722, 'lng': 124.50128465}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Patok 8,ChIJQRp_dgB9VSwRIdyMjgI3ZTA,0.0,ChIJQRp_dgB9VSwRIdyMjgI3ZTA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJQRp_dgB9VSwRIdyMjgI3ZTA
OPERATIONAL,"PGP3+WW, Manamas, Naibenu, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.2626235, 'lng': 124.5053137}, 'viewport': {'northeast': {'lat': -9.261444849999997, 'lng': 124.5064179798927}, 'southwest': {'lat': -9.266159450000004, 'lng': 124.5037183201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Patok 4,ChIJCS0NbQB9VSwRJqaRR19n0D4,0.0,ChIJCS0NbQB9VSwRJqaRR19n0D4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJCS0NbQB9VSwRJqaRR19n0D4
OPERATIONAL,"PGP3+WW, Manamas, Naibenu, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.2626698, 'lng': 124.5048507}, 'viewport': {'northeast': {'lat': -9.261382270107278, 'lng': 124.50598875}, 'southwest': {'lat': -9.264081929892722, 'lng': 124.50143655}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Patok 1,ChIJbcwMdwB9VSwRP7ovH2mjWV0,0.0,ChIJbcwMdwB9VSwRP7ovH2mjWV0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJbcwMdwB9VSwRP7ovH2mjWV0
OPERATIONAL,"PGP3+WW, Manamas, Naibenu, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.262472899999999, 'lng': 124.5054864}, 'viewport': {'northeast': {'lat': -9.261218949999996, 'lng': 124.5065043298927}, 'southwest': {'lat': -9.266234750000002, 'lng': 124.5038046701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Patok 5,ChIJmWeeTQB9VSwRImXQu_mXRe4,0.0,ChIJmWeeTQB9VSwRImXQu_mXRe4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJmWeeTQB9VSwRImXQu_mXRe4
