business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,url
OPERATIONAL,"G744+H6X, Tasinifu, Mutis, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4935133, 'lng': 124.2556148}, 'viewport': {'northeast': {'lat': -9.492163470107279, 'lng': 124.2569646298927}, 'southwest': {'lat': -9.494863129892723, 'lng': 124.2542649701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Pahkoto,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116550823262497725199"">A Google User</a>'], 'photo_reference': 'AUGGfZm5V33OF-qZMpgPe2E-gLZETqqgGrg-Cy7cKH0hEBMFDHvRN0cObN5nNOzYH4CUEkM-O72fVRIGZIWo-46NIprn3VIM5jLufihsel6RFVeAhnkJCm1rrWAoyLv0NX6u4zPvVFHAJtV-QD3NiD9MD18I_Y_8iMBDzJwT2veMZrirQgBD', 'width': 3024}]",ChIJV4OsNMCbVSwRluG8rpEwF6A,4.8,ChIJV4OsNMCbVSwRluG8rpEwF6A,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,https://www.google.com/maps/place/?q=place_id:ChIJV4OsNMCbVSwRluG8rpEwF6A
OPERATIONAL,"C6PJ+392, Bonleu, Tobu, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.5648622, 'lng': 124.2308909}, 'viewport': {'northeast': {'lat': -9.563512370107278, 'lng': 124.2322407298927}, 'southwest': {'lat': -9.566212029892721, 'lng': 124.2295410701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Gunung Mutis,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108828781825503013443"">Ayini Manu</a>'], 'photo_reference': 'AUGGfZnZrzvJ1lAiRvFj5TCaXro4OEzGyQigSBRXfXG_icJv2WMrA3r9Meea0z730uh5T2YIdbLxjA22qTxvSLwQwTOkxbubUgcHNVImbrfwQTp_IikQClvWUT-vB7CYsJReSmYaWdn2LLjla8KTEDo1msgXGgQd2JFCubNUhxN9bmQKzgA7', 'width': 3072}]",ChIJ2xtaKiKZVSwRPYeZfmQlD3U,5.0,ChIJ2xtaKiKZVSwRPYeZfmQlD3U,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,https://www.google.com/maps/place/?q=place_id:ChIJ2xtaKiKZVSwRPYeZfmQlD3U
OPERATIONAL,"H5FJ+4C6, Naekake B, Mutis, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4272039, 'lng': 124.1810057}, 'viewport': {'northeast': {'lat': -9.425854070107277, 'lng': 124.1823555298927}, 'southwest': {'lat': -9.428553729892721, 'lng': 124.1796558701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun Bi'aki,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112907360868778596082"">A Google User</a>'], 'photo_reference': 'AUGGfZk67aaA3-Cd_Iqm7VBxByPL1_MbPa-wIvv1cfaGD7QS3hOR-bgK-EBcV7jpmiwMLj9de32wleDsnugBfxdS4yDGpMaear6r_xjCL5sYZzXEjY5TIzT6NWyujvDoygmW3pNLBo4znbMRp1eidLq4gn-8cVje1URE6HFlxZ6m0GSGPh0C', 'width': 961}]",ChIJ-fTdCp2fVSwR8MLooIpEvT8,5.0,ChIJ-fTdCp2fVSwR8MLooIpEvT8,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,https://www.google.com/maps/place/?q=place_id:ChIJ-fTdCp2fVSwR8MLooIpEvT8
OPERATIONAL,"96QF+WW, Fatumnasi, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6101873, 'lng': 124.2247714}, 'viewport': {'northeast': {'lat': -9.608719120107278, 'lng': 124.22547145}, 'southwest': {'lat': -9.611418779892722, 'lng': 124.22267125}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kaki Gunung Mutis,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104172306825360021959"">Esthon Patola</a>'], 'photo_reference': 'AUGGfZmSis-DPtU3TVNAcGGm0bJQrvqAa8ZWH5zHMJkreRW2a699QLUBQr3sUCnxCzCoAG8dxZunf55UkwV4lQS0AjrzOv0VIBGw2JaLqVUQ48j_ia8a3LaO1VcPdI0hZjJvkOIIBH090NTH2ikzT5P0LwC2tyP06OjkofD_j7G_xBj7RwYM', 'width': 4032}]",ChIJOb-612KXVSwRVMRUEK1fdnM,4.8,ChIJOb-612KXVSwRVMRUEK1fdnM,"['tourist_attraction', 'point_of_interest', 'establishment']",29,,https://www.google.com/maps/place/?q=place_id:ChIJOb-612KXVSwRVMRUEK1fdnM
OPERATIONAL,"F8W3+X2, Tubu, Bikomi Nilulat, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.502569, 'lng': 124.3025227}, 'viewport': {'northeast': {'lat': -9.501721470107277, 'lng': 124.3043534798927}, 'southwest': {'lat': -9.504421129892721, 'lng': 124.3016538201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam tubu,"[{'height': 1122, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104326570213262615036"">A Google User</a>'], 'photo_reference': 'AUGGfZktmAQf0Uwv2SJRsgogpZDVzQtrFMm-PJbAv2At9ByRj_3kCpjOV35-LomybY2roxkDrpjw7k5s2QqvaxWGwRIZeEdbT48gFqkxTHU5z39u6DfdNrs5OcPEKKS-qYVm9Jqr-0Dgqa2la1D8ZSKC0hkBbSjC1zFEabjhJosRyZ-ft8t_', 'width': 843}]",ChIJzRkRVACbVSwRs_dRTqSPWQ8,5.0,ChIJzRkRVACbVSwRs_dRTqSPWQ8,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,https://www.google.com/maps/place/?q=place_id:ChIJzRkRVACbVSwRs_dRTqSPWQ8
OPERATIONAL,"F76X+HJ5, Saenam, Miomaffo Barat, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.538614299999999, 'lng': 124.2991146}, 'viewport': {'northeast': {'lat': -9.537024320107276, 'lng': 124.3005600798927}, 'southwest': {'lat': -9.53972397989272, 'lng': 124.2978604201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit sertu saenam,"[{'height': 1456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106601313621714924957"">A Google User</a>'], 'photo_reference': 'AUGGfZm5El-ydeUSkjruWKVg1b8QN5q3tUUfkiJyZpl8unucNsAdVjgHgT5-h5agUY2XEvS2I3LTsmI2EY7wt7nzBJMpgpg83rH9CwI69manOGnznJzkYl8sbDYu1Q6wqjT-Xu_SsPg_DQ-FU_RUUjIid-vtRrpNG7QjnYWAKFe8YxV8WlTu', 'width': 3072}]",ChIJQ9U5wqybVSwRrya6SwVQEtU,1.5,ChIJQ9U5wqybVSwRrya6SwVQEtU,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJQ9U5wqybVSwRrya6SwVQEtU
CLOSED_PERMANENTLY,"H6F6+C67, Naekake A, Mutis, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4260967, 'lng': 124.2108712}, 'viewport': {'northeast': {'lat': -9.424772970107277, 'lng': 124.2121799298927}, 'southwest': {'lat': -9.427472629892721, 'lng': 124.2094802701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Kecamatan Mutis,,ChIJAX7kifqfVSwRQlwUCvw8CZQ,0.0,ChIJAX7kifqfVSwRQlwUCvw8CZQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJAX7kifqfVSwRQlwUCvw8CZQ
CLOSED_TEMPORARILY,"C6MJ+36M, Nenas, Fatumnasi, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.567299799999999, 'lng': 124.2305456}, 'viewport': {'northeast': {'lat': -9.565949970107276, 'lng': 124.2318954298927}, 'southwest': {'lat': -9.56864962989272, 'lng': 124.2291957701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Mutis,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108034109058141188165"">A Google User</a>'], 'photo_reference': 'AUGGfZnwP2RMamj0jywv9wBCsLaWOe8VYc6WuCCigkB9g194BQs--vZXqs7_9w93_1sjX3GP5UUPWt0OB4LkHt6zCaOCoIw1d4kpINEIAejAvC1DtfaItdpG2-iAOTPbIYtXums4X5Jufi_cHnxPLK_32TJxDRr_q3zIrsfxQF97-SAB918', 'width': 3024}]",ChIJ-daW-FiZVSwRJ6Tan1buHso,5.0,ChIJ-daW-FiZVSwRJ6Tan1buHso,"['tourist_attraction', 'point_of_interest', 'establishment']",2,True,https://www.google.com/maps/place/?q=place_id:ChIJ-daW-FiZVSwRJ6Tan1buHso
CLOSED_TEMPORARILY,"G7Q3+58R, Tasinifu, Mutis, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4620074, 'lng': 124.2532741}, 'viewport': {'northeast': {'lat': -9.460149999999999, 'lng': 124.25685925}, 'southwest': {'lat': -9.4675796, 'lng': 124.25207905}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun Pah Koto,,ChIJgWuFVcKdVSwRQ-XvNEO6pqE,0.0,ChIJgWuFVcKdVSwRQ-XvNEO6pqE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJgWuFVcKdVSwRQ-XvNEO6pqE
CLOSED_TEMPORARILY,"C7X7+H95, Noepesu, Miomaffo Barat, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.5511014, 'lng': 124.2634962}, 'viewport': {'northeast': {'lat': -9.549522370107278, 'lng': 124.26886335}, 'southwest': {'lat': -9.552222029892722, 'lng': 124.26170715}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Mnesat Batan,,ChIJdeSKDHObVSwRd-WCcx7tlnM,5.0,ChIJdeSKDHObVSwRd-WCcx7tlnM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,True,https://www.google.com/maps/place/?q=place_id:ChIJdeSKDHObVSwRd-WCcx7tlnM
