formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,plus_code,rating,user_ratings_total,opening_hours,permanently_closed,url
"Nilulat, Bikomi Nilulat, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.5035753, 'lng': 124.3282603}, 'viewport': {'northeast': {'lat': -9.4858644, 'lng': 124.3387599}, 'southwest': {'lat': -9.51638, 'lng': 124.3192413}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nilulat,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103941872334442901797"">Yudha P Sunandar</a>'], 'photo_reference': 'AUGGfZkMNYwvxPpmMAqQKP-Q4g2sGyFl7hvrx3Bgerq9fKGRcZNfdgyDOnH14633LlG7otaZJ19pytE0rKn_bFR4cs0cogRp3O2apSdRqi0gPBYOr3LFkEPaK0YkjRK7wJzKbYFOGHNHhWsaYDbLasg3jUXb7KkzkFu_MfrsGja4tNg2G2uc', 'width': 2048}]",ChIJkSr0n0qbVSwRlKAbE7fUWnI,ChIJkSr0n0qbVSwRlKAbE7fUWnI,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJkSr0n0qbVSwRlKAbE7fUWnI
"Inbate, Bikomi Nilulat, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4369626, 'lng': 124.4020876}, 'viewport': {'northeast': {'lat': -9.435612770107277, 'lng': 124.4034374298927}, 'southwest': {'lat': -9.43831242989272, 'lng': 124.4007377701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,FATUKNAPA-INBATE,"[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101302851053172426705"">Yulius Obe</a>'], 'photo_reference': 'AUGGfZl1CoqGhARNHBvP_meHNy_t-j3P_FdhBAgP0nhNIUJhy8UM9HdSPZzdRacMCf6lY4n9v8EKPDbjIVthPIIQMlMM4CbdncrEE1b6ht72krkUvh8BANtSbxq86_sQRfpHQJuNhb6sky_tT8-aTwQEAhdjQAXWstS3aE0RZVYAdf2SodCn', 'width': 748}]",ChIJZX4faIiDVSwRzzJVttqRS28,ChIJZX4faIiDVSwRzzJVttqRS28,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'HC72+6R Inbate, North Central Timor Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q26HC72+6R'}",5.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJZX4faIiDVSwRzzJVttqRS28
"F8W3+X2, Tubu, Bikomi Nilulat, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.502569, 'lng': 124.3025227}, 'viewport': {'northeast': {'lat': -9.501721470107277, 'lng': 124.3043534798927}, 'southwest': {'lat': -9.504421129892721, 'lng': 124.3016538201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam tubu,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102004050001914743466"">A Google User</a>'], 'photo_reference': 'AUGGfZk-jKJCEV8VuOP0OOEf9ddL1VfQ3e68YeKqE2nPQqs1T6IwUh_YNJARCP9Fv9pgcHeM9TZSEiUY6T5OjZgWLp_90ABOFQaEsNES_4Miwk5pefKnZ2Vmh_8YWH2BhKk7cZvGBb98Ve2052ipDzqazaQ_xO5wOtAcvLXkef46iIojvxVK', 'width': 2448}]",ChIJzRkRVACbVSwRs_dRTqSPWQ8,ChIJzRkRVACbVSwRs_dRTqSPWQ8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,5.0,,,https://www.google.com/maps/place/?q=place_id:ChIJzRkRVACbVSwRs_dRTqSPWQ8
"Bikomi Nilulat, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.440480299999999, 'lng': 124.3776274}, 'viewport': {'northeast': {'lat': -9.3928301, 'lng': 124.40652}, 'southwest': {'lat': -9.51638, 'lng': 124.2968146}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bikomi Nilulat,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113816845504101514016"">A Google User</a>'], 'photo_reference': 'AUGGfZmMSPrxV9eMB-pepUL__pD5OJ3OGZ85Zri3XNUgI_ZxkQ4nd4jm12TA6HQR_Dw8lx_IcKvnQMEF9kKfOxdf-nBc8tetEYz1E65KXIfgjYmVB5Jq8kAKCpdoxqXzjicaXPxetzTuvLAaggl0Fytpf7zf3SU_rJN8UfJcwE_ZHZA_VNFm', 'width': 1920}]",ChIJJ67CuD2DVSwR8R2xy_BWJBY,ChIJJ67CuD2DVSwR8R2xy_BWJBY,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJ67CuD2DVSwR8R2xy_BWJBY
"F82C+JFH, Bijaele Sunan, Kec. Miomaffo Bar., Kabupaten Timor Tengah Utara, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.5484264, 'lng': 124.3212328}, 'viewport': {'northeast': {'lat': -9.54690677010728, 'lng': 124.3226278798927}, 'southwest': {'lat': -9.549606429892723, 'lng': 124.3199282201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Bijaele Sunan, Miomafo Barat, TTU","[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103427424184270490262"">A Google User</a>'], 'photo_reference': 'AUGGfZkYvhsb0b2x4QlpSsxa_Isjp7LOS8eo5sjvtpr_SkJAAGn0m1fR1fkG6jKeB0r9PQAO8nTa1RlX8lqe03HaIOyRlguw-GQQxNdd8K19KGAMEfxlD_vy98gQWWIHJKlbeaZ75CiWEHuIzhO6vKbDtnvYjAmR2bBo09dHGcQ0LL068iVQ', 'width': 4608}]",ChIJJb9rMjqbVSwRKXiem4wGwLc,ChIJJb9rMjqbVSwRKXiem4wGwLc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,8.0,,,https://www.google.com/maps/place/?q=place_id:ChIJJb9rMjqbVSwRKXiem4wGwLc
"GC35+M2, Oelneke, Musi, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.495754999999999, 'lng': 124.4075593}, 'viewport': {'northeast': {'lat': -9.494405170107278, 'lng': 124.4089091298927}, 'southwest': {'lat': -9.497104829892722, 'lng': 124.4062094701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Oelbaok Ulu,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115010947882221418460"">A Google User</a>'], 'photo_reference': 'AUGGfZnFGSegNqhEqtQYfbW2fSxuMRgZh6nw7DdNUnIrdl8-1lTKBa3b4m3eaoDH40iM79kGuN1Bd5pXnHYt767j5a2CQwjoi3Tu7swjD6MnqdtX2MfBOQhxw8idqJ2v7t3M0UsYuj306aeERlYFXH2fWKaSMZIkiU2sfR2fNYQAcfDCtpb3', 'width': 2294}]",ChIJ0Q_EAACFVSwRR3PqRI0mff8,ChIJ0Q_EAACFVSwRR3PqRI0mff8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ0Q_EAACFVSwRR3PqRI0mff8
"J9HM+P7M, Napan, Bikomi Utara, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.3706564, 'lng': 124.3831807}, 'viewport': {'northeast': {'lat': -9.369343020107278, 'lng': 124.3845895798927}, 'southwest': {'lat': -9.372042679892722, 'lng': 124.3818899201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Cinta Napan Jalur Manis,"[{'height': 8000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116950739890469244103"">A Google User</a>'], 'photo_reference': 'AUGGfZl-k6JzUpXtIhm-BpwUxmeMtZBINxwUN6etzHeRcVQKqFpVTZcHJIXEzqEmyIFOiL2xsDAKL_HsaLq9K7F7iEQiC5Ticiq7NLg5Z38jkGOtCJNwLPGpPs_qOOlqI5rNJAzFzIbUjQ2HrMLpu-T66VE04nhMnqr5eLXgrsMsm-VtzErB', 'width': 6000}]",ChIJiY13YgB5VSwRr59CR3AAVFs,ChIJiY13YgB5VSwRr59CR3AAVFs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.5,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJiY13YgB5VSwRr59CR3AAVFs
"FC96+WHW, Unnamed Road, Bijaepasu, Miomaffo Tengah, Kabupaten Timor Tengah Utara, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.5301479, 'lng': 124.4114579}, 'viewport': {'northeast': {'lat': -9.528798070107277, 'lng': 124.4128077298927}, 'southwest': {'lat': -9.53149772989272, 'lng': 124.4101080701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung SILU Bijaepassu,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105024496443510852894"">Maryan Walker</a>'], 'photo_reference': 'AUGGfZlUfup55VunRO28tBoiQYUOBZNDQTTVlSxNXtuK-YFk8NmFk2_JCTZ6My_CxFKCxSCwPnReqYEbFw6W1niMe23qabPtNZsdm5lgdV6YXlUPftBl0872FhJ6MG_Lo7qo9tZI9BEKNriQDQf-Z48BrURE_cvee2xluXa-GgEYokApW_Jl', 'width': 720}]",ChIJn7ZVoG-FVSwRr4JRMNY04JY,ChIJn7ZVoG-FVSwRr4JRMNY04JY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,3.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJn7ZVoG-FVSwRr4JRMNY04JY
"G744+H6X, Tasinifu, Mutis, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4935133, 'lng': 124.2556148}, 'viewport': {'northeast': {'lat': -9.492163470107279, 'lng': 124.2569646298927}, 'southwest': {'lat': -9.494863129892723, 'lng': 124.2542649701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Pahkoto,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116550823262497725199"">A Google User</a>'], 'photo_reference': 'AUGGfZltHvCefif2kwhCaPYudJJVaaWVhsv7jvm4f71H2bMU-pyUM3iZTBSkx0Fr3lM7fOYsItCdFZCsURDIb_f5ZGioV6fRZDULzXiUSJ0WWIWUwXfPYFuqHLVnKcKGPrpeSuxMozqnkWMwLBf7vkDjlFhA1aoz88a2emKRFxBn7xOWu3sV', 'width': 3024}]",ChIJV4OsNMCbVSwRluG8rpEwF6A,ChIJV4OsNMCbVSwRluG8rpEwF6A,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.8,5.0,,,https://www.google.com/maps/place/?q=place_id:ChIJV4OsNMCbVSwRluG8rpEwF6A
"JC7C+M7, Sainoni, Bikomi Utara, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.385842799999999, 'lng': 124.4207041}, 'viewport': {'northeast': {'lat': -9.38423182010728, 'lng': 124.4219656798928}, 'southwest': {'lat': -9.386931479892723, 'lng': 124.4192660201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Check Dam Sainoni,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113506607890055625638"">Sandy Gayasih</a>'], 'photo_reference': 'AUGGfZmzm2F1cnnvfWjwW5MI1J9emDewJJ8YVX-OzgxwibzHoLjhwpmusidp9fAfYI4RL6zT0t8_BGBtrKTQYZfCw9A6Sm8pm9MBsVT2bVRuZTooBcQ8zWfBT5yGsVh9cYSnh4S7VVmtd_Tx1tof3q20NaEygnMmDme9UT1FuPWR4KVAP1sW', 'width': 4000}]",ChIJE-KX7m1_VSwRlOMb0ow3HZE,ChIJE-KX7m1_VSwRlOMb0ow3HZE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,3.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJE-KX7m1_VSwRlOMb0ow3HZE
