business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,price_level,rating,reference,types,user_ratings_total,plus_code,permanently_closed,url
OPERATIONAL,"3RPC+FXV, Sumberpandan, Nglurup, Kec. Sendang, Kabupaten Tulungagung, Jawa Timur 66254, Indonesia","{'location': {'lat': -7.913762999999999, 'lng': 111.8224321}, 'viewport': {'northeast': {'lat': -7.912419120107277, 'lng': 111.8237786298927}, 'southwest': {'lat': -7.915118779892721, 'lng': 111.8210789701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kedung Minten,{'open_now': False},"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111294752376945803429"">Ari Bahtiyar</a>'], 'photo_reference': 'AUGGfZlsboGGhkYz26Rd0QMV-txy9WWfd8w2oPOaQ60-MUORPaUselMtGdOGxdsUTuPHWU85_CXOiKK4eUQLNKsvmuamAHIFwOGY2312mqNFiQd3QVzGMhkMpdrrsUgLg32mEeVMGeP8g23ImEVDbOmu-bKBId8Tc1PyBzujQqw0fHMpxKhD', 'width': 4000}]",ChIJCQhnu18BeS4RSTFGqzaCfUc,1.0,4.5,ChIJCQhnu18BeS4RSTFGqzaCfUc,"['tourist_attraction', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",830,,,https://www.google.com/maps/place/?q=place_id:ChIJCQhnu18BeS4RSTFGqzaCfUc
OPERATIONAL,"4R88+R2P, Area Hutan, Nglurup, Kec. Sendang, Kabupaten Tulungagung, Jawa Timur 66254, Indonesia","{'location': {'lat': -7.882910499999999, 'lng': 111.8150651}, 'viewport': {'northeast': {'lat': -7.881560670107277, 'lng': 111.8164149298927}, 'southwest': {'lat': -7.884260329892721, 'lng': 111.8137152701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jurang Senggani Waterfalls,{'open_now': True},"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104612006027465827655"">Kevin Nauvalino Nafis</a>'], 'photo_reference': 'AUGGfZmGSUMnCHi2iDRsktY7fH5PQCWqx-KgEJYRItFHAxeG7DsPdD3BDKUSnIXEpzClXqg-xUBwC5liLvpchBFwjimSyPC_RfJr6W7wIqyhrIV8zkieSMxCiF9rvbOYu1I6d5Mk0k7o8sB0gEPse95DHmtB9pAgIBItHyyVsekV_E3E33F7', 'width': 4096}]",ChIJ4d0qiIGqeS4RFfbw4iVj5hQ,,4.4,ChIJ4d0qiIGqeS4RFfbw4iVj5hQ,"['tourist_attraction', 'point_of_interest', 'establishment']",224,,,https://www.google.com/maps/place/?q=place_id:ChIJ4d0qiIGqeS4RFfbw4iVj5hQ
OPERATIONAL,"Hutan, Nyawangan, Sendang, Tulungagung Regency, East Java 66254, Indonesia","{'location': {'lat': -7.927130999999999, 'lng': 111.8418677}, 'viewport': {'northeast': {'lat': -7.925763370107278, 'lng': 111.8432614298927}, 'southwest': {'lat': -7.928463029892722, 'lng': 111.8405617701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pine Forest Park Attraction Nyawangan,,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109472359635600846529"">farid fauzi</a>'], 'photo_reference': 'AUGGfZmS7K-bdgYL5-hJck7ZMHIPZpAWnCBCfp39SXDHG1VZ6tlHkOvr_67ljFiSfbjH2ug077SJdX91uLUphS9rgDgo8TUFfeo8dr_HLn5ClbDn2kyEnobki44cTBX7P9NtpOFog49r4aL8qY9rXnFiaKC2J-9cCdh8E4W6je617wY7Pr8L', 'width': 4624}]",ChIJK5TBUswBeS4RdscVUctOWNE,,4.0,ChIJK5TBUswBeS4RdscVUctOWNE,"['tourist_attraction', 'point_of_interest', 'establishment']",319,"{'compound_code': '3RFR+4P Nyawangan, Tulungagung Regency, East Java, Indonesia', 'global_code': '6P4H3RFR+4P'}",,https://www.google.com/maps/place/?q=place_id:ChIJK5TBUswBeS4RdscVUctOWNE
OPERATIONAL,"Jengglik Kidul, Sendang, Tulungagung Regency, East Java 66254, Indonesia","{'location': {'lat': -7.953484799999999, 'lng': 111.8365103}, 'viewport': {'northeast': {'lat': -7.952137870107279, 'lng': 111.8378663798927}, 'southwest': {'lat': -7.954837529892723, 'lng': 111.8351667201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ori Green,{'open_now': False},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104809920197837047676"">ndiren studio</a>'], 'photo_reference': 'AUGGfZlVMiUnk9GH_k9b0KG5SEsoB2hmCOCkS8DbMKmJwMdG6_ECbCdCLhoYoC9vkNl5TsJxzcQ7D95oyIYqIF7LAvqmGR261UP34KphNCDeNl_jCKwKbTvfdUfAmwdUB4oerm2O8YIwxMxsijUeB5MVlkw1SXdeWbM3dA9bubhifDI_SYrg', 'width': 4160}]",ChIJjd7TXNkBeS4RH_gzu8Fbhbc,,4.4,ChIJjd7TXNkBeS4RH_gzu8Fbhbc,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",1654,"{'compound_code': '2RWP+JJ Sendang, Tulungagung Regency, East Java, Indonesia', 'global_code': '6P4H2RWP+JJ'}",,https://www.google.com/maps/place/?q=place_id:ChIJjd7TXNkBeS4RH_gzu8Fbhbc
OPERATIONAL,"4Q9W+4RV, Area Hutan, Geger, Kec. Sendang, Kabupaten Tulungagung, Jawa Timur 66254, Indonesia","{'location': {'lat': -7.882134100000001, 'lng': 111.7970319}, 'viewport': {'northeast': {'lat': -7.880784270107279, 'lng': 111.7983817298927}, 'southwest': {'lat': -7.883483929892723, 'lng': 111.7956820701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Lawean,{'open_now': True},"[{'height': 774, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108131875338444936941"">Ahmad Rokhim</a>'], 'photo_reference': 'AUGGfZm44wXDz3jUXPV2svxn4hl7pkylsBmt3xlgpO9gJq6XVUEaoEQJED9A9S6dTU91QVvja4L5wRBy9GPMfEh9Zu0lh5wsUaapw_mqnSBAUjLL0YqOFpheTHIQHIAAEXW0h9gKaND3CPGS8svRDQlWeihw8Hu9rnA2x88HfUOpGfUxTvKW', 'width': 1032}]",ChIJW-_LY3eqeS4RrFFo1Cs2rQI,,4.4,ChIJW-_LY3eqeS4RrFFo1Cs2rQI,"['tourist_attraction', 'point_of_interest', 'establishment']",74,,,https://www.google.com/maps/place/?q=place_id:ChIJW-_LY3eqeS4RrFFo1Cs2rQI
OPERATIONAL,"3R5M+46J, Sendang, Pelem, Kec. Sendang, Kabupaten Tulungagung, Jawa Timur 66254, Indonesia","{'location': {'lat': -7.9421597, 'lng': 111.8330298}, 'viewport': {'northeast': {'lat': -7.941049670107279, 'lng': 111.8344230298927}, 'southwest': {'lat': -7.943749329892722, 'lng': 111.8317233701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,COWINDO REFRESHING AND EDUCATION,{'open_now': False},"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107754858884933702204"">Erri Prasetya</a>'], 'photo_reference': 'AUGGfZl1vpXLmB9FlA4G3oreFpzcGgdg-QQQFGu-rPgzZFPieSmYhQJ8eoIp-jYtwTWXHAOCScuWuiou3AZ3a4xvaC9LoRKZ6qaIm-sskvEUxgR4mddgV7nfml5s9HuYxmogj1Iplm_WtxfirXF3Y2PIkaeTOms1Yw7xdE12CzNUJ9Q1dSf7', 'width': 3968}]",ChIJ0dgMptoBeS4RqLeDM8Tear8,,4.3,ChIJ0dgMptoBeS4RqLeDM8Tear8,"['tourist_attraction', 'point_of_interest', 'establishment']",426,,,https://www.google.com/maps/place/?q=place_id:ChIJ0dgMptoBeS4RqLeDM8Tear8
OPERATIONAL,"4R75+3MX, Area Hutan, Nglurup, Kec. Sendang, Kabupaten Tulungagung, Jawa Timur 66254, Indonesia","{'location': {'lat': -7.8872628, 'lng': 111.8092417}, 'viewport': {'northeast': {'lat': -7.885912970107277, 'lng': 111.8105915298927}, 'southwest': {'lat': -7.88861262989272, 'lng': 111.8078918701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Pandan Wangi,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116268200811031573647"">A Google User</a>'], 'photo_reference': 'AUGGfZksE_Gm5Jfu9ko49uxDTefnfnAF4NI1dk8SbFGF3wu2QWqAlQNjUKx0tnAA_6whHI2VDXuW6coadAF6eVJoXxmUeIFRhY0aJPZ2PMEcRqXbJ29fz8rFYHAx96XwODTtB3DM9pNNPKZubPVXX56mn9CDGlAF45LxSTZzwgDusUDXUdyj', 'width': 3120}]",ChIJr_GW1X8AeS4RbCTI9bNh7s4,,4.3,ChIJr_GW1X8AeS4RbCTI9bNh7s4,"['tourist_attraction', 'point_of_interest', 'establishment']",27,,,https://www.google.com/maps/place/?q=place_id:ChIJr_GW1X8AeS4RbCTI9bNh7s4
OPERATIONAL,"4R7G+V3Q, Hutan, Nyawangan, Kec. Sendang, Kabupaten Tulungagung, Jawa Timur 66254, Indonesia","{'location': {'lat': -7.8852771, 'lng': 111.8252216}, 'viewport': {'northeast': {'lat': -7.883927270107278, 'lng': 111.8265714298927}, 'southwest': {'lat': -7.886626929892722, 'lng': 111.8238717701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,AIR TERJUN SENTONG,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106293320504232751130"">Sayakti Hadian</a>'], 'photo_reference': 'AUGGfZnp0SmNjKsQ-60ZT1ozOLZMlXFHdCPKixQSaLddF_OcJ693wQmb2CrGMh7-LSy9pU6bpsGjGXHZpGBKUVrBsflfy-U_IrvHd7DYon7hiE1ilS2sl3n0SLP9pt9hFwioXEiihOxtxBMCq61X2r7SZ4YBT4_wdgUGD5P7C2az3pzUTefB', 'width': 4000}]",ChIJyz1jCj0BeS4RatXH7Q6SL_w,,5.0,ChIJyz1jCj0BeS4RatXH7Q6SL_w,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJyz1jCj0BeS4RatXH7Q6SL_w
OPERATIONAL,"4R5C+52, Hutan, Nyawangan, Kec. Sendang, Kabupaten Tulungagung, Jawa Timur 66254, Indonesia","{'location': {'lat': -7.892133399999999, 'lng': 111.8200684}, 'viewport': {'northeast': {'lat': -7.890783570107277, 'lng': 111.8214182298927}, 'southwest': {'lat': -7.893483229892721, 'lng': 111.8187185701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun tempursari,{'open_now': True},"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110105916733302376946"">Hayulistyan tyan Khoir</a>'], 'photo_reference': 'AUGGfZkGXMzsxKT1_5XrbDCbUT2yeqA1-Lj1P5FFmXQpvVc_9BvcTQaYZPeMxlcMaFx7w0gEm3XJzrYsW72qegJjti2bZGInuAzZH_zpirT1Rpm1zJWmkxQLZ-GPo6TRcGyFbscqUuoVS6nvJl8wjHqsbCntbBlnWpKAEkpHOFI1803vp8EC', 'width': 720}]",ChIJ5Yvhj2IBeS4RInN7VSB7Q9Y,,0.0,ChIJ5Yvhj2IBeS4RInN7VSB7Q9Y,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ5Yvhj2IBeS4RInN7VSB7Q9Y
OPERATIONAL,"Jl. Arjuna No.RT 01, Watuwayang, Tugu, Kec. Sendang, Kabupaten Tulungagung, Jawa Timur 66254, Indonesia","{'location': {'lat': -7.9670641, 'lng': 111.8517533}, 'viewport': {'northeast': {'lat': -7.96530157010728, 'lng': 111.85379195}, 'southwest': {'lat': -7.968001229892724, 'lng': 111.85107375}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Alam Kedung Jaran,{'open_now': False},"[{'height': 3998, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104707829516415851013"">dias fighterlove</a>'], 'photo_reference': 'AUGGfZnAg91qX-VW0FdFRORO-_KniFrxiqUP8PBmJjODkjA1qAbyYehfSkOEcdFCKO4qS6OGEFeniA56RqPkumHly0IYHXYdPG89KaSWBOL32MwfqlUUQ0Ai6A7DRasjwv6KcB7G1RMFN1Lf9Ec5Pn-TVocRKTz762iiizaAvVD0JAmEtXku', 'width': 2998}]",ChIJ5a41zE4DeS4RfHBErLNtHPw,,3.9,ChIJ5a41zE4DeS4RfHBErLNtHPw,"['tourist_attraction', 'point_of_interest', 'establishment']",15,"{'compound_code': '2VM2+5P Tugu, Tulungagung Regency, East Java, Indonesia', 'global_code': '6P4H2VM2+5P'}",,https://www.google.com/maps/place/?q=place_id:ChIJ5a41zE4DeS4RfHBErLNtHPw
