business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,plus_code,price_level,permanently_closed,url
OPERATIONAL,"2V5W+4F5, Ngleduk, Sukodono, Kec. Karangrejo, Kabupaten Tulungagung, Jawa Timur 66253, Indonesia","{'location': {'lat': -7.992241900000001, 'lng': 111.8962488}, 'viewport': {'northeast': {'lat': -7.990953070107278, 'lng': 111.8976980798927}, 'southwest': {'lat': -7.993652729892722, 'lng': 111.8949984201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Sumber Sirah Indah,{'open_now': False},"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104945172618245838230"">mbah.ndomblong</a>'], 'photo_reference': 'AUGGfZmfzcYcNQ91k5VGenPyA4lc9sZLG3QShI3xcNJ6jiTtcuu1RhWRObsU0E1LgdRVbGTdIcz9AjUusMCihsUUx3mbiMEq2onFa2Oe-2YsVTvDRV77WTQG6wgpKl4tOJmu2SBBUX4Rbx3l0s7UCWL6BUW-dPas8yyDXj-tYLd_zXkbJKJI', 'width': 864}]",ChIJi7fB0LH9eC4RyzG3pqQz1_w,3.8,ChIJi7fB0LH9eC4RyzG3pqQz1_w,"['tourist_attraction', 'point_of_interest', 'establishment']",287,,,,https://www.google.com/maps/place/?q=place_id:ChIJi7fB0LH9eC4RyzG3pqQz1_w
OPERATIONAL,"XVFC+WCP, Dusun Ngledok, Bungur, Kec. Karangrejo, Kabupaten Tulungagung, Jawa Timur, Indonesia","{'location': {'lat': -8.0251693, 'lng': 111.8710797}, 'viewport': {'northeast': {'lat': -8.02324022010728, 'lng': 111.8726184298927}, 'southwest': {'lat': -8.025939879892723, 'lng': 111.8699187701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ngenengan island,,,ChIJnbbSeAD9eC4RVztsWMxPmRg,0.0,ChIJnbbSeAD9eC4RVztsWMxPmRg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJnbbSeAD9eC4RVztsWMxPmRg
OPERATIONAL,"2V7W+336, Ngleduk, Sukodono, Kec. Karangrejo, Kabupaten Tulungagung, Jawa Timur 66253, Indonesia","{'location': {'lat': -7.987338599999999, 'lng': 111.8951451}, 'viewport': {'northeast': {'lat': -7.986015820107278, 'lng': 111.8965519798927}, 'southwest': {'lat': -7.988715479892722, 'lng': 111.8938523201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kandang Gibas,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115323053260593275079"">A Google User</a>'], 'photo_reference': 'AUGGfZl1Is03Cg_K10Y5KcDEZoTzjmp4ZSaZxkrrsYNelQVme5UvJ6PXy85JU0Qo6UikIqx8egeDR5WdfoI0K3kSngvSt_G0tMe5KZS27aAPNOO7hsEXvTGuMMDXMNttNdApbQpYrq9W7Ip7DYGmshjPHGyw8LTcy4YW154VnzS8YcFwVAdj', 'width': 2448}]",ChIJv17_QQD9eC4R7xASixF_CO0,5.0,ChIJv17_QQD9eC4R7xASixF_CO0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJv17_QQD9eC4R7xASixF_CO0
OPERATIONAL,"Dusun Grogol, Bungur, Karangrejo, Tulungagung Regency, East Java 66253, Indonesia","{'location': {'lat': -8.0226086, 'lng': 111.8791952}, 'viewport': {'northeast': {'lat': -8.021284820107278, 'lng': 111.8805271298927}, 'southwest': {'lat': -8.023984479892722, 'lng': 111.8778274701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SIMPANG LIMA BUNGUR,{'open_now': True},"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115051691543193021552"">A Google User</a>'], 'photo_reference': 'AUGGfZmEfdcg2AIf4abv5jNTKeOhDYq_IkEcOUg6OmK8LzuaEQX9u0qMNf1RPhURi_kwgBsg-9LvU2LSvb5YuH09cZm5iWsAS72AWYjWZNzo70N03MZGsNw0V92koO9PhLfeENKdOuyQl_e2AMbblzlUXl8703vACuTczlJ3jr-ktJkTkKy4', 'width': 2736}]",ChIJ8cwkGjb9eC4RWu2_AAXoAoE,5.0,ChIJ8cwkGjb9eC4RWu2_AAXoAoE,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"{'compound_code': 'XVGH+XM Bungur, Tulungagung Regency, East Java, Indonesia', 'global_code': '6P3HXVGH+XM'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ8cwkGjb9eC4RWu2_AAXoAoE
OPERATIONAL,"2W25+M6M, Jl. Sukodono, Prayan, Karangrejo, Kec. Karangrejo, Kabupaten Tulungagung, Jawa Timur 66253, Indonesia","{'location': {'lat': -7.998287299999999, 'lng': 111.9080563}, 'viewport': {'northeast': {'lat': -7.996954570107278, 'lng': 111.9093942298927}, 'southwest': {'lat': -7.999654229892721, 'lng': 111.9066945701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TUGU PERBATASAN DESA SUKODONO,,,ChIJtw2yXpL9eC4RGcGtULFCspk,0.0,ChIJtw2yXpL9eC4RGcGtULFCspk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJtw2yXpL9eC4RGcGtULFCspk
OPERATIONAL,"Dusun Grogol, Bungur, Karangrejo, Tulungagung Regency, East Java 66253, Indonesia","{'location': {'lat': -8.0202434, 'lng': 111.8760409}, 'viewport': {'northeast': {'lat': -8.019183970107278, 'lng': 111.8770453298927}, 'southwest': {'lat': -8.021883629892722, 'lng': 111.8743456701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bungur Pertanian Terpadu,{'open_now': False},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117623419360611243498"">A Google User</a>'], 'photo_reference': 'AUGGfZmW0BFIlMbGFHFiuJEJutYTClBpvti1cSXrnmXOEBdHqh3ycINBSrvV_V9y21Nmy3tkElRsOKFumiYt1t-3MaaWzaau4JwhuL6FoMHHGf7RglwepQoLJMRfDVb2sT9Mp8XUqMHVKmJ6kGHbfs79W5JcNDdmd7Zg9UdfU55nPeyGj651', 'width': 1280}]",ChIJVxM3y5f9eC4RMyeAEldoBAY,4.3,ChIJVxM3y5f9eC4RMyeAEldoBAY,"['tourist_attraction', 'point_of_interest', 'establishment']",6,"{'compound_code': 'XVHG+WC Bungur, Tulungagung Regency, East Java, Indonesia', 'global_code': '6P3HXVHG+WC'}",,,https://www.google.com/maps/place/?q=place_id:ChIJVxM3y5f9eC4RMyeAEldoBAY
OPERATIONAL,"WW2C+P4, Kedung Singgil, Karangrejo, Boyolangu, Tulungagung Regency, East Java, Indonesia","{'location': {'lat': -8.0981553, 'lng': 111.9203565}, 'viewport': {'northeast': {'lat': -8.096805220107276, 'lng': 111.9216900298927}, 'southwest': {'lat': -8.09950487989272, 'lng': 111.9189903701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Perkopian karangrejo,{'open_now': False},"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108618868244828808647"">A Google User</a>'], 'photo_reference': 'AUGGfZnb2SKXO4ppFMiVBqOPXBbz2HedQuo3Bpka4VKa7SxEt0mEUV7SM_cmmY7BjAYSl3dFGL_5l3i6EKQ5UWUJmC9EPLMMr3Z9qsSwJv0ueZimKYQjBMV-j-6n8o4LJ7sP_E1kcKjoVxPY4v97qdxkXcR3FxP0wEd6isPUkney5j5BOz-G', 'width': 1080}]",ChIJB9fyQXTjeC4RAMbsss4zMWQ,4.8,ChIJB9fyQXTjeC4RAMbsss4zMWQ,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,,,https://www.google.com/maps/place/?q=place_id:ChIJB9fyQXTjeC4RAMbsss4zMWQ
OPERATIONAL,"Banaran, Kauman, Tulungagung Regency, East Java 66261, Indonesia","{'location': {'lat': -8.036514, 'lng': 111.8680501}, 'viewport': {'northeast': {'lat': -8.035382420107279, 'lng': 111.8691763298927}, 'southwest': {'lat': -8.038082079892723, 'lng': 111.8664766701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Punakawan Park,{'open_now': False},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110802597811800268789"">Alno Yaz</a>'], 'photo_reference': 'AUGGfZmN0Vq3N_N9wAFLkSYPU89F6eTqzfHxR0XjC2oP7FuFErC2tfo3hCWhvnq5hKaCzr9BGMEcswpT_I7M4pp4pRxBvA0U5FW58g9VAbtUGX05n7fpmGEZYW1dqf5LihRfExc1GIlpWaUvZ0icWpQ_tYlCGcWSq8gf3nB3OIngsHhfMEfg', 'width': 4032}]",ChIJCWe10MP9eC4R5YTEi06VnL4,4.2,ChIJCWe10MP9eC4R5YTEi06VnL4,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",350,"{'compound_code': 'XV79+96 Banaran, Tulungagung Regency, East Java, Indonesia', 'global_code': '6P3HXV79+96'}",,,https://www.google.com/maps/place/?q=place_id:ChIJCWe10MP9eC4R5YTEi06VnL4
OPERATIONAL,"XVF4+48X, Kebonduren, Kates, Kec. Kauman, Kabupaten Tulungagung, Jawa Timur 66261, Indonesia","{'location': {'lat': -8.0271323, 'lng': 111.8558521}, 'viewport': {'northeast': {'lat': -8.025735770107277, 'lng': 111.8572379298927}, 'southwest': {'lat': -8.02843542989272, 'lng': 111.8545382701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mrs. Martin,{'open_now': True},,ChIJy2bQ3KUDeS4RV7JraEA8Naw,5.0,ChIJy2bQ3KUDeS4RV7JraEA8Naw,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJy2bQ3KUDeS4RV7JraEA8Naw
OPERATIONAL,"2VG6+HV3, Jl. Argowilis, Suko, Tugu, Kec. Sendang, Kabupaten Tulungagung, Jawa Timur 66254, Indonesia","{'location': {'lat': -7.9736103, 'lng': 111.8621777}, 'viewport': {'northeast': {'lat': -7.972275920107276, 'lng': 111.8635978298927}, 'southwest': {'lat': -7.97497557989272, 'lng': 111.8608981701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wahana Outbound Wahidiyah -WOW-,{'open_now': False},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117666828586045695619"">Juwita Rachma</a>'], 'photo_reference': 'AUGGfZnoEfMP6D0Dq9U3s9GDROkLQzpDe9GHM425Vu4YhRGbfCpkIrwo-1x2QiTHwilFaYOywXb7LgyZwdShBVzUCepPjwvFVahu135pljVDPbHXWJ9bNV9aRJ3ZYKcom3xZBL9UilSqWQqi4TkIUOvr4EnLP3JXRTlnHrmLg4grAtxlSTsf', 'width': 4000}]",ChIJG_UBy_D9eC4RrixdDNcYGTU,4.4,ChIJG_UBy_D9eC4RrixdDNcYGTU,"['tourist_attraction', 'point_of_interest', 'establishment']",31,,,,https://www.google.com/maps/place/?q=place_id:ChIJG_UBy_D9eC4RrixdDNcYGTU
