business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,price_level,url
OPERATIONAL,"WXJM+HG, Pakisrejo, Pakel, Ngantru, Tulungagung Regency, East Java, Indonesia","{'location': {'lat': -8.0685252, 'lng': 111.9838746}, 'viewport': {'northeast': {'lat': -8.067182320107277, 'lng': 111.9850071798927}, 'southwest': {'lat': -8.06988197989272, 'lng': 111.9823075201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot e suhu kang aziz,ChIJLTWwVwDleC4RJey29aEWLMg,0.0,ChIJLTWwVwDleC4RJey29aEWLMg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJLTWwVwDleC4RJey29aEWLMg
OPERATIONAL,"2WVP+63F, Cari, Banjarsari, Kec. Ngantru, Kabupaten Tulungagung, Jawa Timur, Indonesia","{'location': {'lat': -7.956941400000001, 'lng': 111.9351583}, 'viewport': {'northeast': {'lat': -7.955184570107279, 'lng': 111.9363547298927}, 'southwest': {'lat': -7.957884229892723, 'lng': 111.9336550701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SPOT OCONG,ChIJuYY6dwD_eC4RyGePNI5XChI,0.0,ChIJuYY6dwD_eC4RyGePNI5XChI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJuYY6dwD_eC4RyGePNI5XChI
OPERATIONAL,"2W38+V59, Baron, Batokan, Kec. Ngantru, Kabupaten Tulungagung, Jawa Timur, Indonesia","{'location': {'lat': -7.995804799999999, 'lng': 111.9153418}, 'viewport': {'northeast': {'lat': -7.994590420107278, 'lng': 111.9164244798927}, 'southwest': {'lat': -7.997290079892722, 'lng': 111.9137248201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempuran bungas,ChIJc7TUUQD9eC4R-_EZBtgq20k,0.0,ChIJc7TUUQD9eC4R-_EZBtgq20k,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJc7TUUQD9eC4R-_EZBtgq20k
OPERATIONAL,"XXV4+CHC, Pulerejo, Kec. Ngantru, Kabupaten Tulungagung, Jawa Timur 66252, Indonesia","{'location': {'lat': -8.0064292, 'lng': 111.9564014}, 'viewport': {'northeast': {'lat': -8.005045670107277, 'lng': 111.9577887298927}, 'southwest': {'lat': -8.007745329892721, 'lng': 111.9550890701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,JATI ASRI PARK Kemiri,ChIJsQSUUob7eC4ROMVt2MuVFBo,5.0,ChIJsQSUUob7eC4ROMVt2MuVFBo,"['tourist_attraction', 'point_of_interest', 'establishment']",6,{'open_now': False},"[{'height': 418, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104864604241440283170"">A Google User</a>'], 'photo_reference': 'AUGGfZnQHcyWvEvS9mDPvZz_xQpnosvqE7X9ITs7HIUgPb0Gb_j7bFW8jR_Uril5dieAihwThlpvO3ByMd_JM0nXESpMuQsieCyjk5QeQce--hPF13cVvwIU0-RBtre7ZAzKZLAziN-9DL5cTNedCMPk5S8G-WE4YTA4FP6jS98oYVemXqsM', 'width': 720}]",,,https://www.google.com/maps/place/?q=place_id:ChIJsQSUUob7eC4ROMVt2MuVFBo
OPERATIONAL,"Jl. Diponegoro, Pulerejo, Kec. Ngantru, Kabupaten Tulungagung, Jawa Timur 66252, Indonesia","{'location': {'lat': -8.0036607, 'lng': 111.9434988}, 'viewport': {'northeast': {'lat': -8.002287370107279, 'lng': 111.9448323298927}, 'southwest': {'lat': -8.004987029892723, 'lng': 111.9421326701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Angkringan gubug asmoro,ChIJL2Mv7fT9eC4RGF0cbAcu0c0,4.0,ChIJL2Mv7fT9eC4RGF0cbAcu0c0,"['tourist_attraction', 'point_of_interest', 'establishment']",9,{'open_now': False},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102721057817205704474"">Arif Prasetyo</a>'], 'photo_reference': 'AUGGfZmJ6_lOZgjfS2cMcRM1xHwS8oqMiIB6R8Z9WSRwlzUKxmqUQrYoj79eNO51eCQQsUdm9Kd9ahiqbQhQQ3tbycT_3RpYQxrYbnAYOngZmSr0oQXq4Ha5awEvlMdvBw-2Vo2ZTPMAYHVItWyqaSkpncdkzXZc8q66LKtWBTuuaZIjgc1M', 'width': 4208}]","{'compound_code': 'XWWV+G9 Pulerejo, Tulungagung Regency, East Java, Indonesia', 'global_code': '6P3HXWWV+G9'}",,https://www.google.com/maps/place/?q=place_id:ChIJL2Mv7fT9eC4RGF0cbAcu0c0
OPERATIONAL,"2W39+PR, Mojosari, Mojoagung, Kec. Ngantru, Kabupaten Tulungagung, Jawa Timur, Indonesia","{'location': {'lat': -7.995692999999999, 'lng': 111.919542}, 'viewport': {'northeast': {'lat': -7.994870070107276, 'lng': 111.9208488298927}, 'southwest': {'lat': -7.99756972989272, 'lng': 111.9181491701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempuran bungas,ChIJ1acRPwD9eC4R50Su6u4CATQ,0.0,ChIJ1acRPwD9eC4R50Su6u4CATQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1acRPwD9eC4R50Su6u4CATQ
OPERATIONAL,"XWJF+MP4, Trimulyo, Ngujang, Kec. Kedungwaru, Kabupaten Tulungagung, Jawa Timur 66229, Indonesia","{'location': {'lat': -8.0183723, 'lng': 111.9243175}, 'viewport': {'northeast': {'lat': -8.017041020107278, 'lng': 111.9256573298927}, 'southwest': {'lat': -8.019740679892722, 'lng': 111.9229576701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Kethek'an - Ngantru,ChIJ4VhoC9b9eC4R_mcpppGylG0,4.3,ChIJ4VhoC9b9eC4R_mcpppGylG0,"['tourist_attraction', 'point_of_interest', 'establishment']",15,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101031004419669989702"">sentot wibowo</a>'], 'photo_reference': 'AUGGfZllfxYRM_TlnPx7Mv4vn78aLe2fRxemUQX6oL35JPzGwY_EWoiJxlrDNfZu3Z3VZGBntOzDGFgW7mV7yPzQ1eB8k-uX5fmw7p90cdkOUgkSL2HC6Wvaqt1UTjvoWTA80aKAMEPwkxOrPvSz_iGF3WJVq91CeCZoXTUrIHyDTr1BPfCP', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ4VhoC9b9eC4R_mcpppGylG0
OPERATIONAL,"XWPW+MW6, Dawung, Sumputan, Pinggirsari, Kec. Ngantru, Kabupaten Tulungagung, Jawa Timur 66252, Indonesia","{'location': {'lat': -8.013335399999999, 'lng': 111.9472421}, 'viewport': {'northeast': {'lat': -8.011988270107276, 'lng': 111.9486317298927}, 'southwest': {'lat': -8.01468792989272, 'lng': 111.9459320701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Melon Hidroponik,ChIJeYL_L679eC4R3kXxOZZfg9w,0.0,ChIJeYL_L679eC4R3kXxOZZfg9w,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 405, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108527892557066679974"">najwa wawa</a>'], 'photo_reference': 'AUGGfZlSN2ZwsKrgAhdDJoII9H5JIQd_8iNi1w4KXBiVE0q7PkiCH-W7aX3SwZyhtnppAUD3yq9x_0zX8ANEXKDXiSmV2GnldDv5MYn_zJbpTD6p0XG57T6hZ0rMREVW9iTE3j9LZMR7IZoW3sOElnkF8x2d-7tO3snPaMvli-j7SMQwqtju', 'width': 720}]",,,https://www.google.com/maps/place/?q=place_id:ChIJeYL_L679eC4R3kXxOZZfg9w
OPERATIONAL,"WXW6+Q6F Jembatan, Ngujang 2, Jati, Bukur, Kec. Sumbergempol, Kabupaten Tulungagung, Jawa Timur 66291, Indonesia","{'location': {'lat': -8.0522583, 'lng': 111.962142}, 'viewport': {'northeast': {'lat': -8.050621170107279, 'lng': 111.9633877298927}, 'southwest': {'lat': -8.053320829892723, 'lng': 111.9606880701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga Ngujang 2,ChIJJaH8F3XleC4RFXHHAgLsRCA,0.0,ChIJJaH8F3XleC4RFXHHAgLsRCA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112469147538477727383"">A Google User</a>'], 'photo_reference': 'AUGGfZmE1zgmFscuz0XT84__VN13sMntrSZRZXG4qqE6ymBqzbC_VgYoSICeQDcW98Pu4mA2f2K7DBe8zslmkONZHhkdxZUih0CBIHvhjW3Y2pLA5aGXW3JJeP79Ix7HvhGp19ESxqYCbTeNBDw9KfKsyE7s5SgSNtWu1DoM3F7QzIdGT9Uu', 'width': 4032}]",,,https://www.google.com/maps/place/?q=place_id:ChIJJaH8F3XleC4RFXHHAgLsRCA
OPERATIONAL,"XWGX+2R5, Unnamed Road, Sumurbrumbung, Pinggirsari, Kec. Ngantru, Kabupaten Tulungagung, Jawa Timur 66252, Indonesia","{'location': {'lat': -8.0249963, 'lng': 111.9496629}, 'viewport': {'northeast': {'lat': -8.023457270107277, 'lng': 111.9511516798927}, 'southwest': {'lat': -8.026156929892721, 'lng': 111.9484520201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MUSANGKING WISATA PETIK BUAH,ChIJQUwDBEv9eC4R3Y2WwtRe-dc,4.9,ChIJQUwDBEv9eC4R3Y2WwtRe-dc,"['tourist_attraction', 'point_of_interest', 'establishment']",16,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101825091284363303815"">Humam Ismail</a>'], 'photo_reference': 'AUGGfZnQngOopob7NuT2e_lbmihOdT_7GJpNd_MLkAYGkpjs4dnTNYSjZIUgidhaGB0_OIQHIF10cefe8dlekQdTSCI_fZXl5sQYTAxoRlalnFQRYKArTcra2-8bBJ40PivxptRYqeulkKw7a95s1D_1JBI_S-l6WgnPkqHsuBmyr2lOwPjY', 'width': 1908}]",,,https://www.google.com/maps/place/?q=place_id:ChIJQUwDBEv9eC4R3Y2WwtRe-dc
