formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,plus_code,rating,user_ratings_total,url
"Ciwandan, Cilegon, Banten, Indonesia","{'location': {'lat': -6.015323899999999, 'lng': 105.9763804}, 'viewport': {'northeast': {'lat': -5.996988, 'lng': 106.0045079}, 'southwest': {'lat': -6.058093, 'lng': 105.9216511}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ciwandan,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107415647032041799635"">abi andrean</a>'], 'photo_reference': 'AUGGfZmKtpLSizXCXXccZFHMs2DB7zBpzNx8ICofJ7S-N4294heZaeVGKz3vJVQRSh8J8YuF_RNqJOk-YTQYWs7fq6A-X5YlkHHeG8mGqxfWb2BI3AvDLEU7YJh99-3QIKZ7JLWSm03mueTzCVKLLYGFTiGUimH2hb2geNPSnW87Q1YCDc35', 'width': 1200}]",ChIJG_YTjmSFQS4Rk1NoVdDiuFs,ChIJG_YTjmSFQS4Rk1NoVdDiuFs,"['administrative_area_level_3', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJG_YTjmSFQS4Rk1NoVdDiuFs
"Jl. Jenderal Sudirman, Ramanuju, Kec. Purwakarta, Kota Cilegon, Banten 42431, Indonesia","{'location': {'lat': -6.011471299999999, 'lng': 106.0435819}, 'viewport': {'northeast': {'lat': -6.010167570107278, 'lng': 106.0448951798927}, 'southwest': {'lat': -6.012867229892722, 'lng': 106.0421955201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Landmark Kota Cilegon,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102728258608095247363"">Ivan Bauer</a>'], 'photo_reference': 'AUGGfZlBF1fRpCYFL3dLzSXFDMOreEkAQL_XpZEn8-Yv2bgqalTrf0OZzWeFg4ixJ6X4s5qm-_jeQ3qejvV_n8y0KBPeF_yb6d3INHEnLT12SS0NcrZQBxgjj2JqDEywM8yht7DQS3VuH79M9qFsylINkIm3XDWD_Euk_X15pijntzkiGCcH', 'width': 5312}]",ChIJl9K3gRaOQS4RPaNGuL4Molw,ChIJl9K3gRaOQS4RPaNGuL4Molw,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': 'X2QV+CC Ramanuju, Cilegon, Banten, Indonesia', 'global_code': '6P58X2QV+CC'}",4.5,2866.0,https://www.google.com/maps/place/?q=place_id:ChIJl9K3gRaOQS4RPaNGuL4Molw
"XXMQ+3M6, Kubangsari, Ciwandan, Cilegon, Banten, Indonesia","{'location': {'lat': -6.0173315, 'lng': 105.9891462}, 'viewport': {'northeast': {'lat': -6.015626920107279, 'lng': 105.9909568798927}, 'southwest': {'lat': -6.018326579892722, 'lng': 105.9882572201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata kulung maje,"[{'height': 1599, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101131301855335159748"">A Google User</a>'], 'photo_reference': 'AUGGfZmiERm4OdXGu4BSJ0cm39VX5wfDJrfSaKHiP6g96BPM7PHKJY45jzE_TgCgnooqf4IDwaB2B5SnjeUCu5_RIOaPBQbgYZe5E8oM5QmsevKRotX2sSNNufmH68uGUC4pQoiC-krruBaDJDL38T9iCMqKiEcqB_j3GPIEqvryZLnoiX--', 'width': 899}]",ChIJy0Pv1euPQS4Rt4XXMrA4KzQ,ChIJy0Pv1euPQS4Rt4XXMrA4KzQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,5.0,1.0,https://www.google.com/maps/place/?q=place_id:ChIJy0Pv1euPQS4Rt4XXMrA4KzQ
"XX8W+XPH, Jl. Sunan Drajat, Banjar Negara, Kec. Ciwandan, Kota Cilegon, Banten 42441, Indonesia","{'location': {'lat': -6.0325216, 'lng': 105.9968608}, 'viewport': {'northeast': {'lat': -6.031065620107277, 'lng': 105.9982258298927}, 'southwest': {'lat': -6.03376527989272, 'lng': 105.9955261701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Villa/Saung Hanina,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110703373489692531136"">A Google User</a>'], 'photo_reference': 'AUGGfZmtF96TvZVgas3RwU61swrDBNtbIEKAOKP9B9dXOmw888Iz13bIPjPAEDO7odErriRetdG-1kRguNYNXGflBGIhHK8VGV5NvR3Utun432bYif6e1knzzwUgYygozNXBNGpn7jI-mtjt2kX0cW9y9stTx_KkHzRk_QHjiCHNjZyhZHM7', 'width': 3264}]",ChIJz08PQV6PQS4RORq2m8oEasY,ChIJz08PQV6PQS4RORq2m8oEasY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,4.4,5.0,https://www.google.com/maps/place/?q=place_id:ChIJz08PQV6PQS4RORq2m8oEasY
"Jl. Maulana Yusuf No.21, Taman Baru, Kec. Citangkil, Kota Cilegon, Banten 42441, Indonesia","{'location': {'lat': -6.0290178, 'lng': 106.0297618}, 'viewport': {'northeast': {'lat': -6.027737870107278, 'lng': 106.0313015798927}, 'southwest': {'lat': -6.030437529892722, 'lng': 106.0286019201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebon Hammock cilegon,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104804999681979332744"">A Google User</a>'], 'photo_reference': 'AUGGfZlDcwMi-LJosBeR63ugP5itxOolGoobus3EetroDwiXB4nRfYihXKL2HxA4NVTGahbhnfy2R1FBzWLvBw56SOwaePF50ebkyP4vowZS9b-xykd--u0GMRRf4hSnWbYv_nA5kBsAA4JILx9QUN4lbnKxESORflU60nq_vyl7oLxPL5fA', 'width': 996}]",ChIJAxscL0uPQS4Rkk3ARJQVyaI,ChIJAxscL0uPQS4Rkk3ARJQVyaI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': 'X2CH+9W Taman Baru, Cilegon, Banten, Indonesia', 'global_code': '6P58X2CH+9W'}",4.7,19.0,https://www.google.com/maps/place/?q=place_id:ChIJAxscL0uPQS4Rkk3ARJQVyaI
"X26C+RGW, Lebakdenok, Citangkil, Cilegon, Banten 42442, Indonesia","{'location': {'lat': -6.0378967, 'lng': 106.0213196}, 'viewport': {'northeast': {'lat': -6.036537870107278, 'lng': 106.0226932798927}, 'southwest': {'lat': -6.039237529892723, 'lng': 106.0199936201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Istana Pasir Cilegon,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109915557304540972954"">A Google User</a>'], 'photo_reference': 'AUGGfZmBbQsnHbvXjdZiNvQQN6vXJI9skJSB-awatJ-VZh6QHK3tGUKQ91ZWPsjn9J9WVY9BIiTUfIV3T5PbSurcYtzOq2KW9C7QJLbJVIzYXSmac9yq0_O2_fKbzzTiawrr3cf81ynUoTQtLmgCyMuF6Ef4g_IhAr5hyZNe4IdGJkB5rz11', 'width': 4000}]",ChIJ6zst4oOPQS4R3dNj8BjeYo8,ChIJ6zst4oOPQS4R3dNj8BjeYo8,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,4.1,333.0,https://www.google.com/maps/place/?q=place_id:ChIJ6zst4oOPQS4R3dNj8BjeYo8
"Jl. Raya Anyer-Sirih No.75, Anyar, Kec. Ciwandan, Kabupaten Serang, Banten 42166, Indonesia","{'location': {'lat': -6.0478554, 'lng': 105.9251782}, 'viewport': {'northeast': {'lat': -6.046515170107277, 'lng': 105.9265525798927}, 'southwest': {'lat': -6.049214829892721, 'lng': 105.9238529201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Selamat Datang Anyer,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109790344851391287526"">Omi Nugraha</a>'], 'photo_reference': 'AUGGfZlBMUTCdllMbOZUiFB9CYkJ4fRmUMizBACbUWZJf13KzNPZ6CldFSVfxRZaLW3h7aXSEOhxr93zc5YenRONDeMcoBbWld_L2j3boOxIbS1befM5dnoW9wCIpsgukTl3RlQTE7V9vTq_mcs-rTHBwVLZGbMM_aamnqQUVYNIQJ-GPlRk', 'width': 3024}]",ChIJn_2PePKFQS4RiNQ8PFXgAUk,ChIJn_2PePKFQS4RiNQ8PFXgAUk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': 'XW2G+V3 Anyar, Serang Regency, Banten, Indonesia', 'global_code': '6P57XW2G+V3'}",4.5,12.0,https://www.google.com/maps/place/?q=place_id:ChIJn_2PePKFQS4RiNQ8PFXgAUk
"2X5J+5R, Samangraya, Cilegon, Banten, Indonesia","{'location': {'lat': -5.9920627, 'lng': 105.9821}, 'viewport': {'northeast': {'lat': -5.991039770107278, 'lng': 105.9836658298927}, 'southwest': {'lat': -5.993739429892722, 'lng': 105.9809661701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot GT Anggi Pratama,"[{'height': 405, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106565888296976018573"">A Google User</a>'], 'photo_reference': 'AUGGfZlhh573tz45j2wMZlRtsyUt56sNNxr_PuRauRODy1JDozmHAzW8tu7yp2zj3prNSikLWsTFBKx9Ek9snTeXT3AJ_c6PFC1u8EbZpN1OlQBSD4PJoBK6FO8fP6wnYsy3cE1wdFTakh-tGeS2Sf26kGlderAf-CVV2URikgheVYLV53Wp', 'width': 720}]",ChIJS85m3p6RQS4RP5VpjYDM9KY,ChIJS85m3p6RQS4RP5VpjYDM9KY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,5.0,4.0,https://www.google.com/maps/place/?q=place_id:ChIJS85m3p6RQS4RP5VpjYDM9KY
"X24C+CC4, Batukuda, Mancak, Serang Regency, Banten 42165, Indonesia","{'location': {'lat': -6.0439842, 'lng': 106.0210849}, 'viewport': {'northeast': {'lat': -6.042624870107278, 'lng': 106.0225315798927}, 'southwest': {'lat': -6.045324529892723, 'lng': 106.0198319201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Istana Pasir Temiang Cilegon,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116125507017640757105"">nandra iswahyada</a>'], 'photo_reference': 'AUGGfZnGfsM5XXXd1gqQbj5UPzl9U6a5XdgSCfFt04fFmai4icL6zIee77_JoQeaGNlMy-fQiZQtZjpVVA_4ZTwZRB9qS6yWo9CzStyB8GWZl5P1tLH-ihLdrBG_buaP0N6-TqDpl0mfXA-WLjqcMM23Cx7V_kzxl97UNbNasA0HyBvLp4SW', 'width': 4000}]",ChIJWbblyAaPQS4RL7XQUTpP3tQ,ChIJWbblyAaPQS4RL7XQUTpP3tQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.0,178.0,https://www.google.com/maps/place/?q=place_id:ChIJWbblyAaPQS4RL7XQUTpP3tQ
"W2CM+J99, Jl. Cikerai, Cikerai, Kec. Cibeber, Kota Cilegon, Banten 42422, Indonesia","{'location': {'lat': -6.077793799999999, 'lng': 106.0337627}, 'viewport': {'northeast': {'lat': -6.076406070107277, 'lng': 106.0351292798927}, 'southwest': {'lat': -6.079105729892721, 'lng': 106.0324296201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Panorama Hills cikerai cilegon,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112194816854169534596"">Asti Rizki</a>'], 'photo_reference': 'AUGGfZlkZyyAq8O58N5jzIxi9x4gmBSqpv5e2moHJVNolIREKxm4FyfsUcVuz6kGz2CuPIWslJ1ftZFTFqVCatp3__29mp7UyQ7aMIXLRX52g97l38DVEH4y87-1WtMc1Di3-ttZho_aFpxXoPTUnwDzryaOZiWWO5wMXr5RUcSre_WClz3L', 'width': 4032}]",ChIJNy2Ms5yPQS4ROGqGZm6Lz1U,ChIJNy2Ms5yPQS4ROGqGZm6Lz1U,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,3.9,91.0,https://www.google.com/maps/place/?q=place_id:ChIJNy2Ms5yPQS4ROGqGZm6Lz1U
