business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,opening_hours,permanently_closed,url
OPERATIONAL,"4F8V+J7, Ononamolo I, Mandrehe Utara, West Nias Regency, North Sumatra, Indonesia","{'location': {'lat': 1.1165625, 'lng': 97.49318749999999}, 'viewport': {'northeast': {'lat': 1.117847929892722, 'lng': 97.4945414298927}, 'southwest': {'lat': 1.115148270107278, 'lng': 97.49184177010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata sungai Ma'u,ChIJX0pTYQANJjARkrrp9uWJRnE,0.0,ChIJX0pTYQANJjARkrrp9uWJRnE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJX0pTYQANJjARkrrp9uWJRnE
OPERATIONAL,"39R6+8F, Humene Siheneasi, North Nias Regency, North Sumatra, Indonesia","{'location': {'lat': 1.0917238, 'lng': 97.3610896}, 'viewport': {'northeast': {'lat': 1.0959181, 'lng': 97.3654534}, 'southwest': {'lat': 1.0903257, 'lng': 97.35963500000001}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MT AASHI,ChIJh3FEBABzJjARPqC7EbWr2a4,0.0,ChIJh3FEBABzJjARPqC7EbWr2a4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJh3FEBABzJjARPqC7EbWr2a4
OPERATIONAL,"Jl. Lap. Merdeka, Onowaembo, Kec. Lahomi, Kabupaten Nias Barat, Sumatera Utara 22864, Indonesia","{'location': {'lat': 0.9928617999999999, 'lng': 97.48767749999999}, 'viewport': {'northeast': {'lat': 0.9944007798927221, 'lng': 97.48897917989271}, 'southwest': {'lat': 0.9917011201072778, 'lng': 97.48627952010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,The Great Goo,ChIJ35S5cjwTJjAR0HG-qFqc6VI,4.3,ChIJ35S5cjwTJjAR0HG-qFqc6VI,"['tourist_attraction', 'point_of_interest', 'establishment']",7,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115957771698520536922"">A Google User</a>'], 'photo_reference': 'AUGGfZmm1mhfAsNnvJhIWZhf_vVaDDjVVyPjMt14sSv1U-bVI2QUlfIdfQqJ8Tc_x4B1tTbkEo9z0_ypE7wEIGmpRE96VwoFfBZVsXSLRwGZlfHMCTwjrZp2gxVIAYe5NSE_40GVLCDjYSOogt8No3woskVI7pf5ZnZfnMuzfg8NvB2idsHu', 'width': 1600}]","{'compound_code': 'XFVQ+43 Onowaembo, West Nias Regency, North Sumatra, Indonesia', 'global_code': '6MGVXFVQ+43'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ35S5cjwTJjAR0HG-qFqc6VI
OPERATIONAL,"XCWW+2FX, Sisobaoho, West Mandrehe, West Nias Regency, North Sumatra 22862, Indonesia","{'location': {'lat': 0.9951196, 'lng': 97.44624859999999}, 'viewport': {'northeast': {'lat': 0.9962828, 'lng': 97.44753094999999}, 'southwest': {'lat': 0.9916300000000001, 'lng': 97.44240155}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,lawu-lawu waterfall,ChIJAQAAADcTJjARL0lE_TnpeVk,3.7,ChIJAQAAADcTJjARL0lE_TnpeVk,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105114420594215399561"">Matias Dæli</a>'], 'photo_reference': 'AUGGfZnoa_Y_ZmzdfQByeCRmmDDhj9aA6lnVLb0naBIt1YAPUU3pQutwWzoittL9Oe21rjj41YPziqL3txDQJdL7Bz7BpAdx2RqR3KlWEh4IGB4Qcna7-Dc-tQZHBkJHD3_J2rzxWwCCLPLvJAn3u2EiAcxLR3uNQEUbDOi-ULc9MSXncTuN', 'width': 4160}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJAQAAADcTJjARL0lE_TnpeVk
OPERATIONAL,"XCM4+4M6, Sisarahili II, West Mandrehe, West Nias Regency, North Sumatra 22812, Indonesia","{'location': {'lat': 0.9827872999999999, 'lng': 97.4066325}, 'viewport': {'northeast': {'lat': 0.9841425298927221, 'lng': 97.40800627989272}, 'southwest': {'lat': 0.9814428701072778, 'lng': 97.40530662010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ZEBOLO City,ChIJ-Y-MTgBtJjARL0Ecnq4LW78,0.0,ChIJ-Y-MTgBtJjARL0Ecnq4LW78,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-Y-MTgBtJjARL0Ecnq4LW78
OPERATIONAL,"Jl. Lingkar pantai Sirombu, Afulu, Onolimburaya, Kec. Mandrehe Bar., Kabupaten Nias Barat, Sumatera Utara 22812, Indonesia","{'location': {'lat': 0.9793883999999999, 'lng': 97.4071414}, 'viewport': {'northeast': {'lat': 0.980764929892722, 'lng': 97.40860932989273}, 'southwest': {'lat': 0.9780652701072777, 'lng': 97.40590967010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Nona Sebolo,ChIJK_btl8ptJjAR-Ho05VKLPkk,5.0,ChIJK_btl8ptJjAR-Ho05VKLPkk,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 2128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116426536503490507034"">A Google User</a>'], 'photo_reference': 'AUGGfZlAgwqsk_98XdizRzNULuE-nL9cMZJ_zMP0EvCxJacfCvPD8IrWZEwyOxC_tZyCDJqB-4x7AYaCI_hrtLanQHmMm2XZSzWezeoGugRWc8QB4AWEdRS41LcZM9fuU84ntSFnf7eeyHWD9ntFp1fV9eLFE8zyFy9rcwdFKqccGMF7sr3Y', 'width': 4608}]","{'compound_code': 'XCH4+QV Onolimburaya, West Nias Regency, North Sumatra, Indonesia', 'global_code': '6MGVXCH4+QV'}",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJK_btl8ptJjAR-Ho05VKLPkk
OPERATIONAL,"39RV+8G5, Humene Siheneasi, Tugala Oyo, North Nias Regency, North Sumatra 22861, Indonesia","{'location': {'lat': 1.090754, 'lng': 97.39386119999999}, 'viewport': {'northeast': {'lat': 1.092101929892722, 'lng': 97.39519392989271}, 'southwest': {'lat': 1.089402270107278, 'lng': 97.39249427010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Wisata Rumah Adat Ombolata, Humenesiheneasi, Nias Utara",ChIJs7Fls1pzJjARJmLOPZByzQE,5.0,ChIJs7Fls1pzJjARJmLOPZByzQE,"['tourist_attraction', 'point_of_interest', 'establishment']",8,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112476427216291892254"">Faatulo Hia</a>'], 'photo_reference': 'AUGGfZm7kAIK0pPRlrRZGISDvjHCYaX461H9nxm_guq5yqSdQzXfLC1kVn5_8RKsuUBjjXFzbZFEBENOwJTkosijgVE56qPo3natovQ2AuQW1AyajHKDfPw4k3bXunwgwOqbbZXNIkeSxdDf9it9om5s9UZIbydTP0ZluneVzonzkVUKBxOC', 'width': 4160}]",,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJs7Fls1pzJjARJmLOPZByzQE
OPERATIONAL,"XCM4+693, Sisarahili II, West Mandrehe, West Nias Regency, North Sumatra 22812, Indonesia","{'location': {'lat': 0.9830085000000001, 'lng': 97.4059234}, 'viewport': {'northeast': {'lat': 0.9844461298927222, 'lng': 97.40756857989273}, 'southwest': {'lat': 0.9817464701072779, 'lng': 97.40486892010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai zibayada side ide,ChIJtb4fSwBtJjAR5pcd6nMu3kA,0.0,ChIJtb4fSwBtJjAR5pcd6nMu3kA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJtb4fSwBtJjAR5pcd6nMu3kA
OPERATIONAL,"XGR2+Q6J, Onolimbu, Lahomi, West Nias Regency, North Sumatra, Indonesia","{'location': {'lat': 0.9919834, 'lng': 97.5005192}, 'viewport': {'northeast': {'lat': 0.9933937298927219, 'lng': 97.50190387989272}, 'southwest': {'lat': 0.9906940701072777, 'lng': 97.49920422010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah A/I Solider daeli,ChIJhfO7VwATJjARq7A72UOF-2Q,5.0,ChIJhfO7VwATJjARq7A72UOF-2Q,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJhfO7VwATJjARq7A72UOF-2Q
CLOSED_TEMPORARILY,"2F9H+FFP, Iraono Gambo, Mandrehe, West Nias Regency, North Sumatra 22862, Indonesia","{'location': {'lat': 1.0187076, 'lng': 97.47870449999999}, 'viewport': {'northeast': {'lat': 1.019874279892722, 'lng': 97.47976967989273}, 'southwest': {'lat': 1.017174620107278, 'lng': 97.47707002010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ama/Ina Dean Balohili,ChIJex9rE8YTJjARA-mJhcRoUAY,0.0,ChIJex9rE8YTJjARA-mJhcRoUAY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,True,https://www.google.com/maps/place/?q=place_id:ChIJex9rE8YTJjARA-mJhcRoUAY
