business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,photos,url
OPERATIONAL,"Jl. Klp., Asiaman, Kec. Arso, Kabupaten Keerom, Papua 99471, Indonesia","{'location': {'lat': -2.8707194, 'lng': 140.7444809}, 'viewport': {'northeast': {'lat': -2.869291970107278, 'lng': 140.7458231298927}, 'southwest': {'lat': -2.871991629892722, 'lng': 140.7431234701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pariwisata Keerom,ChIJtVn3gzJ_bGgRdI2hMOvo0Q4,"{'compound_code': '4PHV+PQ Asiaman, Keerom Regency, Papua, Indonesia', 'global_code': '6R924PHV+PQ'}",0.0,ChIJtVn3gzJ_bGgRdI2hMOvo0Q4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJtVn3gzJ_bGgRdI2hMOvo0Q4
OPERATIONAL,"7P6Q+54, Upt Arso VII / Warbo, Arso, Keerom Regency, Papua 99468, Indonesia","{'location': {'lat': -2.7395084, 'lng': 140.7377587}, 'viewport': {'northeast': {'lat': -2.738158570107278, 'lng': 140.7391085298927}, 'southwest': {'lat': -2.740858229892723, 'lng': 140.7364088701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Telaga barito,ChIJN7aJbrJjbGgRJF-a3JkuXA4,,0.0,ChIJN7aJbrJjbGgRJF-a3JkuXA4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJN7aJbrJjbGgRJF-a3JkuXA4
OPERATIONAL,"MQ46+2X8, Jln langsat, kampung Wonorejo, Senggi, Kabupaten Keerom, Papua, Indonesia","{'location': {'lat': -3.3449536, 'lng': 140.7624493}, 'viewport': {'northeast': {'lat': -3.343603770107278, 'lng': 140.7637991298927}, 'southwest': {'lat': -3.346303429892723, 'lng': 140.7610994701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Wonorejo kecamatan Arso timur,ChIJrxPjJgCpa2gRy9v5nv7_rQU,,0.0,ChIJrxPjJgCpa2gRy9v5nv7_rQU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJrxPjJgCpa2gRy9v5nv7_rQU
OPERATIONAL,"5QQ6+QH, Arso I. / Sanggaria, Arso, Keerom Regency, Papua, Indonesia","{'location': {'lat': -2.8105886, 'lng': 140.761448}, 'viewport': {'northeast': {'lat': -2.808838020107278, 'lng': 140.7629810298927}, 'southwest': {'lat': -2.811537679892723, 'lng': 140.7602813701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Uncle Sam Garden,ChIJqRd5Ksx9bGgRTUk4USzwuSU,,0.0,ChIJqRd5Ksx9bGgRTUk4USzwuSU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJqRd5Ksx9bGgRTUk4USzwuSU
OPERATIONAL,"RT.08, Skamto, Skanto, Keerom Regency, Papua 99469, Indonesia","{'location': {'lat': -2.8755749, 'lng': 140.6306514}, 'viewport': {'northeast': {'lat': -2.874381820107277, 'lng': 140.6318509798927}, 'southwest': {'lat': -2.877081479892722, 'lng': 140.6291513201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutan Pangan Tumijan,ChIJm0smPiidbGgRlsBReA1uHEo,"{'compound_code': '4JFJ+Q7 Skamto, Keerom Regency, Papua, Indonesia', 'global_code': '6R924JFJ+Q7'}",5.0,ChIJm0smPiidbGgRlsBReA1uHEo,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': True},"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107279653599276624297"">A Google User</a>'], 'photo_reference': 'AUGGfZkYsAQbEZpj2LrZ6C_Z2PZKBH-5jLwfd-_rZw9n6sC4pXhhupRon9SJ1ojQb1iDrUllDNQYI_PuYkjVkfb_-Mm-3Ebp9Y6tYzmxBECKI19U3_ROAegNST_UkALO6CkOja8wQgPdPlq3OtJ0itpkGl7_wEErzBlm1ZEfvZ9z6ByN9Yls', 'width': 3072}]",https://www.google.com/maps/place/?q=place_id:ChIJm0smPiidbGgRlsBReA1uHEo
OPERATIONAL,"6QMX+R3, Arso Kota, Arso, Keerom Regency, Papua, Indonesia","{'location': {'lat': -2.7654794, 'lng': 140.7976903}, 'viewport': {'northeast': {'lat': -2.764129570107277, 'lng': 140.7990401298927}, 'southwest': {'lat': -2.766829229892722, 'lng': 140.7963404701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Buffur,ChIJ-b-R5P9lbGgRxS15tif6TAI,,5.0,ChIJ-b-R5P9lbGgRxS15tif6TAI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJ-b-R5P9lbGgRxS15tif6TAI
OPERATIONAL,"8RWG+9X, Central Koya, Muara Tami, Jayapura City, Papua, Indonesia","{'location': {'lat': -2.6540129, 'lng': 140.8274471}, 'viewport': {'northeast': {'lat': -2.652625720107277, 'lng': 140.8290938798927}, 'southwest': {'lat': -2.655325379892722, 'lng': 140.8263942201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DEN ISNIISIN(Bangkai Pesawat Koya,ChIJx-UGzi1nbGgRNIt_DUM_LVI,,5.0,ChIJx-UGzi1nbGgRNIt_DUM_LVI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJx-UGzi1nbGgRNIt_DUM_LVI
OPERATIONAL,"8Q6M+JVX, Jl. Poros, Koya Bar., Kec. Muara Tami, Kota Jayapura, Papua 99351, Indonesia","{'location': {'lat': -2.6883905, 'lng': 140.7847323}, 'viewport': {'northeast': {'lat': -2.686897020107278, 'lng': 140.7854237798927}, 'southwest': {'lat': -2.689596679892722, 'lng': 140.7827241201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waromij Fam,ChIJJeeq5rFnbGgRdkkRCeSNLxw,,4.0,ChIJJeeq5rFnbGgRdkkRCeSNLxw,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJJeeq5rFnbGgRdkkRCeSNLxw
OPERATIONAL,"4MJ7+C3J, Upt Arso XIV / Wulukubun, Skanto, Keerom Regency, Papua 99468, Indonesia","{'location': {'lat': -2.8686198, 'lng': 140.6634575}, 'viewport': {'northeast': {'lat': -2.867186970107277, 'lng': 140.6647184798927}, 'southwest': {'lat': -2.869886629892722, 'lng': 140.6620188201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jual bibit & buah kelengkeng,ChIJbYSmNACBbGgR6GCqpezikxU,,0.0,ChIJbYSmNACBbGgR6GCqpezikxU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJbYSmNACBbGgR6GCqpezikxU
OPERATIONAL,"8VF4+7C3, RT.8rt03/RW.12, East Koya, Muara Tami, Jayapura City, Papua, Indonesia","{'location': {'lat': -2.676850200000001, 'lng': 140.8560379}, 'viewport': {'northeast': {'lat': -2.675513770107278, 'lng': 140.8575432298927}, 'southwest': {'lat': -2.678213429892723, 'lng': 140.8548435701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pokdatan biru laut lestari,ChIJ6d4AGgBpbGgRYvXO67xZpt0,,5.0,ChIJ6d4AGgBpbGgRYvXO67xZpt0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103672939390623716760"">A Google User</a>'], 'photo_reference': 'AUGGfZnixXjR06Q_yMYBbRarUZXS-JcXcZZgqpBjC39eSs2XxN1r2bQ4xF0s0njkOnp2f5aF07RcDj1tMphi44HgppRTsYTZWigMw__cKf5ytJA_pYEZYxvYY67dNoxSA4utvm3QceuVTpN8XCGy8SrPqhSv8eUpVHc4kwmOHI9FOdOH51sc', 'width': 4128}]",https://www.google.com/maps/place/?q=place_id:ChIJ6d4AGgBpbGgRYvXO67xZpt0
