business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,plus_code,price_level,permanently_closed,url
OPERATIONAL,"9MC4+397, Talang Bakung, Jambi Selatan, Jambi City, Jambi 36137, Indonesia","{'location': {'lat': -1.6298225, 'lng': 103.6559865}, 'viewport': {'northeast': {'lat': -1.628505220107278, 'lng': 103.6573111798927}, 'southwest': {'lat': -1.631204879892722, 'lng': 103.6546115201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tattoo Jambi Selatan,{'open_now': True},"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109135459221152496876"">A Google User</a>'], 'photo_reference': 'AUGGfZnhKIONQEk0AioN_jUSoBxsZ9ISXAKlQRAF-oHnO0VmjwqC5bNeWzmFt0JhEzNEU19NYrrEa-ya1Ihq_7mPd8l55ZOKcoCHryCjf2pTFZnGDUK956d5qkgbVCTQwSGCg7wz7gemERpUJhje_-RnJ0cYgfeRqO2vFJwyVY1ybqaHuv8K', 'width': 768}]",ChIJRaQO-ESFJS4Ri4fHwlIrMMU,5.0,ChIJRaQO-ESFJS4Ri4fHwlIrMMU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJRaQO-ESFJS4Ri4fHwlIrMMU
OPERATIONAL,"Jl. Abdul Chatab Lrg. Teratai IV No.47, RT.18, Pasir Putih, Kec. Jambi Sel., Kota Jambi, Jambi 36122, Indonesia","{'location': {'lat': -1.6119409, 'lng': 103.6390758}, 'viewport': {'northeast': {'lat': -1.610617920107278, 'lng': 103.6404091798927}, 'southwest': {'lat': -1.613317579892722, 'lng': 103.6377095201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Nida,,,ChIJbyF5MwCPJS4RcoCGgbtvSsI,0.0,ChIJbyF5MwCPJS4RcoCGgbtvSsI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': '9JQQ+6J Pasir Putih, Jambi City, Jambi, Indonesia', 'global_code': '6PC59JQQ+6J'}",,,https://www.google.com/maps/place/?q=place_id:ChIJbyF5MwCPJS4RcoCGgbtvSsI
OPERATIONAL,"CJ87+2M5, Arab Melayu, Pelayangan, Jambi City, Jambi 36123, Indonesia","{'location': {'lat': -1.5849803, 'lng': 103.6142392}, 'viewport': {'northeast': {'lat': -1.583630470107278, 'lng': 103.6155890298927}, 'southwest': {'lat': -1.586330129892722, 'lng': 103.6128893701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gentala Arasy Tower,{'open_now': False},"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115777475858513724871"">Khairul Anam</a>'], 'photo_reference': 'AUGGfZlgpHpGDJ7-2iS84cZIOQUunUWxE075vXwHWA_hqkSr-lFKbrNUKZD5HnvLC7rkybtrfRtqpqH6oAIYUyj95OHh7-DxFa-e6GUEUypg9t1QE8WP5Zhb2oAH-bVl_WxCQ3LLH08xNOKFsbX-T-6lmrA2tUxalDRrw207NUCMlYynUWN7', 'width': 3468}]",ChIJWzCWPyKJJS4RFe9u5TkQnWc,4.5,ChIJWzCWPyKJJS4RFe9u5TkQnWc,"['tourist_attraction', 'museum', 'park', 'point_of_interest', 'establishment']",2610,,,,https://www.google.com/maps/place/?q=place_id:ChIJWzCWPyKJJS4RFe9u5TkQnWc
OPERATIONAL,"CJ78+873, Kasang, East Jambi, Jambi City, Jambi 36123, Indonesia","{'location': {'lat': -1.586732, 'lng': 103.6156861}, 'viewport': {'northeast': {'lat': -1.585382170107278, 'lng': 103.6170359298927}, 'southwest': {'lat': -1.588081829892722, 'lng': 103.6143362701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jembatan Gentala Arasy,{'open_now': False},"[{'height': 2016, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109932003530372394800"">Nurkholis 25</a>'], 'photo_reference': 'AUGGfZlpS6CfJrArRNVWyNQqB8xdM3bLzOvYzR5_l9aJi-KhBYrgpciwGMwVf8YaF5Y1sTQNc7_lqWGM1ecCQqHskU67Djk1Vtz270VHhnLUGM2Hst1NmmI6GArFDTneVCdjkVwKqIhGCLbO_g4AVETr_Q50XryD37L9xFtb5HQ13NpL1DlY', 'width': 3851}]",ChIJV7S4dyGJJS4RObNnntBIJqc,4.5,ChIJV7S4dyGJJS4RObNnntBIJqc,"['tourist_attraction', 'point_of_interest', 'establishment']",7064,,,,https://www.google.com/maps/place/?q=place_id:ChIJV7S4dyGJJS4RObNnntBIJqc
OPERATIONAL,"9M84+XPX, Talang Bakung, Jambi Selatan, Jambi City, Jambi 36137, Indonesia","{'location': {'lat': -1.6325228, 'lng': 103.6568618}, 'viewport': {'northeast': {'lat': -1.631066070107278, 'lng': 103.6582618798927}, 'southwest': {'lat': -1.633765729892722, 'lng': 103.6555622201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lapangan kenanga,{'open_now': False},"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108261123915327776189"">Andry Rahmadi</a>'], 'photo_reference': 'AUGGfZlaQNZos_P8zWGspMsvLXB_mNr2BWthlxPDKKX61KuS0Rw2julj7_HL0cSl13ErmGfTHHu69nTbucyaY-C6Sd-QrqTaZ1ezceqcF4V6FduVO911gXkProNBXWXQB6z-XtpLdFq_OlNBJrOYJmmfJXQu1qV2gjDzBf9oGXEkQv1g0pl5', 'width': 1280}]",ChIJc2l_wEmFJS4RUZ0rbSDSvG4,5.0,ChIJc2l_wEmFJS4RUZ0rbSDSvG4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJc2l_wEmFJS4RUZ0rbSDSvG4
OPERATIONAL,"9J6C+6VQ, Paal Lima, Kota Baru, Jambi City, Jambi 36125, Indonesia","{'location': {'lat': -1.6394095, 'lng': 103.6222213}, 'viewport': {'northeast': {'lat': -1.638295720107278, 'lng': 103.6232756298927}, 'southwest': {'lat': -1.640995379892722, 'lng': 103.6205759701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Kongkow Kota Jambi,,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103291723622165763939"">PENERJEMAH BAHASA NUANSA TRANSLATOR</a>'], 'photo_reference': 'AUGGfZkImY0mtV6Jlu44LEBbK3EHJZouQqJCqlaWnHfecpjJ2nuqZVfVm38MoJdCLiC63Hta7HTT-cxtowNyW8pvIBFmUkibA13iMdR0lZ9He6HZ3EkOQFqjq5xfredEmFpN_ZoeljHpBhyDqVoy4NpT9xIl2tw1YT6nIPL43cJCcvxg6bDU', 'width': 4128}]",ChIJH3rZZhCGJS4RMUQddmq2YO4,4.3,ChIJH3rZZhCGJS4RMUQddmq2YO4,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",1287,,,,https://www.google.com/maps/place/?q=place_id:ChIJH3rZZhCGJS4RMUQddmq2YO4
OPERATIONAL,"Jl Arjuna, Lrg. Marene Gg. Serati RT29, Kota Jambi, Jambi 36135, Indonesia","{'location': {'lat': -1.6087103, 'lng': 103.6602219}, 'viewport': {'northeast': {'lat': -1.607344970107278, 'lng': 103.6615861298927}, 'southwest': {'lat': -1.610044629892722, 'lng': 103.6588864701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Wisata Berseri Eka Jaya,{'open_now': False},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117243626149091378100"">A Google User</a>'], 'photo_reference': 'AUGGfZkYIci6xxbLRafyZRZKehSevis8Qisfx8BzujpDn9XxC_yfPnJeVG2Ukhj9dRm3D4qI1T9SkmQ-JdC6Weg0oM0lm3h0UgTqvSFC7oR75WGxwJGRK4-NI23Ptqswi4XUDAUSfnP3nS1ym0EYAhyVnH04vP-Mtappve0r6rHJsI7IuEYS', 'width': 4032}]",ChIJtURqqcWPJS4Rf673PePAWYc,5.0,ChIJtURqqcWPJS4Rf673PePAWYc,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"{'compound_code': '9MR6+G3 Eka Jaya, Jambi City, Jambi, Indonesia', 'global_code': '6PC59MR6+G3'}",,,https://www.google.com/maps/place/?q=place_id:ChIJtURqqcWPJS4Rf673PePAWYc
OPERATIONAL,"9J95+R22, Jl. Jend. Basuki Rahmat, Paal Lima, Kec. Kota Baru, Kota Jambi, Jambi 36129, Indonesia","{'location': {'lat': -1.6304855, 'lng': 103.6075253}, 'viewport': {'northeast': {'lat': -1.629139270107278, 'lng': 103.6089076798927}, 'southwest': {'lat': -1.631838929892722, 'lng': 103.6062080201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Jomblo | Kota Jambi,{'open_now': True},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109955518050749604104"">Alex Bowo</a>'], 'photo_reference': 'AUGGfZlRuR6zZCaRH935ZKwvioF3wrLZ40be2BhgFh7WQzcbANjoE_GgdFQCd0Sa3XejBTmaqneZ-srMyGaFgY7OpXhMU9kCbfhIBhh8Nluta0UrteXa-zrW4zK0nd4ioz55clOhZx6VzlmS_aOHCdlyHVRhH4qmnpWqclq9rYiUtl3zqzw', 'width': 1280}]",ChIJIV1GLSeGJS4RwRKjrXmHgl4,4.3,ChIJIV1GLSeGJS4RwRKjrXmHgl4,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4650,,,,https://www.google.com/maps/place/?q=place_id:ChIJIV1GLSeGJS4RwRKjrXmHgl4
OPERATIONAL,"Simpang Acai, Kb. IX, Kec. Sungai Gelam, Kabupaten Muaro Jambi, Jambi 36361, Indonesia","{'location': {'lat': -1.6689673, 'lng': 103.653916}, 'viewport': {'northeast': {'lat': -1.668238270107278, 'lng': 103.65522005}, 'southwest': {'lat': -1.670937929892722, 'lng': 103.64998425}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jambi Paradise,{'open_now': False},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101585620718478973869"">Feni Marlina</a>'], 'photo_reference': 'AUGGfZmkFagmeVN-GqumB13R3XSBSW3PSU8r_YyL9hOOQ_qAGtPv3AtXBWPt98dNSsn0f3YDd5XYvulnDDmako0esBq2n_zD9Ts-hdRSKJDbyJN-6mxwXNMIMin4wkgjHhwvLShkhRVV9pcRHgmm_g-9C5IortOYVgVnDZIGOmgTNLVEqZZv', 'width': 3120}]",ChIJs2ChljOEJS4RK315FfLfrI4,4.2,ChIJs2ChljOEJS4RK315FfLfrI4,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",3644,"{'compound_code': '8MJ3+CH Kebon IX, Muaro Jambi Regency, Jambi, Indonesia', 'global_code': '6PC58MJ3+CH'}",,,https://www.google.com/maps/place/?q=place_id:ChIJs2ChljOEJS4RK315FfLfrI4
OPERATIONAL,"Jl. Sultan Thaha No.15, Kasang, Kec. Jambi Tim., Kota Jambi, Jambi 36123, Indonesia","{'location': {'lat': -1.5879189, 'lng': 103.6172342}, 'viewport': {'northeast': {'lat': -1.586655320107278, 'lng': 103.6186425298927}, 'southwest': {'lat': -1.589354979892722, 'lng': 103.6159428701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanggo Rajo Park Jambi,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103660316058279382511"">ARIEF HARTONO</a>'], 'photo_reference': 'AUGGfZk4r6JWbd2L6VGKDyXzgoXyI0wK865w6OdSqVJwAPKmn6cnxam5wghLAhDP4zcjH8bQm_8cBAYLAPwznIIbV-yWn2gCnEKqP7HyAGEqeMYBhs-Q9G0gGWXcPAtbVonxFqJVgRz-5e62_9QbgYsdYNsH1jONUUng83e4hGxO4DtzGUPK', 'width': 3024}]",ChIJ0fSZqyaJJS4RBN4EEPGybLg,4.2,ChIJ0fSZqyaJJS4RBN4EEPGybLg,"['tourist_attraction', 'point_of_interest', 'establishment']",162,"{'compound_code': 'CJ68+RV Kasang, Jambi City, Jambi, Indonesia', 'global_code': '6PC5CJ68+RV'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ0fSZqyaJJS4RBN4EEPGybLg
OPERATIONAL,"9JQ7+X65, Cempaka Putih, Jelutung, Jambi City, Jambi, Indonesia","{'location': {'lat': -1.6101229, 'lng': 103.6131203}, 'viewport': {'northeast': {'lat': -1.608737070107278, 'lng': 103.6144335298927}, 'southwest': {'lat': -1.611436729892722, 'lng': 103.6117338701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bankauni,,,ChIJrViYKQCJJS4RUHlExs66SfE,0.0,ChIJrViYKQCJJS4RUHlExs66SfE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJrViYKQCJJS4RUHlExs66SfE
