business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,price_level,url
OPERATIONAL,"CHCW+QRM, Olak Kemang, Danau Teluk, Jambi City, Jambi 36124, Indonesia","{'location': {'lat': -1.5780334, 'lng': 103.5970315}, 'viewport': {'northeast': {'lat': -1.57388005, 'lng': 103.6012684}, 'southwest': {'lat': -1.57941785, 'lng': 103.5956192}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Teluk,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109185848362568294087"">tanjung selor</a>'], 'photo_reference': 'AUGGfZkBA7PyjdwmMa1wc9i6uUYkFMuIAFRlov--31kLmigi5ry7BlXxYBt4KIOqzn52GwESuMbgJrMpQkQ2VDCjzvpXXQJKWBC8z2WPmeTRbOjp3WPzuO6OHls3m3WjBPyiAGZ-ih1m_DhpNHzVHnvhDefJyMtS8mx387Mq0uQC511fY8tu', 'width': 1920}]",ChIJXVXVAWSJJS4R-2keHnGLbnk,5.0,ChIJXVXVAWSJJS4R-2keHnGLbnk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJXVXVAWSJJS4R-2keHnGLbnk
OPERATIONAL,"CH9M+M39, Tanjung Raden, Danau Teluk, Jambi City, Jambi, Indonesia","{'location': {'lat': -1.5808325, 'lng': 103.5827406}, 'viewport': {'northeast': {'lat': -1.579481270107278, 'lng': 103.5836602798927}, 'southwest': {'lat': -1.582180929892722, 'lng': 103.5809606201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pengkalan Tanjung Indah,,ChIJrS4lDwCJJS4ROyjgXZJKGPI,0.0,ChIJrS4lDwCJJS4ROyjgXZJKGPI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJrS4lDwCJJS4ROyjgXZJKGPI
OPERATIONAL,"CH6Q+M6C, Tanjung Raden, Danau Teluk, Jambi City, Jambi, Indonesia","{'location': {'lat': -1.5883036, 'lng': 103.5880286}, 'viewport': {'northeast': {'lat': -1.586792020107278, 'lng': 103.5895119798927}, 'southwest': {'lat': -1.589491679892722, 'lng': 103.5868123201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanya langsung,,ChIJQxlQFACJJS4RTqXcq2mwRCA,0.0,ChIJQxlQFACJJS4RTqXcq2mwRCA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJQxlQFACJJS4RTqXcq2mwRCA
OPERATIONAL,"9HVV+33P, Sungai Putri, Danau Teluk, Jambi City, Jambi 36124, Indonesia","{'location': {'lat': -1.6072967, 'lng': 103.5927}, 'viewport': {'northeast': {'lat': -1.605897620107278, 'lng': 103.5940005798927}, 'southwest': {'lat': -1.608597279892722, 'lng': 103.5913009201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/monument_pinlet,"Bundaran Tugu Simpang Empat Broni, Danau Teluk","[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116846500983352232023"">Adrian Pratama</a>'], 'photo_reference': 'AUGGfZn951SPD8bjP6DXSQFYaJ-nwDaxtpge_EvgOK_NJ66MPvgjH22K57tQYQ8W2UzxwvREEY5zqVFw2g0dS-s84yfhaYsIap_qjpSBwEGbV5-qBmwLS_-ykr3w81GQcO56coNIwShsMeNMtjSmPKTwzKqwDhhQVAQviEKrNiZI5wnF26mA', 'width': 4160}]",ChIJ3zyBsvWIJS4RWcIR4vj9sQM,4.3,ChIJ3zyBsvWIJS4RWcIR4vj9sQM,"['tourist_attraction', 'point_of_interest', 'establishment']",63,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJ3zyBsvWIJS4RWcIR4vj9sQM
OPERATIONAL,"Kelurahan Buluran Kenali, RT. 14, Tlk. Kenali, Kec. Telanaipura, Kota Jambi, Jambi 36361, Indonesia","{'location': {'lat': -1.5866685, 'lng': 103.5685484}, 'viewport': {'northeast': {'lat': -1.585337120107278, 'lng': 103.5699070798927}, 'southwest': {'lat': -1.588036779892722, 'lng': 103.5672074201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Teluk Kenali,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109905954262982139163"">A Google User</a>'], 'photo_reference': 'AUGGfZnKAsibgw6Xdm_ysjROcXNcY83jN8aTsH5SUFMVLRfWPe42jZ6beCtyAmvrzNBrZ7fmEAHLGWxM48Sw5VhTrXPmFcP87f5uS7h6PH1-HVH-rKmws4OlFbZGD-NVxQyNRz3r_4N3xp656odlx8dQpGVqBcP1mdIFmi_BwnzDocFsbOXp', 'width': 3000}]",ChIJNzAdQ_WJJS4RvdxZVovXne0,5.0,ChIJNzAdQ_WJJS4RvdxZVovXne0,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,"{'compound_code': 'CH79+8C Teluk Kenali, Jambi City, Jambi, Indonesia', 'global_code': '6PC5CH79+8C'}",,https://www.google.com/maps/place/?q=place_id:ChIJNzAdQ_WJJS4RvdxZVovXne0
OPERATIONAL,"CHMX+RFR, Olak Kemang, Danau Teluk, Jambi City, Jambi, Indonesia","{'location': {'lat': -1.5653974, 'lng': 103.5986529}, 'viewport': {'northeast': {'lat': -1.56420385, 'lng': 103.60000705}, 'southwest': {'lat': -1.56897805, 'lng': 103.59459045}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Daenk Abadi Farming,,ChIJUalkXgCJJS4RTavqYH0unyI,0.0,ChIJUalkXgCJJS4RTavqYH0unyI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJUalkXgCJJS4RTavqYH0unyI
OPERATIONAL,"Lorong Kadet Legiman No.21, Legok, Kec. Telanaipura, Kota Jambi, Jambi 36124, Indonesia","{'location': {'lat': -1.5850441, 'lng': 103.6015235}, 'viewport': {'northeast': {'lat': -1.583608970107278, 'lng': 103.6028891298927}, 'southwest': {'lat': -1.586308629892722, 'lng': 103.6001894701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cagar Budaya - Herenhuis van Hassan Al Djoefrië,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103071879268393206631"">totalsport Jambitv</a>'], 'photo_reference': 'AUGGfZk-qlUdVcz7Z3whgnNuSoqFCcBp1Q9DpWG5RcouY7caVdWm42sGeqFukRFXeBb-lRWBcVlfmRFkHEM6EAxNoPo5uWV6EI3S820Tzdh0Fx8o1DZXzC_E7oWf90Q4f2-EBU0Var7daLr4kKHODt7utd1QI2C6nBVYzp_KQhdrJpeDSimi', 'width': 3264}]",ChIJ6Z2iNhuJJS4RkHcLnb1Fs7g,4.5,ChIJ6Z2iNhuJJS4RkHcLnb1Fs7g,"['tourist_attraction', 'point_of_interest', 'establishment']",223,,"{'compound_code': 'CJ72+XJ Legok, Jambi City, Jambi, Indonesia', 'global_code': '6PC5CJ72+XJ'}",,https://www.google.com/maps/place/?q=place_id:ChIJ6Z2iNhuJJS4RkHcLnb1Fs7g
OPERATIONAL,"CH2V+MR7, Legok, Telanaipura, Jambi City, Jambi 36124, Indonesia","{'location': {'lat': -1.5983409, 'lng': 103.594535}, 'viewport': {'northeast': {'lat': -1.596499070107278, 'lng': 103.5954076798927}, 'southwest': {'lat': -1.599198729892722, 'lng': 103.5927080201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lake Sipin,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111397874065954399536"">rifki khalik</a>'], 'photo_reference': 'AUGGfZnPfXWPHm5nQpofRc6K1pWBtJivi_q8j-xh2s3x-A3Ioubtnp7X-Vg3BndDGet7iipAmAkbXwi8RGgOP98wx4CCc6jtWvdLxm5j7biZCiYYfcLzHGh1bsz7-h1O1Apl1NvbYe1cGLJ_xALdZPkOn--BejvY4ap6dTwQB_wyVlngSt0g', 'width': 2880}]",ChIJy11jL_qIJS4RDb1vHAKL1K8,4.2,ChIJy11jL_qIJS4RDb1vHAKL1K8,"['tourist_attraction', 'point_of_interest', 'establishment']",594,{'open_now': True},,1.0,https://www.google.com/maps/place/?q=place_id:ChIJy11jL_qIJS4RDb1vHAKL1K8
OPERATIONAL,"Jl. Sultan Thaha No.15, Kasang, Kec. Jambi Tim., Kota Jambi, Jambi 36123, Indonesia","{'location': {'lat': -1.5879189, 'lng': 103.6172342}, 'viewport': {'northeast': {'lat': -1.586655320107278, 'lng': 103.6186425298927}, 'southwest': {'lat': -1.589354979892722, 'lng': 103.6159428701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanggo Rajo Park Jambi,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103660316058279382511"">ARIEF HARTONO</a>'], 'photo_reference': 'AUGGfZken4Wx4qWZfjy-ALer59_WTQIK-L7Y4VvfrbaqTBWhDPtTioSXkIHw42a22pJ4swTzIu9MdXBxr79RiuSddf4oVl-SkUMOjCKyJ25trk02lMPnpEfCnTaDsA-QtzjY9pFP00UUTs3uIW0TQesI7nR5NZk_QOSybrPxACHNg1Q1DXuU', 'width': 3024}]",ChIJ0fSZqyaJJS4RBN4EEPGybLg,4.2,ChIJ0fSZqyaJJS4RBN4EEPGybLg,"['tourist_attraction', 'point_of_interest', 'establishment']",162,{'open_now': True},"{'compound_code': 'CJ68+RV Kasang, Jambi City, Jambi, Indonesia', 'global_code': '6PC5CJ68+RV'}",,https://www.google.com/maps/place/?q=place_id:ChIJ0fSZqyaJJS4RBN4EEPGybLg
OPERATIONAL,"CH3V+JVF, Legok, Telanaipura, Jambi City, Jambi 36124, Indonesia","{'location': {'lat': -1.595944, 'lng': 103.594683}, 'viewport': {'northeast': {'lat': -1.594609370107278, 'lng': 103.5960413298927}, 'southwest': {'lat': -1.597309029892722, 'lng': 103.5933416701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Danau Sipin Island,"[{'height': 717, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113335359078274528284"">mardul ziz</a>'], 'photo_reference': 'AUGGfZmw1Lr8FBOrOwA0dIoy3biKnIWOKknzoB8T5bM-_8LSQpZAyC7gs75QKIm5osw5oAnedOA2bKGiB1BqCxTq0Hu2JM3GxkPNjOkbTSBt9kH72s63mwjrYJpLzPpcKFkLwXHiI3eNNgKAXU9j4EVJVlcA8Nw2PFVt9KNSJiGQfrvwZgIJ', 'width': 1280}]",ChIJuU4EnjKJJS4RaUO8g2txVr4,4.3,ChIJuU4EnjKJJS4RaUO8g2txVr4,"['tourist_attraction', 'point_of_interest', 'establishment']",74,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJuU4EnjKJJS4RaUO8g2txVr4
OPERATIONAL,"Jl. Ade Irma Suryani Nasution, Telanaipura, Kec. Telanaipura, Kota Jambi, Jambi 36361, Indonesia","{'location': {'lat': -1.6020969, 'lng': 103.5825217}, 'viewport': {'northeast': {'lat': -1.600870120107277, 'lng': 103.5839351298927}, 'southwest': {'lat': -1.603569779892722, 'lng': 103.5812354701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kawasan Wisata Danau Sipin,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118193970222740972975"">Dwi Prasetio</a>'], 'photo_reference': 'AUGGfZlg4o7MiKyQjtX1BALKiOq41h5dJDxdmRh39CaHZN71Rpz0uf4X3vxIdERTEooXn5dUUYHPiSXDCl5iuiXMmmJyDrV1iEjowXrrBz51GIF1YR0L0ZUgRmkltpAj4EszszXbV8aab2H5LNR0bdqPeIQ5IYydp_Y-IZMriwkx-pd7Dc0P', 'width': 1920}]",ChIJP9et5LeJJS4RkQ_tZnV191c,4.5,ChIJP9et5LeJJS4RkQ_tZnV191c,"['tourist_attraction', 'point_of_interest', 'establishment']",69,,"{'compound_code': '9HXM+52 Telanaipura, Jambi City, Jambi, Indonesia', 'global_code': '6PC59HXM+52'}",,https://www.google.com/maps/place/?q=place_id:ChIJP9et5LeJJS4RkQ_tZnV191c
OPERATIONAL,"CJ87+8Q9, Jl. KH. M. Ja'afar, Arab Melayu, Kec. Pelayangan, Kota Jambi, Jambi 36123, Indonesia","{'location': {'lat': -1.584217, 'lng': 103.6144727}, 'viewport': {'northeast': {'lat': -1.582855520107278, 'lng': 103.6158165798927}, 'southwest': {'lat': -1.585555179892722, 'lng': 103.6131169201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jambi Seberang,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109927510022107786923"">A Google User</a>'], 'photo_reference': 'AUGGfZl7PlrSG45DDLUtOxr5Ap_XA1jpX4cAmi2RHAyDFBiJVhtUEMedVO-yqoQLSxdl9REtpc22AQB3nboWnTVLDAzVFyxEDSI_vZlww5Gg-pQ18bJbOnHl5trPiUfy_uzd8I126iFGVsLfW90qIVhfcmjIIW06a5kQ1_iY3b5_FznXBKvy', 'width': 4000}]",ChIJY2AD9yKJJS4R0cg1wXra6ds,4.7,ChIJY2AD9yKJJS4R0cg1wXra6ds,"['tourist_attraction', 'point_of_interest', 'establishment']",182,,,,https://www.google.com/maps/place/?q=place_id:ChIJY2AD9yKJJS4R0cg1wXra6ds
OPERATIONAL,"CJ87+2M5, Arab Melayu, Pelayangan, Jambi City, Jambi 36123, Indonesia","{'location': {'lat': -1.5849803, 'lng': 103.6142392}, 'viewport': {'northeast': {'lat': -1.583630470107278, 'lng': 103.6155890298927}, 'southwest': {'lat': -1.586330129892722, 'lng': 103.6128893701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gentala Arasy Tower,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115777475858513724871"">Khairul Anam</a>'], 'photo_reference': 'AUGGfZnVtzNIP7n4z4eSQix17Q24_aH6yF9tUJsRs8ts_k7B73fb6G19PYkGQZMSnroij-mOaA5D6XcShdT2C6KUD6qD9uPs_a2B0R7xwDO7lGJ0Us4DmEE68O1M6SliJMnH36oQePkpUIKStbvzPKF9_NuknmkLV9_UPupWZicMVjIQoQ6Q', 'width': 3468}]",ChIJWzCWPyKJJS4RFe9u5TkQnWc,4.5,ChIJWzCWPyKJJS4RFe9u5TkQnWc,"['tourist_attraction', 'museum', 'park', 'point_of_interest', 'establishment']",2610,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJWzCWPyKJJS4RFe9u5TkQnWc
OPERATIONAL,"Jl. Sultan Thaha No.87, Beringin, Kec. Ps. Jambi, Kota Jambi, Jambi 36124, Indonesia","{'location': {'lat': -1.5909429, 'lng': 103.6119167}, 'viewport': {'northeast': {'lat': -1.589736870107278, 'lng': 103.6133663798927}, 'southwest': {'lat': -1.592436529892722, 'lng': 103.6106667201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Putri Pinang Masak Park,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109905954262982139163"">A Google User</a>'], 'photo_reference': 'AUGGfZnCjPNj4UzWS3o__9Oqj30qTS5cNu7yLUSJcPs4HPDgxfPs-RvJbKpwJPWunlYhKIp6sa-__YIXq3RRHKw1EvQ56M85UbxfTev5NVZi-jfE4ObN5VTgoyYj8NkFWow8gP3ZTZfqIKdgdh_cD6bFQFnL06WsP83vFptV-i8I5ehrN8LT', 'width': 3000}]",ChIJqbRauuGJJS4RU50n4xcovqk,4.2,ChIJqbRauuGJJS4RU50n4xcovqk,"['tourist_attraction', 'point_of_interest', 'establishment']",85,{'open_now': False},"{'compound_code': 'CJ56+JQ Beringin, Jambi City, Jambi, Indonesia', 'global_code': '6PC5CJ56+JQ'}",,https://www.google.com/maps/place/?q=place_id:ChIJqbRauuGJJS4RU50n4xcovqk
OPERATIONAL,"CJ67+634, Beringin, Pasar Jambi, Jambi City, Jambi, Indonesia","{'location': {'lat': -1.5894894, 'lng': 103.6126912}, 'viewport': {'northeast': {'lat': -1.588139570107278, 'lng': 103.6140410298927}, 'southwest': {'lat': -1.590839229892722, 'lng': 103.6113413701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,healing place,,ChIJ-V8z5fqJJS4RadMQElCBrms,0.0,ChIJ-V8z5fqJJS4RadMQElCBrms,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJ-V8z5fqJJS4RadMQElCBrms
OPERATIONAL,"CJ57+7G9, Orang Kayo Hitam, Pasar Jambi, Jambi City, Jambi 36123, Indonesia","{'location': {'lat': -1.5918299, 'lng': 103.6138438}, 'viewport': {'northeast': {'lat': -1.590426070107278, 'lng': 103.6152882298927}, 'southwest': {'lat': -1.593125729892722, 'lng': 103.6125885701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Malam orang kayo hitam,"[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106989972962608824267"">A Google User</a>'], 'photo_reference': 'AUGGfZmzpF9TenOjTZYIsalOV5DLImT-1Y87ipWsKecWElys9Cl6mYfCwumsTG9xzk7kqNL4liM3ghNNjnexRVySMxwsBSvRacnAlaC5Q8AinnCOVvjMuhoTj7I6dMXsZpRbUpjYrbGHBsaCjA5XG0a-5169QHYOcDoa934xGjF_Hpq_LLbl', 'width': 1000}]",ChIJcdUZd5-JJS4RIP2BOBjjDu4,5.0,ChIJcdUZd5-JJS4RIP2BOBjjDu4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJcdUZd5-JJS4RIP2BOBjjDu4
