business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,url
OPERATIONAL,"Gumawang, Belitang, East Ogan Komering Ulu Regency, South Sumatra 32382, Indonesia","{'location': {'lat': -4.1095077, 'lng': 104.6468109}, 'viewport': {'northeast': {'lat': -4.107957020107277, 'lng': 104.6481839298927}, 'southwest': {'lat': -4.110656679892721, 'lng': 104.6454842701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Tiara,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101983850884986302982"">A Google User</a>'], 'photo_reference': 'AUGGfZlQ8f-HLiM8FssGL_aO479xGUqL8CzACSs8tCIhGsGHyXBOyI52V3qDn5DqRRIlzWX8Uftd3gmuvfRPe_pvmYCti_vV96YlGl67HyBF7nUu2iNH_CCIkwPdiUcRWbgQLGannMfil54XJ0DpdqwGBtHFypUwYzUPaQ800Gk2K8sc_Y5X', 'width': 1600}]",ChIJveNC2REYOS4Rro2oVCY7Ubs,"{'compound_code': 'VJRW+5P Gumawang, East Ogan Komering Ulu Regency, South Sumatra, Indonesia', 'global_code': '6P76VJRW+5P'}",4.1,ChIJveNC2REYOS4Rro2oVCY7Ubs,"['lodging', 'point_of_interest', 'establishment']",357,,,https://www.google.com/maps/place/?q=place_id:ChIJveNC2REYOS4Rro2oVCY7Ubs
OPERATIONAL,"Jalan Raya RSUD OKU Timur BK 10, Tulus Ayu, Kec. Belitang Madang Raya, Kabupaten Ogan Komering Ulu Timur, Sumatera Selatan 32382, Indonesia","{'location': {'lat': -4.0801543, 'lng': 104.6513462}, 'viewport': {'northeast': {'lat': -4.078856470107278, 'lng': 104.6527295298927}, 'southwest': {'lat': -4.081556129892722, 'lng': 104.6500298701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Ardan,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108337929113768912403"">A Google User</a>'], 'photo_reference': 'AUGGfZlAtCVRYEj7zWrAfHf0ILn209IZKmCJpEoELXNZbIrHeoik4FiYatoYJRDGPljxj7J3r6Frkwpjp5yd2YvHz2mv_y07Y_bbc03kodQ-8LRYYHHl4ABECoJXphtflnxBVWuYMQ-MSQHj9i7Xn8dAzbCa12jZB_VNdjyp5Fbq_pGOF3Y0', 'width': 1920}]",ChIJf8avk-YXOS4RbHxaWUjNGeE,"{'compound_code': 'WM92+WG Tulus Ayu, East Ogan Komering Ulu Regency, South Sumatra, Indonesia', 'global_code': '6P76WM92+WG'}",4.2,ChIJf8avk-YXOS4RbHxaWUjNGeE,"['lodging', 'point_of_interest', 'establishment']",332,,,https://www.google.com/maps/place/?q=place_id:ChIJf8avk-YXOS4RbHxaWUjNGeE
OPERATIONAL,"Jl. Raya Belitang BK No.9, Serbaguna, Kec. Belitang, Kabupaten Ogan Komering Ulu Timur, Sumatera Selatan 32382, Indonesia","{'location': {'lat': -4.1420764, 'lng': 104.6337878}, 'viewport': {'northeast': {'lat': -4.140773370107278, 'lng': 104.6351231798927}, 'southwest': {'lat': -4.143473029892721, 'lng': 104.6324235201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Anugera,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100001647864965804510"">Yohanes Pangestu</a>'], 'photo_reference': 'AUGGfZnqlIyKcH6srJZjJJzWAo5p2VHDEVmuWm_eRUKyV7e-r_rCWqhuGWPVTPyZNRXVn1R6PosQTunu6vWQ_kTMvXUJdcflAW0WeB1HTkI8il8TgyOgdTnmCjQG8aj9DhsSc-MS2uLgYSUZ-dqxYMHV1uPg4rX2k1pcpCfMVEtVpbo8FtV_', 'width': 1920}]",ChIJpaFvF_MYOS4RpcQwgFIzqC4,"{'compound_code': 'VJ5M+5G Serbaguna, East Ogan Komering Ulu Regency, South Sumatra, Indonesia', 'global_code': '6P76VJ5M+5G'}",4.4,ChIJpaFvF_MYOS4RpcQwgFIzqC4,"['lodging', 'point_of_interest', 'establishment']",254,,,https://www.google.com/maps/place/?q=place_id:ChIJpaFvF_MYOS4RpcQwgFIzqC4
OPERATIONAL,"01 Jalinteng Martapura-Belitang-Palembang, Sukarami, Buay Madang Timur, Ogan K 01 Jalinteng Martapura-Belitang-Palembang, Sukarami, Buay Madang Timur, Ogan K, Kayu Agung, South Sumatra 32382, Indonesia","{'location': {'lat': -4.1131436, 'lng': 104.6391364}, 'viewport': {'northeast': {'lat': -4.111689020107278, 'lng': 104.6404645298927}, 'southwest': {'lat': -4.114388679892722, 'lng': 104.6377648701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 91184 Penginapan Indah Permai Syariah,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103001040031104411124"">A Google User</a>'], 'photo_reference': 'AUGGfZka8rhetQo1q0x7xgvShuA96q0ciejjf8EZsC8QpR2vM8s2V7oKjAnO8vwtPldK97JEGIXxvF37zHledUHVk5_Q4hYP6OMEtx7KcpFF3ecZ9BMGdV7ARzuPVN0TpVCk_9yy_KzOc3Sj4fo-Uh0Isrjit76Te-bfaOP5SsGGb_tSRzVx', 'width': 640}]",ChIJW8uxYzMZOS4RpbuAUkBiJgQ,"{'compound_code': 'VJPQ+PM Gumawang, East Ogan Komering Ulu Regency, South Sumatra, Indonesia', 'global_code': '6P76VJPQ+PM'}",4.2,ChIJW8uxYzMZOS4RpbuAUkBiJgQ,"['lodging', 'point_of_interest', 'establishment']",33,,,https://www.google.com/maps/place/?q=place_id:ChIJW8uxYzMZOS4RpbuAUkBiJgQ
CLOSED_TEMPORARILY,"VJPQ+PJQ, Gumawang, Belitang, East Ogan Komering Ulu Regency, South Sumatra 32382, Indonesia","{'location': {'lat': -4.1132146, 'lng': 104.6391068}, 'viewport': {'northeast': {'lat': -4.111707070107278, 'lng': 104.6404239798927}, 'southwest': {'lat': -4.114406729892722, 'lng': 104.6377243201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan IP,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117365511970617722889"">Setiawan Dharma</a>'], 'photo_reference': 'AUGGfZn1MwJULooLyi5PGi3reJ6FNZnScgfFqFyBXY8gzN2J0uDS9p0s-MoSJFL0MQ5svVflDZMDk5YBaCEm-4Ndig4LHByFh-fY5E_CR2u3EYqVySLEZssHytSAv-Egfbuli2bKe3mPrVezUGj0vmqeCx5aPzBPSqZdWpNjG0WqVxCAQ2cU', 'width': 3000}]",ChIJBzavWhQYOS4RnWs4q5sVZms,,4.2,ChIJBzavWhQYOS4RnWs4q5sVZms,"['lodging', 'point_of_interest', 'establishment']",78,True,,https://www.google.com/maps/place/?q=place_id:ChIJBzavWhQYOS4RnWs4q5sVZms
OPERATIONAL,"VJ7H+Q7X, Unnamed Road, Sukajadi, Kec. Belitang, Kabupaten Ogan Komering Ulu Timur, Sumatera Selatan 32382, Indonesia","{'location': {'lat': -4.1355209, 'lng': 104.6282189}, 'viewport': {'northeast': {'lat': -4.134216620107278, 'lng': 104.6294326798927}, 'southwest': {'lat': -4.136916279892722, 'lng': 104.6267330201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel HSM,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117869805441050602299"">Iqo Osama</a>'], 'photo_reference': 'AUGGfZlHdxk3J9gRLwFqkrw4p5HYuyEhIld7JulxnuI2gI5Gin5qqzqgPPvS17gmbfRjugoWEQ0s2W1kLBScwQMymsuiRRRzXoHM4IyTyfBfGxDEy7jwqT_njNUnF_O_sEh8glaMYa0CzD5KXW9F31em8lBtujH6RVJK6ect8OsKP2Po4QAr', 'width': 3120}]",ChIJ_VwVvlgYOS4RMdn8sWhFkyE,,3.8,ChIJ_VwVvlgYOS4RMdn8sWhFkyE,"['lodging', 'point_of_interest', 'establishment']",128,,,https://www.google.com/maps/place/?q=place_id:ChIJ_VwVvlgYOS4RMdn8sWhFkyE
OPERATIONAL,"Jl.Teratai Pc 5 gumawang bk 10, Gumawang, Kec. Belitang, Kabupaten Ogan Komering Ulu Timur, Sumatera Selatan 32382, Indonesia","{'location': {'lat': -4.113608999999999, 'lng': 104.644589}, 'viewport': {'northeast': {'lat': -4.112188770107277, 'lng': 104.6459470298927}, 'southwest': {'lat': -4.114888429892721, 'lng': 104.6432473701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Homestay Juwita Perdana (Hotel Syari'ah),"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102107492185581565410"">A Google User</a>'], 'photo_reference': 'AUGGfZlarlC-VhbD9mMt7AxB0bDDddBq3e-EKBaCDSAzc4RJuhP852eN59oguk7wm76E_nO29-IQIi3y-KjoU5MTwEHYjhtNsVb9VtjWe3H70v2fGiaEluxH1qC35hfr1Mk7eZCsFBcMKMJTUR2a2LCh3W7FshPtcy2qY_Z0KajdgN5Od5fl', 'width': 4000}]",ChIJrfwxPOoZOS4RWcp_PTBuvx4,"{'compound_code': 'VJPV+HR Gumawang, East Ogan Komering Ulu Regency, South Sumatra, Indonesia', 'global_code': '6P76VJPV+HR'}",4.3,ChIJrfwxPOoZOS4RWcp_PTBuvx4,"['lodging', 'point_of_interest', 'establishment']",65,,,https://www.google.com/maps/place/?q=place_id:ChIJrfwxPOoZOS4RWcp_PTBuvx4
OPERATIONAL,"Desa Cahyamadu, RT. 02 / 05, Jl. Raya Lintas Timur Sumatera, Tebing Suluh, Lempuing, Tebing Suluh, Kec. Lempuing, Kabupaten Ogan Komering Ilir, Sumatera Selatan 30657, Indonesia","{'location': {'lat': -3.906029599999999, 'lng': 104.8993886}, 'viewport': {'northeast': {'lat': -3.904598020107278, 'lng': 104.9007719798927}, 'southwest': {'lat': -3.907297679892722, 'lng': 104.8980723201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel 21R,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112563544524373533781"">Ahmad Suprihatin</a>'], 'photo_reference': 'AUGGfZnyrYnGkMBndBvAhl2aT4vBAlOEMd6kloJPYrA4a-IdWyNTGrpvUMFMsRiCh4OuXMn6UikB4E_tkZ1xkQz67Z1RG4PEuXJoBcqq6bjRlf2cLddT5vCcGkwt8sIyJz-Qy_mp25a8Rv3offrAoYj_RHbIj5-PLmMbuE69s_NQ4uVJwT6m', 'width': 4000}]",ChIJT8JsnrFJOS4R61_3glnUJGk,"{'compound_code': '3VVX+HQ Tebing Suluh, Ogan Komering Ilir Regency, South Sumatra, Indonesia', 'global_code': '6P863VVX+HQ'}",3.7,ChIJT8JsnrFJOS4R61_3glnUJGk,"['lodging', 'point_of_interest', 'establishment']",117,,,https://www.google.com/maps/place/?q=place_id:ChIJT8JsnrFJOS4R61_3glnUJGk
OPERATIONAL,"Tugumulyo, Lempuing, Ogan Komering Ilir Regency, South Sumatra 30657, Indonesia","{'location': {'lat': -3.8663736, 'lng': 104.8847801}, 'viewport': {'northeast': {'lat': -3.865027970107278, 'lng': 104.8860534298927}, 'southwest': {'lat': -3.867727629892721, 'lng': 104.8833537701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Romli,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108671102882746571552"">A Google User</a>'], 'photo_reference': 'AUGGfZn7qacDq2DNyqmZwJNnNbrHtk4-z9GFEdkCoLY5CG1_iDTOkz-Q9pVk891Gazkan5PKzfl7InPH39Bd-AunZM_DJeWYWiVSM1t0Ni3LDAWYLdvBClYQBGfQ6gPfI4P2nRrZxjEO_pCB1JRRImA2ShVf6neU40fgdSBi0HXC0YGGr7Dr', 'width': 640}]",ChIJm-MCNtpIOS4R6OjGNcol5Bw,"{'compound_code': '4VMM+FW Tugumulyo, Ogan Komering Ilir Regency, South Sumatra, Indonesia', 'global_code': '6P864VMM+FW'}",3.9,ChIJm-MCNtpIOS4R6OjGNcol5Bw,"['lodging', 'point_of_interest', 'establishment']",92,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJm-MCNtpIOS4R6OjGNcol5Bw
OPERATIONAL,"Jl. Lintas Sumatra, Tugumulyo, OKI, Kabupaten Ogan Komering Ilir, Sumatera Selatan 30657, Indonesia","{'location': {'lat': -3.855911299999999, 'lng': 104.8897914}, 'viewport': {'northeast': {'lat': -3.854606270107278, 'lng': 104.8911849798927}, 'southwest': {'lat': -3.857305929892722, 'lng': 104.8884853201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,ALS Hotel Tugumulyo,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106189795939960399029"">A Google User</a>'], 'photo_reference': 'AUGGfZn7VkIuFLYxSIYrK2kr9cninWqCNpV-ubXPoL9sRWIRCFd4kRdGCOzIfliiirGngwjpCH2V2NlIZp_hqkFCrO61_dk26rJOnQWTDSl-g1fXC3Zz-XOQ8lUW8zp0ZMbixkgDbHfY7-heWYDhrK2yuBI9k3mgcmE-tzkZ6rmGIIDlNEc2', 'width': 4624}]",ChIJ3TwUk29JOS4R5SZEOYNSdrI,"{'compound_code': '4VVQ+JW Tugumulyo, Ogan Komering Ilir Regency, South Sumatra, Indonesia', 'global_code': '6P864VVQ+JW'}",4.3,ChIJ3TwUk29JOS4R5SZEOYNSdrI,"['lodging', 'point_of_interest', 'establishment']",35,,,https://www.google.com/maps/place/?q=place_id:ChIJ3TwUk29JOS4R5SZEOYNSdrI
