business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,price_level,url
OPERATIONAL,"427X+RXX, Watulumpang, Sukapura, Kec. Sukapura, Kabupaten Probolinggo, Jawa Timur, Indonesia","{'location': {'lat': -7.885399899999999, 'lng': 113.0499868}, 'viewport': {'northeast': {'lat': -7.884022020107277, 'lng': 113.0513537298927}, 'southwest': {'lat': -7.886721679892721, 'lng': 113.0486540701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Sukapura,bromo",ChIJ1TgdHwBL1i0RZK2WPB56mec,0.0,ChIJ1TgdHwBL1i0RZK2WPB56mec,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1TgdHwBL1i0RZK2WPB56mec
OPERATIONAL,"4372+GM5, Watulumpang, Sukapura, Kec. Sukapura, Kabupaten Probolinggo, Jawa Timur 67254, Indonesia","{'location': {'lat': -7.8862376, 'lng': 113.0517307}, 'viewport': {'northeast': {'lat': -7.884468320107278, 'lng': 113.0525906}, 'southwest': {'lat': -7.887167979892722, 'lng': 113.049151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Umbulan,ChIJSz0_f81L1i0Rb14pU6jGuHs,4.4,ChIJSz0_f81L1i0Rb14pU6jGuHs,"['tourist_attraction', 'point_of_interest', 'establishment']",229,{'open_now': True},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114484768926270510058"">Hud Huda</a>'], 'photo_reference': 'AUGGfZkGMJTPFnXFWJIfekVO_P-E_S59CikYpUiKMOpQ0fR0W5DTwNC7C3JCVOIsTESKZG8GPIyTMqHbcXfKe5UgAax5AOg68EHQviTt_i97gvhrr2lmFSwoI8s6dk_z_-IvSdMe-KKIslKQ7q-8NgEcGrN1JBGnmSTqwDhQf8bEU5DVe1i-', 'width': 4928}]",,,https://www.google.com/maps/place/?q=place_id:ChIJSz0_f81L1i0Rb14pU6jGuHs
OPERATIONAL,"Cemorolawang, Ngadisari, Sukapura, Probolinggo Regency, East Java 67254, Indonesia","{'location': {'lat': -7.9291214, 'lng': 112.9543344}, 'viewport': {'northeast': {'lat': -7.927771570107278, 'lng': 112.9556842298927}, 'southwest': {'lat': -7.930471229892722, 'lng': 112.9529845701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lautan Pasir Bromo,ChIJCa7Wc1g21i0R2hZIQ0qxwkI,4.8,ChIJCa7Wc1g21i0R2hZIQ0qxwkI,"['tourist_attraction', 'point_of_interest', 'establishment']",9110,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105393795341661890949"">chandra owen</a>'], 'photo_reference': 'AUGGfZmNzl6b9BUWpA88FjK728XDRBh9xaVoxNQQDXC7JqOz6_GOJhMIO-NeZuBmVDF7uMrp33lsnaknphAuXbU8dkiPd8nteOROboCcq1Sue_mP1T_tbTJp1TeRrv8jNldl19z5tDPb0jbv5QANvYIIh7ZSkYiXUhv8bza76ELcEa0dCuSW', 'width': 3120}]","{'compound_code': '3XC3+9P Ngadisari, Probolinggo Regency, East Java, Indonesia', 'global_code': '6P4J3XC3+9P'}",,https://www.google.com/maps/place/?q=place_id:ChIJCa7Wc1g21i0R2hZIQ0qxwkI
OPERATIONAL,"43F7+F89, Krajan, Ngepung, Kec. Sukapura, Kabupaten Probolinggo, Jawa Timur 67254, Indonesia","{'location': {'lat': -7.876334399999999, 'lng': 113.0633625}, 'viewport': {'northeast': {'lat': -7.874659620107278, 'lng': 113.0642868798927}, 'southwest': {'lat': -7.877359279892722, 'lng': 113.0615872201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Triban,ChIJr19Wm8dL1i0RU7zqPg01A64,4.3,ChIJr19Wm8dL1i0RU7zqPg01A64,"['tourist_attraction', 'point_of_interest', 'establishment']",51,{'open_now': False},"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117210490769455832081"">abdullah 24xp</a>'], 'photo_reference': 'AUGGfZm-9lQOKhHM21pV8wua4s4YLAn39gKkgIdABIT-I0nmXixqZ03nmvqtXmmPYGR3gFl3tswtfHg3kOLU2AI5CWTH4dHudpBPPkwejwhKOjnUxnSTJGqqM7NA27nTVuNTmvtP4YifUmPA2cSs4QleKGOT1Wa8cEzYWxJQ3aRwcS7isnPU', 'width': 2048}]",,,https://www.google.com/maps/place/?q=place_id:ChIJr19Wm8dL1i0RU7zqPg01A64
OPERATIONAL,"3XQ2+HFP, Ngadisari, Sukapura, Area Pegunungan, Keduwung, Kec. Puspo, Kabupaten Probolinggo, Jawa Timur 67254, Indonesia","{'location': {'lat': -7.911025199999999, 'lng': 112.9512032}, 'viewport': {'northeast': {'lat': -7.909675370107279, 'lng': 112.9525530298927}, 'southwest': {'lat': -7.912375029892723, 'lng': 112.9498533701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Seruni Point,ChIJJyIiioc21i0R-fNFWJonSxA,4.7,ChIJJyIiioc21i0R-fNFWJonSxA,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4966,{'open_now': True},"[{'height': 1773, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107141722950705145435"">Muhammad Jufri</a>'], 'photo_reference': 'AUGGfZn342PbjvOuK1fo5zTah31Nqa99WrQrmHF-TrJ0C8RdY40Cybm5f_JVZBsJiPQNo5-mhUs5kcxyMGws1nK8gOxyOgfS-f2ziaGrqNCGcb-XVlIhAtTN_90n-MJqzDGjEAB8JwGtP9Ka-_ZA0Y_tHUX7g8xf2EOLXMO64aGIuNeyNvwr', 'width': 2364}]",,,https://www.google.com/maps/place/?q=place_id:ChIJJyIiioc21i0R-fNFWJonSxA
OPERATIONAL,"3XP4+XJP, Cemorolawang, Ngadisari, Kec. Sukapura, Kabupaten Probolinggo, Jawa Timur, Indonesia","{'location': {'lat': -7.912546099999999, 'lng': 112.9565894}, 'viewport': {'northeast': {'lat': -7.911351070107279, 'lng': 112.9583857798927}, 'southwest': {'lat': -7.914050729892723, 'lng': 112.9556861201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jembatan Kaca,ChIJt0R7CDk31i0RycZW4O0Zbis,4.5,ChIJt0R7CDk31i0RycZW4O0Zbis,"['tourist_attraction', 'point_of_interest', 'establishment']",66,,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102158141011168090487"">Ferizky Esa Ronaldi</a>'], 'photo_reference': 'AUGGfZkkOIXKJZ2-be9vmwtwQZ5txmeOWBDLwbXGjiNdtYbG4iXeDKdRreXiKttUwswM1K11Z62HJVS_5bT-Nqx7e5rS1V4Z26e5rqJODtBXdIjwVJ6G08FeQLnDWQFSrNK0nlNnWKAcUvh4XDeCtAo8NolHxHTJWPEQCIyfEEHPrAhidjq9', 'width': 4624}]",,,https://www.google.com/maps/place/?q=place_id:ChIJt0R7CDk31i0RycZW4O0Zbis
OPERATIONAL,"Jl. Raya Bromo, Kebonsengon, Sukapura, Kec. Sukapura, Kabupaten Probolinggo, Jawa Timur, Indonesia","{'location': {'lat': -7.8763792, 'lng': 113.0568141}, 'viewport': {'northeast': {'lat': -7.874934520107278, 'lng': 113.0581367298927}, 'southwest': {'lat': -7.877634179892722, 'lng': 113.0554370701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bromo AmPm,ChIJrTZQzs9L1i0Rx5WmCu8v8gw,0.0,ChIJrTZQzs9L1i0Rx5WmCu8v8gw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106991797141152280415"">A Google User</a>'], 'photo_reference': 'AUGGfZkY6mG560Akr14DQIie9bLufIKuY5QYQk9rd5eQ706RcqIOOOtcvO6_6bkfuYJppWudj3aNF6RRDvF1GG_ZEctmrXS7YlHsTPqMZTPIhSszPDcxp7KPXERmQgScmaorp_TKN3dZPitOmQSaef2cg-wmdgLU66h5M0ZD5OURU-LRRcOT', 'width': 1200}]","{'compound_code': '43F4+CP Sukapura, Probolinggo Regency, East Java, Indonesia', 'global_code': '6P4M43F4+CP'}",,https://www.google.com/maps/place/?q=place_id:ChIJrTZQzs9L1i0Rx5WmCu8v8gw
OPERATIONAL,"Krajan I, Ngadas, Sukapura, Probolinggo Regency, East Java 67254, Indonesia","{'location': {'lat': -7.9379202, 'lng': 112.9704424}, 'viewport': {'northeast': {'lat': -7.936696170107278, 'lng': 112.97227145}, 'southwest': {'lat': -7.939395829892722, 'lng': 112.96495525}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pasir Berbisik,ChIJXSgzbUw21i0R6ZUk4TIFKP4,4.8,ChIJXSgzbUw21i0R6ZUk4TIFKP4,"['tourist_attraction', 'point_of_interest', 'establishment']",1542,{'open_now': True},"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117953344350051709658"">Lucky Primajaya</a>'], 'photo_reference': 'AUGGfZmu_P2fNzgENdHOp2vqEMl6FCnKKywkAKSlktycn51SJCK-SIA-8uSHFqrAMAZVenmHeOQV5-R78ykLtM3PdE4w_mx4Iic6xq0YkySxpOM7gKWC-AaCt8yy2Duoz_B-x_IoAKcU0nFHDOVRQw33nWgp-80XBOaVsyqoUr7HIkeVQm4D', 'width': 4000}]","{'compound_code': '3X6C+R5 Ngadas, Probolinggo Regency, East Java, Indonesia', 'global_code': '6P4J3X6C+R5'}",,https://www.google.com/maps/place/?q=place_id:ChIJXSgzbUw21i0R6ZUk4TIFKP4
OPERATIONAL,"Jl. Raya Bromo, Dusun 1, Sapikerep, Kec. Sukapura, Kabupaten Probolinggo, Jawa Timur 67254, Indonesia","{'location': {'lat': -7.911554499999999, 'lng': 113.0383888}, 'viewport': {'northeast': {'lat': -7.910158420107278, 'lng': 113.0397159298927}, 'southwest': {'lat': -7.912858079892722, 'lng': 113.0370162701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Depi pramudita tour,ChIJXTlr4JpJ1i0RWlw7xDwrSQQ,5.0,ChIJXTlr4JpJ1i0RWlw7xDwrSQQ,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},"[{'height': 1350, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104697871258656894408"">A Google User</a>'], 'photo_reference': 'AUGGfZk3OIDxzq9jnyNCppSYAJfcbFfK2TcEl6ccLWvM7L73GIol4wBKCpYpm5PvF-KktpQVenT1O_RhM8q_WESLnrk-GDa5jv4lVdSYZBBWIyS0YOahrOF0iXXFyH-QFZ-M03ByKGf7nm_tn8PDPZLCnnFuVXIqi0_ZDroi_WCFY3u-wsyd', 'width': 1080}]","{'compound_code': '32QQ+99 Sapikerep, Probolinggo Regency, East Java, Indonesia', 'global_code': '6P4M32QQ+99'}",,https://www.google.com/maps/place/?q=place_id:ChIJXTlr4JpJ1i0RWlw7xDwrSQQ
OPERATIONAL,"32PJ+GP8, Jl. Raya Bromo, Dusun 2, Sapikerep, Kec. Sukapura, Kabupaten Probolinggo, Jawa Timur 67254, Indonesia","{'location': {'lat': -7.913723999999999, 'lng': 113.0318335}, 'viewport': {'northeast': {'lat': -7.912354020107278, 'lng': 113.0332026298927}, 'southwest': {'lat': -7.915053679892722, 'lng': 113.0305029701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Agropolitan,ChIJu-lRuRtJ1i0Rm707XpACx18,0.0,ChIJu-lRuRtJ1i0Rm707XpACx18,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105129236286111549854"">A Google User</a>'], 'photo_reference': 'AUGGfZmTtQVQVycXf6NNE_Thm3eUwUCOHwE3HkAUytHhzYUWGk_10vuXYBAwf5NWl1_v4BLfRzSbhlv2d3s3IMWZkRLAp1sS6hCNnHOkCVyeQ_FSn9z6gTo8rfkxP2HeXgC3anWLKlo8Z_w--70ljk1KElhPlpwHIQNNSQ9Ei7sSlhedrviH', 'width': 2448}]",,,https://www.google.com/maps/place/?q=place_id:ChIJu-lRuRtJ1i0Rm707XpACx18
