business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,permanently_closed,plus_code,url
OPERATIONAL,"546P+FJ4, Wangkit, Patalan, Kec. Wonomerto, Kabupaten Probolinggo, Jawa Timur 67253, Indonesia","{'location': {'lat': -7.838843899999999, 'lng': 113.1365434}, 'viewport': {'northeast': {'lat': -7.837489220107276, 'lng': 113.1378867798927}, 'southwest': {'lat': -7.84018887989272, 'lng': 113.1351871201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ardi adi aprilio,ChIJJ1j2A3ZN1i0RUWNyFluFs5U,5.0,ChIJJ1j2A3ZN1i0RUWNyFluFs5U,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJ1j2A3ZN1i0RUWNyFluFs5U
OPERATIONAL,"548X+Q63, Sungai Tengah, Patalan, Kec. Wonomerto, Kabupaten Probolinggo, Jawa Timur 67253, Indonesia","{'location': {'lat': -7.833224599999999, 'lng': 113.148597}, 'viewport': {'northeast': {'lat': -7.831778020107278, 'lng': 113.1499720798927}, 'southwest': {'lat': -7.834477679892722, 'lng': 113.1472724201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PATTALAND WATERBOOM,ChIJXaRwI-xN1i0R0RfJD4ohDNk,4.0,ChIJXaRwI-xN1i0R0RfJD4ohDNk,"['tourist_attraction', 'point_of_interest', 'establishment']",28,{'open_now': False},"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104800479990308281185"">A Google User</a>'], 'photo_reference': 'AUGGfZm0PfYENELYYX_fg_G7OFzLOna8hWnQHcV14DQoZ1MCV4Ko_YrMUhfVCwq54E4pjuDOgynaJm61l7T-t23t_gYsGc4eV5jyojw1HZqD0GsaHTPE8x17cc8qbEQj_8ovjh_aTPnlmcC7qT4WrCy0-2PciTBXcMQ14dDSRLMmlQicG4CR', 'width': 2296}]",,,https://www.google.com/maps/place/?q=place_id:ChIJXaRwI-xN1i0R0RfJD4ohDNk
CLOSED_TEMPORARILY,"44RJ+FQ7, Tancak, Jrebeng, Kec. Wonomerto, Kabupaten Probolinggo, Jawa Timur 67253, Indonesia","{'location': {'lat': -7.8588381, 'lng': 113.1318774}, 'viewport': {'northeast': {'lat': -7.857474520107278, 'lng': 113.1332257798927}, 'southwest': {'lat': -7.860174179892722, 'lng': 113.1305261201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sunan Slamet Cell,ChIJjWnAWehN1i0Rbp-rSIo-u_w,0.0,ChIJjWnAWehN1i0Rbp-rSIo-u_w,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,True,,https://www.google.com/maps/place/?q=place_id:ChIJjWnAWehN1i0Rbp-rSIo-u_w
OPERATIONAL,"646R+V4P, Krajan 1, Sumberbendo, Kec. Sumberasih, Kabupaten Probolinggo, Jawa Timur 67251, Indonesia","{'location': {'lat': -7.787786899999999, 'lng': 113.140316}, 'viewport': {'northeast': {'lat': -7.786246120107278, 'lng': 113.1416791298927}, 'southwest': {'lat': -7.788945779892722, 'lng': 113.1389794701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sumber Nyamplong,ChIJ40q-a8Cz1y0Rd6LmD4PwMDA,5.0,ChIJ40q-a8Cz1y0Rd6LmD4PwMDA,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,"[{'height': 1844, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117128614688482331434"">Pujo Dwi Aryono</a>'], 'photo_reference': 'AUGGfZnlbIbEYslIUNqeo9oWSUEp_fmZxw1MCHd5GNcAq2Mrm6CDUSQq6XisI-CeHVBARH8ZOoZsfee3EMSqccV-lmHPzEcbWD199i9dDlaGbjry1PvRalI1ifXh0D3-8lpQdrH8DonatTn_mJ5upTeJipATwz1fvvoi-CfVwr2TBJScShUA', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ40q-a8Cz1y0Rd6LmD4PwMDA
OPERATIONAL,"44M8+24, Karpote, Menyono, Kec. Kuripan, Kabupaten Probolinggo, Jawa Timur, Indonesia","{'location': {'lat': -7.8671531, 'lng': 113.115787}, 'viewport': {'northeast': {'lat': -7.865878570107277, 'lng': 113.1171848298927}, 'southwest': {'lat': -7.868578229892721, 'lng': 113.1144851701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,CAMP BUNGA DESA AUDIO,ChIJIwcVXABN1i0ReylDMAD-M-M,0.0,ChIJIwcVXABN1i0ReylDMAD-M-M,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJIwcVXABN1i0ReylDMAD-M-M
OPERATIONAL,"Kaburan, Boto, Lumbang, Probolinggo Regency, East Java 67255, Indonesia","{'location': {'lat': -7.8438905, 'lng': 113.1215507}, 'viewport': {'northeast': {'lat': -7.842505920107277, 'lng': 113.1228791798927}, 'southwest': {'lat': -7.84520557989272, 'lng': 113.1201795201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Omah Seni Djuglangan (O.S Djuglangan),ChIJwdeKMHZN1i0RfCct13Py5Ys,4.6,ChIJwdeKMHZN1i0RfCct13Py5Ys,"['tourist_attraction', 'point_of_interest', 'establishment']",38,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113564309003801428996"">A Google User</a>'], 'photo_reference': 'AUGGfZmUQP1MDPoGOHjeMCbBSSd-v7fD9RdsiSLUbrmIxiV_RjJY70N4e9XDPOLz09_f4TrdGjUwIgNLOFonKAtpsQ68aneMfFkFvhTQSjhjf5PTQfNTP3YTTpq2cx0Hou43Rkeg6oZra6Pwkm3Z9oK8SkelioG1uNfMooartejJ5rps3lSV', 'width': 4032}]",,"{'compound_code': '544C+CJ Boto, Probolinggo Regency, East Java, Indonesia', 'global_code': '6P4M544C+CJ'}",https://www.google.com/maps/place/?q=place_id:ChIJwdeKMHZN1i0RfCct13Py5Ys
OPERATIONAL,"648Q+RV2, Krajan 2, Sumberbendo, Kec. Sumberasih, Kabupaten Probolinggo, Jawa Timur 67251, Indonesia","{'location': {'lat': -7.782976799999999, 'lng': 113.1396516}, 'viewport': {'northeast': {'lat': -7.781572970107278, 'lng': 113.1409763798927}, 'southwest': {'lat': -7.784272629892722, 'lng': 113.1382767201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sumber Mantiana/Pocok,ChIJ3xXIMa-z1y0Rxrychv2Yqzc,4.8,ChIJ3xXIMa-z1y0Rxrychv2Yqzc,"['tourist_attraction', 'point_of_interest', 'establishment']",9,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111221588407388554309"">sari adi</a>'], 'photo_reference': 'AUGGfZkdmchNL4DJdhiwkFRtgzJzwgzzsTgTTQVdfON5XQoUlXriIle_xGj-aBIevzOS93DF7tEiT8wFjEGpFE8hKLA-SQlOAyeiXeJIY8csp-GCrYAX8VilXkf0D3LaXnQQ8-Wcsu8J2PuK9YGpGI5n6Iibo7StuKQ27W2M0ycy9V9MI5r9', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ3xXIMa-z1y0Rxrychv2Yqzc
OPERATIONAL,"56Q2+H9X, Wonoasih, Probolinggo City, East Java 67232, Indonesia","{'location': {'lat': -7.8110129, 'lng': 113.20099}, 'viewport': {'northeast': {'lat': -7.809601320107276, 'lng': 113.2024357298927}, 'southwest': {'lat': -7.81230097989272, 'lng': 113.1997360701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Grajakan,ChIJhWeqrRpT1i0RsxvugzqXCEA,5.0,ChIJhWeqrRpT1i0RsxvugzqXCEA,"['tourist_attraction', 'point_of_interest', 'establishment']",3,{'open_now': False},"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102010127929775115627"">A Google User</a>'], 'photo_reference': 'AUGGfZk9f9Jx_A1Y0bV9V8yhOVYTOOdKd4nHoNaYLnKYyGxA3m54NrSOrnvLN3Aan71JujeqR8qSuRW63JN5b2arvDX-sLTTkLo8-scHnmd_e3x3YWQPaYrT6JPmr_Br0GF1m9fVYbp74eBuWFoDGXZvS2Grrr795UfpWCbn45t7cxdocZ8k', 'width': 4128}]",,,https://www.google.com/maps/place/?q=place_id:ChIJhWeqrRpT1i0RsxvugzqXCEA
OPERATIONAL,"55XF+FJR, Jl. Singo Wongso, Kukun, Pohsangit Leres, Kec. Sumberasih, Kabupaten Probolinggo, Jawa Timur 67251, Indonesia","{'location': {'lat': -7.8010943, 'lng': 113.1740084}, 'viewport': {'northeast': {'lat': -7.799861970107278, 'lng': 113.1753873298927}, 'southwest': {'lat': -7.802561629892722, 'lng': 113.1726876701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah hantu jatpro 1,ChIJF5ZHgpaz1y0REPmOH-2tfHw,1.0,ChIJF5ZHgpaz1y0REPmOH-2tfHw,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,,https://www.google.com/maps/place/?q=place_id:ChIJF5ZHgpaz1y0REPmOH-2tfHw
OPERATIONAL,"5682+37Q, Dusun Tengah A, Kramatagung, Kec. Bantaran, Kabupaten Probolinggo, Jawa Timur, Indonesia","{'location': {'lat': -7.8347947, 'lng': 113.2007354}, 'viewport': {'northeast': {'lat': -7.833396870107277, 'lng': 113.2020993798927}, 'southwest': {'lat': -7.836096529892721, 'lng': 113.1993997201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Markas zaqqi,ChIJ5ajGjjxT1i0Rjv_wushgEGk,0.0,ChIJ5ajGjjxT1i0Rjv_wushgEGk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ5ajGjjxT1i0Rjv_wushgEGk
