business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,permanently_closed,price_level,url
OPERATIONAL,"5228+VC5, Branggah, Sapih, Kec. Lumbang, Kabupaten Probolinggo, Jawa Timur 67183, Indonesia","{'location': {'lat': -7.8478713, 'lng': 113.0161214}, 'viewport': {'northeast': {'lat': -7.846448520107279, 'lng': 113.0173919298927}, 'southwest': {'lat': -7.849148179892723, 'lng': 113.0146922701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Madakaripura Waterfall,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111705299872106160719"">nurjanah mardiningsih</a>'], 'photo_reference': 'AUGGfZnpHHkVTOtBWENJPl2ZN-lVS84b-wmQM7fxrdWGFBvDU6dH97vlsmVN5QyXmwg4gg0PPJOMtjByYdvuaORfup24uamd2oKi8nCm9P7jMdYyuKpxHHr_ltOxrDOhHb8DBrl-464EYw9o2OJZBFvweyDMcdQFHigVBaX1DM67MujGqL9W', 'width': 4608}]",ChIJEVDUNIFK1i0RIzh6_9vIFI0,4.5,ChIJEVDUNIFK1i0RIzh6_9vIFI0,"['tourist_attraction', 'point_of_interest', 'establishment']",3057,,,,,https://www.google.com/maps/place/?q=place_id:ChIJEVDUNIFK1i0RIzh6_9vIFI0
OPERATIONAL,"746P+2G2, Banjar Utara, Banjarsari, Kec. Sumberasih, Kabupaten Probolinggo, Jawa Timur 67251, Indonesia","{'location': {'lat': -7.740000199999999, 'lng': 113.1362844}, 'viewport': {'northeast': {'lat': -7.738707220107277, 'lng': 113.1377040798927}, 'southwest': {'lat': -7.741406879892721, 'lng': 113.1350044201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"IP2TP Banjarsari, Balitjestro Indonesia","[{'height': 2209, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106210812730705437586"">S Agus Rianto</a>'], 'photo_reference': 'AUGGfZkOVfynNMuT6PEMLiz3ncyCtsdv-mFlErNuoehKUmVim6VCNq3V6GBLd5jXKS2nQAy3X0iajau6dEV0JgNDzj7FPT-3kVxhUpiDJXf9AmY5Bo0x-ArAgi7BKx5hKuzIbwNKDGaHpWVXnC83hwCN-HHHSeJOyAFgPuv4IuKofyOpPQp1', 'width': 2989}]",ChIJz9SVJs6z1y0RUriEgcHG2bk,4.4,ChIJz9SVJs6z1y0RUriEgcHG2bk,"['point_of_interest', 'establishment']",104,{'open_now': False},,,,https://www.google.com/maps/place/?q=place_id:ChIJz9SVJs6z1y0RUriEgcHG2bk
OPERATIONAL,"Dusun Pesisir, Bhinor, Paiton, Probolinggo Regency, East Java 67291, Indonesia","{'location': {'lat': -7.7139659, 'lng': 113.5602994}, 'viewport': {'northeast': {'lat': -7.713046720107276, 'lng': 113.5614744298927}, 'southwest': {'lat': -7.71574637989272, 'lng': 113.5587747701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Bohay,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105226678480543550686"">A Google User</a>'], 'photo_reference': 'AUGGfZlMHa2sedBKISjQTCEDGNZxUvXoy9zro0hMcVJy4f9wdU3vlpKLOSavqIT9aVsYFngmZz2q2a1WLVNsYwU8gpiBZ2G_Sg-LrMLodNDoBLe4jELX2amaqGquYy4b0Oc2rtSFkpU71e6z4dz_GZA3v545I28mZOeNBeJ-l4H9w8SE6NTU', 'width': 4640}]",ChIJvw0fnhsD1y0Rqhpd0f7DwAs,4.4,ChIJvw0fnhsD1y0Rqhpd0f7DwAs,"['tourist_attraction', 'point_of_interest', 'establishment']",3660,{'open_now': False},"{'compound_code': '7HP6+C4 Bhinor, Probolinggo Regency, East Java, Indonesia', 'global_code': '6P4M7HP6+C4'}",,,https://www.google.com/maps/place/?q=place_id:ChIJvw0fnhsD1y0Rqhpd0f7DwAs
OPERATIONAL,"746P+2G2, Banjar Utara, Banjarsari, Kec. Sumberasih, Kabupaten Probolinggo, Jawa Timur 67251, Indonesia","{'location': {'lat': -7.739987500000001, 'lng': 113.1362656}, 'viewport': {'northeast': {'lat': -7.738657270107279, 'lng': 113.1377121298927}, 'southwest': {'lat': -7.741356929892723, 'lng': 113.1350124701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Kebun Percobaan Banjar Sari,"[{'height': 1844, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112813193831185081228"">A Google User</a>'], 'photo_reference': 'AUGGfZkfpwkazZjKNI8sA43hBJc8EaP8dm5dWSMxHOpTJRPdxHNYW0xyWB8rnnu37W4QeE7AI48ph77E4uy5-8ldh5o0vpC_FyO7LqMNMESm2SbexkyT1N4X7HlalfRBqw7ET9-xT4AcnSG4mV1yJpwirHuAe8ybbzkSNpw_MhtOcyVwNEPM', 'width': 4000}]",ChIJi6mQKTaz1y0Rspp9mr2rnbU,4.0,ChIJi6mQKTaz1y0Rspp9mr2rnbU,"['park', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJi6mQKTaz1y0Rspp9mr2rnbU
OPERATIONAL,"29XW+8CQ, Paras, Segaran, Kec. Tiris, Kabupaten Probolinggo, Jawa Timur 67287, Indonesia","{'location': {'lat': -7.9516578, 'lng': 113.3961056}, 'viewport': {'northeast': {'lat': -7.950880320107277, 'lng': 113.3980885298927}, 'southwest': {'lat': -7.953579979892721, 'lng': 113.3953888701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ranu Segaran,"[{'height': 2848, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115667099734201245353"">Isnan Wijarno</a>'], 'photo_reference': 'AUGGfZmWGY2Tz_dWbyMIWRscMQijGSVgnoWoObfXGF-d5MPOOl4ZyAacZpIaAgC01DtvLA5tnbTmwVt9ZGE3WcMh2G0CjO5L3aeyq3ZKdyizDwzSTtCE_omdrUzp8uxg18fTME28apZj73nkyVhFPOy6JUWSuVFzTQii3EdQF5ybG-jWiTpq', 'width': 4288}]",ChIJOUgyaRv41i0RDynwHX4U4q8,4.1,ChIJOUgyaRv41i0RDynwHX4U4q8,"['tourist_attraction', 'point_of_interest', 'establishment']",267,,,,,https://www.google.com/maps/place/?q=place_id:ChIJOUgyaRv41i0RDynwHX4U4q8
CLOSED_TEMPORARILY,"744P+8MC, Banjar Selatan, Banjarsari, Kec. Sumberasih, Kabupaten Probolinggo, Jawa Timur 67251, Indonesia","{'location': {'lat': -7.7441886, 'lng': 113.136649}, 'viewport': {'northeast': {'lat': -7.742849170107277, 'lng': 113.1380288298927}, 'southwest': {'lat': -7.745548829892721, 'lng': 113.1353291701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Compok.en Bull,,ChIJHyeTtj-z1y0RUTtT-R-FQdo,0.0,ChIJHyeTtj-z1y0RUTtT-R-FQdo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,True,,https://www.google.com/maps/place/?q=place_id:ChIJHyeTtj-z1y0RUTtT-R-FQdo
OPERATIONAL,"XXH2+7X4, Ranupani, East Java, Indonesia","{'location': {'lat': -8.0218747, 'lng': 112.9524384}, 'viewport': {'northeast': {'lat': -7.850203599999998, 'lng': 113.0153546}, 'southwest': {'lat': -8.079098400000001, 'lng': 112.8132258}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Bromo Tengger Semeru National Park,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110669238860773059698"">Mireia Parés Oliva</a>'], 'photo_reference': 'AUGGfZmb42qgTrcYgczkoZcxRpFeWlx_QScQ1PccWDnLeRXf9yvw9SJn4ZA_gW3IU5YO0jRNZ_o4TlVFcKTed3fuxNVkzxfLf2usfi2rnnp7mb9C3xsi_X8ujCrb5ZWIX3f7L_Vn7Eh695pJiP6jyR0txtGqD1vGwGiRFsK1GyvkUoeHHXih', 'width': 4000}]",ChIJRclpXzY_1i0RyZJZgSLArjY,4.8,ChIJRclpXzY_1i0RyZJZgSLArjY,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",43747,,,,,https://www.google.com/maps/place/?q=place_id:ChIJRclpXzY_1i0RyZJZgSLArjY
OPERATIONAL,"562V+9VC, Blok, Arisan, Banjarsawah, Kec. Tegalsiwalan, Kabupaten Probolinggo, Jawa Timur 67274, Indonesia","{'location': {'lat': -7.8490543, 'lng': 113.2446019}, 'viewport': {'northeast': {'lat': -7.847709820107279, 'lng': 113.2459499798927}, 'southwest': {'lat': -7.850409479892723, 'lng': 113.2432503201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sumber Air Ronggo Jalu,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116806460263766975633"">A Google User</a>'], 'photo_reference': 'AUGGfZnmYRDg1KkbQ2LaUsGGhqzDMxKWNpMZVaGzQaQI-pgSybUQu8KQ-GCMIuxbBEpxUjxnNmQGLYY__P4AxgVbVK2yxN49KSi9wKPiLEJE-f3-_YiqBhli69Z7jEoY9ihCrJXzXHnx0knK7P33tTqId6fi6Xk86Y_3-72CFMMXI1shDnAi', 'width': 4160}]",ChIJDTrWBKxT1i0R9dqA1yNP2vI,4.0,ChIJDTrWBKxT1i0R9dqA1yNP2vI,"['amusement_park', 'point_of_interest', 'establishment']",270,{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJDTrWBKxT1i0R9dqA1yNP2vI
OPERATIONAL,"Jalan Raya Banjarsari KM.89,2, Banjarsari, Sumberasih, Banjar Selatan, Banjarsari, Kec. Sumberasih, Kabupaten Probolinggo, Jawa Timur 67211, Indonesia","{'location': {'lat': -7.7407147, 'lng': 113.1341012}, 'viewport': {'northeast': {'lat': -7.739265070107276, 'lng': 113.1356601798927}, 'southwest': {'lat': -7.74196472989272, 'lng': 113.1329605201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Rumah Makan Bromo Asri,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103492725245799966519"">Muhammad Julijanto</a>'], 'photo_reference': 'AUGGfZlEyqxwyeNP7mV_rrIgvunxk9KbMAv5rdmJVPHF0jz4EdXPEJ2bje48zuYKquDeugsqqb08Bl_j2yKM4piiYh_G-Oo6I48dZ7dkACrvnKmVCamFsqPfID1nzwmf5gJ97f0HpTbdhquM0kcrJy8SBivBwYGLFOIacXrPIsfgagm1S99i', 'width': 4000}]",ChIJh_UcqOGz1y0Rjqs7cvsugFk,4.1,ChIJh_UcqOGz1y0Rjqs7cvsugFk,"['store', 'restaurant', 'food', 'point_of_interest', 'establishment']",9474,{'open_now': False},"{'compound_code': '745M+PJ Banjarsari, Probolinggo Regency, East Java, Indonesia', 'global_code': '6P4M745M+PJ'}",,2.0,https://www.google.com/maps/place/?q=place_id:ChIJh_UcqOGz1y0Rjqs7cvsugFk
OPERATIONAL,"Griya Asri Kentjana Blok BE 25, Banjar, Randupitu, Kec. Gending, Kabupaten Probolinggo, Jawa Timur 67272, Indonesia","{'location': {'lat': -7.7888358, 'lng': 113.3230742}, 'viewport': {'northeast': {'lat': -7.787487420107277, 'lng': 113.3244371298927}, 'southwest': {'lat': -7.79018707989272, 'lng': 113.3217374701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DEWANA NUSANTARAWISATA,"[{'height': 712, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100515919852467165522"">A Google User</a>'], 'photo_reference': 'AUGGfZnop7KtCULOTShige6JT1TcLTIC8MWtD0l3zgsCWatmNp_6vYuBTVEoAFsBFU1ygn47xDlaafTrgkgbdecHNOCMkMlcrRH_IUZ793C8JsQl0J9qWZ5tKICaojH-PObNJTs20PAzOq8LqwN7YNSc8qaGQrFRqZG4TVSf5Fl0tMC3mFvw', 'width': 1072}]",ChIJxxLtUk6r1y0R1EC5_uszGXc,4.9,ChIJxxLtUk6r1y0R1EC5_uszGXc,"['travel_agency', 'point_of_interest', 'establishment']",24,{'open_now': False},"{'compound_code': '686F+F6 Randupitu, Probolinggo Regency, East Java, Indonesia', 'global_code': '6P4M686F+F6'}",,,https://www.google.com/maps/place/?q=place_id:ChIJxxLtUk6r1y0R1EC5_uszGXc
