business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,price_level,permanently_closed,url
OPERATIONAL,"QCMC+XP, Swarna Dwipa, Semende Darat Tengah, Muara Enim Regency, South Sumatra, Indonesia","{'location': {'lat': -4.2150852, 'lng': 103.4218158}, 'viewport': {'northeast': {'lat': -4.213735370107278, 'lng': 103.4231656298927}, 'southwest': {'lat': -4.216435029892722, 'lng': 103.4204659701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Batu kopi Rahmat,"[{'height': 1952, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100761339468859397339"">A Google User</a>'], 'photo_reference': 'AUGGfZlo0C4iKKcGIvLVKnflNWpgWmvxwVadER6gFVJe8xhdjRRUiMGw6hVSd6oCeG-JV1-4a6zthoEGMydfMg_5L_dmXyTqqWzmltXrc22C0yUWW93lKGmdwl9IrbEgLi8RLeIjHGmUnF9CiceXnhPpxFpNBC2lQuM98sOrSJtYPxI6oWag', 'width': 4160}]",ChIJm5jeeQB5Ny4RPrEe6Ywxpnw,0.0,ChIJm5jeeQB5Ny4RPrEe6Ywxpnw,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJm5jeeQB5Ny4RPrEe6Ywxpnw
OPERATIONAL,"QFX8+M6, Swarna Dwipa, Semende Darat Tengah, Muara Enim Regency, South Sumatra, Indonesia","{'location': {'lat': -4.2008125, 'lng': 103.4655625}, 'viewport': {'northeast': {'lat': -4.199462670107278, 'lng': 103.4669123298927}, 'southwest': {'lat': -4.202162329892722, 'lng': 103.4642126701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Demplot Kopi Hendra Beskabean,,ChIJN89mHrJ_Ny4R5L4JMwl65a0,0.0,ChIJN89mHrJ_Ny4R5L4JMwl65a0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJN89mHrJ_Ny4R5L4JMwl65a0
OPERATIONAL,"Dusun IV, rantau dedap, Semende Darat Tengah, Muara Enim Regency, South Sumatra 31356, Indonesia","{'location': {'lat': -4.2013732, 'lng': 103.4427753}, 'viewport': {'northeast': {'lat': -4.199957820107278, 'lng': 103.4440371798927}, 'southwest': {'lat': -4.202657479892722, 'lng': 103.4413375201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DERMAGA 5 PUTRA,"[{'height': 2296, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105707334318063834478"">A Google User</a>'], 'photo_reference': 'AUGGfZkCB640C4OZXRfGqJgZZ53SUvGFcjse1fB6zCe7WzVH1B3M-S51HtvQ7GqMAnb4eCohnPomcOoMKTUpuzb0zbTmfTjrBy2JWXU7wizvpqLdvB2O4MGnTwLORiZ4mDcu9Tu5B2EWdksJmFU3e3ge_5mSRljkqglBBA9bk6dbODFVEpkH', 'width': 4080}]",ChIJuUg0I555Ny4RFdyYnsLCdRs,0.0,ChIJuUg0I555Ny4RFdyYnsLCdRs,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"{'compound_code': 'QCXV+F4 Swarna Dwipa, Muara Enim Regency, South Sumatra, Indonesia', 'global_code': '6P75QCXV+F4'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJuUg0I555Ny4RFdyYnsLCdRs
OPERATIONAL,"QCXV+67Q, Swarna Dwipa, Semende Darat Tengah, Muara Enim Regency, South Sumatra 31462, Indonesia","{'location': {'lat': -4.2019093, 'lng': 103.4432403}, 'viewport': {'northeast': {'lat': -4.200249170107279, 'lng': 103.4442522298927}, 'southwest': {'lat': -4.202948829892723, 'lng': 103.4415525701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dedughuk Swarna Dwipa,,ChIJB0SStRx5Ny4RZq7okOJ1q_4,4.8,ChIJB0SStRx5Ny4RZq7okOJ1q_4,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJB0SStRx5Ny4RZq7okOJ1q_4
OPERATIONAL,"RFM3+FCQ, Swarna Dwipa, Semende Darat Tengah, Muara Enim Regency, South Sumatra, Indonesia","{'location': {'lat': -4.1662789, 'lng': 103.4536154}, 'viewport': {'northeast': {'lat': -4.1614783, 'lng': 103.4547618298927}, 'southwest': {'lat': -4.1678791, 'lng': 103.4520621701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dangau acha,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109975190383523283291"">A Google User</a>'], 'photo_reference': 'AUGGfZkdwq2rjOGS2BD7hp1LTyv0V1nclWRESZLzV2BCqUJDxVPPIBp566i7tZNwLfIIxhRDNMsltawMAQRRgXCvS_9AwpDm-Xag5o2YOJ6J07PHQ8F7B2x5ix4vm-M0yBQiA3VmS95HwwRagIFGqBCZdAFkQbZW0ZDRIqXx4NMgs2MBAgT_', 'width': 1080}]",ChIJsxM21jR9Ny4Rm2yGuqurgKo,5.0,ChIJsxM21jR9Ny4Rm2yGuqurgKo,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJsxM21jR9Ny4Rm2yGuqurgKo
OPERATIONAL,"RGMX+QJQ, Padang City, Semende Darat Tengah, Muara Enim Regency, South Sumatra, Indonesia","{'location': {'lat': -4.1655305, 'lng': 103.5491145}, 'viewport': {'northeast': {'lat': -4.163682620107278, 'lng': 103.55003245}, 'southwest': {'lat': -4.166382279892722, 'lng': 103.54636065}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Olin'S,,ChIJXSTdSnzXOS4R0zamoGujano,0.0,ChIJXSTdSnzXOS4R0zamoGujano,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJXSTdSnzXOS4R0zamoGujano
OPERATIONAL,"QCXR+2XJ, Segamit, Kec. Semendo Darat Ulu, Kabupaten Muara Enim, Sumatera Selatan 31462, Indonesia","{'location': {'lat': -4.2024149, 'lng': 103.442384}, 'viewport': {'northeast': {'lat': -4.200601120107278, 'lng': 103.4435871798927}, 'southwest': {'lat': -4.203300779892722, 'lng': 103.4408875201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Dedughuk,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112135084195877942981"">Andry Novijandri</a>'], 'photo_reference': 'AUGGfZm67oeXi7AKoM8mbEtEGtvs43QnBOEjGMMa8O0VOxRBqkNEL8DS81Pa-h3a9OuFVF5g8mCtquYNbJmGDb0hngjWuRNyuzGG3TkBc4HT9NiK62GUx89lAgD8bD1KuZpS2ZlC-hPNkdFFlKcG9KiEh_THiBmkxohHMoB_cjUuwqNai4IK', 'width': 4032}]",ChIJmRd_UrV-Ny4RF9JK0GUvEH4,4.5,ChIJmRd_UrV-Ny4RF9JK0GUvEH4,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",117.0,,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJmRd_UrV-Ny4RF9JK0GUvEH4
OPERATIONAL,"P8HC+P2C, Swarna Dwipa, Semende Darat Tengah, Muara Enim Regency, South Sumatra 31521, Indonesia","{'location': {'lat': -4.2706785, 'lng': 103.3200119}, 'viewport': {'northeast': {'lat': -4.269328670107278, 'lng': 103.3213617298927}, 'southwest': {'lat': -4.272028329892722, 'lng': 103.3186620701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Merah,,ChIJcfWNONd3Ny4R55t6Hrb3eVk,4.2,ChIJcfWNONd3Ny4R55t6Hrb3eVk,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJcfWNONd3Ny4R55t6Hrb3eVk
OPERATIONAL,"Palak Tanah, Semende Darat Tengah, Muara Enim Regency, South Sumatra 31356, Indonesia","{'location': {'lat': -4.1885199, 'lng': 103.6047586}, 'viewport': {'northeast': {'lat': -4.187170070107278, 'lng': 103.6061084298927}, 'southwest': {'lat': -4.189869729892722, 'lng': 103.6034087701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cughup Aik Udangan,"[{'height': 5472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111526120757226403376"">A Google User</a>'], 'photo_reference': 'AUGGfZlkCA2EbiH5PU_8ZcrpG-HKw1lNgGfdhyimweGy6HH_K5IYro-LOOpu64VIdd_qeLBPWbtgZwy9wPGvBumnm5BQecfwdgafnuzJuQw5dOdl7IVnP6tcTYJsvWwtNZ3fG_gUMe6Afcbf54LUPU4yqEyanum5hP7oP30G-IB9nr0erOdT', 'width': 3648}]",ChIJQZft3B7XOS4RLq-PMEBoVME,5.0,ChIJQZft3B7XOS4RLq-PMEBoVME,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",1.0,"{'compound_code': 'RJ63+HW Palak Tanah, Muara Enim Regency, South Sumatra, Indonesia', 'global_code': '6P75RJ63+HW'}",{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJQZft3B7XOS4RLq-PMEBoVME
OPERATIONAL,"VJQ6+94R, Muara Dua, Semendo Darat Laut, Muara Enim Regency, South Sumatra, Indonesia","{'location': {'lat': -4.1115002, 'lng': 103.6102638}, 'viewport': {'northeast': {'lat': -4.1105846, 'lng': 103.6162302}, 'southwest': {'lat': -4.114247, 'lng': 103.608275}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Delvi Afriza /Des,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109263664416843267758"">A Google User</a>'], 'photo_reference': 'AUGGfZnTtpp4F6wCNtzMIzxAhbxpf8AO5mbwPg8hGTjmClYTQ6GbojNmVzpvmPB_IlubApsPDvhfVPCJgiYNbG6xekQtwQ0jBiq2pbVWQRvPzZgq7fTi5r9-LeYjWvNNfrrS4dAEUGPqpzrb87juaVeBzXza8CCdWYBeN2UFmAv86RYItH3k', 'width': 4000}]",ChIJH9sWZVfZOS4R0hfPdXR-lUk,5.0,ChIJH9sWZVfZOS4R0hfPdXR-lUk,"['tourist_attraction', 'point_of_interest', 'establishment']",8.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJH9sWZVfZOS4R0hfPdXR-lUk
OPERATIONAL,"Rekimai Jaya, Semende Darat Tengah, Muara Enim Regency, South Sumatra 31462, Indonesia","{'location': {'lat': -4.1189693, 'lng': 103.4935559}, 'viewport': {'northeast': {'lat': -4.117619470107279, 'lng': 103.4949057298927}, 'southwest': {'lat': -4.120319129892723, 'lng': 103.4922060701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cughup Nunum,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113167427324424709034"">A Google User</a>'], 'photo_reference': 'AUGGfZnNNhTzhg9musV44-F5bWNsrkhDBn79aJjzX_XwWaDZLkSv6fMsBnOJisnrfLXmUBTBWgBk_2L6Xy6p4XB65l4MxroyJEslWpYMrzdJFenfvpr5OfxI1BEiDpsgz-khgLiIkSp-e0w_XJ3H1fTiFNfm72OvbYunV_jqVW99OZjK14RJ', 'width': 960}]",ChIJvZLNFwl9Ny4R0Reqz5ZPMoY,5.0,ChIJvZLNFwl9Ny4R0Reqz5ZPMoY,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",3.0,"{'compound_code': 'VFJV+CC Rekimai Jaya, Muara Enim Regency, South Sumatra, Indonesia', 'global_code': '6P75VFJV+CC'}",{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJvZLNFwl9Ny4R0Reqz5ZPMoY
OPERATIONAL,"VJJC+HQW, Unnamed Road, Panggung Island, Semendo Darat Laut, Muara Enim Regency, South Sumatra 31356, Indonesia","{'location': {'lat': -4.118516, 'lng': 103.621966}, 'viewport': {'northeast': {'lat': -4.117751020107277, 'lng': 103.6232533798927}, 'southwest': {'lat': -4.120450679892721, 'lng': 103.6205537201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curup Talang Berangin,,ChIJUZZdf7rXOS4RD6Z4a8TYCJE,5.0,ChIJUZZdf7rXOS4RD6Z4a8TYCJE,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJUZZdf7rXOS4RD6Z4a8TYCJE
