business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,price_level,permanently_closed,url
OPERATIONAL,"J7M2+56P, Jl. Sentral, Rangkasbitung Bar., Kec. Rangkasbitung, Kabupaten Lebak, Banten 42312, Indonesia","{'location': {'lat': -6.367026399999999, 'lng': 106.2505794}, 'viewport': {'northeast': {'lat': -6.365681670107278, 'lng': 106.2518853798927}, 'southwest': {'lat': -6.368381329892721, 'lng': 106.2491857201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Galeri UMKM Rangkasbitung,"[{'height': 2248, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105619863100477290351"">andika rachman</a>'], 'photo_reference': 'AUGGfZmnSH341z6pWQKjO7luO0nAYRnUve8vqne5-IbPQINcnKTDVLmeylabVirTS_pDL47m7OAjWFwfyipMQe1QJm5gnwMBafdAUHVcca9RUCk2UZUAWV9H-A16cSBDuhfLf-eNPWk0vHzVteGqc9gopov6aJxy_cR0yFU6NGcrgc3Cii7f', 'width': 4000}]",ChIJRcLWT9sXQi4R86xyRFq4wpo,4.3,ChIJRcLWT9sXQi4R86xyRFq4wpo,"['tourist_attraction', 'point_of_interest', 'establishment']",8,,,,,https://www.google.com/maps/place/?q=place_id:ChIJRcLWT9sXQi4R86xyRFq4wpo
OPERATIONAL,"Jl. Kitarung No.3L, Muara Ciujung Bar., Kec. Rangkasbitung, Kabupaten Lebak, Banten 42311, Indonesia","{'location': {'lat': -6.3497849, 'lng': 106.2451376}, 'viewport': {'northeast': {'lat': -6.348442920107278, 'lng': 106.2464891798927}, 'southwest': {'lat': -6.351142579892722, 'lng': 106.2437895201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kitarung Underground,,ChIJT4AjcmgXQi4Rk8VqbXAnbdE,0.0,ChIJT4AjcmgXQi4Rk8VqbXAnbdE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': 'M62W+32 West Muara Ciujung, Lebak Regency, Banten, Indonesia', 'global_code': '6P58M62W+32'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJT4AjcmgXQi4Rk8VqbXAnbdE
OPERATIONAL,"West Rangkasbitung, Rangkasbitung, Lebak Regency, Banten, Indonesia","{'location': {'lat': -6.3600463, 'lng': 106.2463837}, 'viewport': {'northeast': {'lat': -6.358745120107278, 'lng': 106.2480090798927}, 'southwest': {'lat': -6.361444779892722, 'lng': 106.2453094201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Alun-Alun Rangkasbitung,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113182241044017445533"">A Google User</a>'], 'photo_reference': 'AUGGfZlzHaz9cBVlXijpiGP3EhT0w_XfVeUGDFpVxoZdTmSPkL_5irastcyug42kBcAvWL03LVJrqKAWQpKXwqOqyepE8ia0KU1HNEgGaFYcGgXAT_qLTuRlU1nuVGfLYhkFXAUvXLSI1ZJoPQyaYwW5faZLwtZdCaqE6bPQFGCyairWtSFR', 'width': 4032}]",ChIJQy5r_dUWQi4R4hjcaHAEsmI,4.4,ChIJQy5r_dUWQi4R4hjcaHAEsmI,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",12015,"{'compound_code': 'J6QW+XH West Rangkasbitung, Lebak Regency, Banten, Indonesia', 'global_code': '6P58J6QW+XH'}",{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJQy5r_dUWQi4R4hjcaHAEsmI
OPERATIONAL,"Jl. Alun-Alun Timur No.8, Rangkasbitung Bar., Kec. Rangkasbitung, Kabupaten Lebak, Banten 42312, Indonesia","{'location': {'lat': -6.360581199999999, 'lng': 106.2470874}, 'viewport': {'northeast': {'lat': -6.359211470107278, 'lng': 106.2483306298927}, 'southwest': {'lat': -6.361911129892722, 'lng': 106.2456309701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Museum Multatuli,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112801731853080204229"">tiyas utami</a>'], 'photo_reference': 'AUGGfZm6eKn7dRTQxvxE5JYQOy83aO9fBi3sEOn0bN3gxA3MTN9jtLxO-RH46_-TcGHuDSq7LUBKC5FZh7rgDtukxp8F4JPoBc_sVAVy9_nhwmyYsyju-6xgApGs0RKbUauywTY0vhUwIb4e5h-_53zeCRkVCffLnlQDeRVvD9-8AxYAZrgc', 'width': 4000}]",ChIJtwXk2tUWQi4RQmS0RYNWcJg,4.6,ChIJtwXk2tUWQi4RQmS0RYNWcJg,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",918,"{'compound_code': 'J6QW+QR West Rangkasbitung, Lebak Regency, Banten, Indonesia', 'global_code': '6P58J6QW+QR'}",{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJtwXk2tUWQi4RQmS0RYNWcJg
OPERATIONAL,"Jl. Soekarno-Hatta No.16, Cijoro Pasir, Kec. Rangkasbitung, Kabupaten Lebak, Banten 42316, Indonesia","{'location': {'lat': -6.345364699999999, 'lng': 106.2614705}, 'viewport': {'northeast': {'lat': -6.344009620107278, 'lng': 106.2629316798927}, 'southwest': {'lat': -6.346709279892722, 'lng': 106.2602320201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rangkasbitung Arena,"[{'height': 765, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116569694807400444396"">A Google User</a>'], 'photo_reference': 'AUGGfZnNWSmebdtQpw-KMwnEX7r1pQkXGkgdE-NsEYvU2wVy1FZHQbcg2x7yXumluJi36XR-ZPURQ5IhrZcnZPBx-Z2wMlJV-wZgZ-yeH4r1qN2uW_AD_3o2xgtthxebEEvLJKmyYWqm5SMVGZ8HnsflekOEFpkrOrXvn5kQH86QaCd-ya20', 'width': 720}]",ChIJGQRMMYoRQi4Rvb_1BAw5Zl4,5.0,ChIJGQRMMYoRQi4Rvb_1BAw5Zl4,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"{'compound_code': 'M736+VH Cijoro Pasir, Lebak Regency, Banten, Indonesia', 'global_code': '6P58M736+VH'}",{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJGQRMMYoRQi4Rvb_1BAw5Zl4
OPERATIONAL,"M747+PGX, Jl Hj Oni Insinyur Soetami, Malangnengah, Kec. Rangkasbitung, Kabupaten Lebak, Banten 42316, Indonesia","{'location': {'lat': -6.3431435, 'lng': 106.2638671}, 'viewport': {'northeast': {'lat': -6.341837120107279, 'lng': 106.2651596798927}, 'southwest': {'lat': -6.344536779892723, 'lng': 106.2624600201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"SAUNG IBU , KUBANG CERIA RANGKASBITUNG","[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109901797595629754280"">Ragil Dimas Pamungkas</a>'], 'photo_reference': 'AUGGfZn9_EKdTE0VkoNk3C2WMTyNq2QuAphdDJFu24WabXbJIqO0kUPAVNLA2frL5XYaU49CFMjdwV_MsUzTo9zYYMi8TrPPc7xfYj2ORcocBiMsXZAcc7At8KcWXCp0weZVnX4odCxbYrYB_Q9wz7csJjLVyE6Vq7VPNG3WBymbLpjI1lYy', 'width': 3264}]",ChIJK9UmWrYRQi4R8YgoyquUNVw,4.6,ChIJK9UmWrYRQi4R8YgoyquUNVw,"['tourist_attraction', 'point_of_interest', 'establishment']",125,,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJK9UmWrYRQi4R8YgoyquUNVw
OPERATIONAL,"J6MG+R5P, Cilangkap, Kalanganyar, Lebak Regency, Banten, Indonesia","{'location': {'lat': -6.3654106, 'lng': 106.2254447}, 'viewport': {'northeast': {'lat': -6.363682720107278, 'lng': 106.2274060298927}, 'southwest': {'lat': -6.366382379892721, 'lng': 106.2247063701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Casting Terbaik Rangkasbitung,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100561034501367823632"">foull uciha</a>'], 'photo_reference': 'AUGGfZk81UvsSOi6pTpNZ9IjzlDI09iTyQBaR630jl5aaI6AkinG3kaV9_GN3iLbEhJBu2_TPYNoyx5OW4dGQB1HNl4JYd3yeEMQjKxgc1D8OyH8mFq_IIV04dwIRtgIW6JfKA5a73AVxocWdN80vW4Xh4J4qnWd1Z0FuTwiaYOWfNxcNVM5', 'width': 3000}]",ChIJO7PI47gXQi4Rv8k62XoyOB8,4.7,ChIJO7PI47gXQi4Rv8k62XoyOB8,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,,,https://www.google.com/maps/place/?q=place_id:ChIJO7PI47gXQi4Rv8k62XoyOB8
OPERATIONAL,"M736+7M6, Cijoro Lebak, Rangkasbitung, Lebak Regency, Banten 42317, Indonesia","{'location': {'lat': -6.3462934, 'lng': 106.2616894}, 'viewport': {'northeast': {'lat': -6.344947870107277, 'lng': 106.2630635298927}, 'southwest': {'lat': -6.347647529892721, 'lng': 106.2603638701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Home Yayan Supriyatna,"[{'height': 1085, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107900612767662633566"">Yayan Supriatna</a>'], 'photo_reference': 'AUGGfZkXpScsjea8GQDEr3VGh1EU1y9_MqxBvpyxPxilx0E_yIYF91eEAd4pjUKToc8OHIXCcJhKARRcrrMr3VCQfUh6FszBHe6FHxVPKAB3_wudeBNsm8FfZRdAofJ2BYtDlxA_ZohBvofVIiOBBr8b2VGvbN4bp455fZ71maKhZPlKBWr5', 'width': 1440}]",ChIJLVww4YQRQi4R-C8U9qpBPLc,5.0,ChIJLVww4YQRQi4R-C8U9qpBPLc,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJLVww4YQRQi4R-C8U9qpBPLc
OPERATIONAL,"M735+WW9 selahaur kedung, Jl. Soekarno-Hatta, Cijoro Lb., Kec. Rangkasbitung, Kabupaten Lebak, Banten 42317, Indonesia","{'location': {'lat': -6.3452231, 'lng': 106.2598504}, 'viewport': {'northeast': {'lat': -6.343797370107279, 'lng': 106.2612435798927}, 'southwest': {'lat': -6.346497029892722, 'lng': 106.2585439201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Makam keramat mama KH.Ahmad dimyathi bin mama H.Irsyad,"[{'height': 2088, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112237369062566939671"">A Google User</a>'], 'photo_reference': 'AUGGfZkz3EOffUe8xZp0qHdervD9O3Hm-XVpOdtA8I67M7fuieyc_UgDp2xJSM09UhHJg1PAJf_rzYPwxA46S7X3J7x48IEtq8XG3NLN6XpitTV7nEVW0AcLxJOgrR0vi82hWpaa0VsoZNRvez-B0RWhTa5InkqyqM-Rl-_GALPwUxiC9VUa', 'width': 4640}]",ChIJTxjApK8RQi4RNbS5nH6n_BA,5.0,ChIJTxjApK8RQi4RNbS5nH6n_BA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJTxjApK8RQi4RNbS5nH6n_BA
OPERATIONAL,"J7MJ+C7P, Narimbang Mulia, Rangkasbitung, Lebak Regency, Banten 42315, Indonesia","{'location': {'lat': -6.365678399999999, 'lng': 106.2813845}, 'viewport': {'northeast': {'lat': -6.364162870107277, 'lng': 106.2827652798927}, 'southwest': {'lat': -6.366862529892721, 'lng': 106.2800656201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan palpil,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114118223947587354491"">Ridwan Abd</a>'], 'photo_reference': 'AUGGfZkFhFDRa2Pgp3yq8d4sK6t8R0ma8vOPUOszJFP8XMayHXkcT3sPjWe8VOUQ9fVvGnOMthYl7tBK5Yz5bzffNQ9OsiP4VVuu3vVTZSUrd1QZWoCToVr1WithQsphh10Pqq-T5XsmoFUBD4s0scCG_hyxbNwWpfD3Ou6jeP8ncaT09c4V', 'width': 864}]",ChIJTYvS93kRQi4ROd4nYX9m7lM,5.0,ChIJTYvS93kRQi4ROd4nYX9m7lM,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJTYvS93kRQi4ROd4nYX9m7lM
