business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,url
OPERATIONAL,"5GRQ+374, Loka Jaya, Tanah Pinoh, Melawi Regency, West Kalimantan 79674, Indonesia","{'location': {'lat': -0.8098590999999999, 'lng': 111.5381899}, 'viewport': {'northeast': {'lat': -0.8085355701072777, 'lng': 111.5396436798927}, 'southwest': {'lat': -0.8112352298927222, 'lng': 111.5369440201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Teluk Pelanjung,"[{'height': 2528, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106267015723171123073"">A Google User</a>'], 'photo_reference': 'AUGGfZlK61dW5xonHEesw8wLinRq7S1kAWUyxuodGceCcaDZIHD04_ux0bVIOJKVrfHqj-ndhq-wT-Yi3xiAGMfIwFE5mtKjE7ris2CXhIOVlw7e3P4s5NnSSDMLT7KO75JziUlEwfAmreIAvIkd2PjjN5eGKibIVCtbOdK0KSAIxfLHCyjH', 'width': 1200}]",ChIJwyXMd_4VAS4RUYIFyVerIK8,3.7,ChIJwyXMd_4VAS4RUYIFyVerIK8,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,https://www.google.com/maps/place/?q=place_id:ChIJwyXMd_4VAS4RUYIFyVerIK8
OPERATIONAL,"7QXV+5Q, Meta Bersatu, Sayan, Melawi Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.7020898999999999, 'lng': 111.794402}, 'viewport': {'northeast': {'lat': -0.7005688701072776, 'lng': 111.7956523798927}, 'southwest': {'lat': -0.7032685298927221, 'lng': 111.7929527201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gurung Kelasi,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116485079585326150710"">Frengki Aza</a>'], 'photo_reference': 'AUGGfZmSHsIW-sJw744bAqwlueqB4m8sv5rGcjo6gTTJEnGWljOEmNugy21wSCYDjI7OF-Ve4ejqfmTCef7aumzBAcdSm8yE6oGKj6ur51L_uJeAOjpphvCBm0-tshXc-uENof7d8c6F8o5rNxgOKcj4g98o1-skVK7oNLbp2INy6PR9D1SA', 'width': 3264}]",ChIJSXOPbAAdAS4Rv69eXfYirwM,5.0,ChIJSXOPbAAdAS4Rv69eXfYirwM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJSXOPbAAdAS4Rv69eXfYirwM
OPERATIONAL,"7MX8+XCG, Nanga Sayan, Sayan, Melawi Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.7000681, 'lng': 111.6660725}, 'viewport': {'northeast': {'lat': -0.6987182701072777, 'lng': 111.6674223298927}, 'southwest': {'lat': -0.7014179298927222, 'lng': 111.6647226701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Melawi,,ChIJHRedYgAPAS4RRPLpARwBjGU,0.0,ChIJHRedYgAPAS4RRPLpARwBjGU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJHRedYgAPAS4RRPLpARwBjGU
OPERATIONAL,"5RWP+J5, Nanga Raku, Sayan, Melawi Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.8033942, 'lng': 111.8353791}, 'viewport': {'northeast': {'lat': -0.8019341201072778, 'lng': 111.8364007}, 'southwest': {'lat': -0.8046337798927223, 'lng': 111.8323143}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KEBUN VISA,,ChIJ2RF2NwAfAS4R9Lkglx5WrFE,0.0,ChIJ2RF2NwAfAS4R9Lkglx5WrFE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ2RF2NwAfAS4R9Lkglx5WrFE
OPERATIONAL,"9M39+PP, Karangan Purun, Sayan, Melawi Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.6455709, 'lng': 111.6699854}, 'viewport': {'northeast': {'lat': -0.6442210701072778, 'lng': 111.6713352298927}, 'southwest': {'lat': -0.6469207298927223, 'lng': 111.6686355701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Jembatan Gantung,"[{'height': 9216, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107467973433832094204"">A Google User</a>'], 'photo_reference': 'AUGGfZnMYQgs2SGFDh4YA1KGgw96en9MweMiJeU-xxUVLAFZZs_Vxwjv9R0Q4mUDVM0VHt8TG3MNPs2bM06md_blLuvmTmhuIVQiQBXx9KK15QrmoyFwnF9IA5U7JhDkNOPHaP-vJNl9jXpM4vCCM5Zyhymmux8pAjYmg-OfNs2L-F9oV2G_', 'width': 6912}]",ChIJHdfPRgAFAS4R5WcGKvI4NT8,4.0,ChIJHdfPRgAFAS4R5WcGKvI4NT8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJHdfPRgAFAS4R5WcGKvI4NT8
OPERATIONAL,"QXCP+6F, Beginci Darat, Hulu Sungai, Ketapang Regency, West Kalimantan, Indonesia","{'location': {'lat': -1.2294044, 'lng': 110.9861455}, 'viewport': {'northeast': {'lat': -1.228054570107278, 'lng': 110.9874953298927}, 'southwest': {'lat': -1.230754229892722, 'lng': 110.9847956701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Teluk Dua Bujang Sarupa,,ChIJGxjcihkFBC4RA79bWWNkP04,0.0,ChIJGxjcihkFBC4RA79bWWNkP04,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJGxjcihkFBC4RA79bWWNkP04
OPERATIONAL,"XQC2+3R, Menyumbung, Hulu Sungai, Ketapang Regency, West Kalimantan, Indonesia","{'location': {'lat': -1.0298183, 'lng': 110.7520473}, 'viewport': {'northeast': {'lat': -1.028468470107278, 'lng': 110.7533971298927}, 'southwest': {'lat': -1.031168129892722, 'lng': 110.7506974701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Ngah Harun,,ChIJ_-O8WwDzAy4R7_7fV25g6_Y,0.0,ChIJ_-O8WwDzAy4R7_7fV25g6_Y,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ_-O8WwDzAy4R7_7fV25g6_Y
CLOSED_TEMPORARILY,"WVJC+9X, Beginci Darat, Hulu Sungai, Ketapang Regency, West Kalimantan, Indonesia","{'location': {'lat': -1.0688982, 'lng': 110.8722934}, 'viewport': {'northeast': {'lat': -1.067548370107278, 'lng': 110.8736432298927}, 'southwest': {'lat': -1.070248029892722, 'lng': 110.8709435701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Langkah_Indra,,ChIJRR0vjaz3Ay4RSVGBvcUYOkw,0.0,ChIJRR0vjaz3Ay4RSVGBvcUYOkw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJRR0vjaz3Ay4RSVGBvcUYOkw
CLOSED_TEMPORARILY,"5GWP+VRC, Loka Jaya, Tanah Pinoh, Melawi Regency, West Kalimantan 79674, Indonesia","{'location': {'lat': -0.8028010999999999, 'lng': 111.5370095}, 'viewport': {'northeast': {'lat': -0.8017497701072778, 'lng': 111.5388483798927}, 'southwest': {'lat': -0.8044494298927223, 'lng': 111.5361487201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Botar,"[{'height': 492, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102110510962224978851"">Rahmat Zage</a>'], 'photo_reference': 'AUGGfZmzjxBeAobhGO4R_nLkxCehmX6V6zX-qWFiPdf16safEiV1dQGziYsWW-542ciygXC12rxWhdLUUQOhtGsv7sDPHyKUCIaxEdn2jBx0KAwBS2S-qCP_cySKvugUtx4Jhx2RK9Arg9_Jy8HKhGOpuKGmhubeQwikS2oz_jpUHo0ZZ5jS', 'width': 1040}]",ChIJfT0csJ0VAS4R83KR02Q-DVk,5.0,ChIJfT0csJ0VAS4R83KR02Q-DVk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,True,https://www.google.com/maps/place/?q=place_id:ChIJfT0csJ0VAS4R83KR02Q-DVk
CLOSED_TEMPORARILY,"RQM6+CVX, Cinta Manis, Hulu Sungai, Ketapang Regency, West Kalimantan 78871, Indonesia","{'location': {'lat': -1.166398, 'lng': 110.7622256}, 'viewport': {'northeast': {'lat': -1.164446420107278, 'lng': 110.7633128798927}, 'southwest': {'lat': -1.167146079892722, 'lng': 110.7606132201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Karak'ng Suak'ng,"[{'height': 481, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110641789430569891015"">A Google User</a>'], 'photo_reference': 'AUGGfZnFKVU9XK8k3wM7loTn816Dzn2kkCYqV4eWE8xd7DEp33GxFI_RyJMAV-9DYEG2LbYmYJmLfxFCEhKk3rxNFGF3pMXQeLeNpmTQSxXcz9hQmkV42Us0-VFpE37WfHA56s4LEm93VLrBRnp-2abl3tjYvXpIoDf8WIiintTNobiTYNi7', 'width': 480}]",ChIJP-qGFl0LBC4RQ1UFwj0TMAk,5.0,ChIJP-qGFl0LBC4RQ1UFwj0TMAk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,True,https://www.google.com/maps/place/?q=place_id:ChIJP-qGFl0LBC4RQ1UFwj0TMAk
