formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,plus_code,rating,user_ratings_total,url
"Jombang Regency, East Java, Indonesia","{'location': {'lat': -7.5740867, 'lng': 112.28609}, 'viewport': {'northeast': {'lat': -7.3437369, 'lng': 112.455833}, 'southwest': {'lat': -7.779221, 'lng': 112.06263}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jombang Regency,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114629537880835513745"">A Google User</a>'], 'photo_reference': 'AUGGfZkd7M4TpVgV7Pt1SUoOBXTtkD4jgdVZ9qYXMWw5U1r0N-hKuL-MiOFCL_bNFuyV3dUB-fVcLWaO7GP3YOq2Xca3zrey2iKUupsTzxzV8wqrL_hrKwshUDkCZ8C0R83RMeaWMsfJjgBzKgKmHlrvGaPzTVSOi7CgNN_4xuZrZP9Ifyk', 'width': 4000}]",ChIJMZo1j5RqeC4RIL1S43Z6AgM,ChIJMZo1j5RqeC4RIL1S43Z6AgM,"['administrative_area_level_2', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJMZo1j5RqeC4RIL1S43Z6AgM
"Jalan Dokter Soetomo, Serning, Banjaragung, Kec. Bareng, Kabupaten Jombang, Jawa Timur 61474, Indonesia","{'location': {'lat': -7.6596492, 'lng': 112.3063632}, 'viewport': {'northeast': {'lat': -7.658256220107277, 'lng': 112.3076119298927}, 'southwest': {'lat': -7.660955879892721, 'lng': 112.3049122701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bale Tani,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118334063064097529658"">saiful huda</a>'], 'photo_reference': 'AUGGfZni5CkuCesO2bRADVRFNldBScIuoIJyQ8aywNoVrFbKlxPuBlkVN2lWcSI_HfKVj_XXhRAKPz04SUWb8p3Q29akq8OUjzwvK_-B4AjjomnBRcy0LsnEFFpOh7xcZNsR1fsULHoMjL_NAbnl-xSedfsP5qr6RlzLe2s8Gg5Cc2oh76AK', 'width': 3000}]",ChIJw6cnzuZoeC4RS40BghFK10w,ChIJw6cnzuZoeC4RS40BghFK10w,"['tourist_attraction', 'restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': '88R4+4G Banjaragung, Jombang Regency, East Java, Indonesia', 'global_code': '6P4J88R4+4G'}",4.2,5450.0,https://www.google.com/maps/place/?q=place_id:ChIJw6cnzuZoeC4RS40BghFK10w
"Carangwulung, Wonosalam, Gondang, Carangwulung, Kec. Wonosalam, Kabupaten Jombang, Jawa Timur 61476, Indonesia","{'location': {'lat': -7.6945119, 'lng': 112.384133}, 'viewport': {'northeast': {'lat': -7.693189720107279, 'lng': 112.3854806798927}, 'southwest': {'lat': -7.695889379892723, 'lng': 112.3827810201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,P4S & Eco Tourism Banyu Mili,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118144265041047599299"">A Google User</a>'], 'photo_reference': 'AUGGfZkSEkMSp8lSwCFLjqlaE9tqsG2lgEmqU8F98obT8RKe3Fdfzli0EM2iUpldYgwZGxUzSAx98BHEpQTlSzGLhfNHmv6B-nNe9U54BqHY8lE4s1ICmnEN_xGQ3RZnmg9cT79nFYhHHjKVqOgiaeBl5B-nPzp-DdydTCdLrGDFUy_1d3ej', 'width': 4160}]",ChIJXQuPIX9leC4Rc3v9pXSLZrs,ChIJXQuPIX9leC4Rc3v9pXSLZrs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': '894M+5J Carangwulung, Jombang Regency, East Java, Indonesia', 'global_code': '6P4J894M+5J'}",4.1,2111.0,https://www.google.com/maps/place/?q=place_id:ChIJXQuPIX9leC4Rc3v9pXSLZrs
"G56M+5XF, Sungai Brantas,, Sudimoro, Kec. Megaluh, Kabupaten Jombang, Jawa Timur 61457, Indonesia","{'location': {'lat': -7.489558199999999, 'lng': 112.1849306}, 'viewport': {'northeast': {'lat': -7.488445370107278, 'lng': 112.1861005298927}, 'southwest': {'lat': -7.491145029892722, 'lng': 112.1834008701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dam Karet Jatimlerek,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114014693972259461144"">Riffy Tevi</a>'], 'photo_reference': 'AUGGfZkvrDVka7dsi-PpLiLZ1jWj3yoYLmFix92Xe6VfgOKngOe9bC5gSUrlXPTE4qu5tzqJbzQdxCr1dfA5Y2V_Er1EmsEd70MmVQZTvvHnfTnRhLf9P_Pe9Yw9U8nGiiz_UvWrPvktTTGDLJ2YR96yLWfj-SCr0FAVkQAf7Y-5YgReGct2', 'width': 4608}]",ChIJR5bE8_k-eC4RPfioX5u5Tk4,ChIJR5bE8_k-eC4RPfioX5u5Tk4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.4,745.0,https://www.google.com/maps/place/?q=place_id:ChIJR5bE8_k-eC4RPfioX5u5Tk4
"Tebuireng Gg. V, Kwaron, Cukir, Kec. Diwek, Kabupaten Jombang, Jawa Timur 61471, Indonesia","{'location': {'lat': -7.608121299999999, 'lng': 112.2338709}, 'viewport': {'northeast': {'lat': -7.606816420107278, 'lng': 112.2352054798927}, 'southwest': {'lat': -7.609516079892722, 'lng': 112.2325058201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Monumen Asmaul Husna,"[{'height': 1710, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103309073256095358012"">AKH EKA</a>'], 'photo_reference': 'AUGGfZnqLlSUcYbM9zBQ1Z_JiJqLMN4_CNU0OzNiOK2nYwqGhdgz0qdM7JBUMQAw3IX6RwPvbMUvXW6H_k6ZTkTcJ7sU--agjjxjODSiS1q-0in6Yn6BKfRmwypE9ATRksU11FmArttKA_kOPrGWaob7kdqmEnNFa6cYBQO0tpB3CxFf16rR', 'width': 2433}]",ChIJPwKJggdqeC4RKt3jfjDJZ_c,ChIJPwKJggdqeC4RKt3jfjDJZ_c,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': '96RM+QG Cukir, Jombang Regency, East Java, Indonesia', 'global_code': '6P4J96RM+QG'}",4.7,407.0,https://www.google.com/maps/place/?q=place_id:ChIJPwKJggdqeC4RKt3jfjDJZ_c
"96RM+Q4Q, Kwaron, Kec. Diwek, Kabupaten Jombang, Jawa Timur 61471, Indonesia","{'location': {'lat': -7.6080326, 'lng': 112.232847}, 'viewport': {'northeast': {'lat': -7.606786670107278, 'lng': 112.2341486798927}, 'southwest': {'lat': -7.609486329892722, 'lng': 112.2314490201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Terminal Bus Pariwisata Makam Gusdur,"[{'height': 6144, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110260733780254174601"">Ika Lutfiana</a>'], 'photo_reference': 'AUGGfZki_TZW3nbDJTPBvaS3HQ_sEAPi8fMwlySXvfGWsi2XFv38AxdfK8HDmLTurLO1qkQHaQh14pEmKdq5bGaObOMaX6rvlJ2c0UTqqqhz5kzhOCjF4MgFNQGKi_BeBJQMJEWLpQPZ9K57pwKwcfM0nyq9cAQPM0GK7G1S7eR1klv40Rl5', 'width': 8160}]",ChIJi9pNQoVBeC4RVnw1KWrRdDs,ChIJi9pNQoVBeC4RVnw1KWrRdDs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,4.6,540.0,https://www.google.com/maps/place/?q=place_id:ChIJi9pNQoVBeC4RVnw1KWrRdDs
"98CV+5R6, Jalan Wanara, Mojowarno, Area Hutan, Perhutani, Jombang, Jombang Regency, East Java 61475, Indonesia","{'location': {'lat': -7.629586000000001, 'lng': 112.3445167}, 'viewport': {'northeast': {'lat': -7.628236170107279, 'lng': 112.3458665298927}, 'southwest': {'lat': -7.630935829892723, 'lng': 112.3431668701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Sumber Boto,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109324446234876961791"">Wahyuni Khomaryah</a>'], 'photo_reference': 'AUGGfZlTusf9TDSgMUR97eHXJrXHYS1Heo28KWeH0FM7R0uSOSj9f7fnmUfXHcOdRs3OaMmL8noBy6iPV0ruf77mJDXTJ-bxipaIwZnZwRPE8nqD9-7qIfiqs8qJDW7NH3LBG_UnaD_LASLtpXJzLvrFwhJwqr7vwyqFHXpniORfbEzVIy1o', 'width': 2448}]",ChIJeZiznrdueC4RHVP2JVNZFf4,ChIJeZiznrdueC4RHVP2JVNZFf4,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,4.1,957.0,https://www.google.com/maps/place/?q=place_id:ChIJeZiznrdueC4RHVP2JVNZFf4
"Jl. KH. Wahid Hasyim No.1, Jombang, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61415, Indonesia","{'location': {'lat': -7.5384385, 'lng': 112.2379592}, 'viewport': {'northeast': {'lat': -7.537177120107279, 'lng': 112.2393014798927}, 'southwest': {'lat': -7.539876779892722, 'lng': 112.2366018201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/monument_pinlet,Ringin Contong Monument,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100859711350241742561"">Arief Mansyuri</a>'], 'photo_reference': 'AUGGfZlDiaTrponTUThsxuhZaJVCx0pRJWCt0Y52LnNWCprf4PS5ziBOqQG8K8nvERHkqoKs3JKu6Qe_LSU3Y6kUsnIxPIHUK0LeWlZ9CPOm97-z1Z5K7OuyjiTG3jWRjsaqbJWrYmBpsPyf60DyfrZDTdNrxmYUeK62Fd9I0Y7EnovKB-Jt', 'width': 3472}]",ChIJ006tLABAeC4RiT6_h0dj3pE,ChIJ006tLABAeC4RiT6_h0dj3pE,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': 'F66Q+J5 Jombang, Jombang Regency, East Java, Indonesia', 'global_code': '6P4JF66Q+J5'}",4.5,3623.0,https://www.google.com/maps/place/?q=place_id:ChIJ006tLABAeC4RiT6_h0dj3pE
"Kepanjen, Jombang, Jombang Regency, East Java 61419, Indonesia","{'location': {'lat': -7.5539537, 'lng': 112.2348445}, 'viewport': {'northeast': {'lat': -7.552493920107278, 'lng': 112.2361861298927}, 'southwest': {'lat': -7.555193579892721, 'lng': 112.2334864701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Kebon Rojo Park,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114335982121245152237"">Aswarini Puspa Arnas</a>'], 'photo_reference': 'AUGGfZkF9kQxwVIhmlz0OdN4X4r3Jqj1br2brNduOscgJyVtgenlTXD10j70xZkxHnwMMFR3KCszJhSUc5-FQKmx3nEXK2VN6JoJBk8N3XiTWoQgUlUEg0V59kQS5Q2V5HQ5bTimY6Z_2GpogXNAHTFbaK4CKKiVG0q-TQpMuXdJosdevHNt', 'width': 4160}]",ChIJiwtd_h5AeC4R4qgpmVtLBL8,ChIJiwtd_h5AeC4R4qgpmVtLBL8,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': 'C6WM+CW Kepanjen, Jombang Regency, East Java, Indonesia', 'global_code': '6P4JC6WM+CW'}",4.4,5042.0,https://www.google.com/maps/place/?q=place_id:ChIJiwtd_h5AeC4R4qgpmVtLBL8
"C9G3+WRJ, Sanan Timur, Mojotrisno, Kec. Mojoagung, Kabupaten Jombang, Jawa Timur 61482, Indonesia","{'location': {'lat': -7.572184199999999, 'lng': 112.3543788}, 'viewport': {'northeast': {'lat': -7.570918820107279, 'lng': 112.3557104298927}, 'southwest': {'lat': -7.573618479892723, 'lng': 112.3530107701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pasar Barongan Mojotrisno,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105414684888104326055"">Bintang Nur Islami</a>'], 'photo_reference': 'AUGGfZmMuzvOmUqxkW3NQV1BByzRrHo91IJjiMR79iqoyw2LeqSAFnsZCLYjhubYVzUBGGgVY5bGTM2zMjsiTCKY47lnvfUAvv_xdXT9MEzQGY2bD9--3BuRhCZVnVzAn7QZyNQQtqoOzMEy4eePMdXuIxz3dc7PCpfx3Nsy-8WeMXmZ7FK2', 'width': 3000}]",ChIJl0smCM5teC4R2vDjeSmi1cE,ChIJl0smCM5teC4R2vDjeSmi1cE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,4.5,111.0,https://www.google.com/maps/place/?q=place_id:ChIJl0smCM5teC4R2vDjeSmi1cE
