business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,permanently_closed,plus_code,url
OPERATIONAL,"G56M+5XF, Sungai Brantas,, Sudimoro, Kec. Megaluh, Kabupaten Jombang, Jawa Timur 61457, Indonesia","{'location': {'lat': -7.489558199999999, 'lng': 112.1849306}, 'viewport': {'northeast': {'lat': -7.488445370107278, 'lng': 112.1861005298927}, 'southwest': {'lat': -7.491145029892722, 'lng': 112.1834008701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dam Karet Jatimlerek,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114014693972259461144"">Riffy Tevi</a>'], 'photo_reference': 'AUGGfZlMZsaG8UhXXLp92r4ZUppAMVU7mVyikgc6LqvoBEzkcmXx63Ap6dlBFWiB6eucyL3U3I6Hrwg02xbv1qiCgdKpW64phjHRhs1R-TLSbtmSLbehgxsKJhSRy8sAxWT_uaE9qUMCWEAQD8XLSinD9yI1_8oHUVT9IAEJ68Udkd44ZV4J', 'width': 4608}]",ChIJR5bE8_k-eC4RPfioX5u5Tk4,4.4,ChIJR5bE8_k-eC4RPfioX5u5Tk4,"['tourist_attraction', 'point_of_interest', 'establishment']",745,,,,https://www.google.com/maps/place/?q=place_id:ChIJR5bE8_k-eC4RPfioX5u5Tk4
OPERATIONAL,"G559+6P5, Megaluh, Kec. Megaluh, Kabupaten Jombang, Jawa Timur 61457, Indonesia","{'location': {'lat': -7.4919848, 'lng': 112.1693628}, 'viewport': {'northeast': {'lat': -7.490670220107278, 'lng': 112.1707641798927}, 'southwest': {'lat': -7.493369879892722, 'lng': 112.1680645201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tangkis Brantas Megaluh,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118227762841367665996"">A Google User</a>'], 'photo_reference': 'AUGGfZnnRRhhVCJ1BZ4AvONgaf6jCaJw_-lXfz4pCebfoPEQuq02U009zk8DAHUYlwd1fbQAirVwJCNXfhwKUGbnJlUC14BrHQPRD2bfAwEImvC_7MhpkMUM1Udkbcoqo8PcjeRCIj2qJSb3VsX-_7GlraGgtUzcaXHqX_M_FT20GDk3hwt0', 'width': 2448}]",ChIJXQNO3uM_eC4RfKc4bbkyrnE,4.8,ChIJXQNO3uM_eC4RfKc4bbkyrnE,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,,https://www.google.com/maps/place/?q=place_id:ChIJXQNO3uM_eC4RfKc4bbkyrnE
OPERATIONAL,"F5Q3+49Q, Area Sawah, Turipinggir, Kec. Megaluh, Kabupaten Jombang, Jawa Timur 61457, Indonesia","{'location': {'lat': -7.512173199999999, 'lng': 112.1534965}, 'viewport': {'northeast': {'lat': -7.510824420107276, 'lng': 112.1549254798927}, 'southwest': {'lat': -7.51352407989272, 'lng': 112.1522258201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,bendungan turipinggir,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105721833603435265876"">Gatut Wijaya</a>'], 'photo_reference': 'AUGGfZnaW6LF1uiEHWYuOzDrGRQar6RMiBBBuo2UKq8xXpN7rSXhoeoDi8swtvP0pg_ZHnz6CvyMWWyZmcIfFq7IXiHeRMUE2JvU9iePWvhrN2cYjBWsLX8c0wVF4XhKV3tkPDrP0v3eNC6Q3Ro_l6lBgUn6KX6ApD-9_VzQGwZRvfiZSxmm', 'width': 4032}]",ChIJwxkdVy8_eC4R3BCkWNoMOds,4.3,ChIJwxkdVy8_eC4R3BCkWNoMOds,"['tourist_attraction', 'point_of_interest', 'establishment']",27,,,,https://www.google.com/maps/place/?q=place_id:ChIJwxkdVy8_eC4R3BCkWNoMOds
OPERATIONAL,"G6PF+476, Jalan pinggir kali brantas, Kedung, Kedungrejo, Kec. Megaluh, Kabupaten Jombang, Jawa Timur 61457, Indonesia","{'location': {'lat': -7.464702399999999, 'lng': 112.2231541}, 'viewport': {'northeast': {'lat': -7.463371820107279, 'lng': 112.2245277798927}, 'southwest': {'lat': -7.466071479892722, 'lng': 112.2218281201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Sunset Cangkring Kedung,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118263605351526666956"">acong bajigur</a>'], 'photo_reference': 'AUGGfZlixPLkHfUvTEdhwSdhSo8Lbk8g5c9Hkac1fWIiTBkwsnQ9E6Q3xX5VxpRLl8ecouXNVW8qGgSPPBqCsLeLRSHGjkfG_IdVAae1Qu2J5ZN0BbaiijpCXuiYtFGS_vC-E_ajQKmo0PM7QAoS9LgzQZWJEduMJ3emnvXgq4vaTg94ZG7s', 'width': 2248}]",ChIJdZP4R4Y_eC4RjC85dX8eEfs,4.3,ChIJdZP4R4Y_eC4RjC85dX8eEfs,"['tourist_attraction', 'point_of_interest', 'establishment']",6,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJdZP4R4Y_eC4RjC85dX8eEfs
CLOSED_TEMPORARILY,"G686+PCH, Mireng, Dukuh Arum, Kec. Megaluh, Kabupaten Jombang, Jawa Timur 61457, Indonesia","{'location': {'lat': -7.483187300000001, 'lng': 112.2111171}, 'viewport': {'northeast': {'lat': -7.481855920107277, 'lng': 112.2124693798927}, 'southwest': {'lat': -7.484555579892721, 'lng': 112.2097697201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Jambu Klutuk Merah,,ChIJf9vC1WM_eC4R89HaoH2Z6Yo,0.0,ChIJf9vC1WM_eC4R89HaoH2Z6Yo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,,https://www.google.com/maps/place/?q=place_id:ChIJf9vC1WM_eC4R89HaoH2Z6Yo
OPERATIONAL,"G569+8Q2, Bunder, Gebang Bunder, Kec. Plandaan, Kabupaten Jombang, Jawa Timur 61456, Indonesia","{'location': {'lat': -7.4892251, 'lng': 112.1693819}, 'viewport': {'northeast': {'lat': -7.487905370107278, 'lng': 112.1707327798927}, 'southwest': {'lat': -7.490605029892722, 'lng': 112.1680331201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SIMPANG TIGA BUNDER,,ChIJu3Zu0VM_eC4Rg7BZ86SCqi4,0.0,ChIJu3Zu0VM_eC4Rg7BZ86SCqi4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJu3Zu0VM_eC4Rg7BZ86SCqi4
OPERATIONAL,"G6XF+W55, Unnamed Road, Losari Rowo, Losari, Kec. Ploso, Kabupaten Jombang, Jawa Timur 61453, Indonesia","{'location': {'lat': -7.450232600000001, 'lng': 112.2229858}, 'viewport': {'northeast': {'lat': -7.448837920107277, 'lng': 112.2243496298927}, 'southwest': {'lat': -7.451537579892721, 'lng': 112.2216499701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gapuro Sastro Jendro Hayuningrat Pangruwating Bawono Langgeng,"[{'height': 387, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113744445407633652120"">shu marto</a>'], 'photo_reference': 'AUGGfZkk_C2o2cF0MGY0gaDzMJRtZkKkSXpqn9_S_bbeFSF1GsK5dILAMsKaEMaYbccyUWGNDZ4Nf0fhBxmAnyYMiSxv-ii2RljZhlFtm8qVteFzp7g_4j8-9FilxHh1GwhBf9DJ14Oh9uwvqSHo5mSNKrJSBDPKK2AbYsGVoCGuMXQuKDc', 'width': 632}]",ChIJ3_smj0g9eC4R_c-ScC9kjM0,5.0,ChIJ3_smj0g9eC4R_c-ScC9kjM0,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3_smj0g9eC4R_c-ScC9kjM0
OPERATIONAL,"H62P+CPJ, Balong Telon, Ploso, Kec. Ploso, Kabupaten Jombang, Jawa Timur 61453, Indonesia","{'location': {'lat': -7.4489238, 'lng': 112.2367569}, 'viewport': {'northeast': {'lat': -7.447577120107279, 'lng': 112.2381236298927}, 'southwest': {'lat': -7.450276779892723, 'lng': 112.2354239701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata kedok sandur,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111255871110323564967"">firman syah</a>'], 'photo_reference': 'AUGGfZmbzj2RHWAOuam6U_CLioTjfqpiBW4lh2GAGEkV5MBYtuBdwFtJqljS4VNKpt9TpG0v--g9YhF7razpyZK_bOA9lQPy-eCYn8_cxmffCk5tPcp91DHB1hXgWfjOEJBDcUWwehb0H2u3WKBypjh4S1sDs5i86yAFJwrGkkzHzXYhXDdm', 'width': 1920}]",ChIJC46vQAA9eC4RndZ3Ejz31wo,5.0,ChIJC46vQAA9eC4RndZ3Ejz31wo,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJC46vQAA9eC4RndZ3Ejz31wo
OPERATIONAL,"G6RH+FHF, Melik, Bedahlawak, Kec. Ploso, Kabupaten Jombang, Jawa Timur 61452, Indonesia","{'location': {'lat': -7.458817, 'lng': 112.2289313}, 'viewport': {'northeast': {'lat': -7.45770862010728, 'lng': 112.2304357298927}, 'southwest': {'lat': -7.460408279892723, 'lng': 112.2277360701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Brantas,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102308470440375291580"">A Google User</a>'], 'photo_reference': 'AUGGfZmxQCBYlOF-8rZBIwMYk60lcoyaFYWNsro9zRzHxCc-dja-f-OGsQteSTVk-XOnRI7XQW4yfTIkjNdlk-POJiRKps36EwHBc9br-yA2W-JfdDnD2ntDbmFBElxeTbUZSvpqPtGXrKT_ZsjzIv1O7wJor6C8Yf1vLeJHK2qszw57qEou', 'width': 4160}]",ChIJP3EzSVU_eC4RVoWDfSc-mOs,4.4,ChIJP3EzSVU_eC4RVoWDfSc-mOs,"['tourist_attraction', 'point_of_interest', 'establishment']",40,,,,https://www.google.com/maps/place/?q=place_id:ChIJP3EzSVU_eC4RVoWDfSc-mOs
OPERATIONAL,"G6PF+PG7, Nglawak, Bedahlawak, Kec. Tembelang, Kabupaten Jombang, Jawa Timur, Indonesia","{'location': {'lat': -7.463207799999998, 'lng': 112.2237875}, 'viewport': {'northeast': {'lat': -7.462021920107277, 'lng': 112.2253399298927}, 'southwest': {'lat': -7.464721579892721, 'lng': 112.2226402701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Kedungrejo Brantas,,ChIJOWLwjM8_eC4RSvl0tOWnHR4,0.0,ChIJOWLwjM8_eC4RSvl0tOWnHR4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJOWLwjM8_eC4RSvl0tOWnHR4
