business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,price_level,url
OPERATIONAL,"6369+5M9, Watuluyu, Selorejo, Kec. Girimarto, Kabupaten Wonogiri, Jawa Tengah, Indonesia","{'location': {'lat': -7.789592700000001, 'lng': 111.069241}, 'viewport': {'northeast': {'lat': -7.788213970107278, 'lng': 111.0705733798927}, 'southwest': {'lat': -7.790913629892722, 'lng': 111.0678737201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Lilin,ChIJdWNiXwApei4Re-lfP9FHtuo,0.0,ChIJdWNiXwApei4Re-lfP9FHtuo,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJdWNiXwApei4Re-lfP9FHtuo
OPERATIONAL,"64RG+8RH, Titis, Semagar, Kec. Girimarto, Kabupaten Wonogiri, Jawa Tengah 57683, Indonesia","{'location': {'lat': -7.7591806, 'lng': 111.1271187}, 'viewport': {'northeast': {'lat': -7.757847920107277, 'lng': 111.1284127798927}, 'southwest': {'lat': -7.760547579892721, 'lng': 111.1257131201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Alam Karangtalun Semagar,ChIJ-936WtiHeS4RTi5XOScN0J8,4.3,ChIJ-936WtiHeS4RTi5XOScN0J8,"['tourist_attraction', 'point_of_interest', 'establishment']",17.0,{'open_now': False},"[{'height': 3200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100717808114829688602"">lathif khan</a>'], 'photo_reference': 'AUGGfZnsPWffsh_z2owGmWAND7ccdxkwVtnukjtW0pGZvlAK7UOpAgQR1_zqlhTbqS9cPCAX1Qi378FMPjje_XsMEjAVSfdHzqRQ513oLNwIlk3kECcjIU1IvgcFe9Osi2m5U9cDy5QHbEh1-J1OzGY1fNGCp4rsgJKiS7Mg13oEROqfI5Lo', 'width': 2400}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ-936WtiHeS4RTi5XOScN0J8
OPERATIONAL,"733X+JX, Sawah, Wonokeling, Kec. Jatiyoso, Kabupaten Karanganyar, Jawa Tengah, Indonesia","{'location': {'lat': -7.7459177, 'lng': 111.0999493}, 'viewport': {'northeast': {'lat': -7.745024220107277, 'lng': 111.1015877798927}, 'southwest': {'lat': -7.747723879892721, 'lng': 111.0988881201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Blumbang gedhe,ChIJRxJX_NmJeS4R26q_zW2w7Jo,0.0,ChIJRxJX_NmJeS4R26q_zW2w7Jo,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJRxJX_NmJeS4R26q_zW2w7Jo
OPERATIONAL,"74MW+7R5, Siroto, Bubakan, Kec. Girimarto, Kabupaten Wonogiri, Jawa Tengah 57683, Indonesia","{'location': {'lat': -7.716856099999999, 'lng': 111.1471159}, 'viewport': {'northeast': {'lat': -7.715605820107277, 'lng': 111.1485532798927}, 'southwest': {'lat': -7.718305479892721, 'lng': 111.1458536201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Candi Muncar,ChIJt3b-KvqIeS4RN4dUeUdjFsE,4.4,ChIJt3b-KvqIeS4RN4dUeUdjFsE,"['tourist_attraction', 'point_of_interest', 'establishment']",1047.0,{'open_now': True},"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116517488454527849881"">Dawam Kalis</a>'], 'photo_reference': 'AUGGfZnaXtQS4VL0XmyEnBjXxvV3ft-zch-Jyjg6rQ-uH1-RL6wXkIH9m-cA3JJCU4qZ8--OwudNVkPSadVRsXLb5EDW0lclYrRseCDg2PKG7m2YBGNgiHBgduVo5Ws0ok4XlfhcCga2d6g7p0QpMXCAkdl1eSC45tok88dNUPhNCdj-Q3WF', 'width': 4624}]",,,https://www.google.com/maps/place/?q=place_id:ChIJt3b-KvqIeS4RN4dUeUdjFsE
OPERATIONAL,"RT.01/RW.06, Ngerapah, Setren, Slogohimo, Wonogiri Regency, Central Java, Indonesia","{'location': {'lat': -7.741582099999999, 'lng': 111.1820594}, 'viewport': {'northeast': {'lat': -7.740243970107278, 'lng': 111.1833960298927}, 'southwest': {'lat': -7.742943629892722, 'lng': 111.1806963701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Girimanik mountain camp,ChIJjQcCyi2JeS4RJuFzQivTX_U,4.5,ChIJjQcCyi2JeS4RJuFzQivTX_U,"['tourist_attraction', 'point_of_interest', 'establishment']",276.0,{'open_now': False},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102745874191799146303"">one.wahyudi</a>'], 'photo_reference': 'AUGGfZlaOJ05EW5ZUWAgS1JbM2b1J_NSjtyuXk62Bx2nxVg8GQBU7_ZqTF2jSgSUC0XX60dkabdb2hIzbgtUWzF-7V_ym1jSKmon-HAAu1S2eFxOTuoEOGjQhS-wecFHgyVZ6cGpqYXbpC-ZhmdO1yUTm-_9ijqODa3VgjiK-Xoy7Wd4Xa5N', 'width': 4000}]","{'compound_code': '755J+9R Setren, Wonogiri Regency, Central Java, Indonesia', 'global_code': '6P4H755J+9R'}",,https://www.google.com/maps/place/?q=place_id:ChIJjQcCyi2JeS4RJuFzQivTX_U
OPERATIONAL,"72QH+Q6M, Ngemplak, Ploso, Kec. Jumapolo, Kabupaten Karanganyar, Jawa Tengah 57783, Indonesia","{'location': {'lat': -7.710585, 'lng': 111.028964}, 'viewport': {'northeast': {'lat': -7.709197620107279, 'lng': 111.0303133798927}, 'southwest': {'lat': -7.711897279892723, 'lng': 111.0276137201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa wisata giriwondo,ChIJ4QeFqZMnei4RJgcZC2pFhBE,5.0,ChIJ4QeFqZMnei4RJgcZC2pFhBE,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4QeFqZMnei4RJgcZC2pFhBE
OPERATIONAL,"63HR+HV4, Bulak, Selorejo, Kec. Girimarto, Kabupaten Wonogiri, Jawa Tengah 57683, Indonesia","{'location': {'lat': -7.771102999999999, 'lng': 111.092193}, 'viewport': {'northeast': {'lat': -7.769751070107278, 'lng': 111.0935425298927}, 'southwest': {'lat': -7.772450729892721, 'lng': 111.0908428701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pakem,ChIJp3D_vPgpei4RXVLIbj1JPx4,4.7,ChIJp3D_vPgpei4RXVLIbj1JPx4,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJp3D_vPgpei4RXVLIbj1JPx4
OPERATIONAL,"637C+3P, Geneng, Tambakmerang, Kec. Girimarto, Kabupaten Wonogiri, Jawa Tengah 57683, Indonesia","{'location': {'lat': -7.7873627, 'lng': 111.0718608}, 'viewport': {'northeast': {'lat': -7.785871520107278, 'lng': 111.0734561298927}, 'southwest': {'lat': -7.788571179892722, 'lng': 111.0707564701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gubuk Silir,ChIJG_afIx4pei4RzxFjDNwSP7k,5.0,ChIJG_afIx4pei4RzxFjDNwSP7k,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100596461753576968056"">Hafid Hapid</a>'], 'photo_reference': 'AUGGfZmIpEpotSzsFcRZmjgco3JLkbC-iDLK6pIFYjdMLouda8CKpFZFTDojNyjwrjYs-tNFSTS5TJTXMTUmbYR7x_Vhq1_y3E0P7peqx8fhykkBwf4uoT28br7Zsx7vJVfJQ68rTt6V-q2fruz3ZJuPn5RO9ojOPLW8s1XVT9Pz-fGrL3TY', 'width': 3264}]",,,https://www.google.com/maps/place/?q=place_id:ChIJG_afIx4pei4RzxFjDNwSP7k
OPERATIONAL,"624R+QRV, Bulu, Waleng, Kec. Girimarto, Kabupaten Wonogiri, Jawa Tengah, Indonesia","{'location': {'lat': -7.793018099999999, 'lng': 111.0420477}, 'viewport': {'northeast': {'lat': -7.792127720107278, 'lng': 111.0437413798927}, 'southwest': {'lat': -7.794827379892721, 'lng': 111.0410417201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kromo Karso Family,ChIJOVAZuTQpei4RktT5lF2z6oQ,0.0,ChIJOVAZuTQpei4RktT5lF2z6oQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJOVAZuTQpei4RktT5lF2z6oQ
OPERATIONAL,"948H+PM2, Tambak, Berjo, Kec. Ngargoyoso, Kabupaten Karanganyar, Jawa Tengah, Indonesia","{'location': {'lat': -7.632925299999998, 'lng': 111.1285098}, 'viewport': {'northeast': {'lat': -7.631580220107278, 'lng': 111.1298590298927}, 'southwest': {'lat': -7.634279879892722, 'lng': 111.1271593701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gapura Dusun Tambak,ChIJR5PmySSLeS4RIgc1jfJCkgU,0.0,ChIJR5PmySSLeS4RIgc1jfJCkgU,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJR5PmySSLeS4RIgc1jfJCkgU
