business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,plus_code,permanently_closed,price_level,url
OPERATIONAL,"GQVF+44X, Tindallun, Anggeraja, Enrekang Regency, South Sulawesi 91752, Indonesia","{'location': {'lat': -3.4535516, 'lng': 119.7670645}, 'viewport': {'northeast': {'lat': -3.452176550000001, 'lng': 119.7690838298927}, 'southwest': {'lat': -3.45767675, 'lng': 119.7663841701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebunrayakou,ChIJLYKYGABtlC0RmO_pT1f_E7o,0.0,ChIJLYKYGABtlC0RmO_pT1f_E7o,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJLYKYGABtlC0RmO_pT1f_E7o
OPERATIONAL,"HQXH+WH9, Singki, Anggeraja, Enrekang Regency, South Sulawesi, Indonesia","{'location': {'lat': -3.4002223, 'lng': 119.7789701}, 'viewport': {'northeast': {'lat': -3.398850470107277, 'lng': 119.7804839798928}, 'southwest': {'lat': -3.401550129892722, 'lng': 119.7777843201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun laganddang,ChIJ_Rxjs0ltlC0RsjwzvdOsyMY,0.0,ChIJ_Rxjs0ltlC0RsjwzvdOsyMY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_Rxjs0ltlC0RsjwzvdOsyMY
OPERATIONAL,"GQXC+R32, Tindallun, Anggeraja, Enrekang Regency, South Sulawesi 91752, Indonesia","{'location': {'lat': -3.4504995, 'lng': 119.7701299}, 'viewport': {'northeast': {'lat': -3.449082220107278, 'lng': 119.7715454298928}, 'southwest': {'lat': -3.451781879892723, 'lng': 119.7688457701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata resting,ChIJnTtFFlRtlC0RNv5AvT_-evE,4.0,ChIJnTtFFlRtlC0RNv5AvT_-evE,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113528912733507547883"">Gulbudin Hetmatiar</a>'], 'photo_reference': 'AUGGfZnou3daHWI__HNxX077LhQCQyyJUGb6IYx5qgTg0jwq9rPFlNMJIM6i1uIhedgI4xqoAhRDfHMTKsPYHm0Xk7-85diegUmmLJM9mhWoGITVCM_ok_06l02IrFO2dmAg1keoKYOcjCdnKMDugYlFH4cHLv9F9xKWaAdlAk52LINQ4XKM', 'width': 1920}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJnTtFFlRtlC0RNv5AvT_-evE
OPERATIONAL,"GQJW+C75, Mandatte, Anggeraja, Enrekang Regency, South Sulawesi 91752, Indonesia","{'location': {'lat': -3.4689944, 'lng': 119.7957396}, 'viewport': {'northeast': {'lat': -3.467754870107277, 'lng': 119.79793005}, 'southwest': {'lat': -3.470454529892722, 'lng': 119.79500945}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ulu wai,ChIJWSkUeE0VlC0RRfS6oQR55m8,0.0,ChIJWSkUeE0VlC0RRfS6oQR55m8,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJWSkUeE0VlC0RRfS6oQR55m8
OPERATIONAL,"HQGX+4JG, Tanete, Anggeraja, Enrekang Regency, South Sulawesi 91752, Indonesia","{'location': {'lat': -3.4246852, 'lng': 119.7990642}, 'viewport': {'northeast': {'lat': -3.423335370107278, 'lng': 119.8004140298927}, 'southwest': {'lat': -3.426035029892723, 'lng': 119.7977143701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Buntu Cekong,ChIJ569-n9cSlC0Rauvfm3surao,4.5,ChIJ569-n9cSlC0Rauvfm3surao,"['tourist_attraction', 'point_of_interest', 'establishment']",24.0,"[{'height': 640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115646200128247412557"">Oi prabutss</a>'], 'photo_reference': 'AUGGfZkOpXVGBupVfr1usRI0LL9UMFYpkL-UI6xwrgyoYsMGPmbjIu67xBRQuuHO5Whklr3dgO5nG9y27LEAshZAhd3CRlnNGLAkcBqyyMqpMe-TqxBCNM_BhvD_OYyR1k5PGDyrz2caVPwcd7vmjwNvSOEK0HGkQE3CnLJOvEIZkWbx9P6g', 'width': 960}]",{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJ569-n9cSlC0Rauvfm3surao
OPERATIONAL,"GQRM+7XG, Mandatte, Anggeraja, Enrekang Regency, South Sulawesi 91752, Indonesia","{'location': {'lat': -3.4593186, 'lng': 119.7849498}, 'viewport': {'northeast': {'lat': -3.458512350000001, 'lng': 119.78702175}, 'southwest': {'lat': -3.461737349999999, 'lng': 119.78425915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mata wai lellua,ChIJf0TQ5Q1tlC0RkAUMhF6qVc0,0.0,ChIJf0TQ5Q1tlC0RkAUMhF6qVc0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJf0TQ5Q1tlC0RkAUMhF6qVc0
OPERATIONAL,"Mendatte, Anggeraja, Enrekang Regency, South Sulawesi 91752, Indonesia","{'location': {'lat': -3.4753466, 'lng': 119.7988033}, 'viewport': {'northeast': {'lat': -3.474086720107278, 'lng': 119.7999467298927}, 'southwest': {'lat': -3.476786379892722, 'lng': 119.7972470701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mendatte Park,ChIJmUiTPsIVlC0RjAg7zYD0zGk,4.7,ChIJmUiTPsIVlC0RjAg7zYD0zGk,"['tourist_attraction', 'point_of_interest', 'establishment']",81.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102933236538095587972"">A Google User</a>'], 'photo_reference': 'AUGGfZmhMTlx9oXA4rN9GC5imtfkZpQ-H64GZpAEFSieVoWsgjCo5Hh94ZanyM_Bnbch7yVVmb_CILUS7KpM71maCMYlfBarHry3DIKqUmariijG6HZPZAuLc-LpSlrNdO8CUurbnbrwgRXAoKs3MEm3V0de__0ruV8mXByLF4-ALy1rBT3m', 'width': 4032}]",{'open_now': True},"{'compound_code': 'GQFX+VG Bamba Puang, Enrekang Regency, South Sulawesi, Indonesia', 'global_code': '6P8XGQFX+VG'}",,,https://www.google.com/maps/place/?q=place_id:ChIJmUiTPsIVlC0RjAg7zYD0zGk
OPERATIONAL,"GQ9V+HQF, Jl. Poros Enrekang-Makale, Bamba Puang, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752, Indonesia","{'location': {'lat': -3.4809384, 'lng': 119.7945631}, 'viewport': {'northeast': {'lat': -3.479653920107278, 'lng': 119.7958056298928}, 'southwest': {'lat': -3.482353579892723, 'lng': 119.7931059701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Enrekang Mountain Viewpoint,ChIJw8MGp9kVlC0REU1Nq9B-FHE,4.5,ChIJw8MGp9kVlC0REU1Nq9B-FHE,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 543, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113261829038991199418"">A Google User</a>'], 'photo_reference': 'AUGGfZm-0vK8evSsBQMFrMcI3V2RIl9ED0YXPhZQSD957VSh3Y1UC4MJec1rnTKN0T41rQy03UoyqGZuWvcPf_vUOyaC36mNr0BgJCXBjM__kngsG8YpjEB2iN1LeiSG7-VEPsowMXF4gmwid7MbSTC8Bbrd8vBOwYyVkR0sD8O-MTVrn6fm', 'width': 565}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJw8MGp9kVlC0REU1Nq9B-FHE
OPERATIONAL,"GQ2G+27X, Unnamed Road, Bamba Puang, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752, Indonesia","{'location': {'lat': -3.4998915, 'lng': 119.7757344}, 'viewport': {'northeast': {'lat': -3.498512920107278, 'lng': 119.7771019298927}, 'southwest': {'lat': -3.501212579892722, 'lng': 119.7744022701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lagandang Waterfall,ChIJHQryAORrlC0Ro0_HHSAGfUA,4.3,ChIJHQryAORrlC0Ro0_HHSAGfUA,"['tourist_attraction', 'point_of_interest', 'establishment']",7.0,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116827943393667655739"">Dwhy Faizh</a>'], 'photo_reference': 'AUGGfZkPmPdEj3oy-Q27joYbE7yHZmZl2C4TP9Gtig6_fPN_LT1zQdWgdwZmqfnPj4OR0VsPSW03-Kftc5OcS6jOvqx1VcRsivg5Yd0xcr7CALcPnveCO5TITR-HMmwqV3EBebLXbTTRbQlgN0EPR_ZuAAdkd7UlkdNIMI964FSsZLibpR-w', 'width': 4000}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJHQryAORrlC0Ro0_HHSAGfUA
OPERATIONAL,"JRH4+PPC, Jl. Poros Enrekang-Makale, Mampu, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752, Indonesia","{'location': {'lat': -3.3711356, 'lng': 119.8074196}, 'viewport': {'northeast': {'lat': -3.369764120107277, 'lng': 119.8087626298927}, 'southwest': {'lat': -3.372463779892722, 'lng': 119.8060629701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Mancing Jembatan Racak,ChIJSekxHQANlC0RU8h03zOSlYY,0.0,ChIJSekxHQANlC0RU8h03zOSlYY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJSekxHQANlC0RU8h03zOSlYY
