business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,price_level,url
OPERATIONAL,"Jl. Andi Tenriadjeng, Kota Palopo, Sulawesi Selatan 91911, Indonesia","{'location': {'lat': -2.9896967, 'lng': 120.2023139}, 'viewport': {'northeast': {'lat': -2.988286820107278, 'lng': 120.2037236798927}, 'southwest': {'lat': -2.990986479892722, 'lng': 120.2010240201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Palopo Beach Hotel,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113841321906003426810"">Brian Sugandi</a>'], 'photo_reference': 'AUGGfZnKUQUv8eFRNVkmTSgMf-BNcm9CBuRYGLp7KQkHn0B_iBFmIpWtesuD9GSli3RI0UOhBK1qKyAVwqZuspYdgjuHlSjh-H2yPw9c7u3rHN0syoLBGRr-mI38D4x-1VjW6-YJdH5Kq3V-Dr6QW3l7rDfNTtgtGtxkagJPMYL9C2GQ12Vg', 'width': 4000}]",ChIJL_bJbr9fkS0RtE8uY1owZKU,"{'compound_code': '2662+4W Pontap, Palopo City, South Sulawesi, Indonesia', 'global_code': '6Q922662+4W'}",4.5,ChIJL_bJbr9fkS0RtE8uY1owZKU,"['lodging', 'point_of_interest', 'establishment']",88,,,https://www.google.com/maps/place/?q=place_id:ChIJL_bJbr9fkS0RtE8uY1owZKU
OPERATIONAL,"Jl. Trans Sulawesi KM. 310, Belopa, Senga Sel., Kec. Belopa, Kabupaten Luwu, Sulawesi Selatan 91994, Indonesia","{'location': {'lat': -3.4097049, 'lng': 120.3718643}, 'viewport': {'northeast': {'lat': -3.408369070107278, 'lng': 120.3730672798927}, 'southwest': {'lat': -3.411068729892722, 'lng': 120.3703676201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Borneo Inn,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100353263922934842871"">ahmad jamil</a>'], 'photo_reference': 'AUGGfZkPiDgnYdYR_c-V7mpZv5U4VGC3gC2WeJc5QciNVmgWHyKiMckz7THSfREgSdIZ5QfSInBZspLmZ-hvifRGuSDGTf38h_2mMeahD_g4o3nndPD-sKihc-OenksE9LuHvhaouiMBvGPcpBHq7CYs3CiDI4wEimPKM6UpHG_OMa0fbTWd', 'width': 4000}]",ChIJEc-_mx67li0RC5lvjsxaJVY,"{'compound_code': 'H9RC+4P South Senga, Luwu Regency, South Sulawesi, Indonesia', 'global_code': '6Q82H9RC+4P'}",4.1,ChIJEc-_mx67li0RC5lvjsxaJVY,"['lodging', 'point_of_interest', 'establishment']",245,,,https://www.google.com/maps/place/?q=place_id:ChIJEc-_mx67li0RC5lvjsxaJVY
OPERATIONAL,"X5P3+674, Kambo, Mungkajang, Palopo City, South Sulawesi 91924, Indonesia","{'location': {'lat': -3.0144917, 'lng': 120.1532134}, 'viewport': {'northeast': {'lat': -3.013205670107277, 'lng': 120.1545498298927}, 'southwest': {'lat': -3.015905329892722, 'lng': 120.1518501701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kambo Highland,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104528321661141639681"">Adi Summit</a>'], 'photo_reference': 'AUGGfZkjdafDGcUqmVsP96-3KgjdDp1kCy3Fi-7sA5MIIE-2e43S7PK92C2dWE3IHJA2s2g2ZBSRScrCF3iYf6A4PrshXr873l1miogZqH5LkW2unYaT2IPE9CcMQpjLOla4qmYXDuhhhJxEiDRGkHZPQdZilsDCKGQ5riQUYaqtiQy4eF9l', 'width': 3000}]",ChIJq6qqqsbhky0RCwxhutjBClA,,4.3,ChIJq6qqqsbhky0RCwxhutjBClA,"['point_of_interest', 'establishment']",234,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJq6qqqsbhky0RCwxhutjBClA
OPERATIONAL,"Jl. Anggrek Blok EE No. 10, Wara, Tompotika, Wara, Tompotika, Kec. Wara, Kota Palopo, Sulawesi Selatan 91922, Indonesia","{'location': {'lat': -3.0092446, 'lng': 120.1988756}, 'viewport': {'northeast': {'lat': -3.007803220107277, 'lng': 120.2003126798927}, 'southwest': {'lat': -3.010502879892722, 'lng': 120.1976130201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,BM Residence Hotel,"[{'height': 2155, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112274205574193035335"">A Google User</a>'], 'photo_reference': 'AUGGfZlNGgBFaAy45RtJsphl50xHNf4VTbTxIPDd_Jf5MUFteBcQ72ZkufzI4SCnyP1LNWVlxhtHQMMjvncluS10bXs0eV6-NXYa7Pj5j0J034HJw2cqeDH0tCxkWMKlyTobZtIFvpChmBkPDL36zP6x8yv4nzY3NC80wug5Fx5PhCQtFOuC', 'width': 3830}]",ChIJ2wZjBSJfkS0RcIJzb_Fm-8A,"{'compound_code': 'X5RX+8H Tompotika, Palopo City, South Sulawesi, Indonesia', 'global_code': '6Q82X5RX+8H'}",4.0,ChIJ2wZjBSJfkS0RcIJzb_Fm-8A,"['lodging', 'point_of_interest', 'establishment']",495,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ2wZjBSJfkS0RcIJzb_Fm-8A
OPERATIONAL,"Tallunglipu Matalo, Tallunglipu, North Toraja Regency, South Sulawesi 91853, Indonesia","{'location': {'lat': -2.9571723, 'lng': 119.9186741}, 'viewport': {'northeast': {'lat': -2.956000570107278, 'lng': 119.9200093298928}, 'southwest': {'lat': -2.958700229892723, 'lng': 119.9173096701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Toraja Prince Hotel,"[{'height': 737, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111484341858840232986"">A Google User</a>'], 'photo_reference': 'AUGGfZldf0w64DVWcNpGFGzT45AlBwjxNY5IxsrTfzgzfc64uuDW5c3ZAqBR9DvNrt5BMYtK__aq2iP90UDlLRXBCEhggf2_RrUo2lDLlgEYvggQ-XU0LuOvL2Tv9Y2w-Y__YbqcpYgWrVGgJVY6CLCcnqmtM406DRY0aQzPoYvB4ae3vh2l', 'width': 1600}]",ChIJx7GJznrCky0RxTvt_Kap3WI,"{'compound_code': '2WV9+4F Tallunglipu Matalo, North Toraja Regency, South Sulawesi, Indonesia', 'global_code': '6P9X2WV9+4F'}",4.0,ChIJx7GJznrCky0RxTvt_Kap3WI,"['lodging', 'point_of_interest', 'establishment']",129,,,https://www.google.com/maps/place/?q=place_id:ChIJx7GJznrCky0RxTvt_Kap3WI
OPERATIONAL,"91994, Luwu, Pammanu, Sulawesi Selatan, 91994, Makassar, Sulawesi Selatan 91993, Indonesia","{'location': {'lat': -3.3709012, 'lng': 120.3657192}, 'viewport': {'northeast': {'lat': -3.369598170107277, 'lng': 120.3669297798927}, 'southwest': {'lat': -3.372297829892722, 'lng': 120.3642301201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 92089 Hotel Subur,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100779888922935128855"">A Google User</a>'], 'photo_reference': 'AUGGfZmgrDa8VYrdiHocRlLNAxUlO6uJWwmL80azzKHwOWeA9NmW0z2ooNDpEAPoWqG8gfAVBOVkCxyKmWHqM3nX9yCEoRcR-HWn6EL5TO78klXuj6ikToxxm11UAKJDO3X_iHqLE8AYrrWRTHbvcyVEEu2tYfLh_nJO4LLkb8FNLc0qJr7b', 'width': 640}]",ChIJY8PQuwqwli0Rfp_Qfqt8VdQ,"{'compound_code': 'J9H8+J7 Pammanu, Luwu Regency, South Sulawesi, Indonesia', 'global_code': '6Q82J9H8+J7'}",3.9,ChIJY8PQuwqwli0Rfp_Qfqt8VdQ,"['lodging', 'point_of_interest', 'establishment']",200,,,https://www.google.com/maps/place/?q=place_id:ChIJY8PQuwqwli0Rfp_Qfqt8VdQ
OPERATIONAL,"J989+W6J, Sabe, Belopa Utara, Luwu Regency, South Sulawesi 91994, Indonesia","{'location': {'lat': -3.3826657, 'lng': 120.368021}, 'viewport': {'northeast': {'lat': -3.381279070107278, 'lng': 120.3696239798928}, 'southwest': {'lat': -3.383978729892722, 'lng': 120.3669243201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Belia,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117794305251781741821"">Aziz A.</a>'], 'photo_reference': 'AUGGfZnl61ej3pnVeWMsd2okQEMlVuY2AeH3mFW9thpBauyg5_DZd8Cuj2n6JGpOm6eGHmsuCIryVquiHttjUXwl6f5Ro4Uc0a798Abgawdx-0C8rWJ8i6cmJMBGT45CQPBelQn1hQLbSA9o_Pgh7b4fujPPerCpuBLvHfgkAaHGXNTVqfzu', 'width': 4608}]",ChIJz4lDNZa6li0RqEiqe0Nl9pc,,3.9,ChIJz4lDNZa6li0RqEiqe0Nl9pc,"['lodging', 'point_of_interest', 'establishment']",221,,,https://www.google.com/maps/place/?q=place_id:ChIJz4lDNZa6li0RqEiqe0Nl9pc
OPERATIONAL,"Jl. Jenderal Sudirman, Takkalala, Kec. Wara Sel., Kota Palopo, Sulawesi Selatan, Indonesia","{'location': {'lat': -3.0223571, 'lng': 120.21068}, 'viewport': {'northeast': {'lat': -3.021039920107278, 'lng': 120.2119615798927}, 'southwest': {'lat': -3.023739579892722, 'lng': 120.2092619201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Rai's Palopo Exclusive Mitra RedDoorz,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109373331000278582430"">nurul</a>'], 'photo_reference': 'AUGGfZmgxFd5qjjB6AD3qYFQmSy8PacVZmdjK5MjXV5Fwwmf7_rzzqbyqLQfpQgg0VfoaV4gmchw0SPlATgUJuv1Rvfbfr7zgJtHez_s3wyTePduiJ-QxPAZoDlDRaM7GayLSX_HI4fxo6VYILPwiXs9y6ZuzUbtqCmTGLE0IBUDetOEoM67', 'width': 2076}]",ChIJ3YQ9CMVZkS0RBR3doKUeglo,"{'compound_code': 'X6H6+37 Takkalala, Palopo City, South Sulawesi, Indonesia', 'global_code': '6Q82X6H6+37'}",4.7,ChIJ3YQ9CMVZkS0RBR3doKUeglo,"['lodging', 'point_of_interest', 'establishment']",6,,,https://www.google.com/maps/place/?q=place_id:ChIJ3YQ9CMVZkS0RBR3doKUeglo
OPERATIONAL,"Jl. Simpang Batutumonga Tikal, Lempo, Kec. Sesean Suloara, Kabupaten Toraja Utara, Sulawesi Selatan 91853, Indonesia","{'location': {'lat': -2.9102291, 'lng': 119.8833715}, 'viewport': {'northeast': {'lat': -2.908919120107277, 'lng': 119.8847904298927}, 'southwest': {'lat': -2.911618779892722, 'lng': 119.8820907701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Mentirotiku Guest House and Restaurant,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118366175135237764767"">ecko loveart</a>'], 'photo_reference': 'AUGGfZk2K-O1-dG3I9KyiTksYZ29IJ0TZe2VeRr8SKb9wNfqjO1ansgpqu1fjhz3UlkLZyeszlVuwqa3W2tiQxUbgX-Wek1R8bPYogtcPR2NFgf7ogur10um7t3a1YZW2zojb-u0DJWr9bT3z8KiGmIvS-IGYJzMve3EgRoUQBBXCkI5ZwbU', 'width': 5312}]",ChIJ0_ATvuHDky0RESdcvI2JM_0,"{'compound_code': '3VQM+W8 Lempo, North Toraja Regency, South Sulawesi, Indonesia', 'global_code': '6P9X3VQM+W8'}",4.4,ChIJ0_ATvuHDky0RESdcvI2JM_0,"['restaurant', 'food', 'point_of_interest', 'establishment']",438,{'open_now': True},1.0,https://www.google.com/maps/place/?q=place_id:ChIJ0_ATvuHDky0RESdcvI2JM_0
OPERATIONAL,"JL. Pongsimping, Tampotikka,Wara, Palopo, 91921, Murante, Mungkajang, Palopo City, South Sulawesi 91921, Indonesia","{'location': {'lat': -3.0242465, 'lng': 120.1733206}, 'viewport': {'northeast': {'lat': -3.022877570107278, 'lng': 120.1746683798928}, 'southwest': {'lat': -3.025577229892722, 'lng': 120.1719687201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Agro Wisata Palopo,"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118388648455637232665"">A Google User</a>'], 'photo_reference': 'AUGGfZlE3bvKbxt6AN5Houw9vvwYRQgkRL4Ct5o3vTwZnN9lg4SU6n8bnVL5gtCPCjlQmWfgSAQtYT26wzv5pLA8ARKjagcp8gVrlBQz_ori0Yai1G-P5rpnqpSxSH-ghtYcWIwm7lsEiuJR2pqmjcYe1lcqPMjbP2eGjcTFRgjsJRjEV9uI', 'width': 1600}]",ChIJyc1IID9fkS0RnK83l7sJt_g,"{'compound_code': 'X5GF+88 Murante, Palopo City, South Sulawesi, Indonesia', 'global_code': '6Q82X5GF+88'}",4.1,ChIJyc1IID9fkS0RnK83l7sJt_g,"['lodging', 'point_of_interest', 'establishment']",498,,,https://www.google.com/maps/place/?q=place_id:ChIJyc1IID9fkS0RnK83l7sJt_g
