business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,permanently_closed,url
OPERATIONAL,"HM88+F6, Ketiau, Lubuk Keliat, Ogan Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.4338322, 'lng': 104.6655042}, 'viewport': {'northeast': {'lat': -3.432333320107277, 'lng': 104.6669863798927}, 'southwest': {'lat': -3.435032979892722, 'lng': 104.6642867201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DANAU CINTA MANIS,ChIJjcSgAADpOy4RI3Q-AZpCk5c,0,ChIJjcSgAADpOy4RI3Q-AZpCk5c,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJjcSgAADpOy4RI3Q-AZpCk5c
OPERATIONAL,"HM33+3VX, Ketiau, Lubuk Keliat, Ogan Ilir Regency, South Sumatra 30868, Indonesia","{'location': {'lat': -3.4472565, 'lng': 104.6547408}, 'viewport': {'northeast': {'lat': -3.443901, 'lng': 104.65677345}, 'southwest': {'lat': -3.448375, 'lng': 104.65406325}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman wisata akasia,ChIJaxNN0wXDOy4R8eaHrHrB-w0,5,ChIJaxNN0wXDOy4R8eaHrHrB-w0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJaxNN0wXDOy4R8eaHrHrB-w0
OPERATIONAL,"GM3P+GG, Tanjung Beringin, Tanjung Lubuk, Ogan Komering Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.495975, 'lng': 104.685573}, 'viewport': {'northeast': {'lat': -3.495084950000001, 'lng': 104.69034615}, 'southwest': {'lat': -3.498645149999999, 'lng': 104.68398195}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun malik,ChIJy2A8QQDnOy4RCL6banfR85c,0,ChIJy2A8QQDnOy4RCL6banfR85c,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJy2A8QQDnOy4RCL6banfR85c
OPERATIONAL,"JJFV+866, Unnamed Road, Tj. Tambak Baru, Kec. Tj. Batu, Kabupaten Ogan Ilir, Sumatera Selatan 30664, Indonesia","{'location': {'lat': -3.3767009, 'lng': 104.6430028}, 'viewport': {'northeast': {'lat': -3.375351070107277, 'lng': 104.6443526298927}, 'southwest': {'lat': -3.378050729892722, 'lng': 104.6416529701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Palah/pala/air gemuruh tanjung atap,ChIJ76_vMFzBOy4R0SPPSeYWix8,0,ChIJ76_vMFzBOy4R0SPPSeYWix8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': True},"[{'height': 500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108496312500992310905"">amin bitun</a>'], 'photo_reference': 'AUGGfZn1wze52DLxfYXtwmhKcJS9QI8ozWkXUVcJvkbpRzkdFaaFFO7B15P74Q6Cqd9BCY-cDM8VGJ7qN1xSBI6UVvxQKqfPf7SykMJB-padanNqyOOgnBZ2iA82zcYm49XcDDMRim2KeTCBvgl_2-sxbKzgv6NplJ-t_kpl8V7Xlu7sU0cS', 'width': 540}]",,https://www.google.com/maps/place/?q=place_id:ChIJ76_vMFzBOy4R0SPPSeYWix8
OPERATIONAL,"JH4P+5R, Seri Tanjung, Tanjung Batu, Ogan Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.3945681, 'lng': 104.5871049}, 'viewport': {'northeast': {'lat': -3.393162870107278, 'lng': 104.5886481798927}, 'southwest': {'lat': -3.395862529892723, 'lng': 104.5859485201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Lebuk Bakong seri tanjung,ChIJD7eGuh3DOy4RgR2c56JNDhU,5,ChIJD7eGuh3DOy4RgR2c56JNDhU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJD7eGuh3DOy4RgR2c56JNDhU
OPERATIONAL,"JJ3F+5GV, Seri Bandung, Tanjung Batu, Ogan Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.3970011, 'lng': 104.6238048}, 'viewport': {'northeast': {'lat': -3.396279499999999, 'lng': 104.6245097798927}, 'southwest': {'lat': -3.399165900000001, 'lng': 104.6218101201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Vila Ahsan Barori,ChIJ-U2M45zDOy4RTzWa-6azZGA,0,ChIJ-U2M45zDOy4RTzWa-6azZGA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-U2M45zDOy4RTzWa-6azZGA
OPERATIONAL,"JJWJ+7MC, Unnamed Road, Tj. Atap, Kec. Tj. Batu, Kabupaten Ogan Ilir, Sumatera Selatan 30664, Indonesia","{'location': {'lat': -3.354306, 'lng': 104.6316285}, 'viewport': {'northeast': {'lat': -3.352985520107278, 'lng': 104.6328880798927}, 'southwest': {'lat': -3.355685179892722, 'lng': 104.6301884201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Teluk berkat,ChIJKwaCsMvBOy4RaeS7LjsI7kw,5,ChIJKwaCsMvBOy4RaeS7LjsI7kw,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},"[{'height': 324, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108496312500992310905"">amin bitun</a>'], 'photo_reference': 'AUGGfZnO4_DbTV68CuFjMJdZDUSg77ooaQmFDimv_2kRSQ9-rmarOCsIl-Fbp4TXeTR5eKdAk1KNZ8uanssAWMAuS2-G1TEiw5HhHYQOHWzDfxuB-80wfgmqNcmJ3ROD6epqum6fQXhzWj8Laz7EsLslw2yr29RZDHQBBuNzW5iuQne7qf3j', 'width': 540}]",,https://www.google.com/maps/place/?q=place_id:ChIJKwaCsMvBOy4RaeS7LjsI7kw
OPERATIONAL,"JJRH+JM4, Jl. Pahlawan Abu Sama, Tj. Atap Bar., Kec. Tj. Batu, Kabupaten Ogan Ilir, Sumatera Selatan 30664, Indonesia","{'location': {'lat': -3.3584894, 'lng': 104.6291965}, 'viewport': {'northeast': {'lat': -3.356924070107278, 'lng': 104.6305426798927}, 'southwest': {'lat': -3.359623729892722, 'lng': 104.6278430201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Teluk serdang,ChIJcyJyBULBOy4RvNPvGJ7KNGo,5,ChIJcyJyBULBOy4RvNPvGJ7KNGo,"['tourist_attraction', 'point_of_interest', 'establishment']",3,{'open_now': True},"[{'height': 803, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108496312500992310905"">amin bitun</a>'], 'photo_reference': 'AUGGfZm0X8qg5FAjy9dFgyijqYygVkDeWyp5KOzPjqbE-CAmpMQDum-RMuqds5FrH1HewwtcTIs_0hpp9PEsRAQTb_qGs6NAHbggxaYcpVpH3e6XuYmd84DPHI6co1qxj1tvKbpqrFUvcnon835JRPOHoK2CI8nfRh_o52HvEu2HeWgSXq3W', 'width': 1071}]",,https://www.google.com/maps/place/?q=place_id:ChIJcyJyBULBOy4RvNPvGJ7KNGo
OPERATIONAL,"FP3H+73, Gemantung Island, Tanjung Lubuk, Ogan Komering Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.5467539, 'lng': 104.7276258}, 'viewport': {'northeast': {'lat': -3.545125170107278, 'lng': 104.7308247}, 'southwest': {'lat': -3.547824829892722, 'lng': 104.7265595}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TALANG BINTING (Mudim kini Utama),ChIJGeqIJwDhOy4Re1dW0HO7G3o,0,ChIJGeqIJwDhOy4Re1dW0HO7G3o,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJGeqIJwDhOy4Re1dW0HO7G3o
CLOSED_TEMPORARILY,"GMR3+4QP, Talang Tengah Laut, Lubuk Keliat, Ogan Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.4596523, 'lng': 104.6544414}, 'viewport': {'northeast': {'lat': -3.458302470107277, 'lng': 104.6557912298927}, 'southwest': {'lat': -3.461002129892722, 'lng': 104.6530915701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lebak nanggai,ChIJARgaZRjDOy4Rttia-0YQOlg,0,ChIJARgaZRjDOy4Rttia-0YQOlg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJARgaZRjDOy4Rttia-0YQOlg
