business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,url
OPERATIONAL,"3PGH+F72, MAS Bangun, Teluk Batang, North Kayong Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.9238592999999999, 'lng': 109.7281318}, 'viewport': {'northeast': {'lat': -0.9225094701072778, 'lng': 109.7294816298927}, 'southwest': {'lat': -0.9252091298927221, 'lng': 109.7267819701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung boom,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106058896200442746141"">A Google User</a>'], 'photo_reference': 'AUGGfZmmAD3jDhjEAIdwBn9mzHSaemNBKmYgym8ilIMvg6kX4UejhJ2spBmJEi3nq_Jkp8HK99hFohcAP66EFHGL1hp1RwSuGWzm0kAT5W3HoH0bPLN9pRwKe4WXGsRhUlm7HSSrIzsncXsTx2964xBSFpPRs4nTxK5WjXr4rVw3QLuCpOzt', 'width': 2268}]",ChIJ287_p7xJAy4RooCa2BPp57M,4.8,ChIJ287_p7xJAy4RooCa2BPp57M,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,https://www.google.com/maps/place/?q=place_id:ChIJ287_p7xJAy4RooCa2BPp57M
OPERATIONAL,"XQXG+Q25, Teluk Batang Selatan, Teluk Batang, North Kayong Regency, West Kalimantan, Indonesia","{'location': {'lat': -1.000609, 'lng': 109.775119}, 'viewport': {'northeast': {'lat': -0.9992902701072778, 'lng': 109.7764786798927}, 'southwest': {'lat': -1.001989929892722, 'lng': 109.7737790201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Teluk Batang, Kayong utara","[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106312991492776633820"">A Google User</a>'], 'photo_reference': 'AUGGfZlG5ARWhDCzsVme_zJQJoBkMPiBpi19pmquAbwMQ29qHldH65HNsH1-9FFvDamUizvN6jysZqlMpbnbRtVBtb2xrXH5zrjuo1RmDmJdTYbGEyA-bERjAi8wqG13ZsVWrmsaAVyK5uEPNG_4BuzUL0LhHRg5NLfCvgts-j-fDTQKAlqR', 'width': 3072}]",ChIJk-IbP0hbAy4RBmjj0dRcfs8,4.4,ChIJk-IbP0hbAy4RBmjj0dRcfs8,"['tourist_attraction', 'point_of_interest', 'establishment']",10,,https://www.google.com/maps/place/?q=place_id:ChIJk-IbP0hbAy4RBmjj0dRcfs8
OPERATIONAL,"3Q63+V7P, Sungai, MAS Bangun, Kec. Tlk. Batang, Kabupaten Kayong Utara, Kalimantan Barat 78856, Indonesia","{'location': {'lat': -0.9377876999999999, 'lng': 109.7532148}, 'viewport': {'northeast': {'lat': -0.9359786999999998, 'lng': 109.7546800298927}, 'southwest': {'lat': -0.9432146999999999, 'lng': 109.7519803701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Masbangun,,ChIJPSCG-qBPAy4RpI3PTyDalqY,0.0,ChIJPSCG-qBPAy4RpI3PTyDalqY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJPSCG-qBPAy4RpI3PTyDalqY
OPERATIONAL,"H98M+43C, Baru, Kubu, Kubu Raya Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.4346795, 'lng': 109.3826347}, 'viewport': {'northeast': {'lat': -0.4339814201072777, 'lng': 109.3835995}, 'southwest': {'lat': -0.4366810798927223, 'lng': 109.3797403}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Teluk malika,,ChIJP1kLkBYvHS4RcdNck7HJ_EM,0.0,ChIJP1kLkBYvHS4RcdNck7HJ_EM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJP1kLkBYvHS4RcdNck7HJ_EM
OPERATIONAL,"J5H5+4VJ, Teluk Gelam, Telok Pa'kedai, Kubu Raya Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.3721505, 'lng': 109.1596527}, 'viewport': {'northeast': {'lat': -0.3712443, 'lng': 109.1605930298927}, 'southwest': {'lat': -0.3748691, 'lng': 109.1578933701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gasper Telok maleha,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107274999025361243115"">Rendi Kkr</a>'], 'photo_reference': 'AUGGfZm_04Wty-Adm9pBLOBXWhnTkHOiAmjiVXJQNKAoG-z6L-QVpqoNV4o2tlL45ni9cs1QqI46Z1z5JWyZtRvvYCFrZSWijJQR1fh4zWQatT-e6IgxRtPld5bQuBfnZREpJx-MdMX3-q6vGbFMGz4J-N_llWWTbUwgDzk1aaV-TuGcY0HK', 'width': 4624}]",ChIJ5VkPgv8XHS4RFxLYmh3BwdM,2.5,ChIJ5VkPgv8XHS4RFxLYmh3BwdM,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJ5VkPgv8XHS4RFxLYmh3BwdM
OPERATIONAL,"4Q6P+66M, Podo Rukun, Seponti, North Kayong Regency, West Kalimantan 78856, Indonesia","{'location': {'lat': -0.8894175999999999, 'lng': 109.7855361}, 'viewport': {'northeast': {'lat': -0.8885894701072777, 'lng': 109.7863193298927}, 'southwest': {'lat': -0.8912891298927221, 'lng': 109.7836196701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Batu Bing,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105831861838676632067"">A Google User</a>'], 'photo_reference': 'AUGGfZna22E0IQ2GseR8TrN1OdrAjGFyHbnzh1xoSsex9ygZwd0C9ExXuZd7OXiaS231kXikpLddGzguwBHCWrj5Z08V3MFQxur8F6BihD3LBn-6XMBUGLNsRxmTqyJuqEt9RexobgNUzDCsE4aGNztvI8gTijdv4stIsHoevZ2SjfwvGQeh', 'width': 3120}]",ChIJI_L3zT1HAy4RDEVcfKQHKZk,4.4,ChIJI_L3zT1HAy4RDEVcfKQHKZk,"['tourist_attraction', 'point_of_interest', 'establishment']",8,,https://www.google.com/maps/place/?q=place_id:ChIJI_L3zT1HAy4RDEVcfKQHKZk
OPERATIONAL,"V86R+6C, Punggur Kecil, Sungai Kakap, Kubu Raya Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.1394301, 'lng': 109.3410266}, 'viewport': {'northeast': {'lat': -0.1380802701072778, 'lng': 109.3423764298927}, 'southwest': {'lat': -0.1407799298927222, 'lng': 109.3396767701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebunpaklong,,ChIJEwH7CwBbHS4RbGy6VR_WBfY,0.0,ChIJEwH7CwBbHS4RbGy6VR_WBfY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJEwH7CwBbHS4RbGy6VR_WBfY
OPERATIONAL,"G9JJ+57J, Teluk Nangka, Kubu, Kubu Raya Regency, West Kalimantan 78384, Indonesia","{'location': {'lat': -0.4703184, 'lng': 109.3808618}, 'viewport': {'northeast': {'lat': -0.4688209701072776, 'lng': 109.3822335298927}, 'southwest': {'lat': -0.4715206298927221, 'lng': 109.3795338701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah ogikk,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116368101912542463170"">A Google User</a>'], 'photo_reference': 'AUGGfZkCN4apwdUImra2CO5SsJE0E1vRC737mII5-7cdzS9rnZrKyhcUw32EMjoC0TeXuZCzKVqqFSCHRgS3TNF5pBTxVUXgDFn_Clhn_orp3FoCoPIKwLt9KRxRkdwtA3vZLkkAafdsPTcGe_yxBCvI0rVV5x2N3CbUGat4y8qcaRuwk0ac', 'width': 3456}]",ChIJPfcQHkovHS4RCi-ykP95DvI,0.0,ChIJPfcQHkovHS4RCi-ykP95DvI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJPfcQHkovHS4RCi-ykP95DvI
OPERATIONAL,"6XJJ+45, Durian Sebatang, Seponti, North Kayong Regency, West Kalimantan, Indonesia","{'location': {'lat': -0.7697385999999999, 'lng': 109.9804733}, 'viewport': {'northeast': {'lat': -0.7683887701072777, 'lng': 109.9818231298927}, 'southwest': {'lat': -0.7710884298927222, 'lng': 109.9791234701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Mandi Punai,"[{'height': 492, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116976774294891742029"">A Google User</a>'], 'photo_reference': 'AUGGfZkMzv4u1RAJVWVMzl21JlbziYIuIq0bZLY8uVfe9S9SVLNHjIaXEYSqBnkOF7LkbdSwVrN0w-BnytS7LkoUUMC9qQ_Of-ywfRRL1ZpnbNawCwIFJ4zcZEmM412bY53fndZVHztpsN0WqeKphBZUoY502fwf3pqeOLGuXAhZczk7RD9f', 'width': 1040}]",ChIJlywbhrYXAy4R3BrdXGrst5U,5.0,ChIJlywbhrYXAy4R3BrdXGrst5U,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,https://www.google.com/maps/place/?q=place_id:ChIJlywbhrYXAy4R3BrdXGrst5U
OPERATIONAL,"W5PG+HFQ, Belidak River, Sungai Kakap, Kubu Raya Regency, West Kalimantan 78381, Indonesia","{'location': {'lat': -0.0635355, 'lng': 109.176227}, 'viewport': {'northeast': {'lat': -0.06218592010727778, 'lng': 109.1775768298927}, 'southwest': {'lat': -0.06488557989272221, 'lng': 109.1748771701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Bahari Nusantara Sui Kakap,"[{'height': 1556, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102145814291877137412"">deny zafa</a>'], 'photo_reference': 'AUGGfZl_K4szVKEFnt64RGQqqFtUvjXoaZISvqPL4c_2VfoG6-HjcawHUzAj2MU4bGkVOxfCf0IsXeaGtqvcK1OWGP2nKHuWXc9f3tr9ojjS3gElmPgO7-USdb4r-sOp8bBFAXtZ2GKUJjJ3kpV7-IdthRIdMHZ_254sMn4mxIr3f6e_0GoK', 'width': 1167}]",ChIJrddmF1thHS4RurSAIvFihFI,4.2,ChIJrddmF1thHS4RurSAIvFihFI,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,https://www.google.com/maps/place/?q=place_id:ChIJrddmF1thHS4RurSAIvFihFI
