business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,permanently_closed,opening_hours,url
OPERATIONAL,"3R2R+W96, Bojong, Cikembar, Sukabumi Regency, West Java 43157, Indonesia","{'location': {'lat': -6.947711099999999, 'lng': 106.8409024}, 'viewport': {'northeast': {'lat': -6.946514670107278, 'lng': 106.8426617798927}, 'southwest': {'lat': -6.949214329892722, 'lng': 106.8399621201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tebing Sarongge (spot rockclimbing),ChIJlURLQAA3aC4R3QG1jHY1M8Q,0.0,ChIJlURLQAA3aC4R3QG1jHY1M8Q,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJlURLQAA3aC4R3QG1jHY1M8Q
OPERATIONAL,"XRR4+WMF, Jl. Lembur Tengah, Padabeunghar, Kec. Cikembar, Kabupaten Sukabumi, Jawa Barat 43171, Indonesia","{'location': {'lat': -7.007676699999999, 'lng': 106.8066687}, 'viewport': {'northeast': {'lat': -7.006775649999999, 'lng': 106.8080326298927}, 'southwest': {'lat': -7.010379850000001, 'lng': 106.8053329701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Leuwi Panjang,ChIJhfP3BvQ7aC4RimfuTx6INwU,5.0,ChIJhfP3BvQ7aC4RimfuTx6INwU,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJhfP3BvQ7aC4RimfuTx6INwU
OPERATIONAL,"3Q5F+8QG, Sukamulya, Cikembar, Sukabumi Regency, West Java, Indonesia","{'location': {'lat': -6.9424057, 'lng': 106.774679}, 'viewport': {'northeast': {'lat': -6.941026520107278, 'lng': 106.7760143798927}, 'southwest': {'lat': -6.943726179892722, 'lng': 106.7733147201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Belokan Tajam,ChIJT5HY6RYxaC4RwftuUOjo0_A,5.0,ChIJT5HY6RYxaC4RwftuUOjo0_A,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJT5HY6RYxaC4RwftuUOjo0_A
OPERATIONAL,"2QFM+78, Cimanggu, Cikembar, Sukabumi Regency, West Java 43157, Indonesia","{'location': {'lat': -6.9768208, 'lng': 106.783302}, 'viewport': {'northeast': {'lat': -6.974836120107279, 'lng': 106.7844700798927}, 'southwest': {'lat': -6.977535779892722, 'lng': 106.7817704201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Leuwi Urug,ChIJzzbQpc47aC4ROuFu1QZENhM,0.0,ChIJzzbQpc47aC4ROuFu1QZENhM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115007865789909602425"">A Google User</a>'], 'photo_reference': 'AUGGfZky_YwUAB3111qUbRzQXB2Jl9E-eP9_q7sOpmyBSaWbSjXTURQDMDGpBQqQkmDEUqmq46ateTGkmxQ7jG44AO43-RaeL_kF5cbOT6tae9rsYGoam1wTPt0XF2OTaH4tOoyS2mNKSExOzoLBE2I8R2vYD7i1DL3MjxWfGfAq34mxiGV5', 'width': 4160}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJzzbQpc47aC4ROuFu1QZENhM
OPERATIONAL,"2QV5+4X6, Jl. Cisonggom, Cimanggu, Kec. Cikembar, Kabupaten Sukabumi, Jawa Barat 43157, Indonesia","{'location': {'lat': -6.9572189, 'lng': 106.7598997}, 'viewport': {'northeast': {'lat': -6.955866770107279, 'lng': 106.7612811298927}, 'southwest': {'lat': -6.958566429892723, 'lng': 106.7585814701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau wisata cisonggom,ChIJF-CLFAAxaC4Rh7j5GfFCo6A,0.0,ChIJF-CLFAAxaC4Rh7j5GfFCo6A,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115158222668691134546"">mukhlis sinalahudin</a>'], 'photo_reference': 'AUGGfZky49iDZSHhzs3retTa8Uhc6Zxcx9QFgqJzdehr1BQRtLINjPfBwWFnLBUl5-_vqN6fnPyTkxJWtLdfISNKTGOB0jX5gXE1mcweW38zJmFOAtpQoWwQgjGKnR_X0hT9Q1BScNGi26NwMIgJiA6RRClLWNFODhBikewdKnPmDb1CNDnn', 'width': 4000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJF-CLFAAxaC4Rh7j5GfFCo6A
OPERATIONAL,"Jl.pelabuan 2 km 15, Jl. Bojong Kidul No.26, RT.3/RW.4, Bojong, Kec. Cikembar, Kabupaten Sukabumi, Jawa Barat 43157, Indonesia","{'location': {'lat': -6.9819321, 'lng': 106.831562}, 'viewport': {'northeast': {'lat': -6.980785270107279, 'lng': 106.8329259298927}, 'southwest': {'lat': -6.983484929892723, 'lng': 106.8302262701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,wisata kebun pinus(cmv),ChIJw4qzpPs5aC4RqAh4PBCU1uk,4.5,ChIJw4qzpPs5aC4RqAh4PBCU1uk,"['tourist_attraction', 'point_of_interest', 'establishment']",45.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113149984130452710228"">A Google User</a>'], 'photo_reference': 'AUGGfZlcPFKbHee_Aba0erwJ8RE8zp9UqtmHfyieuIu_EDXZ2ZFyRjLbG-tqdZz8b3BxEfKZjjKeU4EsNxBpDu1WRFYlpaZJDtLColkiZWUIU-OicfZFgHVU2GWQWz78eroOa4ooDoZ4jqOrmkSM36p_ftak0S4LWh-w5n7hIkP1aO7zmdTf', 'width': 4000}]","{'compound_code': '2R9J+6J Bojong, Sukabumi Regency, West Java, Indonesia', 'global_code': '6P582R9J+6J'}",,,https://www.google.com/maps/place/?q=place_id:ChIJw4qzpPs5aC4RqAh4PBCU1uk
CLOSED_TEMPORARILY,"2RJ4+JCF, Cikembar, Sukabumi Regency, West Java 43157, Indonesia","{'location': {'lat': -6.9684303, 'lng': 106.8060388}, 'viewport': {'northeast': {'lat': -6.967080470107278, 'lng': 106.8073886298927}, 'southwest': {'lat': -6.969780129892722, 'lng': 106.8046889701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nyalindung Ci PR,ChIJ22PX7rw7aC4R2LYA9msmUpU,0.0,ChIJ22PX7rw7aC4R2LYA9msmUpU,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,True,,https://www.google.com/maps/place/?q=place_id:ChIJ22PX7rw7aC4R2LYA9msmUpU
OPERATIONAL,"2RXR+9G5, Jl. Cicantayan - Bojong, Bojong, Kec. Cikembar, Kabupaten Sukabumi, Jawa Barat 43157, Indonesia","{'location': {'lat': -6.9512499, 'lng': 106.8415525}, 'viewport': {'northeast': {'lat': -6.949951270107278, 'lng': 106.8431426298927}, 'southwest': {'lat': -6.952650929892722, 'lng': 106.8404429701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan Bpk Uus (Jual ikan mas),ChIJHzfLD9E3aC4RL5T5VnSRTPc,0.0,ChIJHzfLD9E3aC4RL5T5VnSRTPc,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111442482110176176489"">A Google User</a>'], 'photo_reference': 'AUGGfZkHih3CTM5SRsAlPnShG9A2xmFKCtOtCNUbIz6-Lnkoh7U-vWkgf_tNxh91-Azqt6kpBlINMFpzMpjvWpD8mlNNjo6gMOVza6B-q0QkvHa0O-pW7np8GaBX0OzeT-rvemwOL0-6eGA92s-0_AIZHtNveIT8fbtseHeBKloNMukR0hRO', 'width': 3264}]",,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJHzfLD9E3aC4RL5T5VnSRTPc
OPERATIONAL,"2VV9+M93, Kebonmanggu, Kecamatan Gunungguruh, Kebonmanggu, Kec. Gn. Guruh, Kabupaten Sukabumi, Jawa Barat 43156, Indonesia","{'location': {'lat': -6.955854299999999, 'lng': 106.8684137}, 'viewport': {'northeast': {'lat': -6.954748870107277, 'lng': 106.8694684798927}, 'southwest': {'lat': -6.957448529892721, 'lng': 106.8667688201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Karang Para,ChIJ27o1hio4aC4Rc8QQliT-PLo,4.3,ChIJ27o1hio4aC4Rc8QQliT-PLo,"['tourist_attraction', 'point_of_interest', 'establishment']",614.0,"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117939225544117897598"">A Google User</a>'], 'photo_reference': 'AUGGfZkqRhIzBrlvNU05e7cCMNJasdM70JwaoLt5sRr91wpBLWopIih2xGiSy4VITdkbGNPct61eo7JaXnOcLZrfmqlsl95etiMgeQzXCZpHAO4xkjQdYpv-sQ40kR8yzUcM2MHti2sLdGrlhedqCSbG2ZlqOmNBqn4LVNqDXlIGh-aaGrTI', 'width': 3968}]",,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ27o1hio4aC4Rc8QQliT-PLo
OPERATIONAL,"2PPV+5VG, Sukaharja, Warung Kiara, Sukabumi Regency, West Java 43362, Indonesia","{'location': {'lat': -6.9645655, 'lng': 106.7447171}, 'viewport': {'northeast': {'lat': -6.963272870107278, 'lng': 106.7460396798927}, 'southwest': {'lat': -6.965972529892722, 'lng': 106.7433400201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aneka Tusma,ChIJ3ZHJoSk7aC4RU1tt8-i6xG8,0.0,ChIJ3ZHJoSk7aC4RU1tt8-i6xG8,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3ZHJoSk7aC4RU1tt8-i6xG8
