formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,plus_code,rating,user_ratings_total,permanently_closed,url
"Karangpilang, Surabaya, East Java, Indonesia","{'location': {'lat': -7.3336026, 'lng': 112.7028976}, 'viewport': {'northeast': {'lat': -7.312749999999999, 'lng': 112.71135}, 'southwest': {'lat': -7.351440999999999, 'lng': 112.6608799}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Karangpilang,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108688050047297996790"">bocah kecil</a>'], 'photo_reference': 'AUGGfZlyvRcZvzgy7gMYgFIvnjAmqomt8O5UUMPK0gmvmGVeZ-skE0h9Im_X7rDFuDTuMDh1JzsUTMpIxQ8wjs-fJ7wcX-PS-bDl48lHX0T8tRXh6kbq0HObuTYMZRWqNE02hrWhLzozftcREd4rMljSJFEkM3eLWVmWp6bwbdtyS4xIt7iU', 'width': 3120}]",ChIJ5SDOj8H81y0RmBimWNYSPPc,ChIJ5SDOj8H81y0RmBimWNYSPPc,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ5SDOj8H81y0RmBimWNYSPPc
"Jl. Balas Klumprik, Balas Klumprik, Kec. Wiyung, Surabaya, Jawa Timur 60222, Indonesia","{'location': {'lat': -7.329669999999999, 'lng': 112.6912506}, 'viewport': {'northeast': {'lat': -7.328322170107276, 'lng': 112.6925113798927}, 'southwest': {'lat': -7.33102182989272, 'lng': 112.6898117201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Pertanian Terpadu Balas Klumprik,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103292845401210614996"">barra erlangga</a>'], 'photo_reference': 'AUGGfZmUNOIzKPXd5x3wB2foZeDW42gR-eUjp81dl0u_UBGoKmACtMY4s5k_76NNWYt5M66bd_iUIEj_f8SfiHXm4PDJwwVCrpVNGAp3uvlVyc8uNIzApw1K_Nxn25-k79I01NhUBe3RnTxAa68M4OzhURJs2bEmTTSD8s7CTKMDoPXz0flz', 'width': 4000}]",ChIJ20H-qOr81y0RpESEILG3b9Q,ChIJ20H-qOr81y0RpESEILG3b9Q,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': 'MMCR+4G Balas Klumprik, Surabaya, East Java, Indonesia', 'global_code': '6P4JMMCR+4G'}",4.4,861.0,,https://www.google.com/maps/place/?q=place_id:ChIJ20H-qOr81y0RpESEILG3b9Q
"Jl. Sumberan HKSN 1, RT.002/RW.004, Balas Klumprik, Kec. Wiyung, Surabaya, Jawa Timur 60222, Indonesia","{'location': {'lat': -7.330381300000001, 'lng': 112.6784212}, 'viewport': {'northeast': {'lat': -7.329161320107279, 'lng': 112.6797923298927}, 'southwest': {'lat': -7.331860979892723, 'lng': 112.6770926701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Batas Kampung,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112405099013834655307"">Hadi Rohman</a>'], 'photo_reference': 'AUGGfZkeqU4mEnEnZBt-a1aLV-wXCLA1uekHXoCy3sDhpawGkaBaD_wNoTEPb0XQ4rwA2DBPpHAV6_yy_k8Qfpduq6Vp4400SSlEwLooHhdE6pReR2ae8m5pif4X0gUWxqgY9AsAaiSVt7nyahxDVhwSzAj_sbhRcPYPknGovJ9sDNpiQCc', 'width': 1920}]",ChIJKSiA9MH91y0RrNoUp7sugrg,ChIJKSiA9MH91y0RrNoUp7sugrg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': 'MM9H+R9 Balas Klumprik, Surabaya, East Java, Indonesia', 'global_code': '6P4JMM9H+R9'}",4.4,290.0,,https://www.google.com/maps/place/?q=place_id:ChIJKSiA9MH91y0RrNoUp7sugrg
"Taman Bungkul St, Darmo, Wonokromo, Surabaya, East Java 60241, Indonesia","{'location': {'lat': -7.291346799999999, 'lng': 112.7398218}, 'viewport': {'northeast': {'lat': -7.290015220107277, 'lng': 112.74109185}, 'southwest': {'lat': -7.292714879892721, 'lng': 112.73836365}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Bungkul Park,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109759435167252317272"">Miftahul Ulum</a>'], 'photo_reference': 'AUGGfZnFdZ7C-tdcRF2hEgW2bKmkm6Q4H2fpzXU09Z3GP88sOGg9ngYKvlRp2LMGrCrxptarLAgN8y-am_UyWbD_O_a1-vrqAeYtfQgvQjBJfewKJV_R_7CfkORitCxYUkv70TejVNyusqwXpHK6Mewjn-J6igLJuVWRZdosME-mTbUytEYK', 'width': 4160}]",ChIJjSU3GL771y0RP1aWZQsG5G0,ChIJjSU3GL771y0RP1aWZQsG5G0,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,,"{'compound_code': 'PP5Q+FW Darmo, Surabaya, East Java, Indonesia', 'global_code': '6P4JPP5Q+FW'}",4.6,56075.0,,https://www.google.com/maps/place/?q=place_id:ChIJjSU3GL771y0RP1aWZQsG5G0
"MMFW+R4H, Kebraon, Karangpilang, Surabaya, East Java, Indonesia","{'location': {'lat': -7.3254427, 'lng': 112.6954026}, 'viewport': {'northeast': {'lat': -7.324093420107279, 'lng': 112.6967585798927}, 'southwest': {'lat': -7.326793079892723, 'lng': 112.6940589201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,RT 05 KEBRAON,,ChIJ92CWNcL91y0RQvo_xhx3i4E,ChIJ92CWNcL91y0RQvo_xhx3i4E,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJ92CWNcL91y0RQvo_xhx3i4E
"PPJV+VQJ, Jl. Panglima Sudirman, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60271, Indonesia","{'location': {'lat': -7.267778, 'lng': 112.7443989}, 'viewport': {'northeast': {'lat': -7.266380820107278, 'lng': 112.7456765798927}, 'southwest': {'lat': -7.269080479892722, 'lng': 112.7429769201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/monument_pinlet,Monumen Bambu Runcing,"[{'height': 728, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106518883931121608421"">Miftahul Amal</a>'], 'photo_reference': 'AUGGfZmUQW7aUiCs2LhTPzZcE9H3ZAvqwllzcnsKB-X5PVN2y1YYtkSIE2q-gZUbb1RFGaYVrDNXtO9eaFBEH8hmQLIPuMWUCitQVIXxLSHKoFWJzKF2DZ_pXBOZo5NL0-jAZsROG8ArFqMnecmc53VqzeLvrYxisumORjNK__X0k5Kri2AX', 'width': 960}]",ChIJOUinst371y0RIR1g_fUfdog,ChIJOUinst371y0RIR1g_fUfdog,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,4.7,5738.0,,https://www.google.com/maps/place/?q=place_id:ChIJOUinst371y0RIR1g_fUfdog
"Jl. Setail No.1, Darmo, Kec. Wonokromo, Surabaya, Jawa Timur 60241, Indonesia","{'location': {'lat': -7.296163000000001, 'lng': 112.7366473}, 'viewport': {'northeast': {'lat': -7.293475600000002, 'lng': 112.7402287}, 'southwest': {'lat': -7.297092399999998, 'lng': 112.7354535}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Surabaya Zoo,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100122862093071476679"">Muhammad Ilyas Alyasa</a>'], 'photo_reference': 'AUGGfZmSA8jnQ-8uGufovne6_1UQ4lp-SNSKMM2JZ3IbwKVYy1jRnhD0SJhZmOW5UaKi_i0N0N_BIIm-EvzjR0CdQMA3V7PWu8oZTXrcVWmnLx-sxBp7_fgD8y5QCTrROX0C5aOMyFIt95FnqM-rSk95wUPLhn3_-9SWmB1aQLGE1U8nA102', 'width': 4032}]",ChIJrS98kZf71y0RzHThXy0SsSE,ChIJrS98kZf71y0RzHThXy0SsSE,"['zoo', 'tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': 'PP3P+GM Darmo, Surabaya, East Java, Indonesia', 'global_code': '6P4JPP3P+GM'}",4.4,50725.0,,https://www.google.com/maps/place/?q=place_id:ChIJrS98kZf71y0RzHThXy0SsSE
"Jl. Ahmad Yani No.138, Gayungan, Kec. Gayungan, Surabaya, Jawa Timur 60235, Indonesia","{'location': {'lat': -7.3275604, 'lng': 112.7312242}, 'viewport': {'northeast': {'lat': -7.326156170107277, 'lng': 112.7323205298927}, 'southwest': {'lat': -7.328855829892721, 'lng': 112.7296208701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Pelangi,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114606938244249166858"">deni lio</a>'], 'photo_reference': 'AUGGfZkX0QuNVjhi-GgWhxhWKuXugxn9mL22Xv4aRXXMfT7EeeXtUgRzddF7_gOU49P3n-xY0J1gBP4Tln6-NtRbypoLzZRK6gOGUr48CYaGNKEt4OKDgXjzOXUV7o2206kSrSRN6crKLz0N75mLsVac6Wx9IjaAm7TCv_C1vurHSiw9n8zN', 'width': 4160}]",ChIJ_2f122n71y0RPZtTsCfbkyk,ChIJ_2f122n71y0RPZtTsCfbkyk,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': 'MPCJ+XF Gayungan, Surabaya, East Java, Indonesia', 'global_code': '6P4JMPCJ+XF'}",4.5,6660.0,,https://www.google.com/maps/place/?q=place_id:ChIJ_2f122n71y0RPZtTsCfbkyk
"MPVP+662, Wonokromo, Surabaya, East Java 60243, Indonesia","{'location': {'lat': -7.3069994, 'lng': 112.7355235}, 'viewport': {'northeast': {'lat': -7.305707570107279, 'lng': 112.7369822798927}, 'southwest': {'lat': -7.308407229892723, 'lng': 112.7342826201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Mayangkara,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108835579661523640720"">Agus Pratono</a>'], 'photo_reference': 'AUGGfZnPVc0NYpXTRYgI1DZZZMOwBCVe6xNEe5v_bxzqrWulFySZoPpbQc9gYzqb7nhpTo6KvSzdgjqt9QyoO6q3FfQAS1HeDhHG7QJfK4wv5Vx42DR_utzYkhgLzv6HkFsxLZnKGxt8NNV9tGVIkNljDNGy6W7fYHGqDqXjivYtOLVw5oR-', 'width': 2448}]",ChIJX4QzLp771y0R2veUXeQJVEU,ChIJX4QzLp771y0R2veUXeQJVEU,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,4.5,153.0,,https://www.google.com/maps/place/?q=place_id:ChIJX4QzLp771y0R2veUXeQJVEU
"Jl. Pahlawan, Alun-alun Contong, Kec. Bubutan, Surabaya, Jawa Timur 60174, Indonesia","{'location': {'lat': -7.245555, 'lng': 112.7378627}, 'viewport': {'northeast': {'lat': -7.244750099999997, 'lng': 112.7390851798927}, 'southwest': {'lat': -7.247969699999999, 'lng': 112.7363855201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Monumen Tugu Pahlawan dan Museum Sepuluh Nopember Surabaya,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104804745390921995389"">A Google User</a>'], 'photo_reference': 'AUGGfZnW6Ex5r0Q9FzZa4RM_Ag0PqNOtcHsrU729JORie5qS1ipZNVWypU8AVFYQC23j0X_Toy4TTtkyld4xdFCi1QXW7W0Ww89u3fWpRf41IQbMSeCXC5QS-UN-dERpUpNHSBKzW6JYtIY3AN2t8xc04Aw1SANrO_ekYlhLKJ-aeEm2zuQT', 'width': 3000}]",ChIJXbwBwD_51y0Rvj_Cptg4DhE,ChIJXbwBwD_51y0Rvj_Cptg4DhE,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': 'QP3Q+Q4 Alun-alun Contong, Surabaya, East Java, Indonesia', 'global_code': '6P4JQP3Q+Q4'}",4.7,25593.0,,https://www.google.com/maps/place/?q=place_id:ChIJXbwBwD_51y0Rvj_Cptg4DhE
