business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,price_level,permanently_closed,url
OPERATIONAL,"Jl. Penjaringan Tim. No.22A, Penjaringan Sari, Kec. Rungkut, Surabaya, Jawa Timur 60297, Indonesia","{'location': {'lat': -7.318240899999999, 'lng': 112.7842473}, 'viewport': {'northeast': {'lat': -7.317195320107278, 'lng': 112.7855585798927}, 'southwest': {'lat': -7.319894979892722, 'lng': 112.7828589201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Kunang Kunang Park,{'open_now': True},"[{'height': 4208, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100154503040915479109"">Dliyaul Mushthafa</a>'], 'photo_reference': 'AUGGfZnVbYo9M6t_hTuZCOAH_Et5bzbncWqvZCukYkibk86N4sPLY-nI5DFx1IIS-33jV2V2QMzEuwW77cnyUYP9oXDijMaPit-eOTedTkD-3PZ4jUl8Eek_GfZLXIx3kw1f8QN8_Oo7QLpcrcfJP1FYAGHgDzkECeDl0JvqBkz-CdOgvGkd', 'width': 2368}]",ChIJIaU39Oz61y0RznJv5b0VBcI,"{'compound_code': 'MQJM+PM Penjaringan Sari, Surabaya, East Java, Indonesia', 'global_code': '6P4JMQJM+PM'}",4.4,ChIJIaU39Oz61y0RznJv5b0VBcI,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",1906.0,,,https://www.google.com/maps/place/?q=place_id:ChIJIaU39Oz61y0RznJv5b0VBcI
OPERATIONAL,"MRMJ+7C9, Wonorejo, Rungkut, Surabaya, East Java 60296, Indonesia","{'location': {'lat': -7.3168442, 'lng': 112.8311127}, 'viewport': {'northeast': {'lat': -7.315494370107278, 'lng': 112.8324625298927}, 'southwest': {'lat': -7.318194029892722, 'lng': 112.8297628701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tambak langgar,,,ChIJnyPyIADx1y0RAcPDP3wX_pE,,0.0,ChIJnyPyIADx1y0RAcPDP3wX_pE,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJnyPyIADx1y0RAcPDP3wX_pE
OPERATIONAL,"Gg. III-B No.10, Kali Rungkut, Kec. Rungkut, Surabaya, Jawa Timur 60293, Indonesia","{'location': {'lat': -7.323835400000001, 'lng': 112.767715}, 'viewport': {'northeast': {'lat': -7.322454270107277, 'lng': 112.7690682298927}, 'southwest': {'lat': -7.325153929892721, 'lng': 112.7663685701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bayu,{'open_now': True},,ChIJDVYSrlD71y0RpxdYKA3RZB0,"{'compound_code': 'MQG9+F3 Kali Rungkut, Surabaya, East Java, Indonesia', 'global_code': '6P4JMQG9+F3'}",1.0,ChIJDVYSrlD71y0RpxdYKA3RZB0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJDVYSrlD71y0RpxdYKA3RZB0
OPERATIONAL,"Jl. Medayu Utara III No.32, Medokan Ayu, Kec. Rungkut, Surabaya, Jawa Timur 60295, Indonesia","{'location': {'lat': -7.3211998, 'lng': 112.7984337}, 'viewport': {'northeast': {'lat': -7.319849220107279, 'lng': 112.7998250298927}, 'southwest': {'lat': -7.322548879892723, 'lng': 112.7971253701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga Jembatan Merah Surabaya,,,ChIJ47dKQAD71y0R4L6yjQhE5Gk,"{'compound_code': 'MQHX+G8 Medokan Ayu, Surabaya, East Java, Indonesia', 'global_code': '6P4JMQHX+G8'}",0.0,ChIJ47dKQAD71y0R4L6yjQhE5Gk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ47dKQAD71y0R4L6yjQhE5Gk
OPERATIONAL,"Jl. Wonorejo Timur No.1, Wonorejo, Kec. Rungkut, Surabaya, Jawa Timur 60296, Indonesia","{'location': {'lat': -7.3074377, 'lng': 112.822921}, 'viewport': {'northeast': {'lat': -7.306077370107277, 'lng': 112.8242722798927}, 'southwest': {'lat': -7.30877702989272, 'lng': 112.8215726201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mangrove Wonorejo Ecotourism,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102996479577408002177"">samuel denah</a>'], 'photo_reference': 'AUGGfZlx7TSthFUf9KrlgJPJgcay5uDdpzeooHnKJAI6-a7ntJP5R0d5Z4F-zifs2NVCOeF7HywU-yTy8Widi__CaX_RfGqbYRw2cRDNxbcrS5KliPOW89BM2hbstsRDjjvUR4ez9EaLXJ4JuuP_oHLjAZAJtoJUQg9vH4lpVqWzh2saLnjP', 'width': 3024}]",ChIJvQmQ1mTw1y0REK5dCN2ff7Q,"{'compound_code': 'MRVF+25 Wonorejo, Surabaya, East Java, Indonesia', 'global_code': '6P4JMRVF+25'}",4.3,ChIJvQmQ1mTw1y0REK5dCN2ff7Q,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",7790.0,,,https://www.google.com/maps/place/?q=place_id:ChIJvQmQ1mTw1y0REK5dCN2ff7Q
OPERATIONAL,"kos pager putih paling pojok, Gg. II No.9b, Penjaringan Sari, Kec. Rungkut, Surabaya, Jawa Timur 60297, Indonesia","{'location': {'lat': -7.323203299999999, 'lng': 112.7832341}, 'viewport': {'northeast': {'lat': -7.321852920107278, 'lng': 112.7846000798927}, 'southwest': {'lat': -7.324552579892722, 'lng': 112.7819004201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Pancing Pandugo Antong,{'open_now': False},"[{'height': 788, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101386553966736374601"">A Google User</a>'], 'photo_reference': 'AUGGfZkldj6yymXI0948-Rar0QZHCEbS5eiUX8jyniE8BS0EJRSh6aUW2oIY1q10DoCeO5Lp8USwONog7ZwaOC4ry-smvCytkCaafTNP1jj2Agag6KlZCv2okGjeQTPcMFzf-t5jVexsMOtqT1H9LdR5nzPNXUFn_HZwKgB9PWeOo55EuJ0z', 'width': 940}]",ChIJHR96br_71y0Rwae830YG8hs,"{'compound_code': 'MQGM+P7 Penjaringan Sari, Surabaya, East Java, Indonesia', 'global_code': '6P4JMQGM+P7'}",0.0,ChIJHR96br_71y0Rwae830YG8hs,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJHR96br_71y0Rwae830YG8hs
OPERATIONAL,"Jl. Green Semanggi Mangrove Blk. E1 No.47, Wonorejo, Kec. Rungkut, Surabaya, Jawa Timur 60296, Indonesia","{'location': {'lat': -7.307784300000001, 'lng': 112.8160651}, 'viewport': {'northeast': {'lat': -7.306109870107278, 'lng': 112.8171689298927}, 'southwest': {'lat': -7.308809529892722, 'lng': 112.8144692701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutan Cemara Mangrove,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103785555700519237034"">Adi Rickey</a>'], 'photo_reference': 'AUGGfZlmY-8TB00OqLHhgcG5sfwSd9IqWOf6ap9KQychSU7OU0RBuCPdw47WxCTt0ZA_hx2EbaCKAjcgsgBzC_kwjRpczRY8nlFm18WDzYlJTdN6gSA-yHk2Rc5JLJwzze33JKUrxF2X8bn0MIEhyqWXJonWnXOyQLqIHTJQCB-oG_htH2T2', 'width': 1840}]",ChIJbboN3gzx1y0RC21kXgnoLhM,"{'compound_code': 'MRR8+VC Wonorejo, Surabaya, East Java, Indonesia', 'global_code': '6P4JMRR8+VC'}",4.7,ChIJbboN3gzx1y0RC21kXgnoLhM,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJbboN3gzx1y0RC21kXgnoLhM
OPERATIONAL,"Jl. Tambak Medokan Ayu, Medokan Ayu, Kec. Rungkut, Surabaya, Jawa Timur 60295, Indonesia","{'location': {'lat': -7.3246061, 'lng': 112.8195093}, 'viewport': {'northeast': {'lat': -7.323256270107278, 'lng': 112.8208591298927}, 'southwest': {'lat': -7.325955929892721, 'lng': 112.8181594701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Omah Mbolang Zidan,{'open_now': False},"[{'height': 1544, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108397580436408121017"">A Google User</a>'], 'photo_reference': 'AUGGfZmb5gShrHGUhdb2kCbBwHW4pWxa_93h3hdBO_sW6EOEi3kJ6nHWiODYPXwIUSDHgPDlt0DO908HjMzsfGK8DUNS2T-PAjXI1oS3p84u1JrZ3ieIvScPj1PS2niat4w5tF_NRo8xEPEFQ3_Y6DkqpD19ZIfsA3CRu0arNLx1p-T9NLa6', 'width': 720}]",ChIJZYk2gozx1y0RyFDDX1CHQ68,"{'compound_code': 'MRG9+5R Medokan Ayu, Surabaya, East Java, Indonesia', 'global_code': '6P4JMRG9+5R'}",4.7,ChIJZYk2gozx1y0RyFDDX1CHQ68,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,,,https://www.google.com/maps/place/?q=place_id:ChIJZYk2gozx1y0RyFDDX1CHQ68
OPERATIONAL,"MR6G+MQ, Gunung Anyar Tambak, Gunung Anyar, Surabaya, East Java, Indonesia","{'location': {'lat': -7.3382687, 'lng': 112.8269633}, 'viewport': {'northeast': {'lat': -7.336918870107279, 'lng': 112.8283131298927}, 'southwest': {'lat': -7.339618529892722, 'lng': 112.8256134701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tambak Sukari,,,ChIJj7TwFRbx1y0RiHu5lm3E2BM,,0.0,ChIJj7TwFRbx1y0RiHu5lm3E2BM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJj7TwFRbx1y0RiHu5lm3E2BM
OPERATIONAL,"Jl. Wonorejo Timur No.1, Wonorejo, Kec. Rungkut, Surabaya, Jawa Timur 60296, Indonesia","{'location': {'lat': -7.309033700000001, 'lng': 112.8181231}, 'viewport': {'northeast': {'lat': -7.307765520107278, 'lng': 112.8194910298927}, 'southwest': {'lat': -7.310465179892722, 'lng': 112.8167913701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,kolam pancing nila bandeng magrove surabaya,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104369718513036278574"">tony indrianto</a>'], 'photo_reference': 'AUGGfZncUrQrZFk3uGABZnWdkI1I34uTWMQieiP69A57WN_0-vqJOK_asCKljTJRosvDqB6PyrbdprpmBdtjc37nqH5h4jcL91UfqjKJM0EWamMeOSTe6t83RFgWSlEu9V_6b886f2Z7m4ATcNBsmQ6tfp8zp2Wti1qaR2tB2QzVtsH-ok-Z', 'width': 4608}]",ChIJpTlLUXDx1y0RI8wmbbvI4eY,"{'compound_code': 'MRR9+96 Wonorejo, Surabaya, East Java, Indonesia', 'global_code': '6P4JMRR9+96'}",3.0,ChIJpTlLUXDx1y0RI8wmbbvI4eY,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJpTlLUXDx1y0RI8wmbbvI4eY
