business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,photos,price_level,url
OPERATIONAL,"Jl. Kebonsari Tengah No.44, Kebonsari, Kec. Jambangan, Surabaya, Jawa Timur 60233, Indonesia","{'location': {'lat': -7.326626999999999, 'lng': 112.7123652}, 'viewport': {'northeast': {'lat': -7.325289520107278, 'lng': 112.7137668798927}, 'southwest': {'lat': -7.327989179892722, 'lng': 112.7110672201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mburi Omahku lho,ChIJDTu2HAD91y0Reo0TimzP4EA,"{'compound_code': 'MPF6+8W Kebonsari, Surabaya, East Java, Indonesia', 'global_code': '6P4JMPF6+8W'}",0.0,ChIJDTu2HAD91y0Reo0TimzP4EA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJDTu2HAD91y0Reo0TimzP4EA
OPERATIONAL,"MPF6+7P8, Kebonsari, Jambangan, Surabaya, East Java 60233, Indonesia","{'location': {'lat': -7.326834000000001, 'lng': 112.7118127}, 'viewport': {'northeast': {'lat': -7.325546070107278, 'lng': 112.7131484298927}, 'southwest': {'lat': -7.328245729892722, 'lng': 112.7104487701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Koloni Maggot BSF Surabaya,ChIJ-WxfIPj91y0RMXag8z19WSM,,5.0,ChIJ-WxfIPj91y0RMXag8z19WSM,"['tourist_attraction', 'point_of_interest', 'establishment']",5,{'open_now': False},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113329523954942482868"">santri karya</a>'], 'photo_reference': 'AUGGfZlTz6lwz6ApEGdUvieC-vN4LL-XfaDAx2j0fe2Wcbp0hoWZK-sZCHflOAqPy_UKP7k_4VmSAm5xWMSdFqXauh2Qo7mXjoWi7bWD_3kMMoVBmeRdVTwMAWfgMz57TQE3TQ2pLNX5i306CrgvClcJm1wP41Ewif6eYXg2gDXrbkNrJJjW', 'width': 1920}]",,https://www.google.com/maps/place/?q=place_id:ChIJ-WxfIPj91y0RMXag8z19WSM
OPERATIONAL,"PP2C+8WV, Sawunggaling, Wonokromo, Surabaya, East Java 60242, Indonesia","{'location': {'lat': -7.299138799999999, 'lng': 112.7223008}, 'viewport': {'northeast': {'lat': -7.297788970107277, 'lng': 112.7236506298927}, 'southwest': {'lat': -7.300488629892721, 'lng': 112.7209509701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kodam brawijaya,ChIJg78RXwD71y0R8qr-u2AoqpM,,5.0,ChIJg78RXwD71y0R8qr-u2AoqpM,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,,,https://www.google.com/maps/place/?q=place_id:ChIJg78RXwD71y0R8qr-u2AoqpM
OPERATIONAL,"MPVP+662, Wonokromo, Surabaya, East Java 60243, Indonesia","{'location': {'lat': -7.3069994, 'lng': 112.7355235}, 'viewport': {'northeast': {'lat': -7.305707570107279, 'lng': 112.7369822798927}, 'southwest': {'lat': -7.308407229892723, 'lng': 112.7342826201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Mayangkara,ChIJX4QzLp771y0R2veUXeQJVEU,,4.5,ChIJX4QzLp771y0R2veUXeQJVEU,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",153,{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108835579661523640720"">Agus Pratono</a>'], 'photo_reference': 'AUGGfZk01WRDgMUFhFSScKiZxLyMTywMN5tNUibeL15YXwl5EE1mo4mFKNm-Q_FKVOcHWrQqMIp1qXqAcDQqWeExgNVxS9H5Po4FQRqPAI777WhIqzOJ9arg9i8SUJYPLUtntW9wQOrII-L7nvipmvjODxi9C71T2HbrscvrIX471QSNd1s0', 'width': 3264}]",,https://www.google.com/maps/place/?q=place_id:ChIJX4QzLp771y0R2veUXeQJVEU
OPERATIONAL,"Jl. Gayungsari Bar. X No.11, Menanggal, Kec. Gayungan, Surabaya, Jawa Timur 60234, Indonesia","{'location': {'lat': -7.3380505, 'lng': 112.7238125}, 'viewport': {'northeast': {'lat': -7.336845870107279, 'lng': 112.7251049798927}, 'southwest': {'lat': -7.339545529892723, 'lng': 112.7224053201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Nahdlatul Ulama Museum,ChIJdfMjglD71y0RmNY6rRA4yjM,"{'compound_code': 'MP6F+QG Menanggal, Surabaya, East Java, Indonesia', 'global_code': '6P4JMP6F+QG'}",4.6,ChIJdfMjglD71y0RmNY6rRA4yjM,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",699,{'open_now': False},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100720896968397392440"">Nur Kholiq</a>'], 'photo_reference': 'AUGGfZnSVIf3o2T-ONESU-BVm8sClePY1M87Jljwzh9fJLT7-rEAwo5c79ZaZRaOHyxjRlmjTYzC5nG_SMQ8XnP5o00h00-coeMdC7pFfm4681LAgavXOUhrFw_MUAZLq1ByOpFKP_oV4QEAL10MNfYzsp3PHk2GZBqq30u5iVrtJzdy0Ik7', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJdfMjglD71y0RmNY6rRA4yjM
OPERATIONAL,"Jl. Balas Klumprik, Balas Klumprik, Kec. Wiyung, Surabaya, Jawa Timur 60222, Indonesia","{'location': {'lat': -7.329669999999999, 'lng': 112.6912506}, 'viewport': {'northeast': {'lat': -7.328322170107276, 'lng': 112.6925113798927}, 'southwest': {'lat': -7.33102182989272, 'lng': 112.6898117201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Pertanian Terpadu Balas Klumprik,ChIJ20H-qOr81y0RpESEILG3b9Q,"{'compound_code': 'MMCR+4G Balas Klumprik, Surabaya, East Java, Indonesia', 'global_code': '6P4JMMCR+4G'}",4.4,ChIJ20H-qOr81y0RpESEILG3b9Q,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",861,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110514369267515703519"">Hendiana Devi</a>'], 'photo_reference': 'AUGGfZknp0ZdMMRP3jlNYMVSb2MP8F2LigTPMeESCnfkcMbob6CULETUCdvDdZ_pSRlLw-RmPFX0mxw0fT12Ef6i2qaU6KwXBd1GytPkqkCP6HP_8jTmQDZTuqd9psVtSD2rDFgXB6KqN9iJkNWkPxRQgGEup0ADdhFTX9JmxatfmvoMojLe', 'width': 3024}]",,https://www.google.com/maps/place/?q=place_id:ChIJ20H-qOr81y0RpESEILG3b9Q
OPERATIONAL,"QP3P+26H, Jl. Maspati Gg. VI, Bubutan, Kec. Bubutan, Surabaya, Jawa Timur 60174, Indonesia","{'location': {'lat': -7.2475283, 'lng': 112.7341726}, 'viewport': {'northeast': {'lat': -7.246277270107278, 'lng': 112.7378506}, 'southwest': {'lat': -7.248976929892722, 'lng': 112.7329466}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampoeng Lawas Maspati,ChIJEyuppkD51y0RxlYOmKwoo2g,,4.5,ChIJEyuppkD51y0RxlYOmKwoo2g,"['tourist_attraction', 'point_of_interest', 'establishment']",776,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104608412178616025088"">Lukas Harcarik</a>'], 'photo_reference': 'AUGGfZln4elGHCWhJWycBhkHbr9eAMhM1GRudt2CTx9iVrU4IOlx39jwAuE9Mg7bBOh7llz9SblrmJSVI87goLTAxhEkaBDTIjtKe61N1bwas_iZuCjhbq0n6SnnFfDiSaDl0zV_QpifrafWJ-l6rkutx_XW2oMr3tR0fhUkBBoqS9xkt1Pi', 'width': 4032}]",,https://www.google.com/maps/place/?q=place_id:ChIJEyuppkD51y0RxlYOmKwoo2g
OPERATIONAL,"Jl. Ketabang Kali No.2-B, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60272, Indonesia","{'location': {'lat': -7.2618767, 'lng': 112.7432029}, 'viewport': {'northeast': {'lat': -7.260446170107278, 'lng': 112.7446318298927}, 'southwest': {'lat': -7.263145829892721, 'lng': 112.7419321701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Air Taman Prestasi,ChIJoXixNGH51y0RSpIJQBU1oD4,"{'compound_code': 'PPQV+67 Ketabang, Surabaya, East Java, Indonesia', 'global_code': '6P4JPPQV+67'}",4.7,ChIJoXixNGH51y0RSpIJQBU1oD4,"['tourist_attraction', 'point_of_interest', 'establishment']",134,{'open_now': False},"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115249011622609359223"">Karen Puteri</a>'], 'photo_reference': 'AUGGfZmVlOJIAhS7j3TiWd4L4v4n5YMExvy0T_wspgCDo795_1XlUSGlrszxFaRsVmwEf1UXvpy73gZ-ig5kzbHLNj5FzlXYoZ9w78A_YbJzn4sNeVx_7vzOVUfaExBOWmCGM_N0QMdHQVCF4g40y_HPGFM90mTsR91IsPdbApX0s0dCJf5n', 'width': 3468}]",,https://www.google.com/maps/place/?q=place_id:ChIJoXixNGH51y0RSpIJQBU1oD4
OPERATIONAL,"Taman Bungkul St, Darmo, Wonokromo, Surabaya, East Java 60241, Indonesia","{'location': {'lat': -7.291346799999999, 'lng': 112.7398218}, 'viewport': {'northeast': {'lat': -7.290015220107277, 'lng': 112.74109185}, 'southwest': {'lat': -7.292714879892721, 'lng': 112.73836365}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Bungkul Park,ChIJjSU3GL771y0RP1aWZQsG5G0,"{'compound_code': 'PP5Q+FW Darmo, Surabaya, East Java, Indonesia', 'global_code': '6P4JPP5Q+FW'}",4.6,ChIJjSU3GL771y0RP1aWZQsG5G0,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",56075,,"[{'height': 515, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115979594896050810207"">Hatan Bro</a>'], 'photo_reference': 'AUGGfZkEZgxfl7cIkrVKiU9SVEDWg6M3vfJJCT9LIt9N6uRDWstUebvOfJRna6k8An1KC_-_tTgkgwdgXPnD5nkfwl03XV_GZ6tbxGlCWTVVdFZYiukgM9uAsho_XCzol-PoNGc7IZmBLDsAC6DCpTZMc6q9tSlIeKKqsQMKrRfoiBhwtlET', 'width': 785}]",,https://www.google.com/maps/place/?q=place_id:ChIJjSU3GL771y0RP1aWZQsG5G0
OPERATIONAL,"Jl. Ketabang Kali No.2-B, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60272, Indonesia","{'location': {'lat': -7.2618767, 'lng': 112.7432029}, 'viewport': {'northeast': {'lat': -7.260446170107278, 'lng': 112.7446318298927}, 'southwest': {'lat': -7.263145829892721, 'lng': 112.7419321701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata perahu kalimas,ChIJ58PnRLT51y0RFlRLFLJt3z4,"{'compound_code': 'PPQV+67 Ketabang, Surabaya, East Java, Indonesia', 'global_code': '6P4JPPQV+67'}",4.2,ChIJ58PnRLT51y0RFlRLFLJt3z4,"['tourist_attraction', 'point_of_interest', 'establishment']",110,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109680691023025651322"">Nur Chamidah</a>'], 'photo_reference': 'AUGGfZk89YnoZRP-nJGkhvNco3NK9m-vff--DDlcSy71LxBZHfGDKyYaoPRwEkiBistFBGu1pOzctKjNj7C6EpEtP7ykq00-k72NDhQyp1ntMd-q1IKjg12kl6spi_LV-06_CTSAxBaojFrAthxLKQQc7q3dyw_Yd6LoxcUS_GeI5JEIcDys', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJ58PnRLT51y0RFlRLFLJt3z4
