business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,photos,permanently_closed,url
OPERATIONAL,"Jl. Sambi Arum Lor I No.10, Sambikerep, Kec. Sambikerep, Surabaya, Jawa Timur 60217, Indonesia","{'location': {'lat': -7.2638576, 'lng': 112.6605963}, 'viewport': {'northeast': {'lat': -7.262506920107278, 'lng': 112.6619463298927}, 'southwest': {'lat': -7.265206579892722, 'lng': 112.6592466701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampoeng Dolanan Sambi Arum,ChIJsTLiwuf_1y0RZ9Et5lYuvoU,"{'compound_code': 'PMP6+F6 Sambikerep, Surabaya, East Java, Indonesia', 'global_code': '6P4JPMP6+F6'}",0.0,ChIJsTLiwuf_1y0RZ9Et5lYuvoU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJsTLiwuf_1y0RZ9Et5lYuvoU
OPERATIONAL,"Sambikerep, Surabaya, East Java 60217, Indonesia","{'location': {'lat': -7.2732718, 'lng': 112.6572566}, 'viewport': {'northeast': {'lat': -7.271631470107279, 'lng': 112.6586974798927}, 'southwest': {'lat': -7.274331129892722, 'lng': 112.6559978201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gede Lake,ChIJ5ZxUFFr91y0RaQPpAoJQ3q8,"{'compound_code': 'PMG4+MW Sambikerep, Surabaya, East Java, Indonesia', 'global_code': '6P4JPMG4+MW'}",4.0,ChIJ5ZxUFFr91y0RaQPpAoJQ3q8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112221251440354031522"">A Google User</a>'], 'photo_reference': 'AUGGfZmhxoHWbtLQSdb8-tsd5Mf-dkNiXpMsll6mBwzPg6sEI0XxW1e3BcJVpuS6ZRn2JPByFrlbUXxaMkHTkb3lNKywS-uDRNFM-r-NDDZr2-9jFFjj6nkaEYTH1jBGNBDxsSHKoGQT17rPe723LmMFMFJDwEeWKQbuJZJZtutiPUWQq3Xw', 'width': 1920}]",,https://www.google.com/maps/place/?q=place_id:ChIJ5ZxUFFr91y0RaQPpAoJQ3q8
OPERATIONAL,"Jl. Bumisari Praja Selatan IV No.20, Lontar, Kec. Sambikerep, Surabaya, Jawa Timur 60216, Indonesia","{'location': {'lat': -7.267941, 'lng': 112.6719309}, 'viewport': {'northeast': {'lat': -7.266569420107277, 'lng': 112.6732595298927}, 'southwest': {'lat': -7.26926907989272, 'lng': 112.6705598701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah bp.Hendra,ChIJ5yKIPD3_1y0Ra_a22qEZFWY,"{'compound_code': 'PMJC+RQ Lontar, Surabaya, East Java, Indonesia', 'global_code': '6P4JPMJC+RQ'}",3.0,ChIJ5yKIPD3_1y0Ra_a22qEZFWY,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116646503753762614213"">Hendra Sby</a>'], 'photo_reference': 'AUGGfZmt7jLsAtnk3lO2TYPYQFcMMXS2mzR5d9BdhkQPD2GVzQPbP7G-5hP-0BYfPeI0I1yG6SksyMQzTR4ScvT0ij_SgSQq3eCHNiMtU70ls6aLFOavWXDb4fkMpJqAzmuEeIqs-qBdrook36AQRpu-bjIYTIreRo0zAULS0aIjKDbQLW3O', 'width': 4624}]",,https://www.google.com/maps/place/?q=place_id:ChIJ5yKIPD3_1y0Ra_a22qEZFWY
OPERATIONAL,"PM62+VCC, Sambikerep, Surabaya, East Java 60217, Indonesia","{'location': {'lat': -7.2878057, 'lng': 112.6510281}, 'viewport': {'northeast': {'lat': -7.286465670107279, 'lng': 112.6524318298927}, 'southwest': {'lat': -7.289165329892723, 'lng': 112.6497321701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Patung Balerina,ChIJ3ztxvsb91y0Rky8DQdi49WY,,4.7,ChIJ3ztxvsb91y0Rky8DQdi49WY,"['tourist_attraction', 'point_of_interest', 'establishment']",155,{'open_now': True},"[{'height': 1957, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106914974131311581055"">badrunz 999</a>'], 'photo_reference': 'AUGGfZk57w1iHWIAvzG6Tb_kPdSdUlp7ygwyFsyAAkfnEPIrEVjtEmwXsUPfPEFHMT4xTTnbiDZxa9iB05bUIdK8dVU5MISGV5M14YYfN3RywG947xL7hfDO1ySZPeNxe2R-Pl6VzEcIg943b9EWABjflMN0kmhx2PuKY1A6Cqpy-o2cUmzt', 'width': 3350}]",,https://www.google.com/maps/place/?q=place_id:ChIJ3ztxvsb91y0Rky8DQdi49WY
OPERATIONAL,"QM24+58C, Banjar Sugihan, Tandes, Surabaya, East Java 60185, Indonesia","{'location': {'lat': -7.250251, 'lng': 112.655329}, 'viewport': {'northeast': {'lat': -7.248880420107278, 'lng': 112.6565583798927}, 'southwest': {'lat': -7.251580079892721, 'lng': 112.6538587201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SPOT HUNTING RAILFANS KANDANGAN,ChIJcamhBxn_1y0R270Zi6-Py0A,,5.0,ChIJcamhBxn_1y0R270Zi6-Py0A,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107638565948652405155"">A Google User</a>'], 'photo_reference': 'AUGGfZm8IZCBoZELRitiZgeHeIo-BiZG5Gxy0iZrSQ2JD5kOL9j1rq6Eh0Ddq9VHmML1yeNJRv-1HIpH5MNJgisDmo0YxxMcScQusQjxlPo3SBqd8c7-CLhi9TZNBeX3uGBQVR1d6Ob5S5El-yUg0fbh9pHyioOdHJEgzmqFgU84ZgIzh7wO', 'width': 3120}]",,https://www.google.com/maps/place/?q=place_id:ChIJcamhBxn_1y0R270Zi6-Py0A
OPERATIONAL,"PMR6+77Q, Jl. Manukan Lor IV I, RT.5/RW.1, Banjar Sugihan, Kec. Tandes, Surabaya, Jawa Timur 60185, Indonesia","{'location': {'lat': -7.259276099999999, 'lng': 112.6607292}, 'viewport': {'northeast': {'lat': -7.257926270107277, 'lng': 112.6620790298927}, 'southwest': {'lat': -7.260625929892721, 'lng': 112.6593793701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,perkampungan negara Jepang,ChIJP2nXMgD_1y0RzPwLeBxaCnY,,0.0,ChIJP2nXMgD_1y0RzPwLeBxaCnY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJP2nXMgD_1y0RzPwLeBxaCnY
OPERATIONAL,"Jl. Manukan Lor IV I No.51, Banjar Sugihan, Kec. Tandes, Surabaya, Jawa Timur 60185, Indonesia","{'location': {'lat': -7.258689599999999, 'lng': 112.6608433}, 'viewport': {'northeast': {'lat': -7.257323220107277, 'lng': 112.6621661298927}, 'southwest': {'lat': -7.260022879892721, 'lng': 112.6594664701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KAMPUNG JEBAL ( JEPANG BALI),ChIJ9-9oJQD_1y0Rd9V3Yq3NMSI,"{'compound_code': 'PMR6+G8 Banjar Sugihan, Surabaya, East Java, Indonesia', 'global_code': '6P4JPMR6+G8'}",5.0,ChIJ9-9oJQD_1y0Rd9V3Yq3NMSI,"['tourist_attraction', 'point_of_interest', 'establishment']",15,{'open_now': False},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100171470284028317678"">A Google User</a>'], 'photo_reference': 'AUGGfZluQ-nTuX0GYq54MGgbklu4LM80eI7g4REVYVqA8l4bFJw06fT67m4B79wdR0t3YxL5vkTbZKz-P6lZZnP_NiurW0FItD5dW1DDAcMzDe9rueUz1GmFuKg0f8WFv_Ee5jzAHDMnfT0yola6T3jNPPtEYz4AY_q_gB4u-emGs6b86W63', 'width': 3000}]",,https://www.google.com/maps/place/?q=place_id:ChIJ9-9oJQD_1y0Rd9V3Yq3NMSI
OPERATIONAL,"PM59+4PX, Jl. Pakuwon Indah Lontar Tim., Lidah Wetan, Kec. Lakarsantri, Surabaya, Jawa Timur 60213, Indonesia","{'location': {'lat': -7.292128399999999, 'lng': 112.6693617}, 'viewport': {'northeast': {'lat': -7.290946120107277, 'lng': 112.6705230298927}, 'southwest': {'lat': -7.293645779892721, 'lng': 112.6678233701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Angsa,ChIJP-InkEz81y0ReqKl6apIpeA,,4.6,ChIJP-InkEz81y0ReqKl6apIpeA,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",642,,"[{'height': 1824, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108591106589606824786"">Mega Indah</a>'], 'photo_reference': 'AUGGfZl0wmlRIYJtHDPPt4b4Dqadyo0tJN4aP0JkoR6uIt2FpeQWpY59R4OFrrEQrV_xnKQfkZ-SHhJktKVVMqYsk2y5x3OznKMOjJT2Eowjq7LKxb68dRhW8fmK453xB8Phtt1Q_8Kj-8c0aQJ9OkyFvkdeW8568f8whNVZiRoO5bNVA_nn', 'width': 3616}]",,https://www.google.com/maps/place/?q=place_id:ChIJP-InkEz81y0ReqKl6apIpeA
OPERATIONAL,"PJWR+HX9, Sememi, Benowo, Surabaya, East Java 60198, Indonesia","{'location': {'lat': -7.253900199999999, 'lng': 112.641918}, 'viewport': {'northeast': {'lat': -7.252519070107276, 'lng': 112.6433129798927}, 'southwest': {'lat': -7.25521872989272, 'lng': 112.6406133201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Telaga Candi,ChIJ8wQaXR__1y0RZZ7Sbzcw9m4,,4.8,ChIJ8wQaXR__1y0RZZ7Sbzcw9m4,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,"[{'height': 750, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103808405282372519879"">Hendrik Joko Marsono</a>'], 'photo_reference': 'AUGGfZl2ePtXzZBD6box5L9P4kuyquiBfDKYtoA4a-kQul8KWnJSdxtWEAqsIupEvDiX2Ae3nXNra1aSewtlWGQX9ECUzB439lV_99PPYoDDKp9-uVjUgHGLQsy-abtzev9I240ltKI-_i9OYu8wvDsmo84AA9heNqACDdbcuH15zBhRuMz2', 'width': 1000}]",,https://www.google.com/maps/place/?q=place_id:ChIJ8wQaXR__1y0RZZ7Sbzcw9m4
OPERATIONAL,"Jl. Raya Kampus Unesa, Lidah Wetan, Kec. Lakarsantri, Surabaya, Jawa Timur 60213, Indonesia","{'location': {'lat': -7.301489300000001, 'lng': 112.6749246}, 'viewport': {'northeast': {'lat': -7.300459520107279, 'lng': 112.6765064798927}, 'southwest': {'lat': -7.303159179892723, 'lng': 112.6738068201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Unesa Lake,ChIJ26tkv1H81y0RX300Hu4mVEU,"{'compound_code': 'MMXF+CX Lidah Wetan, Surabaya, East Java, Indonesia', 'global_code': '6P4JMMXF+CX'}",4.5,ChIJ26tkv1H81y0RX300Hu4mVEU,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",6641,{'open_now': True},"[{'height': 1139, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116064580914134692915"">Puji Rahayu</a>'], 'photo_reference': 'AUGGfZmmwvZeUZu0Jvwec_Mz8bxuzU_72olX6rqJQXWNLAh1jjcIXKIJFfjM_CqBnid7XB0hDjgrDoieChGEdCHChl55TKow26EUZRszZoDH1sJRs8YpcheKrWAFFb9Tovl1KmDZFWzRQEgjWpDWfA0CyWCyiaiiaRSapg-Xii50N6GvVyIy', 'width': 1780}]",,https://www.google.com/maps/place/?q=place_id:ChIJ26tkv1H81y0RX300Hu4mVEU
