business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,permanently_closed,plus_code,url
OPERATIONAL,"X2WM+RRG, Makuan Pare, Rantebua, North Toraja Regency, South Sulawesi, Indonesia","{'location': {'lat': -3.0029273, 'lng': 120.0345923}, 'viewport': {'northeast': {'lat': -3.001470170107277, 'lng': 120.0359669298927}, 'southwest': {'lat': -3.004169829892722, 'lng': 120.0332672701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wailimbong,ChIJNZrBHADnky0R4Hg-zUekfPw,0.0,ChIJNZrBHADnky0R4Hg-zUekfPw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJNZrBHADnky0R4Hg-zUekfPw
OPERATIONAL,"X3G8+GGQ, Makuan Pare, Rantebua, North Toraja Regency, South Sulawesi, Indonesia","{'location': {'lat': -3.0236731, 'lng': 120.0663594}, 'viewport': {'northeast': {'lat': -3.021983870107277, 'lng': 120.0678603298928}, 'southwest': {'lat': -3.024683529892722, 'lng': 120.0651606701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pangi,ChIJI3aNBwDnky0RLEC-fREKyYk,0.0,ChIJI3aNBwDnky0RLEC-fREKyYk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJI3aNBwDnky0RLEC-fREKyYk
OPERATIONAL,"V2X2+P4G, Unnamed Road, Rantebua Sumalu, Kec. Rantebua, Kabupaten Toraja Utara, Sulawesi Selatan 91853, Indonesia","{'location': {'lat': -3.1006958, 'lng': 120.0003187}, 'viewport': {'northeast': {'lat': -3.099345970107277, 'lng': 120.0016685298927}, 'southwest': {'lat': -3.102045629892722, 'lng': 119.9989688701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit PASIR,ChIJg2tqnAHlky0RM87knXZg4ls,3.8,ChIJg2tqnAHlky0RM87knXZg4ls,"['tourist_attraction', 'point_of_interest', 'establishment']",5,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106994304187533621709"">vadlee bandaso&#39;</a>'], 'photo_reference': 'AUGGfZlHiNQ1ls9ryK6BeeffhlTSwTbPz1N1Ifl-elTJNg-WXei-0Dkph94JtIOyH1ShbWlCbvMxECJWjUwFC8jz9E9kks2HS0ONC0qCMXzulEu3-ZhbdrG88eQ1xqmBOaL-CKFqK9u05-jtddlw0NqCFdB8bGAe-7_FirEMRq6GSO-O41er', 'width': 4032}]",,,https://www.google.com/maps/place/?q=place_id:ChIJg2tqnAHlky0RM87knXZg4ls
OPERATIONAL,"W2F2+598, Buangin, Rantebua, North Toraja Regency, South Sulawesi 91853, Indonesia","{'location': {'lat': -3.0770952, 'lng': 120.0009395}, 'viewport': {'northeast': {'lat': -3.076189820107277, 'lng': 120.0022523298927}, 'southwest': {'lat': -3.078889479892722, 'lng': 119.9995526701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu Massayo,ChIJldhJE9jlky0Rg2l4FraTaQg,0.0,ChIJldhJE9jlky0Rg2l4FraTaQg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJldhJE9jlky0Rg2l4FraTaQg
OPERATIONAL,"X3Q2+QRF, Karre Limbong, Kec. Rantebua, Kabupaten Toraja Utara, Sulawesi Selatan, Indonesia","{'location': {'lat': -3.0105554, 'lng': 120.0520431}, 'viewport': {'northeast': {'lat': -3.009274920107277, 'lng': 120.0533534798928}, 'southwest': {'lat': -3.011974579892722, 'lng': 120.0506538201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Karre Limbong,ChIJ7dT9wwfnky0RP_KSgBye94o,5.0,ChIJ7dT9wwfnky0RP_KSgBye94o,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 3056, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107714110582448632890"">Andinurul Fajri</a>'], 'photo_reference': 'AUGGfZmtYNoGHWmoRny1gPGTgr3IIfE2n5GW5ZMupaRCjZ_RcoCzQ3qzcusQHdBxo13pxUzJhTgVrR_c9muTRaNzNclR7k-npz6TC7TT3htFnkIbMDsvBaWvlLHBrqAtpwc-NXQ25nDPtxRIqme_hKYfD9VpibYp5I1soMzJ8_yVK-sIr5y8', 'width': 3056}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ7dT9wwfnky0RP_KSgBye94o
CLOSED_TEMPORARILY,"VXMF+G5W, Rantebua, North Toraja Regency, South Sulawesi 91881, Indonesia","{'location': {'lat': -3.1161381, 'lng': 119.9729497}, 'viewport': {'northeast': {'lat': -3.114700820107277, 'lng': 119.9740168798928}, 'southwest': {'lat': -3.117400479892722, 'lng': 119.9713172201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Buntu Rada',ChIJzynH30fxky0RG6vGd6Nm9pY,0.0,ChIJzynH30fxky0RG6vGd6Nm9pY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,True,,https://www.google.com/maps/place/?q=place_id:ChIJzynH30fxky0RG6vGd6Nm9pY
CLOSED_TEMPORARILY,"W2P5+86, Pitung Penanian, Rantebua, North Toraja Regency, South Sulawesi, Indonesia","{'location': {'lat': -3.0641597, 'lng': 120.0080619}, 'viewport': {'northeast': {'lat': -3.062812770107278, 'lng': 120.0093723298927}, 'southwest': {'lat': -3.065512429892722, 'lng': 120.0066726701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tk.Sandarara Banua Puan,ChIJob79SzPlky0RjOAn1AA6-aQ,0.0,ChIJob79SzPlky0RjOAn1AA6-aQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,True,,https://www.google.com/maps/place/?q=place_id:ChIJob79SzPlky0RjOAn1AA6-aQ
OPERATIONAL,"WW7R+5M, Ratele Bi Kambisa, Sangalla Utara, Tana Toraja Regency, South Sulawesi 91881, Indonesia","{'location': {'lat': -3.0870127, 'lng': 119.941639}, 'viewport': {'northeast': {'lat': -3.085457420107278, 'lng': 119.9445202}, 'southwest': {'lat': -3.088157079892722, 'lng': 119.9406786}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Buntu bebo',ChIJ94bEL2Hvky0RwtApj49ZbR4,4.0,ChIJ94bEL2Hvky0RwtApj49ZbR4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 451, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111708123424157197044"">A Google User</a>'], 'photo_reference': 'AUGGfZni883m4ZRksV8F6RUck40aJxu09wQBLOY6Jpz_q9rFiSgXfadl6g6lFtFAgvElJe40W-x5t7rGZdo66LvRQNYUT0qMmrFnocXVP1LbHwwNr2fSv0jHFL_anDiIDX-r4hRHnfN8htohHxYdITyOuv3uzho0v1LhmlCpFRLD6b2evTRU', 'width': 408}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ94bEL2Hvky0RwtApj49ZbR4
OPERATIONAL,"WW89+G9Q, Jl. Tumanete, Kaero, Kec. Sangalla, Kabupaten Tana Toraja, Sulawesi Selatan 91881, Indonesia","{'location': {'lat': -3.0836591, 'lng': 119.9184909}, 'viewport': {'northeast': {'lat': -3.082117370107278, 'lng': 119.9199046798927}, 'southwest': {'lat': -3.084817029892722, 'lng': 119.9172050201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rante Tumanete,ChIJg0nso5Lvky0RtWouwuiXlpI,5.0,ChIJg0nso5Lvky0RtWouwuiXlpI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115987476423841568257"">A Google User</a>'], 'photo_reference': 'AUGGfZljY48OMVIynHeENAgrM_UfGPSb8Uc4Pp3ROEbvYdVN-u3jJB0eeOVUxOmeDi5wCuU46Zsd_HAeYMualU8Zs_6DRSCiWubucmgvsxc3CB0zoNVGyF8uVFFuvgqZZ70VvO5nIrH7l5BVaWyzrRGjdTpqJ5T9AHptsMBC6yylb7TZBTDJ', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJg0nso5Lvky0RtWouwuiXlpI
OPERATIONAL,"Nana' Nanggala, Nanggala, North Toraja Regency, South Sulawesi 91855, Indonesia","{'location': {'lat': -2.9897321, 'lng': 120.0177716}, 'viewport': {'northeast': {'lat': -2.988382270107278, 'lng': 120.0191214298927}, 'southwest': {'lat': -2.991081929892722, 'lng': 120.0164217701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agrowisata KTH Batu Osok,ChIJKVOLiRLnky0RZX9d9X1YhLA,5.0,ChIJKVOLiRLnky0RZX9d9X1YhLA,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115200320088872988427"">A Google User</a>'], 'photo_reference': 'AUGGfZlKwrRhKfMtYuhil_axJdil3nF-mdT5CjTPsUIKsb4f6kMITJF1Q2ayzsEwe9uxZgEDFYdTRNykbU-EH17llq8f-if_qP_794tS08dXRi0LwWD2hnhx4h6TGQl_MWsoyAP1dhZ9wjYgPATehW03fO4TTVMLTk9PSUDTBPBi8Ceyk6Ab', 'width': 5184}]",,"{'compound_code': ""2269+44 Nana' Nanggala, North Toraja Regency, South Sulawesi, Indonesia"", 'global_code': '6Q922269+44'}",https://www.google.com/maps/place/?q=place_id:ChIJKVOLiRLnky0RZX9d9X1YhLA
