business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,url
OPERATIONAL,"RMX6+WX4, Unnamed Road, Panggung Jaya, Kec. Rw. Jitu Utara, Kabupaten Mesuji, Lampung 34596, Indonesia","{'location': {'lat': -4.150246399999999, 'lng': 105.6624672}, 'viewport': {'northeast': {'lat': -4.148878370107277, 'lng': 105.6639778798927}, 'southwest': {'lat': -4.151578029892721, 'lng': 105.6612782201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,GOR RJU,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109415617734111228934"">A Google User</a>'], 'photo_reference': 'AUGGfZnNIus1k7q-2JskO3uHfLCozNYM_c0mvFd5tKnXT6MUfkUjMjI9ZCycWfQ-qPqC5tyXYQUvBCu6LnfkhQk7dNuUj8nQowa89BxnzQ3ssq6y2RZB1xoEDtxUwyuk2UdEkvOBLSM1as4DW3lXOOsB8X7jdCB9fFZH-xMfCeIdZIsAmWmQ', 'width': 1080}]",ChIJLzqVcSj7Pi4REtfWw5cgj0s,0.0,ChIJLzqVcSj7Pi4REtfWw5cgj0s,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJLzqVcSj7Pi4REtfWw5cgj0s
OPERATIONAL,"QQQ8+GJG, Bumi Dipasena Makmur, Rawajitu Timur, Tulang Bawang Regency, Lampung, Indonesia","{'location': {'lat': -4.211194799999999, 'lng': 105.7665679}, 'viewport': {'northeast': {'lat': -4.209817670107277, 'lng': 105.7679176798927}, 'southwest': {'lat': -4.212517329892721, 'lng': 105.7652180201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rawajitu,,ChIJ0VrymwD_Pi4R0o_-aRwZapk,4.7,ChIJ0VrymwD_Pi4R0o_-aRwZapk,"['lodging', 'point_of_interest', 'establishment']",10,,https://www.google.com/maps/place/?q=place_id:ChIJ0VrymwD_Pi4R0o_-aRwZapk
OPERATIONAL,"Jl. Teratai No.003-005, Gedung Karya Jitu, Kec. Rawajitu Sel., Kab. Tulang Bawang, Lampung 34596, Indonesia","{'location': {'lat': -4.2118701, 'lng': 105.7377865}, 'viewport': {'northeast': {'lat': -4.210546370107278, 'lng': 105.7391387298927}, 'southwest': {'lat': -4.213246029892722, 'lng': 105.7364390701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Losmen sibur RJS,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106330964052483414321"">A Google User</a>'], 'photo_reference': 'AUGGfZl1EjBTkMZLGXPPco7k4jfHqkI-riUzCqf_EsGnSevvooHV1ia3-j4J_mL9sBhy0BUt8Up0AJ8PuMuHDMRzyh1K67GGsOSArSFJbbDGs14SfSIG-D-xIHU5fENNm1AmMMg-wW73dZUQlUO2Kn_ZWLPVIVkNmCaPd6P2ATAwoaXBSIUW', 'width': 2352}]",ChIJxWiAImz_Pi4RHNMbwALTk3A,4.2,ChIJxWiAImz_Pi4RHNMbwALTk3A,"['lodging', 'point_of_interest', 'establishment']",5,"{'compound_code': 'QPQQ+74 Gedung Karya Jitu, Tulang Bawang Regency, Lampung, Indonesia', 'global_code': '6P77QPQQ+74'}",https://www.google.com/maps/place/?q=place_id:ChIJxWiAImz_Pi4RHNMbwALTk3A
OPERATIONAL,"Sumber Jaya, Gedung Aji Baru, Tulang Bawang Regency, Lampung 34596, Indonesia","{'location': {'lat': -4.218242399999999, 'lng': 105.6000428}, 'viewport': {'northeast': {'lat': -4.217007420107278, 'lng': 105.6013898798927}, 'southwest': {'lat': -4.219707079892722, 'lng': 105.5986902201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Jozie Kenzoe Pratama,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117484374640653039203"">A Google User</a>'], 'photo_reference': 'AUGGfZn4uRKFM-K51olP_qYeroN8p12VEsTl4MOdd52Y6jRSV_I1GU0q_eeQS6FLcI4JZfC44Km_VtKsLQO2uduCndrNsURR2kv8sfkIgOVtb-kGDnEGvrJeAB306FAa2T1rO-Ck9V6991Luy8qN1-Zi1kausRgfEdoLXBISU_jte_6LWLsr', 'width': 1840}]",ChIJA-nJELP9Pi4R6Sfctk6lRas,0.0,ChIJA-nJELP9Pi4R6Sfctk6lRas,"['lodging', 'point_of_interest', 'establishment']",0,"{'compound_code': 'QJJ2+P2 Sumber Jaya, Tulang Bawang Regency, Lampung, Indonesia', 'global_code': '6P77QJJ2+P2'}",https://www.google.com/maps/place/?q=place_id:ChIJA-nJELP9Pi4R6Sfctk6lRas
OPERATIONAL,"QJ9P+Q5C, Suka Bhakti, Gedung Aji Baru, Tulang Bawang Regency, Lampung 34596, Indonesia","{'location': {'lat': -4.2305564, 'lng': 105.6353878}, 'viewport': {'northeast': {'lat': -4.22404115, 'lng': 105.6369903298927}, 'southwest': {'lat': -4.232728150000002, 'lng': 105.6342906701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sidang gunung tiga,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115700199607709375482"">A Google User</a>'], 'photo_reference': 'AUGGfZkhAXQWpkpw4PYaN7vR3g5Cijq0sI6euVNXoW2N3wxiqT32O6PgeMHV2eFK8oTSkV_qm6dDSwei8dmwb8oUTjmSuB5wbEYVUInPhVK7uv4art90G8ymv6e269kITU5q2O_D_V7adL1yu0OJg2ymXXaCuEX_dRpBWHIPxBjMPzLRGJun', 'width': 960}]",ChIJmZD8zbH9Pi4RQvGaJLAIibw,0.0,ChIJmZD8zbH9Pi4RQvGaJLAIibw,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJmZD8zbH9Pi4RQvGaJLAIibw
OPERATIONAL,"QQV9+Q8M, Jl. Pendidikan, Bumi Dipasena Makmur, Kec. Rawajitu Tim., Kab. Tulang Bawang, Lampung 34595, Indonesia","{'location': {'lat': -4.205526799999999, 'lng': 105.7683044}, 'viewport': {'northeast': {'lat': -4.204286820107278, 'lng': 105.7696353298927}, 'southwest': {'lat': -4.206986479892722, 'lng': 105.7669356701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,indra jaya,,ChIJRdU5OnT_Pi4RY0uvf19m3mE,0.0,ChIJRdU5OnT_Pi4RY0uvf19m3mE,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJRdU5OnT_Pi4RY0uvf19m3mE
OPERATIONAL,"QP94+83V, Hargo Rejo, Rawa Jitu Selatan, Tulang Bawang Regency, Lampung 34596, Indonesia","{'location': {'lat': -4.2316334, 'lng': 105.7052413}, 'viewport': {'northeast': {'lat': -4.230281470107278, 'lng': 105.7066131298927}, 'southwest': {'lat': -4.232981129892722, 'lng': 105.7039134701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rm Rio,,ChIJDcbNlFT_Pi4RhMgsMHtxANg,0.0,ChIJDcbNlFT_Pi4RhMgsMHtxANg,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJDcbNlFT_Pi4RhMgsMHtxANg
OPERATIONAL,"QPPP+2MR, Jl. Anggrek, Gedung Karya Jitu, Kec. Rawajitu Sel., Kab. Tulang Bawang, Lampung 34596, Indonesia","{'location': {'lat': -4.2148844, 'lng': 105.7366462}, 'viewport': {'northeast': {'lat': -4.213572420107278, 'lng': 105.7380000298927}, 'southwest': {'lat': -4.216272079892722, 'lng': 105.7353003701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,KONTRAKAN PAK WIN,,ChIJ1acWNQD_Pi4RTJcJPUWp9-4,0.0,ChIJ1acWNQD_Pi4RTJcJPUWp9-4,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ1acWNQD_Pi4RTJcJPUWp9-4
OPERATIONAL,"QPQ4+75P, Jl. Lintas Rawajitu, Medasari, Kec. Rawajitu Sel., Kab. Tulang Bawang, Lampung 34596, Indonesia","{'location': {'lat': -4.2117792, 'lng': 105.70546}, 'viewport': {'northeast': {'lat': -4.210426220107278, 'lng': 105.7068096798927}, 'southwest': {'lat': -4.213125879892722, 'lng': 105.7041100201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Mamah lia/rendi foto copy,,ChIJWXKxI67_Pi4RYGTi4DQhcWY,0.0,ChIJWXKxI67_Pi4RYGTi4DQhcWY,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJWXKxI67_Pi4RYGTi4DQhcWY
OPERATIONAL,"QHRR+FW5, Sumber Jaya, Gedung Aji Baru, Tulang Bawang Regency, Lampung, Indonesia","{'location': {'lat': -4.2088532, 'lng': 105.592344}, 'viewport': {'northeast': {'lat': -4.207562020107278, 'lng': 105.5936946798927}, 'southwest': {'lat': -4.210261679892722, 'lng': 105.5909950201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,MEMET HOUSE,,ChIJQYIkEGvjPi4R-XTcbM3uYC0,0.0,ChIJQYIkEGvjPi4R-XTcbM3uYC0,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJQYIkEGvjPi4R-XTcbM3uYC0
