business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,plus_code,url
CLOSED_TEMPORARILY,"PVFX+PHG, Watervang, Lubuk Linggau Timur I, Lubuklinggau City, South Sumatra 31625, Indonesia","{'location': {'lat': -3.2756951, 'lng': 102.8989484}, 'viewport': {'northeast': {'lat': -3.274360020107277, 'lng': 102.9002612298927}, 'southwest': {'lat': -3.277059679892722, 'lng': 102.8975615701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Start,True,ChIJQfwkGcvnMC4Ry1VbOnffkYw,0.0,ChIJQfwkGcvnMC4Ry1VbOnffkYw,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJQfwkGcvnMC4Ry1VbOnffkYw
OPERATIONAL,"PVFR+75V, Batu Urip, Lubuk Linggau Utara II, Lubuklinggau City, South Sumatra 31624, Indonesia","{'location': {'lat': -3.2763264, 'lng': 102.8903368}, 'viewport': {'northeast': {'lat': -3.275241020107277, 'lng': 102.8913901798927}, 'southwest': {'lat': -3.277940679892722, 'lng': 102.8886905201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu jugil,,ChIJW_46LwbhMC4RY7vwTxBMsdA,0.0,ChIJW_46LwbhMC4RY7vwTxBMsdA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101593900660115305464"">A Google User</a>'], 'photo_reference': 'AUGGfZm3YUm5HxidyVGdvTnM5LT8B1m8hCbLztxhfPuYWMD7EvPlQer5RbuJVjkWN_AAuJM39hgbQARMaVyKXWbmA4XmkOsZNNBI0x6l1U1HgP-kRh5mTFPFdg8pvXJkssv-ivgbl6mt2O9tURSkGE7iN98DYKtXQqHWwARR_QLuo-AentMR', 'width': 1920}]",,,https://www.google.com/maps/place/?q=place_id:ChIJW_46LwbhMC4RY7vwTxBMsdA
OPERATIONAL,"Jl.kenanga 2 lintas..tidak jauh dari lampu merah, Kenanga, Kec. Lubuk Linggau Utara II, Kota Lubuklinggau, Sumatera Selatan 31617, Indonesia","{'location': {'lat': -3.2861634, 'lng': 102.865918}, 'viewport': {'northeast': {'lat': -3.284796420107277, 'lng': 102.8672651798927}, 'southwest': {'lat': -3.287496079892722, 'lng': 102.8645655201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Pangkas Rambut ""SULTAN""",,ChIJw1HYmiPhMC4R6qNg2qfbWuk,0.0,ChIJw1HYmiPhMC4R6qNg2qfbWuk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103888664766913170033"">A Google User</a>'], 'photo_reference': 'AUGGfZkY1OAnf0hunO6cogzvjIa2DgAsZZLNoADEWHPkctGBR8y2zow-8Zmgt3hDzh8r8BEFaCWeF4yKots94UvVY2NepBs-PMaCpAUX84UbuQOMrSQghHpoJf9_suANG-LZc74M9plwQV4zjJ_tSPJIGqPKH7dG4EkCH6T2irGq1UYzTlG_', 'width': 1080}]",{'open_now': True},"{'compound_code': 'PV78+G9 Kenanga, Lubuklinggau City, South Sumatra, Indonesia', 'global_code': '6P84PV78+G9'}",https://www.google.com/maps/place/?q=place_id:ChIJw1HYmiPhMC4R6qNg2qfbWuk
OPERATIONAL,"PV67+4J2, Jl. Jendral Sudirman, Lubuklinggau Ilir, Kec. Lubuk Linggau Bar. II, Kota Lubuklinggau, Sumatera Selatan 31613, Indonesia","{'location': {'lat': -3.2897442, 'lng': 102.86403}, 'viewport': {'northeast': {'lat': -3.288396770107278, 'lng': 102.8654384798927}, 'southwest': {'lat': -3.291096429892722, 'lng': 102.8627388201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Kampung Ulung,,ChIJFWrjsCbhMC4RFxVSB0uWFNU,4.5,ChIJFWrjsCbhMC4RFxVSB0uWFNU,"['tourist_attraction', 'point_of_interest', 'establishment']",30.0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100717277394025571027"">Mylina Lina</a>'], 'photo_reference': 'AUGGfZnp-SQ9S3L-zAM-tMcko6GXKA3WZct3l4TWHoj1eRz6-u2LuYZo_XWUdXVriHnrXOmWBSSgnJx55n91YWtSkPGt2uCeS--Qbdu6trmtrYjJui2HkUaDMSeOWTlt3Ao5hS1Zd_vkJN5-nKOUiDKUh8dYC7Op9-4_Ioiwoh1HA_lAnBe_', 'width': 3120}]",,,https://www.google.com/maps/place/?q=place_id:ChIJFWrjsCbhMC4RFxVSB0uWFNU
OPERATIONAL,"PVCJ+WJH, Jl. Kenanga II, Batu Urip, Kec. Lubuk Linggau Utara II, Kota Lubuklinggau, Sumatera Selatan 31624, Indonesia","{'location': {'lat': -3.2776748, 'lng': 102.8816141}, 'viewport': {'northeast': {'lat': -3.276270520107278, 'lng': 102.8829748798927}, 'southwest': {'lat': -3.278970179892723, 'lng': 102.8802752201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu Urip,,ChIJ5S9mAV_hMC4RytgYji32brY,4.8,ChIJ5S9mAV_hMC4RytgYji32brY,"['tourist_attraction', 'point_of_interest', 'establishment']",21.0,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100922780505057266975"">A Google User</a>'], 'photo_reference': 'AUGGfZkXhyxIjtN1kP_1ReTP1fADfSgXnwoBPvstqMi8ZBGJX9l9vSjNYS7uV7BERbcCrarLM1tKZ6M_nZIvWNsA55qTCcSXWc3WMGWeq1EBECBbrNK6IdiEQNodA9k8N4d8LUhbUVhAU4D18R40R-qw4t7AHzVR8WQxI6m4vJThntF0zW9X', 'width': 1280}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ5S9mAV_hMC4RytgYji32brY
OPERATIONAL,"Jl. Watervang, Watervang, Kec. Lubuk Linggau Tim. I, Kota Lubuklinggau, Sumatera Selatan 31625, Indonesia","{'location': {'lat': -3.2718655, 'lng': 102.8972193}, 'viewport': {'northeast': {'lat': -3.270513220107278, 'lng': 102.8985732798927}, 'southwest': {'lat': -3.273212879892722, 'lng': 102.8958736201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bendungan Watervang 1941,,ChIJE7KLxrTmMC4RQvWqC6h_OXs,4.4,ChIJE7KLxrTmMC4RQvWqC6h_OXs,"['tourist_attraction', 'point_of_interest', 'establishment']",415.0,"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114942422001174154194"">A Google User</a>'], 'photo_reference': 'AUGGfZk-NR3jH7W6d7UBbVdxQFcNsYfdpcogChnsbOIwaM_WUY9nvmteiKn1-oUrQrg876LKtoVEslJnPIubHqJ63M2iBfn4CTU4yvTwMDyJpSx3q-XvlSreOK627mR2NnhbhSS_SdBj4U0qFRvp2TlUcqw_Q_-4Cch0q5viHe2fHi9iHARk', 'width': 8000}]",{'open_now': True},"{'compound_code': 'PVHW+7V Watervang, Lubuklinggau City, South Sumatra, Indonesia', 'global_code': '6P84PVHW+7V'}",https://www.google.com/maps/place/?q=place_id:ChIJE7KLxrTmMC4RQvWqC6h_OXs
OPERATIONAL,"Jl. Watervang No.69, Watervang, Kec. Lubuk Linggau Tim. I, Kota Lubuklinggau, Sumatera Selatan 31628, Indonesia","{'location': {'lat': -3.2719113, 'lng': 102.8972824}, 'viewport': {'northeast': {'lat': -3.270544020107277, 'lng': 102.8986617298927}, 'southwest': {'lat': -3.273243679892722, 'lng': 102.8959620701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waterpang,,ChIJAYzirM_hMC4Re79YaW3zNEc,2.8,ChIJAYzirM_hMC4Re79YaW3zNEc,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,"[{'height': 4640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112773223507900723411"">elsyam priyatna</a>'], 'photo_reference': 'AUGGfZlvQcXaQ6EROY66Il_YQwWPim_RhwuqIdf2gM0ZIEYchxadxljSWH5mxj6PZeja5gCCjcEbS6aUFe6Dtu0ALbBoP4Jw_-RaGonNAsD6h3jCBgLh-BASCvc6MQ7zsEiTRTon169g3te5573Jh3ZF8IgnKeu3DxWoZkPyimbwC-B6JeiS', 'width': 2610}]",{'open_now': True},"{'compound_code': 'PVHW+6W Watervang, Lubuklinggau City, South Sumatra, Indonesia', 'global_code': '6P84PVHW+6W'}",https://www.google.com/maps/place/?q=place_id:ChIJAYzirM_hMC4Re79YaW3zNEc
OPERATIONAL,"Jl. Patimura No.87, RT.08, Mesat Jaya, Kec. Lubuk Linggau Tim. II, Kota Lubuklinggau, Sumatera Selatan 31624, Indonesia","{'location': {'lat': -3.301878, 'lng': 102.864086}, 'viewport': {'northeast': {'lat': -3.300598920107278, 'lng': 102.8654550798927}, 'southwest': {'lat': -3.303298579892723, 'lng': 102.8627554201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kuil Bocan,,ChIJUXCAejvhMC4RWeebLuVdcQ0,0.0,ChIJUXCAejvhMC4RWeebLuVdcQ0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 918, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110980382729951248364"">A Google User</a>'], 'photo_reference': 'AUGGfZkqDmwqunf0HDfXFvT6pBgF8WDp5oEVrTrHHLKTUVEnSK22KmpagPHtQF59njNTbMWb856lBwCBIslBG3nmUei2pQsMu5FZ8xqiMCR6io6BkRFS1T85v3CvldliFRfGX0kJlCQuNqaHFkiSWCVLG61vc54frcRT6ZgOIAr87U2D5qmS', 'width': 1557}]",{'open_now': True},"{'compound_code': 'MVX7+6J Mesat Jaya, Lubuklinggau City, South Sumatra, Indonesia', 'global_code': '6P84MVX7+6J'}",https://www.google.com/maps/place/?q=place_id:ChIJUXCAejvhMC4RWeebLuVdcQ0
OPERATIONAL,"PV56+F88, Jl. Depati Said, Lubaklinggau Ulu, Kec. Lubuk Linggau Bar. II, Kota Lubuklinggau, Sumatera Selatan 31613, Indonesia","{'location': {'lat': -3.2913357, 'lng': 102.8608145}, 'viewport': {'northeast': {'lat': -3.290018370107278, 'lng': 102.8621629798927}, 'southwest': {'lat': -3.292718029892723, 'lng': 102.8594633201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Warna Warni Lubuk Linggau,,ChIJx6GnmwPhMC4RhUsmoWqUos0,4.2,ChIJx6GnmwPhMC4RhUsmoWqUos0,"['tourist_attraction', 'point_of_interest', 'establishment']",307.0,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106346264631845545765"">Andry Gromyco</a>'], 'photo_reference': 'AUGGfZkAXANqS2_SvbcTxK2V8yDodzpN3x9gh19cX-S5STxiaILXKtCGw8xNEEr_88HnG13DrlXVA1bzGUGxjHvB3e2MzOTBBUbEzzWSTju85javCWkK39AKOeIWgb3-iLPT8aKcDu2OTFz97RsfI4aaJfBsFDqOWixjPrE9UdYijmeT5tBL', 'width': 3264}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJx6GnmwPhMC4RhUsmoWqUos0
OPERATIONAL,"Ulak Surung, Lubuk Linggau Utara II, Lubuklinggau City, South Sumatra 31613, Indonesia","{'location': {'lat': -3.2889031, 'lng': 102.8585456}, 'viewport': {'northeast': {'lat': -3.287564120107278, 'lng': 102.8599237798927}, 'southwest': {'lat': -3.290263779892722, 'lng': 102.8572241201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Tepian Kelingi Bukit Sulap,,ChIJQYq2g_7hMC4RmAryTOw7_BE,4.4,ChIJQYq2g_7hMC4RmAryTOw7_BE,"['tourist_attraction', 'point_of_interest', 'establishment']",240.0,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104977233949597414422"">Johari Johari</a>'], 'photo_reference': 'AUGGfZkf47SuER8u98tW-dJqu9Y-Tt2Fod7Ra_lvSUOyWHc-VpbcpqSH0jQMTBDuKmyNdKRxBDf_3rCSZMMPQKvFn_TOH0l8j69rSqOjOOaLdBRcvid0lJFt5p50RcNr1M0VoHvIeWSxEt9XsABBbh1BEdmM0LFWnbmvPlvScWAYgtBrNd9k', 'width': 4160}]",{'open_now': True},"{'compound_code': 'PV65+CC Ulak Surung, Lubuklinggau City, South Sumatra, Indonesia', 'global_code': '6P84PV65+CC'}",https://www.google.com/maps/place/?q=place_id:ChIJQYq2g_7hMC4RmAryTOw7_BE
