business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,plus_code,permanently_closed,price_level,url
OPERATIONAL,"VP6X+3XF, Alas, Jukong, Kec. Labang, Kabupaten Bangkalan, Jawa Timur 69163, Indonesia","{'location': {'lat': -7.1398031, 'lng': 112.7499118}, 'viewport': {'northeast': {'lat': -7.138479020107278, 'lng': 112.7512522798927}, 'southwest': {'lat': -7.141178679892722, 'lng': 112.7485526201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pinggir alas,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101271977984851604943"">Miyung Oca</a>'], 'photo_reference': 'AUGGfZntYIbwSWrlVP_mZKxL3Pf5SGrL4yZVQ6AAZd5rBsB5V28de0DOEQULoxHr60Jz7kNRngKVrh8o9O7LlIMWrj3A5gIuEXSb3erBZPepkSWUQzy_Idk7bsN70npVdMMbcxFzE_I_YIm0_44M4u7uWksGPmB5dyLYgzxNK-kWChRfL3J0', 'width': 1920}]",ChIJ1XQdze8D2C0R59f5A_oz32Y,5.0,ChIJ1XQdze8D2C0R59f5A_oz32Y,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1XQdze8D2C0R59f5A_oz32Y
OPERATIONAL,"RQRW+MJ3, Cungker, Sukolilo Bar., Kec. Labang, Kabupaten Bangkalan, Jawa Timur, Indonesia","{'location': {'lat': -7.1590264, 'lng': 112.7967874}, 'viewport': {'northeast': {'lat': -7.157689320107278, 'lng': 112.7981033298927}, 'southwest': {'lat': -7.160388979892722, 'lng': 112.7954036701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hi Klilo,{'open_now': False},,ChIJc-haTgAD2C0Ryu4sqP3_vH0,5.0,ChIJc-haTgAD2C0Ryu4sqP3_vH0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJc-haTgAD2C0Ryu4sqP3_vH0
OPERATIONAL,"VQMX+5V6, Patapan, Petapan, Kec. Labang, Kabupaten Bangkalan, Jawa Timur 69163, Indonesia","{'location': {'lat': -7.1170607, 'lng': 112.7996519}, 'viewport': {'northeast': {'lat': -7.115681920107276, 'lng': 112.8009875298927}, 'southwest': {'lat': -7.11838157989272, 'lng': 112.7982878701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sumber Air Pemandian Petapan,,"[{'height': 2432, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118297189221395379229"">A Google User</a>'], 'photo_reference': 'AUGGfZnW-R2M4KyM6cYfUpr1N6dq9D9xtDwPC6KDF9zWPtJ3vZI_Bfj48T9gDlhInVQrWiNw9WLAXetcIYUUTK6d91NzcYasTW8XDQnOWaWojH8quX-ihFlel8P0pfMyxxna508Fx6oLUlKNsFjn__YcD23Ak7h66c1vhhTl-6raqKukbiVt', 'width': 2656}]",ChIJOThDSQAD2C0RdMmawWpEiq8,0.0,ChIJOThDSQAD2C0RdMmawWpEiq8,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJOThDSQAD2C0RdMmawWpEiq8
OPERATIONAL,"VR97+HM, Area Sawah, Bunajih, Kec. Labang, Kabupaten Bangkalan, Jawa Timur 69163, Indonesia","{'location': {'lat': -7.1310014, 'lng': 112.8141376}, 'viewport': {'northeast': {'lat': -7.129527170107278, 'lng': 112.8150967298927}, 'southwest': {'lat': -7.132226829892722, 'lng': 112.8123970701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Bukit Klompek,,,ChIJcZjOawAd2C0R6zsdRqJBAD4,0.0,ChIJcZjOawAd2C0R6zsdRqJBAD4,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJcZjOawAd2C0R6zsdRqJBAD4
OPERATIONAL,"VQMX+3VX, Unnamed Road, Patapan, Petapan, Kec. Labang, Kabupaten Bangkalan, Jawa Timur 69163, Indonesia","{'location': {'lat': -7.117254, 'lng': 112.799744}, 'viewport': {'northeast': {'lat': -7.116000720107277, 'lng': 112.8011000298927}, 'southwest': {'lat': -7.118700379892721, 'lng': 112.7984003701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sumber Mata Air Petapan,{'open_now': False},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104384813760147722895"">A Google User</a>'], 'photo_reference': 'AUGGfZlRFqpFzxbRdJ9xVWs-U-asUZYNg7iCm-hWn5Syu6997HU03WnynrA8HRQ_aVb0_2MWvMLXPrENBQSJ-oMtLb5pW0GBR8FY6V3dAzLGAfswpXHmeRpjZSmhlfLV7E-yYj6-_1bMM2BufqeZ0DCkV59BeF5sG3M7Fhi7HpLWxgA6o3mY', 'width': 3264}]",ChIJrYBL84UD2C0R3Mos6y1RRQw,4.7,ChIJrYBL84UD2C0R3Mos6y1RRQw,"['tourist_attraction', 'point_of_interest', 'establishment']",22.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJrYBL84UD2C0R3Mos6y1RRQw
OPERATIONAL,"RQRM+448, Sekarbungoh, Sekarbungu, Sukolilo Bar., Kec. Labang, Kabupaten Bangkalan, Jawa Timur 69163, Indonesia","{'location': {'lat': -7.159838100000001, 'lng': 112.7829625}, 'viewport': {'northeast': {'lat': -7.158471770107279, 'lng': 112.7843163798927}, 'southwest': {'lat': -7.161171429892723, 'lng': 112.7816167201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,fantasi pantai intan,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115410050503690135508"">A Google User</a>'], 'photo_reference': 'AUGGfZl7xxTekkEPqeb7O-NMDNOocDknY--45Q4pXO9Ff0Fooo_pn1aUw0lh9cFOvbeHwDpnZCuzAZQlpo-EpxnV2wPK1e-1fjDmTHf4N48ty5h8_q9vFDW97tJ0u_3UBl8tNMQlgh7P0s6RfFgvtJQFutxDqRBvTCUhsJSicSuwOyl1Q5-v', 'width': 3024}]",ChIJkb-dvSID2C0Ru29-M8y4qXY,4.0,ChIJkb-dvSID2C0Ru29-M8y4qXY,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJkb-dvSID2C0Ru29-M8y4qXY
OPERATIONAL,"Unnamed Road, Kesek, Kec. Labang, Kabupaten Bangkalan, Jawa Timur 69163, Indonesia","{'location': {'lat': -7.161148499999999, 'lng': 112.7722818}, 'viewport': {'northeast': {'lat': -7.159812520107278, 'lng': 112.7736355798927}, 'southwest': {'lat': -7.162512179892722, 'lng': 112.7709359201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Alam Kesek,{'open_now': False},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103420857296618489688"">permata.susan</a>'], 'photo_reference': 'AUGGfZmcr1P3hn7GxjxK47xfuVx0NoFrlPEpfrkVupz6fO_EirF8xY711_DBq8OUPg9vT0UnovJzCjJA1U9t9Pvu213GKGPwMyjJCPZDwlEgHlMBugkBQa-6H6WDsMXkszloDBm1SGBUdWvd1WzBGNB8G6tQg5n-PH-01pUJtH3EQxK_tAPX', 'width': 1280}]",ChIJYXBOu6kD2C0RoBq37eaRqfs,4.2,ChIJYXBOu6kD2C0RoBq37eaRqfs,"['tourist_attraction', 'point_of_interest', 'establishment']",214.0,"{'compound_code': 'RQQC+GW Kesek, Bangkalan Regency, East Java, Indonesia', 'global_code': '6P4JRQQC+GW'}",,,https://www.google.com/maps/place/?q=place_id:ChIJYXBOu6kD2C0RoBq37eaRqfs
OPERATIONAL,"Pangpong, Labang, Bangkalan Regency, East Java 69163, Indonesia","{'location': {'lat': -7.1487857, 'lng': 112.7840365}, 'viewport': {'northeast': {'lat': -7.147446920107278, 'lng': 112.7853842298927}, 'southwest': {'lat': -7.150146579892722, 'lng': 112.7826845701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DESA PANGPONG rumah mansur,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101509733834740551656"">A Google User</a>'], 'photo_reference': 'AUGGfZniLF3YaTERs3RjMdIOklf7xw2tW2Atq7U4sD94yeEG1ngpfG8GPlSfjFs17FJPy2TbODLdNumpnSVC1VakK36DJTAuG33b4xQ7cTMAEciOHq4myjTeR3t2r8OJbSai_YCGbLq4Am4sHFj0VliszzDPlJafl5v2-wj4lXAkoIRQaV1B', 'width': 4000}]",ChIJ0QzYoyYD2C0RBLkM9mz7fu8,4.3,ChIJ0QzYoyYD2C0RBLkM9mz7fu8,"['tourist_attraction', 'point_of_interest', 'establishment']",14.0,"{'compound_code': 'VQ2M+FJ Pangpong, Bangkalan Regency, East Java, Indonesia', 'global_code': '6P4JVQ2M+FJ'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ0QzYoyYD2C0RBLkM9mz7fu8
OPERATIONAL,"RQVX+2WX, Jalan Raya Pesanggrahan Kwanyar Barat, Sukolilo Timur, Labang, Kabupaten Bangkalan, Jawa Timur 69163, Indonesia","{'location': {'lat': -7.1574294, 'lng': 112.7998637}, 'viewport': {'northeast': {'lat': -7.156020470107278, 'lng': 112.8012090798927}, 'southwest': {'lat': -7.158720129892722, 'lng': 112.7985094201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/monument_pinlet,Gema monuments Party,{'open_now': True},"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106263759182262716090"">Nu Pohounk Latte</a>'], 'photo_reference': 'AUGGfZnddpmsXBom5-IWkdxAf6rQpYJIOJHJJEhcSLhR-AxXq1nDNgL4kyOpBLtyDsNJjtYdksP2TAyZ__SP4D1akCi6GwLXQAYbfbZ6RNPGJr-uGDndsV6MX3eN_4Q5WeAz8lpGSIFFo02oxPLkaxi3uZ9Nm_IVeznpJ3dJLjIYHJeMarF9', 'width': 800}]",ChIJfZw2Qc8C2C0RMKgNN_HpyRM,4.3,ChIJfZw2Qc8C2C0RMKgNN_HpyRM,"['tourist_attraction', 'point_of_interest', 'establishment']",87.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJfZw2Qc8C2C0RMKgNN_HpyRM
OPERATIONAL,"RQQG+WJH, Jl. Raya Sukolilo, Polasari, Sukolilo Bar., Kec. Labang, Kabupaten Bangkalan, Jawa Timur 69163, Indonesia","{'location': {'lat': -7.160179200000001, 'lng': 112.7766134}, 'viewport': {'northeast': {'lat': -7.158467320107278, 'lng': 112.7778250798927}, 'southwest': {'lat': -7.161166979892722, 'lng': 112.7751254201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Perahu Cinta,,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110197534632624798999"">A Google User</a>'], 'photo_reference': 'AUGGfZmEiCK8vaOVVD5nIIIjqA1rUIa-qUPRpKSsF3WeYQR7rBPDMQTP9JraNa2wTqk19ma51JkA0PFE9dibs19C8H7_Dpz6pNPTQ8pf-WTqd52YRh1GampCJVrZ617vAxM_8htic6GbkG1gIkcX-VGkThLjS5eBYgAOUntaVMhLW-oaZyjF', 'width': 4624}]",ChIJC2Up7i0D2C0R_rX22Kn2CTg,2.8,ChIJC2Up7i0D2C0R_rX22Kn2CTg,"['tourist_attraction', 'point_of_interest', 'establishment']",29.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJC2Up7i0D2C0R_rX22Kn2CTg
OPERATIONAL,"Jl. Basis Batuporon No.57-58, Kesek, Kec. Labang, Kabupaten Bangkalan, Jawa Timur 69163, Indonesia","{'location': {'lat': -7.1615933, 'lng': 112.7724471}, 'viewport': {'northeast': {'lat': -7.160007670107277, 'lng': 112.7737306298927}, 'southwest': {'lat': -7.162707329892722, 'lng': 112.7710309701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DERMAGA RASA,{'open_now': False},"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116773663044600232181"">Hendy Sulayman</a>'], 'photo_reference': 'AUGGfZmcLW1GNJZxF2tIlrBJsZ9z7bLh6mHq4wWtTxhr5AjwvIQc27SKKXfNOZciJhb4nolwWFkVD1kMBgw4Jmothp7GXjhqPpDAzz-sL3-IOpww-44X-mlqVVZnaIB9shn6S3dX6gR0Cgpkm3yiveYwQhmHWaL1Ki7H1Qj495ibyzA6-rvI', 'width': 3468}]",ChIJuUN5cFID2C0ReAeppcgQTS0,4.3,ChIJuUN5cFID2C0ReAeppcgQTS0,"['tourist_attraction', 'point_of_interest', 'establishment']",22.0,"{'compound_code': 'RQQC+9X Kesek, Bangkalan Regency, East Java, Indonesia', 'global_code': '6P4JRQQC+9X'}",,,https://www.google.com/maps/place/?q=place_id:ChIJuUN5cFID2C0ReAeppcgQTS0
