business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,photos,opening_hours,permanently_closed,url
OPERATIONAL,"9QX5+QP2, Padasuka, Ciomas, Bogor Regency, West Java, Indonesia","{'location': {'lat': -6.6006189, 'lng': 106.7592698}, 'viewport': {'northeast': {'lat': -6.599274920107279, 'lng': 106.7605944798927}, 'southwest': {'lat': -6.601974579892723, 'lng': 106.7578948201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ciomas kota bogor,ChIJ88mgxyXFaS4R_Ev2HVGL9LM,0.0,ChIJ88mgxyXFaS4R_Ev2HVGL9LM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ88mgxyXFaS4R_Ev2HVGL9LM
OPERATIONAL,"9QX8+67F, Padasuka, Ciomas, Bogor Regency, West Java, Indonesia","{'location': {'lat': -6.6019425, 'lng': 106.7656825}, 'viewport': {'northeast': {'lat': -6.600589970107277, 'lng': 106.7670194298927}, 'southwest': {'lat': -6.603289629892721, 'lng': 106.7643197701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Sawah kaum(ciomas bogor),ChIJox2FEwDFaS4RwZVjqJhn0lQ,0.0,ChIJox2FEwDFaS4RwZVjqJhn0lQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJox2FEwDFaS4RwZVjqJhn0lQ
OPERATIONAL,"Viila Ciomas Indah, Ciomas Rahayu, Kec. Ciomas, Kabupaten Bogor, Jawa Barat 16610, Indonesia","{'location': {'lat': -6.592823699999999, 'lng': 106.7659271}, 'viewport': {'northeast': {'lat': -6.591496820107277, 'lng': 106.7672593298927}, 'southwest': {'lat': -6.59419647989272, 'lng': 106.7645596701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ugan Farm Villa Ciomas Indah Bogor,ChIJW9bw8gzFaS4RrSuWund6bf4,0.0,ChIJW9bw8gzFaS4RrSuWund6bf4,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",0,"{'compound_code': 'CQ48+V9 Ciomas Rahayu, Bogor Regency, West Java, Indonesia', 'global_code': '6P58CQ48+V9'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJW9bw8gzFaS4RrSuWund6bf4
OPERATIONAL,"CQ76+VM8, Ciomas Rahayu, Ciomas, Bogor Regency, West Java 16610, Indonesia","{'location': {'lat': -6.5853893, 'lng': 106.7616032}, 'viewport': {'northeast': {'lat': -6.584024470107278, 'lng': 106.7629338298927}, 'southwest': {'lat': -6.586724129892722, 'lng': 106.7602341701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Imah Hejo "" Imah urang sarerea""",ChIJZS6uHY7FaS4RmcqHh87bwyU,0.0,ChIJZS6uHY7FaS4RmcqHh87bwyU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJZS6uHY7FaS4RmcqHh87bwyU
OPERATIONAL,"9QMF+H43, Parakan, Ciomas, Bogor Regency, West Java 16610, Indonesia","{'location': {'lat': -6.6161299, 'lng': 106.7727864}, 'viewport': {'northeast': {'lat': -6.614788220107278, 'lng': 106.7741339798927}, 'southwest': {'lat': -6.617487879892722, 'lng': 106.7714343201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Silih Asih Farm,ChIJXSScGUXFaS4RaR5Bq9Tv1OI,4.5,ChIJXSScGUXFaS4RaR5Bq9Tv1OI,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103450569527920778271"">Cece Sulaeman</a>'], 'photo_reference': 'AUGGfZkh5Y_sn_HqDwdBT9jj8Ln7O53xN1UV7p-Tx6q3lFNdjfExGal4S8HY7c9BwAJMKbf-lwDSq1iwFgIHCdRQiJn38FxwIHlng1S4D-P1lU8Th7AjxPQfezW5YheuWptxcl5rVYZEWecHISUc3WzrROrtvly5SOxmOXhX2Uixg2DnNe3F', 'width': 4624}]",,,https://www.google.com/maps/place/?q=place_id:ChIJXSScGUXFaS4RaR5Bq9Tv1OI
OPERATIONAL,"Des, Kp.muluharja, RT.001/RW.003, Ciapus, Kec. Ciomas, Kabupaten Bogor, Jawa Barat, Indonesia","{'location': {'lat': -6.59865, 'lng': 106.748159}, 'viewport': {'northeast': {'lat': -6.597269770107277, 'lng': 106.7495256798927}, 'southwest': {'lat': -6.599969429892721, 'lng': 106.7468260201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LEMBAH DECIPET,ChIJTwFRhJ3FaS4RY5OAKy3vdrA,5.0,ChIJTwFRhJ3FaS4RY5OAKy3vdrA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"{'compound_code': 'CP2X+G7 Ciapus, Bogor Regency, West Java, Indonesia', 'global_code': '6P58CP2X+G7'}","[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111592311906641159863"">Odoy Yana</a>'], 'photo_reference': 'AUGGfZkgS1zQVkpijFLQFZ8kwD2XI1tl2B4t-nMEEzgUJOhT_dsOoWhuyetdqz_xD_0e1jBvzIJ7GpcjLSBkdBsfz01N09a2SL02LeowsvvcHrt_R3vVdf-iP349ibq4Xa1fKRwn6tCNtx91U3ISTNp4dOWhOvNFovwS8U-n4lAwIPWiCi1d', 'width': 4032}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJTwFRhJ3FaS4RY5OAKy3vdrA
OPERATIONAL,"Kreteg RT.02/02, Padasuka, Kec. Ciomas, Kabupaten Bogor, Jawa Barat 16610, Indonesia","{'location': {'lat': -6.5969921, 'lng': 106.7572664}, 'viewport': {'northeast': {'lat': -6.595642270107279, 'lng': 106.7586162298927}, 'southwest': {'lat': -6.598341929892722, 'lng': 106.7559165701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan om ganda,ChIJ6UKsCkjFaS4RKHAXRq65dsA,4.8,ChIJ6UKsCkjFaS4RKHAXRq65dsA,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"{'compound_code': 'CQ34+6W Padasuka, Bogor Regency, West Java, Indonesia', 'global_code': '6P58CQ34+6W'}","[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111830177931665599010"">Abgtua Ciomas</a>'], 'photo_reference': 'AUGGfZn2m3GQGT-qw4eWizvtcmI4oi-3RKS5z1VsYi_VVl8xoIMXEncQsxNQ5fIj0tPFQM-Gmm6mGcNKdgIDip55Qzzi_wHQ__d84PAvj2t2dmZyEg1EISjWDfAXyAGxmzCX_II9AbJUqJaQoZfZMg2K_oGAzmHuVuFsuvDU1_l5Yz_Pe37F', 'width': 4128}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ6UKsCkjFaS4RKHAXRq65dsA
OPERATIONAL,"Jl. Raya Ciomas Cibinong No.29, Ciapus, Kec. Ciomas, Kabupaten Bogor, Jawa Barat 16610, Indonesia","{'location': {'lat': -6.604607, 'lng': 106.74705}, 'viewport': {'northeast': {'lat': -6.603314620107278, 'lng': 106.7484173798927}, 'southwest': {'lat': -6.606014279892721, 'lng': 106.7457177201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SUKAMULYA ENTERPRISE,ChIJ0dpuv5DFaS4RddqI4yvh0kk,4.4,ChIJ0dpuv5DFaS4RddqI4yvh0kk,"['tourist_attraction', 'point_of_interest', 'establishment']",7,"{'compound_code': '9PWW+4R Ciapus, Bogor Regency, West Java, Indonesia', 'global_code': '6P589PWW+4R'}",,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ0dpuv5DFaS4RddqI4yvh0kk
OPERATIONAL,"9PQR+462, Sukaharja, Ciomas, Bogor Regency, West Java, Indonesia","{'location': {'lat': -6.6122292, 'lng': 106.7405137}, 'viewport': {'northeast': {'lat': -6.610809220107279, 'lng': 106.7416410298927}, 'southwest': {'lat': -6.613508879892723, 'lng': 106.7389413701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Akar Tanam,ChIJd7Kaw9vFaS4R-3bE-1kkolw,0.0,ChIJd7Kaw9vFaS4R-3bE-1kkolw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJd7Kaw9vFaS4R-3bE-1kkolw
OPERATIONAL,"9QR8+H79, Gg. Damai 5, Ciomas, Kec. Ciomas, Kabupaten Bogor, Jawa Barat 16610, Indonesia","{'location': {'lat': -6.6089106, 'lng': 106.7658724}, 'viewport': {'northeast': {'lat': -6.607543370107278, 'lng': 106.7672168298927}, 'southwest': {'lat': -6.610243029892722, 'lng': 106.7645171701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Margabakti,ChIJLSxZfQDFaS4RV7Pl0T7HWPc,0.0,ChIJLSxZfQDFaS4RV7Pl0T7HWPc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101953204250851709780"">A Google User</a>'], 'photo_reference': 'AUGGfZk6MTSVX8qZD4990F5v4K5G6lPKYSS3pSDoZjOuUvNdc9Ns-Wy_IuyRiqvdb_qhoq8MUazHIftnCcgWC1kjb5QHuAoqXcpokYvw3ySyqnbNsnJWlrqJj3-JRFYkELfTu55O7n1WxUTgW6_SPeCBq0i9IR9Ig2FqL1nK-hR3LW82ktTF', 'width': 1600}]",,,https://www.google.com/maps/place/?q=place_id:ChIJLSxZfQDFaS4RV7Pl0T7HWPc
OPERATIONAL,"9QW4+V99, Jl. Kp. Baru, Sukamakmur, Kec. Ciomas, Kabupaten Bogor, Jawa Barat 16610, Indonesia","{'location': {'lat': -6.60284, 'lng': 106.7559815}, 'viewport': {'northeast': {'lat': -6.601490170107278, 'lng': 106.7573313298927}, 'southwest': {'lat': -6.604189829892722, 'lng': 106.7546316701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Leuwi hejo,ChIJx6sxGM7FaS4RUTAdBJzwSc8,4.0,ChIJx6sxGM7FaS4RUTAdBJzwSc8,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117838138767145071867"">A Google User</a>'], 'photo_reference': 'AUGGfZkVD5Js04UU6jB3HAfSLEHPl_Wjq2ubxZPw9GMbl4k_Xy0DPk46GYCnhPRrDblKY1d_ULwZtuXS_j-9tjgDMUsLjb0jKKdxMJkNS4n7s5E566aZUeERdUtmi8xsG45mzrVmQnFMxwqMxTtCwP-bOjlj-jYXlFrkqo53QY7fh099TSOs', 'width': 2448}]",,,https://www.google.com/maps/place/?q=place_id:ChIJx6sxGM7FaS4RUTAdBJzwSc8
OPERATIONAL,"CQ32+92R, Ciapus, Ciomas, Bogor Regency, West Java, Indonesia","{'location': {'lat': -6.596503999999999, 'lng': 106.7500025}, 'viewport': {'northeast': {'lat': -6.595151220107278, 'lng': 106.7513471798927}, 'southwest': {'lat': -6.597850879892722, 'lng': 106.7486475201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ciberem,ChIJ612UQQDFaS4Rjp1qyRWOdKo,0.0,ChIJ612UQQDFaS4Rjp1qyRWOdKo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ612UQQDFaS4Rjp1qyRWOdKo
OPERATIONAL,"9QH8+G9H, Parakan, Ciomas, Bogor Regency, West Java, Indonesia","{'location': {'lat': -6.6211785, 'lng': 106.7659941}, 'viewport': {'northeast': {'lat': -6.619710370107279, 'lng': 106.7670261298927}, 'southwest': {'lat': -6.622410029892722, 'lng': 106.7643264701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tambang Pasir Parakan,ChIJ5SH4R1vFaS4R7b_9wjYTk0I,3.0,ChIJ5SH4R1vFaS4R7b_9wjYTk0I,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112693812547812454914"">Safta Ripertiwa</a>'], 'photo_reference': 'AUGGfZkq3sGlRk4OEeEGx5Eh15TXwZYuzQrN95uymk5A_6SagQTyRqOmlPk8e5VDRYBaSWJSyUvFKqRDRo4CwzMx3yLB8e6sPmpJ5HAxFhUBn5350L6mGya0TwDIkNDMwzYLojtLHMnbEES6xif3qp38kSZ8TsJp3fyoOZoHqYt0EhYqmwzL', 'width': 1836}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ5SH4R1vFaS4R7b_9wjYTk0I
OPERATIONAL,"CQ35+GC9, Jl telkom Jl. Raya Ciomas Kreteg, Padasuka, Kec. Ciomas, Kabupaten Bogor, Jawa Barat 16610, Indonesia","{'location': {'lat': -6.596213199999999, 'lng': 106.7585709}, 'viewport': {'northeast': {'lat': -6.594863920107279, 'lng': 106.7599167798927}, 'southwest': {'lat': -6.597563579892722, 'lng': 106.7572171201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Minizoo alip,ChIJ54bLHOLFaS4RIvFsmP7212E,0.0,ChIJ54bLHOLFaS4RIvFsmP7212E,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ54bLHOLFaS4RIvFsmP7212E
OPERATIONAL,"HGQJ+Q4X, Ciomas, Tenjo, Bogor Regency, West Java 16370, Indonesia","{'location': {'lat': -6.4105102, 'lng': 106.5303559}, 'viewport': {'northeast': {'lat': -6.408682170107277, 'lng': 106.5312651298927}, 'southwest': {'lat': -6.411381829892721, 'lng': 106.5285654701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat wisata,ChIJFzp-Gm4LQi4Ra6CArfKZBMo,5.0,ChIJFzp-Gm4LQi4Ra6CArfKZBMo,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115269125470358539192"">Sur yadin</a>'], 'photo_reference': 'AUGGfZkcjtituCjCyng-h5rD1_wd73BlCiExv8eDYXGrVli3c1WDDpWYDBiUmqrYIF0e9rRIOVmIfblXWYL8ISULboSr9q7N3GaOUlMWe0PrAVYDlov6XPKWnFf3S0HkAg4RXPM2gETPC5GfdP5FtKKyIBlUilJhVCCo7ACuXhe2CuzXmxRS', 'width': 3120}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJFzp-Gm4LQi4Ra6CArfKZBMo
CLOSED_TEMPORARILY,"CP5X+3Q3, Jl. Bojong Sari, Ciapus, Kec. Ciomas, Kabupaten Bogor, Jawa Barat 16610, Indonesia","{'location': {'lat': -6.592359, 'lng': 106.7494354}, 'viewport': {'northeast': {'lat': -6.591022370107278, 'lng': 106.7507852298927}, 'southwest': {'lat': -6.593722029892722, 'lng': 106.7480855701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,EDU PARK V CIOMAS,ChIJew8LIZbFaS4RsJLoJWnBG74,5.0,ChIJew8LIZbFaS4RsJLoJWnBG74,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116142706806711275855"">A Google User</a>'], 'photo_reference': 'AUGGfZn-KQDIZGI78hjhxttfhiJ07I0YdShZqF1vl4iFcbEgAzDGo0ICnfJcLCWDW_5YmEUvSFNTg137rux4vyPQPmO9Z4ozRoj432BhiZz1ASjKqg0xQboYf9hbCtecqCKWyQZNsWgJZXRe_Z2cdoO1_zU_YqGSdvvZ6y28rjssMwxzMRaW', 'width': 720}]",,True,https://www.google.com/maps/place/?q=place_id:ChIJew8LIZbFaS4RsJLoJWnBG74
CLOSED_TEMPORARILY,"9PPR+G97, Sukaharja, Ciomas, Bogor Regency, West Java 16610, Indonesia","{'location': {'lat': -6.613723299999999, 'lng': 106.7409137}, 'viewport': {'northeast': {'lat': -6.612346670107278, 'lng': 106.7421838298927}, 'southwest': {'lat': -6.615046329892722, 'lng': 106.7394841701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Melano,ChIJ1SWwFxDFaS4R7my39lzyjhM,5.0,ChIJ1SWwFxDFaS4R7my39lzyjhM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117120646985428104575"">A Google User</a>'], 'photo_reference': 'AUGGfZnybx7dIalQ8BG64z7dg3KcjmZoEaJx3R6V_vXIRwWbEwXnwYKzAYYCAQ8e0ixoFrBLixnCwt2osVG1X_VC2974_sRw0k9ePCAOINoZJrxsFr90XbhO_IrmgZ69ryXv_kaa3SDWa_6UL6W4iliCS6QNKVtOQjvtaxFTZlvGtwjHwtQ', 'width': 2604}]",,True,https://www.google.com/maps/place/?q=place_id:ChIJ1SWwFxDFaS4R7my39lzyjhM
CLOSED_TEMPORARILY,"Jl. Ciomas Permai No.A14, RW.11, Ciapus, Kec. Ciomas, Kabupaten Bogor, Jawa Barat 16610, Indonesia","{'location': {'lat': -6.5999686, 'lng': 106.7526859}, 'viewport': {'northeast': {'lat': -6.598615220107279, 'lng': 106.7540363798927}, 'southwest': {'lat': -6.601314879892723, 'lng': 106.7513367201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah tofan,ChIJdUiM5OLFaS4RrIxMazttbxc,0.0,ChIJdUiM5OLFaS4RrIxMazttbxc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': 'CQ23+23 Ciapus, Bogor Regency, West Java, Indonesia', 'global_code': '6P58CQ23+23'}",,,True,https://www.google.com/maps/place/?q=place_id:ChIJdUiM5OLFaS4RrIxMazttbxc
CLOSED_TEMPORARILY,"9P8V+9C, Sukaluyu, Tamansari, Bogor Regency, West Java, Indonesia","{'location': {'lat': -6.6341245, 'lng': 106.7435084}, 'viewport': {'northeast': {'lat': -6.632773770107277, 'lng': 106.7448586298927}, 'southwest': {'lat': -6.635473429892721, 'lng': 106.7421589701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Amazing urban camp (ciomas),ChIJ-w4nvMHPaS4RoGEIlUd0BzY,0.0,ChIJ-w4nvMHPaS4RoGEIlUd0BzY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118272144036767039114"">A Google User</a>'], 'photo_reference': 'AUGGfZkZ_Nv6PzC7_5k0FQqmzQibw1PB74AkG2Bz8FlAGGFb7X2Sqx6cm3m5NogdKRD1luQNNP4c2gQhadCplk5pX0ge0zIIO0GtCbKHGqzycCDn4q5y6TvZdp9wMM03IUH7bQTf3X_xoqvvy70hQ9M5bshKWmjSYvqx0kz7GdnuAosoEj4', 'width': 3468}]",,True,https://www.google.com/maps/place/?q=place_id:ChIJ-w4nvMHPaS4RoGEIlUd0BzY
