business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,price_level,plus_code,permanently_closed,url
OPERATIONAL,"444J+C6, Lomba, Kabupaten Banggai, Sulawesi Tengah, Indonesia","{'location': {'lat': -0.893827, 'lng': 123.1306427}, 'viewport': {'northeast': {'lat': -0.8924771701072779, 'lng': 123.1319925298927}, 'southwest': {'lat': -0.8951768298927223, 'lng': 123.1292928701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot mancing teada ikan... sandiong punya,ChIJsdQBdgBTgS0RGoyIk2NWrzo,0.0,ChIJsdQBdgBTgS0RGoyIk2NWrzo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJsdQBdgBTgS0RGoyIk2NWrzo
OPERATIONAL,"44WH+38F, Eteng, Masama, Banggai Regency, Central Sulawesi 94772, Indonesia","{'location': {'lat': -0.8548158, 'lng': 123.1282831}, 'viewport': {'northeast': {'lat': -0.8531303201072776, 'lng': 123.13130095}, 'southwest': {'lat': -0.8558299798927221, 'lng': 123.12727715}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mutiara Eteng Beach,ChIJ7dK4S6tNgS0R27Qlm15eM1g,4.6,ChIJ7dK4S6tNgS0R27Qlm15eM1g,"['tourist_attraction', 'point_of_interest', 'establishment']",15,{'open_now': False},"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114239474520706207943"">madhe jefry</a>'], 'photo_reference': 'AUGGfZkLhq_l_L9tYqFvA2fxyawB2eAfwsQbw5kzYNvXYltXQCv5ee-7RBPe-tORm5WrWKvwFxDMPa6s823Myg5MCjJkXg4BNlxTQ-wSa3AG-A2LvvjTjrlq4VK_LhwzsnZ7O02tN6NlG6NRgdhfh2eiPAMFei0AsQOghL7gExdnvlBLoR4U', 'width': 3264}]",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ7dK4S6tNgS0R27Qlm15eM1g
OPERATIONAL,"46H9+R3, Tinonda, Lamala, Banggai Regency, Central Sulawesi, Indonesia","{'location': {'lat': -0.8705086, 'lng': 123.217742}, 'viewport': {'northeast': {'lat': -0.8692243201072777, 'lng': 123.2190821798927}, 'southwest': {'lat': -0.8719239798927221, 'lng': 123.2163825201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kuala Rungun,ChIJMbFDUwBPgS0RUP4DsbjawmA,0.0,ChIJMbFDUwBPgS0RUP4DsbjawmA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJMbFDUwBPgS0RUP4DsbjawmA
OPERATIONAL,"35W2+WJP, Bahari Makmur, Lamala, Banggai Regency, Central Sulawesi 94771, Indonesia","{'location': {'lat': -0.9026651, 'lng': 123.151576}, 'viewport': {'northeast': {'lat': -0.90122375, 'lng': 123.1526523}, 'southwest': {'lat': -0.9069891500000004, 'lng': 123.1483471}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Mangrove Desa Lomba,ChIJP5Zg20RTgS0RSCNb-J8P5sM,4.5,ChIJP5Zg20RTgS0RSCNb-J8P5sM,"['tourist_attraction', 'point_of_interest', 'establishment']",11,,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105775156574127678477"">Mihwan Sataral</a>'], 'photo_reference': 'AUGGfZnGTiBYgWQ1T50c3jZ8oMNptGLAanMf-vI-Kl0gkeReAQDtpJieK0uKWkpV0VNvM6DqqN8zBVcVA5wVlRwcRW5DQKBaBTDes8NuZlfayRPlujq5IUOwPxAkmNpp-i1aabehLR27xwqRykRTqog6-rH8jhLLRZQ34JdJF1X8zwq-JzHh', 'width': 3472}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJP5Zg20RTgS0RSCNb-J8P5sM
OPERATIONAL,"452M+767, Unnamed Road, Lomba, Kec. Lamala, Kabupaten Banggai, Sulawesi Tengah 94771, Indonesia","{'location': {'lat': -0.8993331999999999, 'lng': 123.1830531}, 'viewport': {'northeast': {'lat': -0.897907520107278, 'lng': 123.1844169298927}, 'southwest': {'lat': -0.9006071798927222, 'lng': 123.1817172701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PERMANDIAN BAGU INDAH kec. Lamala Luwuk banggai,ChIJd3mdcHZRgS0RZu6Lw4LoD-w,4.0,ChIJd3mdcHZRgS0RZu6Lw4LoD-w,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102714983996952700354"">A Google User</a>'], 'photo_reference': 'AUGGfZntdl-wRyhvVYOlt9-5xcNIvBkEvlpTJU45ly1K2-YWdxwJale_NN-9YEzw_wLZEe4a_rYuOROvrsirLOHDkauVJWgh5nnmyB_h3q2Tacca5IgRtHa3Ud1peHN4yf_WjyN04WuMG9CXdDFsciJJDI76lxGCwuDVcHj_extNtPsfHdT4', 'width': 4000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJd3mdcHZRgS0RZu6Lw4LoD-w
OPERATIONAL,"484R+389, Talima B, Balantak, Banggai Regency, Central Sulawesi 94773, Indonesia","{'location': {'lat': -0.8940811, 'lng': 123.3410366}, 'viewport': {'northeast': {'lat': -0.8927116201072777, 'lng': 123.3423727298927}, 'southwest': {'lat': -0.8954112798927221, 'lng': 123.3396730701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Talima,ChIJ1SE5HcVbgS0RetDtzU0-WCw,4.3,ChIJ1SE5HcVbgS0RetDtzU0-WCw,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109657644604519196959"">ASDI NARAM</a>'], 'photo_reference': 'AUGGfZko3jYcJn-mW2-c6jia96cvZglH6cq2_Fp0sM1P8uIiVQtrZXyEeWM6YdyozGfeh0mIreoMl5pFhA2XUEnfqejST9a5FnrXTsPwj_0QvQztteJsNaHakJDM-l06AWXUW_F5ZycdWKQKN6bz5Yp_wxu4VIW-IJp9i3mLvuBYzEsBqE0', 'width': 3000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ1SE5HcVbgS0RetDtzU0-WCw
OPERATIONAL,"34MR+29Q, Poroan, Lamala, Banggai Regency, Central Sulawesi 94771, Indonesia","{'location': {'lat': -0.9174141000000001, 'lng': 123.140985}, 'viewport': {'northeast': {'lat': -0.9156351701072779, 'lng': 123.1428614798927}, 'southwest': {'lat': -0.9183348298927222, 'lng': 123.1401618201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Pantai Kantala,ChIJPUXUkxRTgS0RBvPgsRg9cw8,5.0,ChIJPUXUkxRTgS0RBvPgsRg9cw8,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105647416619615695959"">A Google User</a>'], 'photo_reference': 'AUGGfZlUczOPnGnxHJBMd_VR0m2BYtUzlAGISrzut_re-7NQw7keJcQo3pWvnVdGunh4Mf5FxYD9hx7EwEEtTR_IfTrv0L2np5ic9bIm_lHUSKyQyXp48lIjG1-PWcG5kv1OHWDUDilkD3wj5hnHATzTNvgqldp_p4yjYEnZVIyZuumZZWV7', 'width': 2448}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJPUXUkxRTgS0RBvPgsRg9cw8
OPERATIONAL,"29VQ+2HP, Tombos, Balantak Selatan, Banggai Regency, Central Sulawesi, Indonesia","{'location': {'lat': -0.9490817999999999, 'lng': 123.3948689}, 'viewport': {'northeast': {'lat': -0.9477319701072777, 'lng': 123.3962187298927}, 'southwest': {'lat': -0.950431629892722, 'lng': 123.3935190701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Donggulalu Beach,ChIJ_9MBEStfgS0R-9RbpoULLYs,3.3,ChIJ_9MBEStfgS0R-9RbpoULLYs,"['tourist_attraction', 'point_of_interest', 'establishment']",4,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109143264872938050102"">A Google User</a>'], 'photo_reference': 'AUGGfZlUvX4rcIwtV60dFaxlCojgYJAjvf9zGZyBwbgwtnJfm00Atumwkz8-jfzdIeiLmrjFSrO_-5Mo7VQgQy1xtiiDzmlo0NHwBRE5PjUI33iMkIXxmSQr9bfE-57hPyGsXyodw_mYWFFaa-g7kLf5ebYKcxMXah1ZJ2kfdJQiV9P4ikYu', 'width': 4160}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ_9MBEStfgS0R-9RbpoULLYs
OPERATIONAL,"X6VV+VMW, Jl. Poros, Sobol, Matoh, Kabupaten Banggai, Sulawesi Tengah 94771, Indonesia","{'location': {'lat': -1.0052065, 'lng': 123.2440013}, 'viewport': {'northeast': {'lat': -1.003833570107278, 'lng': 123.2453665298927}, 'southwest': {'lat': -1.006533229892722, 'lng': 123.2426668701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Sobol,ChIJnyS1Zd5XgS0RgOWvalJsHmo,3.0,ChIJnyS1Zd5XgS0RgOWvalJsHmo,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118215955194809429372"">A Google User</a>'], 'photo_reference': 'AUGGfZks0mrK5kOpSFXxCI5vQ6qSVWNcwLS0lDBDsi8uqZ2h1dgl4Xiuu8S4nYhGbtK3EwkrY3UQRW4ziv9qhUv8ucLTdogNTvTL3ZKSQBLqgU3rlaXXLJEHdamHhmWlIP0v6zOB__w-gzFxEA27OtS1nf9T3bLvGruPBOexRTXfFLAk60Jd', 'width': 3472}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJnyS1Zd5XgS0RgOWvalJsHmo
OPERATIONAL,"6W49+RVX, Lauwon, Luwuk Utara, Banggai Regency, Central Sulawesi 94752, Indonesia","{'location': {'lat': -0.7928989999999999, 'lng': 122.9197366}, 'viewport': {'northeast': {'lat': -0.7915491701072777, 'lng': 122.9210864298927}, 'southwest': {'lat': -0.7942488298927222, 'lng': 122.9183867701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Savana desa lenyek,ChIJg_Ugfhq3hi0RhtLL6mbRauw,4.6,ChIJg_Ugfhq3hi0RhtLL6mbRauw,"['tourist_attraction', 'point_of_interest', 'establishment']",8,{'open_now': True},"[{'height': 2256, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112188594401820670156"">masfuatul khalimi</a>'], 'photo_reference': 'AUGGfZnWolZndRv3gzU-sYQpvNt9CUd2q0E5GpyjRy8kt5mi3gjP08kBLcVaH4TmDe5j9k7-1PJerb55XCwqH89iMzhC5Q2sik9O_lChkwpMCZ1mzJ6dQOLCGHis7faXIgfV1xzUyyxfaqFqjTg5wyblJ_wspkvek749us9qkGMeUvAysIUa', 'width': 4000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJg_Ugfhq3hi0RhtLL6mbRauw
