business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,plus_code,opening_hours,url
OPERATIONAL,"RW8J+HPR, Pasar Krui, Pesisir Tengah, West Pesisir Regency, Lampung 34874, Indonesia","{'location': {'lat': -5.183055599999999, 'lng': 103.9317038}, 'viewport': {'northeast': {'lat': -5.181803370107278, 'lng': 103.9331074798927}, 'southwest': {'lat': -5.184503029892721, 'lng': 103.9304078201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Selalau,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115475068663001112101"">yanuararidho MIA</a>'], 'photo_reference': 'AUGGfZnaYegjJ5HtFmYFOkZ1ILGp3FMWHoMAyqXBIbw-yVmioInAXrcS6fw8hNSygnO4dfK7F6jlDJB-vFQLKXnoQA5nutrtW0o2M8WIzWGyEhUtjSLdkpWKN2rHXnHYVqZUqQu96CR332qaK7ew1dL8PxyKNvnSZDL81KnUMWN7HqbEOc4j', 'width': 3456}]",ChIJ6_T1h2-VRy4RVc-J-4l0A5Q,4.8,ChIJ6_T1h2-VRy4RVc-J-4l0A5Q,"['tourist_attraction', 'point_of_interest', 'establishment']",36,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6_T1h2-VRy4RVc-J-4l0A5Q
OPERATIONAL,"RW6M+M37, Kampung Jawa, Pesisir Tengah, West Pesisir Regency, Lampung 34874, Indonesia","{'location': {'lat': -5.1883446, 'lng': 103.9326707}, 'viewport': {'northeast': {'lat': -5.186994970107278, 'lng': 103.9340474298927}, 'southwest': {'lat': -5.189694629892722, 'lng': 103.9313477701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Way Tuwok Surf,,ChIJtwtnRACVRy4RC37djZBLWb8,5.0,ChIJtwtnRACVRy4RC37djZBLWb8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJtwtnRACVRy4RC37djZBLWb8
OPERATIONAL,"RW4H+588, Jl. Labuhan Jukung Krui, Kp. Jawa, Kec. Pesisir Tengah, Kabupaten Pesisir Barat, Lampung 34874, Indonesia","{'location': {'lat': -5.194521900000001, 'lng': 103.9276394}, 'viewport': {'northeast': {'lat': -5.193288620107278, 'lng': 103.9291716798927}, 'southwest': {'lat': -5.195988279892722, 'lng': 103.9264720201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lamban Apung,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107555410483451597809"">A Google User</a>'], 'photo_reference': 'AUGGfZmFWmet6jxQmsiNiviwPUGzudxO1zMvNHf6rWLpM6pL0HGFM2Zb7DyRfJwvPCflo0gakWZncug1huBkOBt9h2ip-MzKIB5ldL_Z8cOdw4xgVpOUFAtRKcUX0wok_u0UqqZl_0CTn57BH94wmneMzpUtml4YWJ9c80Z6I2ahxsopzq-2', 'width': 2448}]",ChIJhzEGuDOVRy4R1QIgAkIlswI,3.0,ChIJhzEGuDOVRy4R1QIgAkIlswI,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJhzEGuDOVRy4R1QIgAkIlswI
OPERATIONAL,"RW5J+85C, Kabupaten Pesisir Barat, Lampung, Indonesia","{'location': {'lat': -5.191676999999999, 'lng': 103.930397}, 'viewport': {'northeast': {'lat': -5.190461870107278, 'lng': 103.9319275798927}, 'southwest': {'lat': -5.193161529892722, 'lng': 103.9292279201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Front of Paradise Inn Pesisir Barat Krui,,ChIJ56RPSQCVRy4RyCy3JRv3SGU,0.0,ChIJ56RPSQCVRy4RyCy3JRv3SGU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ56RPSQCVRy4RyCy3JRv3SGU
OPERATIONAL,"VW3H+4FJ, Jl. Pantai Harapan, Penggawa Lima Tengah, Kec. Karya Penggawa, Kabupaten Pesisir Barat, Lampung, Indonesia","{'location': {'lat': -5.1471541, 'lng': 103.9286551}, 'viewport': {'northeast': {'lat': -5.145925370107278, 'lng': 103.9303588298927}, 'southwest': {'lat': -5.148625029892722, 'lng': 103.9276591701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai penggawa v tengah,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108287020217731511136"">Akbar Ian</a>'], 'photo_reference': 'AUGGfZkjWquW1G1zleLldoscfn-qKgP0CQDPajmkcQR3d-hIJaj39umx0NAWek9mp8bo6LKNvNA60EcTFK22bkfBwySTUPC-8lGDtj7z2tTz2oyLSR6ur3Yeuew7O_4MA4gw8i6LpfcxPVSoNvShb2UpdjO7COPRJsOZwW5C-TdkFadiH_eR', 'width': 1872}]",ChIJ_etYf0qTRy4RTPIl71pe8bE,4.0,ChIJ_etYf0qTRy4RTPIl71pe8bE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_etYf0qTRy4RTPIl71pe8bE
OPERATIONAL,"RW7J+HFQ, Pasar Krui, Pesisir Tengah, West Pesisir Regency, Lampung 34874, Indonesia","{'location': {'lat': -5.1860354, 'lng': 103.9312491}, 'viewport': {'northeast': {'lat': -5.184608620107279, 'lng': 103.9327207298927}, 'southwest': {'lat': -5.187308279892723, 'lng': 103.9300210701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai krui,"[{'height': 1848, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107646956214274488651"">Tri Herawati</a>'], 'photo_reference': 'AUGGfZlebuPebqNsJWFivhWWTzVBXLbKF-8rKtk7jwBWMVWRP7yvM2NyOVJYCfGaVsrpUQNjol7hL4DdMHaKfFx_VjvSPHw43x6vPGfaT-M_LamY4zXocjOT7-K9w66lVks9n8UvMr_JWIdZ5F2bbmR9yFQmdV8fOMeVYqZDWYBqO5pT8lU_', 'width': 4000}]",ChIJERHl5aeVRy4RqLlHA6IGtos,4.6,ChIJERHl5aeVRy4RqLlHA6IGtos,"['tourist_attraction', 'point_of_interest', 'establishment']",220,,,,https://www.google.com/maps/place/?q=place_id:ChIJERHl5aeVRy4RqLlHA6IGtos
OPERATIONAL,"RW5J+85C, Indonesia","{'location': {'lat': -5.191676999999999, 'lng': 103.930397}, 'viewport': {'northeast': {'lat': -5.190461870107278, 'lng': 103.9319275798927}, 'southwest': {'lat': -5.193161529892722, 'lng': 103.9292279201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pesisir barat,,ChIJHfVXCgCVRy4Rp9-cycAByC4,0.0,ChIJHfVXCgCVRy4Rp9-cycAByC4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJHfVXCgCVRy4Rp9-cycAByC4
CLOSED_TEMPORARILY,"Jalan:Gang Cemara ujung No.33, Pasar Mulya, Kec. Pesisir Tengah, Kabupaten Pesisir Barat, Lampung 34874, Indonesia","{'location': {'lat': -5.1863559, 'lng': 103.935099}, 'viewport': {'northeast': {'lat': -5.185021570107279, 'lng': 103.9364438298927}, 'southwest': {'lat': -5.187721229892722, 'lng': 103.9337441701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rip Current atau Arus ke Tengah,,ChIJS42gZQeVRy4RMtfqKOF4Cbo,0.0,ChIJS42gZQeVRy4RMtfqKOF4Cbo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,"{'compound_code': 'RW7P+F2 Pasar Krui, West Pesisir Regency, Lampung, Indonesia', 'global_code': '6P65RW7P+F2'}",,https://www.google.com/maps/place/?q=place_id:ChIJS42gZQeVRy4RMtfqKOF4Cbo
OPERATIONAL,"RWVV+5Q, Suka Baru, Way Krui, West Pesisir Regency, Lampung, Indonesia","{'location': {'lat': -5.15707, 'lng': 103.944398}, 'viewport': {'northeast': {'lat': -5.156191370107278, 'lng': 103.9482077}, 'southwest': {'lat': -5.158891029892722, 'lng': 103.9431281}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun kopi sukabaru,,ChIJly6sOQCVRy4Rdn9JhyQ1yQk,0.0,ChIJly6sOQCVRy4Rdn9JhyQ1yQk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJly6sOQCVRy4Rdn9JhyQ1yQk
OPERATIONAL,"VW3H+4F8, Jl. Pantai Harapan, Penggawa Lima Tengah, Kec. Karya Penggawa, Kabupaten Pesisir Barat, Lampung, Indonesia","{'location': {'lat': -5.1472055, 'lng': 103.9286997}, 'viewport': {'northeast': {'lat': -5.145961070107277, 'lng': 103.9303775298927}, 'southwest': {'lat': -5.148660729892721, 'lng': 103.9276778701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Harapan Indah Bandar,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107690595719084963838"">A Google User</a>'], 'photo_reference': 'AUGGfZmkkdmiYatvjBIkTqvZCv0sN-SSzlMqiE3bcSGVoxUVZcnC9fO72nftQGO6Dt1kFZeWJaBHCxokpeOfxLUcVRV_7W-O5bEIYF55vwNZEw6cP3kmMfPowEfDOEuvZUhdyz36xqH_g7r0xh3I9mPr2tLgv2kx6-g3TzBWViIZqeyUvjsN', 'width': 4624}]",ChIJIfLz272TRy4RL2N8N1Wi30U,5.0,ChIJIfLz272TRy4RL2N8N1Wi30U,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJIfLz272TRy4RL2N8N1Wi30U
