business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,plus_code,permanently_closed,url
OPERATIONAL,"GRM2+6WM, Pasar Inuman, Inuman, Kuantan Singingi Regency, Riau 29565, Indonesia","{'location': {'lat': -0.4669191, 'lng': 101.8022813}, 'viewport': {'northeast': {'lat': -0.4652967201072777, 'lng': 101.8037642798927}, 'southwest': {'lat': -0.4679963798927222, 'lng': 101.8010646201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SANGKIANG RESORT (salah satu Wisata unggulan kuantan singingi),{'open_now': True},ChIJvaF4FgsxKi4RjpQA_dQl_Gw,4.3,ChIJvaF4FgsxKi4RjpQA_dQl_Gw,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,,,https://www.google.com/maps/place/?q=place_id:ChIJvaF4FgsxKi4RjpQA_dQl_Gw
OPERATIONAL,"CXWX+FV7, Pauh Ranap, Peranap, Indragiri Hulu Regency, Riau 29352, Indonesia","{'location': {'lat': -0.5538364, 'lng': 101.9996642}, 'viewport': {'northeast': {'lat': -0.5524548701072777, 'lng': 102.0011235298927}, 'southwest': {'lat': -0.5551545298927222, 'lng': 101.9984238701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,KUANTAN Quiet HOTEL,{'open_now': True},ChIJybMAv6grKi4R367FM0NYnfk,3.8,ChIJybMAv6grKi4R367FM0NYnfk,"['lodging', 'point_of_interest', 'establishment']",19,"[{'height': 1900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117564165069114389236"">jefni hermansyah</a>'], 'photo_reference': 'AUGGfZlVjF8xSNtexXRlAi2iingFZcnyoUrt1zMSGymHjkDYiLJYqFWYZ3PQO91CWWnDwHK0I4tkvEC5BiS-vMl3QSbcUW1HyuY2g3HtqOpgw-0Wfy2cS5pji0Hcn8sgzwkWpqrSMv1oKhXYZbZ5q1L7VJOS_v86yBrG4cTeaese1c2Y58BH', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJybMAv6grKi4R367FM0NYnfk
OPERATIONAL,"HP6P+C3J, Jl. Sawah, Banuaran, Kec. Kuantan Hilir, Kabupaten Kuantan Singingi, Riau 29561, Indonesia","{'location': {'lat': -0.4389231, 'lng': 101.7351395}, 'viewport': {'northeast': {'lat': -0.4375846701072778, 'lng': 101.7365206798927}, 'southwest': {'lat': -0.4402843298927222, 'lng': 101.7338210201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,BHONCHEL FAMILY,,ChIJ3Rc01eI5Ki4RYhlTTVyXOxE,5.0,ChIJ3Rc01eI5Ki4RYhlTTVyXOxE,"['lodging', 'point_of_interest', 'establishment']",2,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114948352145806196632"">aryanto perabot</a>'], 'photo_reference': 'AUGGfZkmbMzsc5jKVSZpLeaBHexld0OPH_GPVG-plkOJu4USzE7w4OX-CCO4cCmEyQPWPtU6v9YESca1yDwwXVq4okKDV7UXY_0sCNeamJOIb2UzUo612YmdmYqn6Jjr54AeiG_rHZffLsyIWmQvEjpx_NkOwrHWB4Poi7hszRCfxBwbfE0m', 'width': 3000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ3Rc01eI5Ki4RYhlTTVyXOxE
OPERATIONAL,"HP9H+CW9, Ps., Ps. Baru Baserah, Kec. Kuantan Hilir, Kabupaten Kuantan Singingi, Riau 29556, Indonesia","{'location': {'lat': -0.4314715, 'lng': 101.7298459}, 'viewport': {'northeast': {'lat': -0.4302324701072778, 'lng': 101.7309410798927}, 'southwest': {'lat': -0.4329321298927223, 'lng': 101.7282414201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kodei Tanci,,ChIJ27P2VD04Ki4RIFyHbSuelsI,0.0,ChIJ27P2VD04Ki4RIFyHbSuelsI,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ27P2VD04Ki4RIFyHbSuelsI
OPERATIONAL,"Jl. Airmolek - Taluk Kuantan, Sawah, Kec. Kuantan Tengah, Kabupaten Kuantan Singingi, Riau 65317, Indonesia","{'location': {'lat': -0.51445, 'lng': 101.5793876}, 'viewport': {'northeast': {'lat': -0.5130984201072778, 'lng': 101.5806666798927}, 'southwest': {'lat': -0.5157980798927222, 'lng': 101.5779670201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Angela Hotel,{'open_now': True},ChIJE2G0i4JOKi4RV1PbVVMujy0,3.9,ChIJE2G0i4JOKi4RV1PbVVMujy0,"['lodging', 'point_of_interest', 'establishment']",387,"[{'height': 1212, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117178894817600433219"">A Google User</a>'], 'photo_reference': 'AUGGfZmULo9Q4iVGCK1jsvSvVlhVkswDhpWPizSeVVYq4dAARVnGd1b3zbaqVxKB3wDSM_hkwsQ3Cyr_7bmDJUbI_ctxtLQIlo_sehbnmBi2uxJVJdLoNEyS8JokWmZkkh5jWkBfLQaDMj8WD2YhoOfGxb6_A8SSlhSwWM2tFjceAXiG74Ap', 'width': 1616}]","{'compound_code': 'FHPH+6P Sawah, Kuantan Singingi Regency, Riau, Indonesia', 'global_code': '6PF3FHPH+6P'}",,https://www.google.com/maps/place/?q=place_id:ChIJE2G0i4JOKi4RV1PbVVMujy0
OPERATIONAL,"FHC3+32J, Sungai Jering, Kuantan Tengah, Kuantan Singingi Regency, Riau 29566, Indonesia","{'location': {'lat': -0.5298073, 'lng': 101.5526069}, 'viewport': {'northeast': {'lat': -0.5283940701072779, 'lng': 101.5539553798927}, 'southwest': {'lat': -0.5310937298927223, 'lng': 101.5512557201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel kuantan,,ChIJg9d_RcFNKi4RBvCLkqtxqiU,3.9,ChIJg9d_RcFNKi4RBvCLkqtxqiU,"['lodging', 'point_of_interest', 'establishment']",86,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118438520331735634501"">Indra Vexed</a>'], 'photo_reference': 'AUGGfZk5g-W5U7F41wpdwu59lE0TT5uVIODlHIJHO42EFKMaYRt3tdzdkkhrqLI6oQpZ7cIakXJFRiUyOfrrEvFXFMSoi8JiENbgIwhZhla-5zMgxmdVqdt7KCcwFd7EWJTwFrLegjn3vXqEaHQvdWnjO_yTVJL6LTIcW4osRod0-uDkHyxw', 'width': 3120}]",,,https://www.google.com/maps/place/?q=place_id:ChIJg9d_RcFNKi4RBvCLkqtxqiU
OPERATIONAL,"JL Sudirman, Beringin, Kuantan Tengah, 29562, Koto Taluk, Benai Kecil, Kabupaten Kuantan Singingi, Riau 29553, Indonesia","{'location': {'lat': -0.5256178000000001, 'lng': 101.5732576}, 'viewport': {'northeast': {'lat': -0.5241828701072777, 'lng': 101.5745636798927}, 'southwest': {'lat': -0.5268825298927221, 'lng': 101.5718640201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Perlinda,,ChIJv4cF9jJJKi4RbxQFmpl5qP4,3.5,ChIJv4cF9jJJKi4RbxQFmpl5qP4,"['lodging', 'point_of_interest', 'establishment']",21,"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106764336090111045042"">Agus Ciu</a>'], 'photo_reference': 'AUGGfZmlB6Jz-UIQDSLeTMAQUCZUIyE1fQFlY9hINpfI0mNGCgHs2X09tkk0Fdaz0Afk8Ntu3k7UZrssacmI5H8SR3imx2xymoroBkjiVcaYzHg8-TJd24dFXkVyadNxnKjm4Fq68zDTTvkDJ7v_X1fxT6RsWJ0YsO1R_YK5SHqwECun99IV', 'width': 1536}]","{'compound_code': 'FHFF+P9 Koto Taluk, Kuantan Singingi Regency, Riau, Indonesia', 'global_code': '6PF3FHFF+P9'}",,https://www.google.com/maps/place/?q=place_id:ChIJv4cF9jJJKi4RbxQFmpl5qP4
OPERATIONAL,"HP55+4RX, Unnamed Road, Pulau Deras, Kec. Pangean, Kabupaten Kuantan Singingi, Riau 29561, Indonesia","{'location': {'lat': -0.44214, 'lng': 101.7096036}, 'viewport': {'northeast': {'lat': -0.4407107201072777, 'lng': 101.7110136298927}, 'southwest': {'lat': -0.4434103798927222, 'lng': 101.7083139701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,BASECAMP CUCUANG OPA_ATUK,{'open_now': False},ChIJb-PujBY3Ki4RXCFx3G0xz5A,5.0,ChIJb-PujBY3Ki4RXCFx3G0xz5A,"['lodging', 'point_of_interest', 'establishment']",3,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117660375650135717454"">Yuri Diana</a>'], 'photo_reference': 'AUGGfZnah3tIqZUwgIzOsHoIoQT8UHdjiUBbCx9DhJeo22vd9J-cxnKrVSsdNalcC-NfDdGT8RsjMa5LVnerC3oPjmozVPvPDG-Vd8Q-3BTQqs9NZBeNMb840LSzN22bCXPpDav2ix74oD3tfSSxtLNUHEqpQSLH0qGPssWPWXx1lAU1RCHX', 'width': 1920}]",,,https://www.google.com/maps/place/?q=place_id:ChIJb-PujBY3Ki4RXCFx3G0xz5A
OPERATIONAL,"Jl. Jend.Ahmad Yani No.17, Simpang Tiga, Kec. Kuantan Tengah, Kabupaten Kuantan Singingi, Riau 29566, Indonesia","{'location': {'lat': -0.5318885, 'lng': 101.5658321}, 'viewport': {'northeast': {'lat': -0.5303916201072778, 'lng': 101.5669328298927}, 'southwest': {'lat': -0.5330912798927222, 'lng': 101.5642331701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Latifa Hotel,,ChIJndltTspNKi4Rk8crwvYcYo8,3.7,ChIJndltTspNKi4Rk8crwvYcYo8,"['lodging', 'point_of_interest', 'establishment']",103,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111458733154308197770"">fedi irawan</a>'], 'photo_reference': 'AUGGfZkDMjxfoNVXIajA-0iGXBP9wveGiFFR4JZEwd3FXRdDNdRLlV6_xrN3ahcMqJA9B_AxcLdqxJI9C1tf5KW5lxh_p5PcY6ZaKIECWymAq9C-WBwQfSoDTg9-QTafFkxnJKZq8SlbcFuP1K466zIpOjg8C8X-niHuP0DQ72PESrLE7bWd', 'width': 3120}]","{'compound_code': 'FH98+68 Simpang Tiga, Kuantan Singingi Regency, Riau, Indonesia', 'global_code': '6PF3FH98+68'}",,https://www.google.com/maps/place/?q=place_id:ChIJndltTspNKi4Rk8crwvYcYo8
OPERATIONAL,"FHHG+966, Jalan Jendral Sudirman Desa, Beringin Taluk, Kec. Kuantan Tengah, Kabupaten Kuantan Singingi, Riau 29566, Indonesia","{'location': {'lat': -0.5215841999999999, 'lng': 101.5755119}, 'viewport': {'northeast': {'lat': -0.5202089201072777, 'lng': 101.5766731798927}, 'southwest': {'lat': -0.5229085798927222, 'lng': 101.5739735201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Ade,{'open_now': True},ChIJi1p1MixMKi4RrPYsqvr0g4A,3.9,ChIJi1p1MixMKi4RrPYsqvr0g4A,"['lodging', 'point_of_interest', 'establishment']",108,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108731221059505236417"">Yoga Hotel Ade</a>'], 'photo_reference': 'AUGGfZlT2MYvjktRRa_hynLG9DQoWXAEypp0VO5QYKzBoQOrw_xRvN7KEbHBPR-n_oNFX9mwSN8t-t_e9_-eCFYt4mwl8Ld4roxXG89PnHwv2SEixQGM3wTOIj5o6VGVsucrPIX5ayw58YQ7b-g6DxxDO-JQ6IzaH1xuiyGO5H13MKwcTzeC', 'width': 3000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJi1p1MixMKi4RrPYsqvr0g4A
