business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,url
OPERATIONAL,"RCX8+GQR, Beringin Jaya, Singingi Hilir, Kuantan Singingi Regency, Riau 28471, Indonesia","{'location': {'lat': -0.1511293, 'lng': 101.4168819}, 'viewport': {'northeast': {'lat': -0.1497847201072778, 'lng': 101.4182346798927}, 'southwest': {'lat': -0.1524843798927222, 'lng': 101.4155350201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,BMS,ChIJ7wf5JQBjKi4RNqaYkkZA4is,0.0,ChIJ7wf5JQBjKi4RNqaYkkZA4is,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ7wf5JQBjKi4RNqaYkkZA4is
OPERATIONAL,"QC9Q+77M, Sumber Jaya, Singingi Hilir, Kuantan Singingi Regency, Riau, Indonesia","{'location': {'lat': -0.2317962, 'lng': 101.4382032}, 'viewport': {'northeast': {'lat': -0.2306571201072778, 'lng': 101.4399825298927}, 'southwest': {'lat': -0.2333567798927223, 'lng': 101.4372828701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Bian ganteng,ChIJue-WcN1nKi4Rif7hs4QFWY8,0.0,ChIJue-WcN1nKi4Rif7hs4QFWY8,"['lodging', 'point_of_interest', 'establishment']",0,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112437937140363571202"">A Google User</a>'], 'photo_reference': 'AUGGfZlNumyxbcN8alVsDp1uNe-x8YBGZI6sX_EMdDvKLdcyylyhIT4jl9ZNUVrBYwasen9DIEM14ArlbIiW3-LOfngYKvhrpXQ1qMtooG5aFmM4wj8JwrYR_xSr0LwgxPZbUxWkkNVXl_oklHpgvOGkTPkFJJz8T0UZPYIENIlXDd1rb3Fr', 'width': 720}]",,https://www.google.com/maps/place/?q=place_id:ChIJue-WcN1nKi4Rif7hs4QFWY8
OPERATIONAL,"VCQ6+G8P, Sukamaju, Singingi Hilir, Kuantan Singingi Regency, Riau 28471, Indonesia","{'location': {'lat': -0.1101248, 'lng': 101.4110833}, 'viewport': {'northeast': {'lat': -0.1091842701072778, 'lng': 101.4122443298927}, 'southwest': {'lat': -0.1118839298927222, 'lng': 101.4095446701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RUMAH TEDI,ChIJsbBJfk19Ki4RQ2kXTj0o2KA,5.0,ChIJsbBJfk19Ki4RQ2kXTj0o2KA,"['lodging', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJsbBJfk19Ki4RQ2kXTj0o2KA
OPERATIONAL,"Jl. Kenanga No.10, Sukamaju, Kec. Singingi Hilir, Kabupaten Kuantan Singingi, Riau 28471, Indonesia","{'location': {'lat': -0.1302, 'lng': 101.4104663}, 'viewport': {'northeast': {'lat': -0.1289830201072778, 'lng': 101.4118130798927}, 'southwest': {'lat': -0.1316826798927222, 'lng': 101.4091134201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kerupuk paul,ChIJK5reMtJ9Ki4RYrelqAkY6l0,5.0,ChIJK5reMtJ9Ki4RYrelqAkY6l0,"['lodging', 'point_of_interest', 'establishment']",1,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107747194103630223315"">A Google User</a>'], 'photo_reference': 'AUGGfZkm84hKLtX0hQyoh9EOZrkJWqtdsEQ8z4xf30mQ7xHrTg95vTRIB8CHIbx611EdNJbobKN_o_0DfGRickZag3d54HL9KlL_THF6Ttmkozeu63I8q1M01jf0GGrGVAFNn3j_DshP5xlyk4KyZG2G-r9GyfVY9oKU5lok5uLen9H12tLG', 'width': 3120}]","{'compound_code': 'VC96+W5 Sukamaju, Kuantan Singingi Regency, Riau, Indonesia', 'global_code': '6PF3VC96+W5'}",https://www.google.com/maps/place/?q=place_id:ChIJK5reMtJ9Ki4RYrelqAkY6l0
OPERATIONAL,"Q83F+Q85, Koto Baru, Singingi Hilir, Kuantan Singingi Regency, Riau, Indonesia","{'location': {'lat': -0.245606, 'lng': 101.3233485}, 'viewport': {'northeast': {'lat': -0.2446082701072778, 'lng': 101.3247238298927}, 'southwest': {'lat': -0.2473079298927223, 'lng': 101.3220241701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,koto baru,ChIJCdffYuGLKi4REBhpWVDeGHY,3.8,ChIJCdffYuGLKi4REBhpWVDeGHY,"['lodging', 'point_of_interest', 'establishment']",4,,,https://www.google.com/maps/place/?q=place_id:ChIJCdffYuGLKi4REBhpWVDeGHY
OPERATIONAL,"Q9GV+4MV, simpang 3, Muara Bahan, Kec. Singingi Hilir, Kabupaten Kuantan Singingi, Riau 28471, Indonesia","{'location': {'lat': -0.2246401, 'lng': 101.3941758}, 'viewport': {'northeast': {'lat': -0.2238867201072778, 'lng': 101.3955586798927}, 'southwest': {'lat': -0.2265863798927222, 'lng': 101.3928590201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Lumayan,ChIJTU7P-IFhKi4R50A77yX5YPk,5.0,ChIJTU7P-IFhKi4R50A77yX5YPk,"['lodging', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJTU7P-IFhKi4R50A77yX5YPk
OPERATIONAL,"P84Q+4V2, Jl. Lintas Pekanbaru, Petai, Kec. Singingi Hilir, Kabupaten Kuantan Singingi, Riau 29563, Indonesia","{'location': {'lat': -0.294741, 'lng': 101.339646}, 'viewport': {'northeast': {'lat': -0.2934222201072778, 'lng': 101.3410347798927}, 'southwest': {'lat': -0.2961218798927222, 'lng': 101.3383351201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kost holison,ChIJA_yL_u_1Ki4RwQMjjgP7j9E,3.0,ChIJA_yL_u_1Ki4RwQMjjgP7j9E,"['lodging', 'point_of_interest', 'establishment']",2,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101117569714423269735"">A Google User</a>'], 'photo_reference': 'AUGGfZkCMsShuD_Bsj12J_D7hQowD5YFRFq_6-Y2fXtaqMw6TN4tPhPauaki463f3vg1kKY-OXnl2xAa5X8mK8awClltDxHza5UQE7Dh16oFyOYhG93NEZOn6AvSRW6pyPQ_hpNJXo_qbRxHDiGSetN2MaLEWPZZ9nTJ5mkj7ULo9_nqp9A', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJA_yL_u_1Ki4RwQMjjgP7j9E
OPERATIONAL,"RC4G+7CH, Suka Damai, Singingi Hilir, Kuantan Singingi Regency, Riau 28471, Indonesia","{'location': {'lat': -0.1942815, 'lng': 101.4264364}, 'viewport': {'northeast': {'lat': -0.1929299701072778, 'lng': 101.4277392798927}, 'southwest': {'lat': -0.1956296298927222, 'lng': 101.4250396201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hotel Dimas Ferdian,ChIJ52s1iFpjKi4RzYr5aRQn_t0,0.0,ChIJ52s1iFpjKi4RzYr5aRQn_t0,"['point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ52s1iFpjKi4RzYr5aRQn_t0
OPERATIONAL,"JCJF+R2X, Sungai Sirih, Singingi, Kuantan Singingi Regency, Riau 29563, Indonesia","{'location': {'lat': -0.3676453, 'lng': 101.422606}, 'viewport': {'northeast': {'lat': -0.3662948701072777, 'lng': 101.4239323298927}, 'southwest': {'lat': -0.3689945298927222, 'lng': 101.4212326701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,SALDI VIRAL,ChIJNaRrq9lZKi4RKALQQRZQ0nQ,4.0,ChIJNaRrq9lZKi4RKALQQRZQ0nQ,"['lodging', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJNaRrq9lZKi4RKALQQRZQ0nQ
OPERATIONAL,"Rumah Bp Sokiman, Indomaret, Jalur 4 belakang, RT.010/RW.004, Sungai Sirih, Kec. Singingi, Kabupaten Kuantan Singingi, Riau 29563, Indonesia","{'location': {'lat': -0.3627896, 'lng': 101.4282369}, 'viewport': {'northeast': {'lat': -0.3611766701072778, 'lng': 101.4295816798927}, 'southwest': {'lat': -0.3638763298927222, 'lng': 101.4268820201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Keluarga Bp Sokiman,ChIJkeNvdDNfKi4RVd5mTzcELU4,0.0,ChIJkeNvdDNfKi4RVd5mTzcELU4,"['lodging', 'point_of_interest', 'establishment']",0,,"{'compound_code': 'JCPH+V7 Sungai Sirih, Kuantan Singingi Regency, Riau, Indonesia', 'global_code': '6PF3JCPH+V7'}",https://www.google.com/maps/place/?q=place_id:ChIJkeNvdDNfKi4RVd5mTzcELU4
OPERATIONAL,"JFHF+6F7, Pasir Emas, Singingi, Kuantan Singingi Regency, Riau 29563, Indonesia","{'location': {'lat': -0.371959, 'lng': 101.47367}, 'viewport': {'northeast': {'lat': -0.3706091701072778, 'lng': 101.4750198298927}, 'southwest': {'lat': -0.3733088298927222, 'lng': 101.4723201701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,KAMPOENG BARU,ChIJRc1wNUZbKi4RIi_c4xqOo6o,0.0,ChIJRc1wNUZbKi4RIi_c4xqOo6o,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJRc1wNUZbKi4RIi_c4xqOo6o
OPERATIONAL,"QGHF+M27, Giri Sako, Logas Tanah Darat, Kuantan Singingi Regency, Riau 29556, Indonesia","{'location': {'lat': -0.220484, 'lng': 101.5227042}, 'viewport': {'northeast': {'lat': -0.2191454701072778, 'lng': 101.5240605798927}, 'southwest': {'lat': -0.2218451298927222, 'lng': 101.5213609201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel MALARANGUN,ChIJO4s7GHlnKi4RYnLqGq6qyHI,3.7,ChIJO4s7GHlnKi4RYnLqGq6qyHI,"['lodging', 'point_of_interest', 'establishment']",3,,,https://www.google.com/maps/place/?q=place_id:ChIJO4s7GHlnKi4RYnLqGq6qyHI
OPERATIONAL,"JCHV+HW4, Pasir Emas, Singingi, Kuantan Singingi Regency, Riau 29563, Indonesia","{'location': {'lat': -0.3712121, 'lng': 101.444817}, 'viewport': {'northeast': {'lat': -0.3698374701072778, 'lng': 101.4461776798927}, 'southwest': {'lat': -0.3725371298927223, 'lng': 101.4434780201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RUMAH PATIKA RIKI CANTIK,ChIJYTLPPOpbKi4R5L8LyJe5TGE,0.0,ChIJYTLPPOpbKi4R5L8LyJe5TGE,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJYTLPPOpbKi4R5L8LyJe5TGE
OPERATIONAL,"JFJ4+8C3, Pasir Emas, Singingi, Kuantan Singingi Regency, Riau, Indonesia","{'location': {'lat': -0.3692364, 'lng': 101.4560545}, 'viewport': {'northeast': {'lat': -0.3679209201072778, 'lng': 101.4574744798927}, 'southwest': {'lat': -0.3706205798927222, 'lng': 101.4547748201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Yasin Arafat,ChIJj2Kj4hdbKi4RC9Jmgv9_NI8,5.0,ChIJj2Kj4hdbKi4RC9Jmgv9_NI8,"['lodging', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJj2Kj4hdbKi4RC9Jmgv9_NI8
OPERATIONAL,"QH43+89M, Unnamed Road, Giri Sako, Kec. Logas Tanah Darat, Kabupaten Kuantan Singingi, Riau 28471, Indonesia","{'location': {'lat': -0.2441607, 'lng': 101.5534272}, 'viewport': {'northeast': {'lat': -0.2428108701072777, 'lng': 101.5547770298927}, 'southwest': {'lat': -0.2455105298927222, 'lng': 101.5520773701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel cf,ChIJ-SvnfD1pKi4RD1XfMIc1lrM,4.5,ChIJ-SvnfD1pKi4RD1XfMIc1lrM,"['lodging', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJ-SvnfD1pKi4RD1XfMIc1lrM
