formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,plus_code,rating,user_ratings_total,opening_hours,url
"Kendari, Kendari City, South East Sulawesi, Indonesia","{'location': {'lat': -3.9984597, 'lng': 122.5129742}, 'viewport': {'northeast': {'lat': -3.9125108, 'lng': 122.6220357}, 'southwest': {'lat': -4.0575886, 'lng': 122.452054}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kendari,"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103800887540764909727"">ramdhana fm</a>'], 'photo_reference': 'AUGGfZnCWk6Xd7HyR980hOqmmBpeor8vHMoANAA-aNgmJvu3m_lzQYbr5ktDzTSqdV9ZoaRtZNSSw6VojfT0LDSQlzA068QglKAb5ZpXM9ExriQ5_pVyqC0Do7n7P9l-YLdKYuyW8YyyIGX2OL8EWD3-TORZ0l-KAA-uZWVqNS2CbvqWkpji', 'width': 4032}]",ChIJg3FrC97smC0Rxy9Wnn80lxM,ChIJg3FrC97smC0Rxy9Wnn80lxM,"['locality', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJg3FrC97smC0Rxy9Wnn80lxM
"Jl. Sultan Hasanuddin No.27, Punggaloba, Kec. Kendari Bar., Kota Kendari, Sulawesi Tenggara 93123, Indonesia","{'location': {'lat': -3.967271199999999, 'lng': 122.5589815}, 'viewport': {'northeast': {'lat': -3.965889370107278, 'lng': 122.5603372798927}, 'southwest': {'lat': -3.968589029892722, 'lng': 122.5576376201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kendari Beach,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100876275700483333701"">rizqa andria</a>'], 'photo_reference': 'AUGGfZlrpgy13T5gkmKZq13PZm59_njM_bqdY1lTK8lEJz8Q_wVvRJ_dgcebKmtGexReltRUZpY95dTFU28QdMnDb2a4uiOmhbbj04hkCnLypO6DbQInAZkYHLnLciDMz8YtPnv6gzcKFZN0NAS-9n8Y-nOLLQhmSgITnPaV6LP5Hc2Tf_oJ', 'width': 4608}]",ChIJdzm5KpztmC0RA4bS-kfx1QY,ChIJdzm5KpztmC0RA4bS-kfx1QY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': '2HM5+3H Punggaloba, Kendari City, South East Sulawesi, Indonesia', 'global_code': '6Q842HM5+3H'}",4.5,1357.0,,https://www.google.com/maps/place/?q=place_id:ChIJdzm5KpztmC0RA4bS-kfx1QY
"Jl. Ir. H. Alala, Tipulu, Kec. Kendari Bar., Kota Kendari, Sulawesi Tenggara, Indonesia","{'location': {'lat': -3.9677211, 'lng': 122.552394}, 'viewport': {'northeast': {'lat': -3.966402070107279, 'lng': 122.5537412298927}, 'southwest': {'lat': -3.969101729892722, 'lng': 122.5510415701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Anjungan Teluk Kendari,"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111353136400468458877"">Prana Rahardjo</a>'], 'photo_reference': 'AUGGfZlW6-rkT1TqbLK8I3_jvk0IWuK13tqkCpItJwx5sg0m3f6GJ6v-cS46Dzr3Moc9pO2Q6N41uuxETgYt1Ja2jHsR8a376hR-SZdW4Bkn8hPBYRj4z9DKsRADaRRrtLbIWDM8iq3hY0BN8OnLo3shb6RKWfkRHiZntOd486lczdCKQ64M', 'width': 4032}]",ChIJFy95csPtmC0RxywHaTQBGdg,ChIJFy95csPtmC0RxywHaTQBGdg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': '2HJ2+WX Tipulu, Kendari City, South East Sulawesi, Indonesia', 'global_code': '6Q842HJ2+WX'}",4.3,477.0,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJFy95csPtmC0RxywHaTQBGdg
"2F94+X9F, Abeli Dalam, Puuwatu, Kendari City, South East Sulawesi, Indonesia","{'location': {'lat': -3.980051699999999, 'lng': 122.4559186}, 'viewport': {'northeast': {'lat': -3.979063970107278, 'lng': 122.4570132298927}, 'southwest': {'lat': -3.981763629892722, 'lng': 122.4543135701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mantara Waterpark Kendari,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104151658754544628604"">Kendari Media</a>'], 'photo_reference': 'AUGGfZn5Gp3WQiBTRdPA4mEGf1_AjSZwy8X_kn7V-u_IlzXE8bWuEMTo_LE5JHoT81BZYLhE7HOBodPyykA2XkV1Etig4LgoAQmojBK7zjvTGuXORMhEUrxDtyxCevMvfz4ILgJAMfsKJuwkGUZCncqLOrScDfoqiYUTpFErdCJUTc5lPlfR', 'width': 4160}]",ChIJ7ZxP8HPzmC0REU-OrUlDVdI,ChIJ7ZxP8HPzmC0REU-OrUlDVdI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.4,256.0,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ7ZxP8HPzmC0REU-OrUlDVdI
"XH2G+JMW, Mokoau, Kambu, Kendari City, South East Sulawesi 93231, Indonesia","{'location': {'lat': -4.0483972, 'lng': 122.5767143}, 'viewport': {'northeast': {'lat': -4.047156470107278, 'lng': 122.5780012298927}, 'southwest': {'lat': -4.049856129892722, 'lng': 122.5753015701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Camping ground kendari,"[{'height': 2610, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115407570092045651147"">Harseto Batti</a>'], 'photo_reference': 'AUGGfZkxKvTEx8ilGOG5lvXeH_LhGthEnkvRWmCVVQXlqMj6pAmrA80H0iwefTRXl3IcPA1fD29mSWYe7kGrMzEdreLFWm2YV7FGX584d2ZogfzUULukhN5ZWfGoJqDbrmOQsFnhRxrxv9Qe0wXvYVHGReA7WnZtbQHVsX1xOFwEGFzcZXoW', 'width': 4640}]",ChIJU6JB0RWTmC0R0Q4ByQl9H_Y,ChIJU6JB0RWTmC0R0Q4ByQl9H_Y,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.6,64.0,,https://www.google.com/maps/place/?q=place_id:ChIJU6JB0RWTmC0R0Q4ByQl9H_Y
"2H9H+5Q2, Lapulu, Abeli, Kendari City, South East Sulawesi, Indonesia","{'location': {'lat': -3.9821026, 'lng': 122.5793794}, 'viewport': {'northeast': {'lat': -3.980750820107277, 'lng': 122.5807429798927}, 'southwest': {'lat': -3.983450479892721, 'lng': 122.5780433201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Papalimba Water Tourism Lapulu,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106942729370445209397"">Yusran Yunus</a>'], 'photo_reference': 'AUGGfZmaQ_AlF7-PLBXwjwEgvmFnlwgRlsTXqqmZc-Jal77UnyUJ1O8kmrsBNBRbAjcNLK-p6HElRskoEDn0-wJHArqBpyV_AeQp2pcCFIMZT5zaDcjAhSs-bc-XaWQRQkRx5OcBnyeGaQ9w4R4yhjOSsOmWl_IiHhhoMPs1B35cnQjhnO1k', 'width': 1920}]",ChIJGcLoQ2vtmC0RNV0Y3ySVSbA,ChIJGcLoQ2vtmC0RNV0Y3ySVSbA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.5,17.0,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJGcLoQ2vtmC0RNV0Y3ySVSbA
"Lapulu, Abeli, Kendari City, South East Sulawesi, Indonesia","{'location': {'lat': -3.9822959, 'lng': 122.5777412}, 'viewport': {'northeast': {'lat': -3.980977820107278, 'lng': 122.5790295298927}, 'southwest': {'lat': -3.983677479892722, 'lng': 122.5763298701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,RTH Papalimba Puday,"[{'height': 3016, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112502443376368627222"">A Google User</a>'], 'photo_reference': 'AUGGfZmHH3C_6GuNs2qLclE16356QDCXnOQws-RAIw96p9bCXaDaPQcgV9DaaxEmZ_RYTFZJ_tFJciKHQBeowKR_Mr8CEki_w4HHEkytbIK9TS-7CtaeDObdWXUf4ihcC7-1jBerAX1Y0nINVeJuysA6Tep5ZWCZZyftgojCCGWaoTjReTpV', 'width': 4032}]",ChIJm1ngTlztmC0RxJ9sfkvD-7o,ChIJm1ngTlztmC0RxJ9sfkvD-7o,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': '2H9H+33 Lapulu, Kendari City, South East Sulawesi, Indonesia', 'global_code': '6Q842H9H+33'}",4.6,106.0,,https://www.google.com/maps/place/?q=place_id:ChIJm1ngTlztmC0RxJ9sfkvD-7o
"2GG7+H6G, Mandonga, Kendari City, South East Sulawesi 93111, Indonesia","{'location': {'lat': -3.9735717, 'lng': 122.5130832}, 'viewport': {'northeast': {'lat': -3.972400420107278, 'lng': 122.5142924798927}, 'southwest': {'lat': -3.975100079892722, 'lng': 122.5115928201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Kota Kendari,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115063478158232058437"">Muhammad Nur Adnan</a>'], 'photo_reference': 'AUGGfZkuyjfxEEs3KSbrKUHsS1i6lm9mINIbbOvQNsGHwd4cVNCg6XcRelPwiTrlt8wFKa8hcUIjif5Bg9eOpkRWVtSs_jtuy5ciORzDysDRB-kp3uM2iXw6h9Azkf1u8he__T4v4eYVxWjxz9hojMKLqYhgV--3eCcvDBjrvGy8nII_KSvD', 'width': 4000}]",ChIJn4UlXcDymC0RDFC5iWg12jw,ChIJn4UlXcDymC0RDFC5iWg12jw,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.3,2908.0,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJn4UlXcDymC0RDFC5iWg12jw
"Jl. Banteng, Rahandouna, Kec. Poasia, Kota Kendari, Sulawesi Tenggara 93232, Indonesia","{'location': {'lat': -4.0269259, 'lng': 122.5556288}, 'viewport': {'northeast': {'lat': -4.025583970107278, 'lng': 122.5569592798927}, 'southwest': {'lat': -4.028283629892722, 'lng': 122.5542596201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agrowisata Qurratu'ain,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107053575128850683485"">A Google User</a>'], 'photo_reference': 'AUGGfZnD1OJSm3IvvvKpxNjdoQAtsQrMUJ0HlOyQ6KWVNa1Bi4rWWjItRKgFFjNhrWagtDIBX27qNjJF9PUc_2EIAvNC__QLhvPiHf1WMhiI7cp25NAJFwMUHFb0kd6sc4Jr_KJVyjRmDdOAnoiCYP0Qsx0O5jNc4bDLuXJq4ll59e0SwGrs', 'width': 3120}]",ChIJcZ1cgkOTmC0REfu_au0_7WI,ChIJcZ1cgkOTmC0REfu_au0_7WI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'XHF4+67 Rahandouna, Kendari City, South East Sulawesi, Indonesia', 'global_code': '6Q74XHF4+67'}",4.4,72.0,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJcZ1cgkOTmC0REfu_au0_7WI
"3G5R+C4R Bar, Watu-Watu, Kec. Kendari Bar., Kota Kendari, Sulawesi Tenggara 93121, Indonesia","{'location': {'lat': -3.9413873, 'lng': 122.5402563}, 'viewport': {'northeast': {'lat': -3.940037470107278, 'lng': 122.5416061298927}, 'southwest': {'lat': -3.942737129892722, 'lng': 122.5389064701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Amarilis Peak Kendari City,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117180075146817317456"">arief subagyo</a>'], 'photo_reference': 'AUGGfZn3GSZZWCYbYBIxaoxsI_khTeEBIreKepViF5BVMShUrbl71dgi5og9-lapSUO1_HAunlDUu__tISPsbTIf87S12fxDQ1gs6jWIFMjihGwvGB6wBnvHx5aKoFnJbePkKGj23MFNHe25xh0v2KZBsjQJzr8uiD-YXPnoErz-C1J28wS1', 'width': 1920}]",ChIJk4hRContmC0RWl9D68eMkr4,ChIJk4hRContmC0RWl9D68eMkr4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.4,216.0,,https://www.google.com/maps/place/?q=place_id:ChIJk4hRContmC0RWl9D68eMkr4
