business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,photos,opening_hours,permanently_closed,url
OPERATIONAL,"VMFP+F53, Haranggaol, Haranggaol Horison, Simalungun Regency, North Sumatra, Indonesia","{'location': {'lat': 2.8736441, 'lng': 98.6854243}, 'viewport': {'northeast': {'lat': 2.875060429892722, 'lng': 98.68680502989271}, 'southwest': {'lat': 2.872360770107278, 'lng': 98.68410537010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simalungun,ChIJ3yUUVwC7MTAR8ojwDrtbO0w,0.0,ChIJ3yUUVwC7MTAR8ojwDrtbO0w,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3yUUVwC7MTAR8ojwDrtbO0w
OPERATIONAL,"Jl. Besar Haranggaol No.78, Haranggaol, Kec. Haranggaol Horison, Kabupaten Simalungun, Sumatera Utara 21174, Indonesia","{'location': {'lat': 2.8728903, 'lng': 98.68643259999999}, 'viewport': {'northeast': {'lat': 2.874274229892722, 'lng': 98.68789997989272}, 'southwest': {'lat': 2.871574570107278, 'lng': 98.68520032010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tuhulan,ChIJ45GlVwC7MTARDPRFN8s1Wf8,5.0,ChIJ45GlVwC7MTARDPRFN8s1Wf8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"{'compound_code': 'VMFP+4G Haranggaol, Simalungun Regency, North Sumatra, Indonesia', 'global_code': '6MJWVMFP+4G'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJ45GlVwC7MTARDPRFN8s1Wf8
OPERATIONAL,"RPV9+J7P, Purba Horison, Haranggaol Horison, Simalungun Regency, North Sumatra 21165, Indonesia","{'location': {'lat': 2.8438936, 'lng': 98.7194598}, 'viewport': {'northeast': {'lat': 2.845210029892722, 'lng': 98.72081037989271}, 'southwest': {'lat': 2.842510370107278, 'lng': 98.71811072010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,HUTA SIRUNGKUNGAN,ChIJxdSDYbm7MTARxInxW0oQvns,5.0,ChIJxdSDYbm7MTARxInxW0oQvns,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 2772, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111791964076748485794"">Ellryan sirungkungan</a>'], 'photo_reference': 'AUGGfZmAF07wUx3EKIeNXduT1dT-0L-3UlOp29ktYJPn1NT4R0X4hvVvfvXow6X61rPS-NwQ6vaZeOlqn-qml4pCcV83dfD3MrnhLrtdtaJmCJmHrZgimE2NNQbZf4jXTnSeTvyM_f2jutcGHOPAQMVo2OyhtypHcexA6VhQjx_gehZr9rea', 'width': 4608}]",,,https://www.google.com/maps/place/?q=place_id:ChIJxdSDYbm7MTARxInxW0oQvns
OPERATIONAL,"VM8Q+WGF, Haranggaol Horison, Simalungun Regency, North Sumatra 21174, Indonesia","{'location': {'lat': 2.8665252, 'lng': 98.6888263}, 'viewport': {'northeast': {'lat': 2.867882879892722, 'lng': 98.69024252989271}, 'southwest': {'lat': 2.865183220107277, 'lng': 98.68754287010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemandian nasional,ChIJwS3LGkq7MTARc38svO_yJEw,5.0,ChIJwS3LGkq7MTARc38svO_yJEw,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113440436609998495739"">Juan Purba</a>'], 'photo_reference': 'AUGGfZnd0LjaKf9mxwDC7TjeLWDaemPJFR8yoyEvJ6TChCVUuCokz80TEJNsiFL-peiUvaewO8uN3cEwOHe69C8pKvMk7wltHCNHJ3-9hkfBcmDHu_Uk0PhQQgyvn0PFxwmOgfff2waO374JOoJGqUtbIRDyXKgWQPyKmWD1JU4v5RihZCee', 'width': 3000}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJwS3LGkq7MTARc38svO_yJEw
OPERATIONAL,"WJ7V+PPW, Purba Sipinggan, Purba, Simalungun Regency, North Sumatra, Indonesia","{'location': {'lat': 2.914353, 'lng': 98.6443379}, 'viewport': {'northeast': {'lat': 2.915677729892722, 'lng': 98.64566537989273}, 'southwest': {'lat': 2.912978070107277, 'lng': 98.64296572010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SIMPANG HARANGGAOL,ChIJvVBtqIivMTAR1_SooRiDKjQ,4.6,ChIJvVBtqIivMTAR1_SooRiDKjQ,"['tourist_attraction', 'point_of_interest', 'establishment']",29,,"[{'height': 1029, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107683574033766874461"">Nawra MT</a>'], 'photo_reference': 'AUGGfZkZPKPO-gUtutJiiJlfuILBqrLnVlHX0ncfFAHKw0dpAk0-mOi0RvZaCDlqgzHGCOWpV020yJXxOLq-fOyAWYcLDlEvUnGrie0yzIe0jx-Kyt5vdYLKLF90PyZlD5JAcfz8yianY4Lnmc5xmBXyZp9Yj0WBoIrAi60L7AmoX5hIODwd', 'width': 1076}]",{},,https://www.google.com/maps/place/?q=place_id:ChIJvVBtqIivMTAR1_SooRiDKjQ
OPERATIONAL,"RPVG+HFP, RT.Liangdeak/RW.Horisan, Purba Horison, Kec. Haranggaol Horison, Kabupaten Simalungun, Sumatera Utara 21165, Indonesia","{'location': {'lat': 2.843772, 'lng': 98.7265922}, 'viewport': {'northeast': {'lat': 2.845113629892722, 'lng': 98.72790602989274}, 'southwest': {'lat': 2.842413970107278, 'lng': 98.72520637010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jambatan binanga bolon,ChIJV-68dQC7MTARMWLH1nx2RU8,5.0,ChIJV-68dQC7MTARMWLH1nx2RU8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117205276106319972227"">A Google User</a>'], 'photo_reference': 'AUGGfZll0q584taMZcpVhSfjMj1GqaGv2A_T1CcFbnCS7DtPx6QwG_pRAY43ivjkvZrherUbo7_PcrlmeqfJpkX3eVY-YuaVX7Jq3afr9ag-FfKxTQE221QnPca1j5K2MJBKzarIILXA6RKTQ8f87pBX1vIJOMUmVaMWtFgQ3Qfth5VJCnRC', 'width': 3072}]",,,https://www.google.com/maps/place/?q=place_id:ChIJV-68dQC7MTARMWLH1nx2RU8
OPERATIONAL,"VP24+QPP, RT.RPVC+/RW.FHC, Purba Horison, Haranggaol Horison, Simalungun Regency, North Sumatra 21165, Indonesia","{'location': {'lat': 2.8519548, 'lng': 98.7068269}, 'viewport': {'northeast': {'lat': 2.853135449999999, 'lng': 98.70835604999999}, 'southwest': {'lat': 2.84841285, 'lng': 98.70223945}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah dan pantai crystan manihuruk,ChIJiTaRVkW7MTAR5iVo5skTwqU,0.0,ChIJiTaRVkW7MTAR5iVo5skTwqU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJiTaRVkW7MTAR5iVo5skTwqU
OPERATIONAL,"Purba Dolok, Purba, Simalungun Regency, North Sumatra 21165, Indonesia","{'location': {'lat': 2.8461519, 'lng': 98.7288489}, 'viewport': {'northeast': {'lat': 2.84727, 'lng': 98.7300515}, 'southwest': {'lat': 2.842797599999999, 'lng': 98.7252411}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Binanga Bolon,ChIJ-cyf4pS7MTARcEvXQXWEpyY,4.5,ChIJ-cyf4pS7MTARcEvXQXWEpyY,"['tourist_attraction', 'point_of_interest', 'establishment']",37,"{'compound_code': 'RPWH+FG Purba Dolok, Simalungun Regency, North Sumatra, Indonesia', 'global_code': '6MJWRPWH+FG'}","[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100884694119052909824"">A Google User</a>'], 'photo_reference': 'AUGGfZmnZw2dFdU1sM3vFTa6ZB3_vSoTb0Xgxxhj057PeznW9uZJaDChjXuNrv8igZFBw2VvxlhmFALLquojBG7jwn0IJVBiDIbJmNP0fJnpgHGhaubnL21Jic5mWSlmUls5VXlPZWnso9NiVAXKpyxdrmriEBSlbpgFDdFDPntsx0jjP5uU', 'width': 4160}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ-cyf4pS7MTARcEvXQXWEpyY
OPERATIONAL,"VJHM+3CF, Nagori Sihalpe, Haranggaol Horison, Simalungun Regency, North Sumatra 21165, Indonesia","{'location': {'lat': 2.8776759, 'lng': 98.63355999999999}, 'viewport': {'northeast': {'lat': 2.879044779892722, 'lng': 98.63485262989272}, 'southwest': {'lat': 2.876345120107277, 'lng': 98.63215297010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gkps Sihalpe,ChIJE2EumkOwMTAR3KlavZFCAY4,4.4,ChIJE2EumkOwMTAR3KlavZFCAY4,"['tourist_attraction', 'point_of_interest', 'establishment']",8,,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110820272450427785890"">Andri Manihuruk</a>'], 'photo_reference': 'AUGGfZkUAXcPsYSwbRG5FE9ckvN_XN7edO7om6SD0wNeFuU2BcpHwFaRyvg9TLZseG0DqTeUjNn7gV8eCLRHvJypDxvSMMODk3M5i_fA212B6p87ykXcarC0UYwolu00QoyXgzhEMuWtUW472rV5tIZCLLwOb_oti_sHsAsM7yDkmib-BySO', 'width': 3264}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJE2EumkOwMTAR3KlavZFCAY4
OPERATIONAL,"VMP2+H32, Purba Sipinggan, Purba, Simalungun Regency, North Sumatra 21165, Indonesia","{'location': {'lat': 2.886399, 'lng': 98.65014320000002}, 'viewport': {'northeast': {'lat': 2.887990079892722, 'lng': 98.65110135000002}, 'southwest': {'lat': 2.885290420107277, 'lng': 98.64726875}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Bongguron,ChIJS2kPz6ixMTARjggPj5-XMwI,4.5,ChIJS2kPz6ixMTARjggPj5-XMwI,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118154979219660447465"">sunardisaragih</a>'], 'photo_reference': 'AUGGfZlEHHaZp1zDyZ4DfNxtTOO8Ri-jPNhiE-ZovysY4eLK9NBK0uiaHOT2HQ-MspCFfaMADr1ATrqg3VLaqkJx-zLGyhStm_ht2cp_YaAjRcVAad4k9jWu0bZJtz-ZnsCfkHMxaLsaErtP9ygrmUylYJAWg2gZ7Ya6n8bUBvhle1ZjYi4S', 'width': 3000}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJS2kPz6ixMTARjggPj5-XMwI
