business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,price_level,rating,reference,types,user_ratings_total,opening_hours,url
OPERATIONAL,"jln rabidin rt03 rw04 Dusun, Nanasan, Ngawonggo, Kec. Tajinan, Kabupaten Malang, Jawa Timur 65172, Indonesia","{'location': {'lat': -8.079631, 'lng': 112.704618}, 'viewport': {'northeast': {'lat': -8.077864470107277, 'lng': 112.7058484298927}, 'southwest': {'lat': -8.080564129892721, 'lng': 112.7031487701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tomboan Ngawonggo,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102943379546237682729"">Dicky Mixed</a>'], 'photo_reference': 'AUGGfZl6MfLa3aj28EUeLFvVAQH-6DmS8Dehtd76yE5Gx8fXmoN_OQPyogXQWgtl6_weaXHXbko1jSEYnZL249xDX_soF0nGM-vIDoKcfk5xysJtGEaoa9-ziAcmBR5ycxp_SQhd5x5r68Wp4d8qNjwrEacihUo3LeyZl-rs1oHjS2qeU8ei', 'width': 3000}]",ChIJF8eBYxEh1i0Ra87mNbo0SBU,"{'compound_code': 'WPC3+4R Ngawonggo, Malang Regency, East Java, Indonesia', 'global_code': '6P3JWPC3+4R'}",1.0,4.6,ChIJF8eBYxEh1i0Ra87mNbo0SBU,"['tourist_attraction', 'point_of_interest', 'establishment']",812,,https://www.google.com/maps/place/?q=place_id:ChIJF8eBYxEh1i0Ra87mNbo0SBU
OPERATIONAL,"Area Sawah, Gunungronggo, Tajinan, Malang Regency, East Java 65172, Indonesia","{'location': {'lat': -8.0496699, 'lng': 112.7164657}, 'viewport': {'northeast': {'lat': -8.048384370107277, 'lng': 112.7178348298927}, 'southwest': {'lat': -8.05108402989272, 'lng': 112.7151351701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Alam Sumber Jenon,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101628963185310434770"">Miftahul Ulum</a>'], 'photo_reference': 'AUGGfZmxk0qq6nQUFUuVutUILgbxm1zBo0bi7l1BORqSQ7-3nRw58ZraSls7lIyxecVNjSK4Frl0Tiat7Mkt1NzxYzVf5Pwf9yvh2shkeZ96IeB9uixhPC-fwh_6FjppHEOMDbbOXiwH74h9qTYbGUQO2h58gQAEkUbui5SeXBN05LMjueHp', 'width': 4608}]",ChIJd9Si9zEo1i0Rb_pXjOfUfOw,"{'compound_code': 'XP28+4H Gunungronggo, Malang Regency, East Java, Indonesia', 'global_code': '6P3JXP28+4H'}",,4.3,ChIJd9Si9zEo1i0Rb_pXjOfUfOw,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",1751,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJd9Si9zEo1i0Rb_pXjOfUfOw
OPERATIONAL,"WPX4+CGR, Argomulyo I, Gunungronggo, Kec. Tajinan, Kabupaten Malang, Jawa Timur 65172, Indonesia","{'location': {'lat': -8.0513903, 'lng': 112.706274}, 'viewport': {'northeast': {'lat': -8.04968272010728, 'lng': 112.7072586798927}, 'southwest': {'lat': -8.052382379892723, 'lng': 112.7045590201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebonku,,ChIJCzXjBZIn1i0RO94MaJuUmPw,,,0.0,ChIJCzXjBZIn1i0RO94MaJuUmPw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJCzXjBZIn1i0RO94MaJuUmPw
OPERATIONAL,"WMWR+82M, Unnamed Road, Klagen, Tajinan, Kec. Tajinan, Kabupaten Malang, Jawa Timur 65172, Indonesia","{'location': {'lat': -8.054157199999999, 'lng': 112.6900593}, 'viewport': {'northeast': {'lat': -8.052834120107278, 'lng': 112.6913838798927}, 'southwest': {'lat': -8.055533779892722, 'lng': 112.6886842201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TUBING SUMBER SALAM,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113071290760195822230"">Fitra Arief Syaviar</a>'], 'photo_reference': 'AUGGfZl_b7DgUtpoyBa7pxjjtTMM3H05tkUdu3YICRKhrY_e5x8-TdA5gu9ET80UC9nKe-wz27tvkL3s8m2AIq2ebjqZLVO3HxyzDJb2-NH2O_YqxlOZ4hK7sULbNZpdFfh526d7W6EN_0LcYBtuzPRrYdPIsp3rrUfMDM4HLQwv0ycHUiD1', 'width': 4160}]",ChIJyQwfvewm1i0RPS_F5eg-J-w,,,4.3,ChIJyQwfvewm1i0RPS_F5eg-J-w,"['tourist_attraction', 'point_of_interest', 'establishment']",30,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJyQwfvewm1i0RPS_F5eg-J-w
OPERATIONAL,"WJVJ+32F, Tambakrejo, Tambakasri, Kec. Tajinan, Kabupaten Malang, Jawa Timur 65162, Indonesia","{'location': {'lat': -8.0573222, 'lng': 112.6300476}, 'viewport': {'northeast': {'lat': -8.055796820107279, 'lng': 112.6316195798927}, 'southwest': {'lat': -8.058496479892723, 'lng': 112.6289199201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sumber Mata Air Tambakrejo,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114707937968103868449"">A Google User</a>'], 'photo_reference': 'AUGGfZnEsRmSS8QqhFs89swTfTXpJp67Uu7kuK63TO_OaxHpK4zosrXJ377ZLUZzdAn3sLgDhbC3yzi-LxQxK9RY4xgROK3TK6fcZWaSpgvNcY6AtJXvmtDaN7u_Ea5a83go2ZDEWgZjJ-DmApmaPb6jY_1K9ZZg7iGrHJS1S7uzOtJYZhl0', 'width': 3456}]",ChIJ1YeW4Ogn1i0RbPiC2AY3T1I,,,4.9,ChIJ1YeW4Ogn1i0RbPiC2AY3T1I,"['tourist_attraction', 'point_of_interest', 'establishment']",7,,https://www.google.com/maps/place/?q=place_id:ChIJ1YeW4Ogn1i0RbPiC2AY3T1I
OPERATIONAL,"WMWH+5WW, Klagen, Tajinan, Kec. Tajinan, Kabupaten Malang, Jawa Timur 65172, Indonesia","{'location': {'lat': -8.0545194, 'lng': 112.679814}, 'viewport': {'northeast': {'lat': -8.05319377010728, 'lng': 112.6811610798927}, 'southwest': {'lat': -8.055893429892723, 'lng': 112.6784614201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Padang Resek Tajinan,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106974400185298289050"">A Google User</a>'], 'photo_reference': 'AUGGfZm938kD_mZ9XuMCg8ggmFsC8aMIONZeu-ZBLo3x5AOZMlSOgnsdZa81jeIDyxmZ63Y9nLj7b6lgGU691MbIGpAS9qIw87VMrE_9iccXZGNfAGYDuMqQ1n5-XmSq3On_qeRoVnfg4-waFKa_Jd2k3DGVaGSO082UVBrva7GGT7PWq10g', 'width': 3024}]",ChIJuYBQaAAn1i0Rk5vKXxlySAI,,,0.0,ChIJuYBQaAAn1i0Rk5vKXxlySAI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJuYBQaAAn1i0Rk5vKXxlySAI
OPERATIONAL,"WMHW+X56, Jl. Raya Dusun Jambu Pandanmulyo, Jambu, Pandanmulyo, Kec. Tajinan, Kabupaten Malang, Jawa Timur 65172, Indonesia","{'location': {'lat': -8.070084699999999, 'lng': 112.6953842}, 'viewport': {'northeast': {'lat': -8.068955970107277, 'lng': 112.6967873798927}, 'southwest': {'lat': -8.071655629892721, 'lng': 112.6940877201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Edukasi EMBUNG PANDANMULYO,"[{'height': 2239, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107623048775305914132"">Cak Rosyad</a>'], 'photo_reference': 'AUGGfZnl3zBNmiHPGS8nRFF-MDWq0tlDvfwA52D1PwNrmx4zS4rL_xbR1_8rce4CPFs4n9pwiycNR1nYBTDyv54j1khmPDlSj9H89LrJ_di3t6i-fvE2BMbqCDRf_qq3Eb26F0mxtN9WkosnPQcty5_YEE0gcS_pRrNdZeuarHtFCWA5OAIc', 'width': 3987}]",ChIJaZKFKpwn1i0RYzqK8k92bxg,,,4.5,ChIJaZKFKpwn1i0RYzqK8k92bxg,"['tourist_attraction', 'point_of_interest', 'establishment']",28,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJaZKFKpwn1i0RYzqK8k92bxg
OPERATIONAL,"WPJ7+574, Unnamed Road, Sidomakmur, Ngawonggo, Kec. Tajinan, Kabupaten Malang, Jawa Timur 65172, Indonesia","{'location': {'lat': -8.069602999999999, 'lng': 112.7132028}, 'viewport': {'northeast': {'lat': -8.068325870107278, 'lng': 112.7145048798927}, 'southwest': {'lat': -8.071025529892722, 'lng': 112.7118052201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,lembah ronggo warsito,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104182265198995593988"">Afrian Trikuswanto</a>'], 'photo_reference': 'AUGGfZk9fQ-0bY8jmPYGQie9HMFBzudiLOs66FV3F1K7PBCdaIJo7XLkSgy1SLJDXl3frUnKRvUCbCPlaYuqNuwrwi7HrmQiK3Tc2lDz9eblXxcjlciZuH7Xfd0Tq9WvdMwA3_FJ9JuJWvqdmhyJfSLoH7swPSxo7tQaQsEkSH-2v7oHYdvc', 'width': 4000}]",ChIJXdIdawMn1i0RJqt0ukff3iU,,,4.4,ChIJXdIdawMn1i0RJqt0ukff3iU,"['tourist_attraction', 'point_of_interest', 'establishment']",63,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJXdIdawMn1i0RJqt0ukff3iU
OPERATIONAL,"XM3V+G2G, Jalan Raya, Baran, Gunungsari, Tajinan, Malang Regency, East Java 65172, Indonesia","{'location': {'lat': -8.0461835, 'lng': 112.6925671}, 'viewport': {'northeast': {'lat': -8.044806770107275, 'lng': 112.6939345298927}, 'southwest': {'lat': -8.047506429892719, 'lng': 112.6912348701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diponegoro Horse Statue,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100723162714340564998"">Agus Purwanto</a>'], 'photo_reference': 'AUGGfZkPXkI6oE9b_il_BMIosOs15bvaqTsR-5NjwcxbO6-w9lW9QP0F58LXcOTTAswGLu_0JIegqonEIvrSKW7mg1_W8F7qdc9Wp99r2e3OKNQyEv6FDK5EiLir2b9I9oGarAU5OACfT0vCsGvtQ1_DVknLFchLc4njuwVPG6DfSHH9Jw5c', 'width': 3024}]",ChIJX-7Vo4sm1i0RZxjtloFYqQ8,,,4.2,ChIJX-7Vo4sm1i0RZxjtloFYqQ8,"['tourist_attraction', 'point_of_interest', 'establishment']",274,,https://www.google.com/maps/place/?q=place_id:ChIJX-7Vo4sm1i0RZxjtloFYqQ8
OPERATIONAL,"XM5V+6PX, Gunungsari, Kec. Tajinan, Kabupaten Malang, Jawa Timur 65172, Indonesia","{'location': {'lat': -8.0418907, 'lng': 112.6943559}, 'viewport': {'northeast': {'lat': -8.040540870107277, 'lng': 112.6957057298927}, 'southwest': {'lat': -8.04324052989272, 'lng': 112.6930060701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Petik jambu firdaus,,ChIJtXVRPAAn1i0R0rcnJRIKH7o,,,0.0,ChIJtXVRPAAn1i0R0rcnJRIKH7o,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJtXVRPAAn1i0R0rcnJRIKH7o
