formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,plus_code,rating,user_ratings_total,url
"Indragiri Hulu Regency, Riau, Indonesia","{'location': {'lat': -0.7361181, 'lng': 102.2547919}, 'viewport': {'northeast': {'lat': 0.1053651, 'lng': 102.7201459}, 'southwest': {'lat': -1.0904831, 'lng': 101.776787}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Indragiri Hulu Regency,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116116741162363689401"">A Google User</a>'], 'photo_reference': 'AUGGfZlViHcXKhr9f4utLtqugCI_PXLXEl9zB3ZpAM_iYcKpzxeN-bUddi9zjAfWfHQpo3njva2d1zR9j0NUQoYjqIM1zhFJOUhTJcjB5aFSLV0i93UjWHceA-eEqpzYO2WOSG-t2W004LLn-H0qkYXDeeGKYXVTWlNHgaYvN9I_o24ih-5S', 'width': 3120}]",ChIJW1JGoKiEKS4R4MogsoCdAwM,ChIJW1JGoKiEKS4R4MogsoCdAwM,"['administrative_area_level_2', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJW1JGoKiEKS4R4MogsoCdAwM
"Pangkalan Kasai, Seberida, Indragiri Hulu Regency, Riau 29371, Indonesia","{'location': {'lat': -0.6272774, 'lng': 102.4045854}, 'viewport': {'northeast': {'lat': -0.6250193000000003, 'lng': 102.40564935}, 'southwest': {'lat': -0.6280300999999997, 'lng': 102.40139355}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Tembulun,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109384451175302454453"">A Google User</a>'], 'photo_reference': 'AUGGfZm3-4WMzaDKoSDTXHKLjXeTSZjBFtWm-zKrn-dkAf310epWR3BT6L3Q0Xvtttnohh0j5x4zavocgqiZg8NOGInhNoJ5ZgGsvO7tR_lTASZ5E4KjToZCVSdnbvISrilrEM0duQxZsHKMvCYblq761tpLlGWDnxqLFWpgvahLm3DjU0hW', 'width': 3264}]",ChIJaY3eJON0KS4Rh949Xtfg0xc,ChIJaY3eJON0KS4Rh949Xtfg0xc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': '9CF3+3R Pangkalan Kasai, Indragiri Hulu Regency, Riau, Indonesia', 'global_code': '6PF49CF3+3R'}",4.1,348.0,https://www.google.com/maps/place/?q=place_id:ChIJaY3eJON0KS4Rh949Xtfg0xc
"JGMG+F68, Kampung Dagang, Rengat, Indragiri Hulu Regency, Riau 29319, Indonesia","{'location': {'lat': -0.3663497, 'lng': 102.5255922}, 'viewport': {'northeast': {'lat': -0.3649433701072777, 'lng': 102.5268251798927}, 'southwest': {'lat': -0.3676430298927222, 'lng': 102.5241255201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Replika Istana Kerajaan Indragiri,"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116098003879201356258"">nanda maretama</a>'], 'photo_reference': 'AUGGfZmVXRNgshMJmrRsr0nchLEQBAw4jqzAaWYowk8j1jPJlWh8OcX0jGBFKrHraoEkAauXPwTf01s5Bz27xRpi76Ni_R8hxrMAlftAatBh9z-KF2o7rS-T3SLiaJ6uofARaJ5DO_wNnXoa9Qk9p9kwis1XWyA5p4Uk60CSWYaxxO8MGAiS', 'width': 3648}]",ChIJ18kK3QG8KS4RBtBWPbCWSRE,ChIJ18kK3QG8KS4RBtBWPbCWSRE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.3,103.0,https://www.google.com/maps/place/?q=place_id:ChIJ18kK3QG8KS4RBtBWPbCWSRE
"Unnamed Road, Talang Lakat, Kec. Batang Gangsal, Kabupaten Indragiri Hulu, Riau 29355, Indonesia","{'location': {'lat': -0.7416716999999999, 'lng': 102.6067833}, 'viewport': {'northeast': {'lat': -0.7398330201072778, 'lng': 102.6082263298927}, 'southwest': {'lat': -0.7425326798927222, 'lng': 102.6055266701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Pancing GT NAINGGOLAN,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110088067066664370845"">A Google User</a>'], 'photo_reference': 'AUGGfZmxAFbmd4fk_i-AdfScYAjzu1fr-GNOzUiBZ4OYUOucj4FXEkFAQdAUM7iguv0ilzsYwzabqrjPRWXTDLAKHyfLHp8NUd0wka2ewLq6Z4DVZ_CEM10TelWUwJ0hLxD1FiNvQzgYD5TlSzJGq1nRt72U4ioDYcaDueIbbPzFSMw2rgZC', 'width': 4160}]",ChIJYWsCXsYRKS4RdP5_P0pyWOA,ChIJYWsCXsYRKS4RdP5_P0pyWOA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': '7J54+8P Talang Lakat, Indragiri Hulu Regency, Riau, Indonesia', 'global_code': '6PF47J54+8P'}",4.1,7.0,https://www.google.com/maps/place/?q=place_id:ChIJYWsCXsYRKS4RdP5_P0pyWOA
"M83H+QJ6, Jl. Lintas Sumatra, Japura, Kec. Lirik, Kabupaten Indragiri Hulu, Riau 29351, Indonesia","{'location': {'lat': -0.34577, 'lng': 102.3289718}, 'viewport': {'northeast': {'lat': -0.3443912701072778, 'lng': 102.3303386298927}, 'southwest': {'lat': -0.3470909298927223, 'lng': 102.3276389701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpang japura ( Hendriana ),"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113665520721523327287"">A Google User</a>'], 'photo_reference': 'AUGGfZlc6FSHfgBEpOKY_N4fwIGW1lRfe3qkvmUo1TFdv2_Zbz23Lu0oh1af3IHZfyDPFgmPLuC2YtFhNp4PKGydigyEws1t48hJjftHbtG_jaYTmdXwFZI-hs8xkPkv1sMrGHcii5HLGN6gDy6cN6gkQulUIQEEe6qOq9tvSTQcjJdaRYtt', 'width': 1920}]",ChIJcTXvTqiTKS4R1iGEa6Dvw5g,ChIJcTXvTqiTKS4R1iGEa6Dvw5g,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,4.6,28.0,https://www.google.com/maps/place/?q=place_id:ChIJcTXvTqiTKS4R1iGEa6Dvw5g
"7G63+VGP, Usul, Batang Gangsal, Indragiri Hulu Regency, Riau 29355, Indonesia","{'location': {'lat': -0.7377826, 'lng': 102.5038415}, 'viewport': {'northeast': {'lat': -0.7356262, 'lng': 102.5051086798927}, 'southwest': {'lat': -0.7385014, 'lng': 102.5024090201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Alam Sungai Sesirih,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102447116877478013201"">A Google User</a>'], 'photo_reference': 'AUGGfZnhqfolKk5Vx8nhx-tDTwcf9ZZt0FZZtDh51B0wbm62wxwXkHs8paB7WDRhuaQon_-Hh-vugHy89fx5VHKemv31899N_10pyrsQjGcFm2H0ubEZNC4J2g_8BNIacajRfRgLhtxkc67JlXhd5bTfL1zYTmUJnXssq9YUtx986udyVSko', 'width': 4608}]",ChIJz2gHmywTKS4Rq2YdyOB3BTY,ChIJz2gHmywTKS4Rq2YdyOB3BTY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,4.6,28.0,https://www.google.com/maps/place/?q=place_id:ChIJz2gHmywTKS4Rq2YdyOB3BTY
"Keritang, Indragiri Hilir Regency, Riau, Indonesia","{'location': {'lat': -0.6582418999999999, 'lng': 102.705606}, 'viewport': {'northeast': {'lat': -0.539419, 'lng': 103.0488719}, 'southwest': {'lat': -0.877528, 'lng': 102.638374}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Keritang,"[{'height': 1310, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102372218971289759156"">A Google User</a>'], 'photo_reference': 'AUGGfZkKPsLeUXh7Kd_35ljqtColR0gJCvXN3hUdZCSG_dWwJeoQglFwq2hVNdVVX08FOvxpk5byXws9yWqwdoNx4yHwENbqyVAXyKlziyHxL4IGaMRlK-kHfZF2vwFJK3zB75ue-SMiFmbndfqn1GOvlmecP2zjJiR8zUtEXDV_Z4swfHiQ', 'width': 655}]",ChIJ_cKRDxv9KC4RvR-Q0tsPL_c,ChIJ_cKRDxv9KC4RvR-Q0tsPL_c,"['administrative_area_level_3', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_cKRDxv9KC4RvR-Q0tsPL_c
"HCMX+75V, AH25, Talang Jerinjing, Kec. Rengat Bar., Kabupaten Indragiri Hulu, Riau 29351, Indonesia","{'location': {'lat': -0.416758, 'lng': 102.4479315}, 'viewport': {'northeast': {'lat': -0.4149246701072777, 'lng': 102.45360515}, 'southwest': {'lat': -0.4176243298927222, 'lng': 102.44603895}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Wisata Yuki Dream,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106290850216244144692"">Arif Sutrisno</a>'], 'photo_reference': 'AUGGfZnKWdovmzab0nnzhzACJ5priEq9Z-o1ILMe3wE4-JpPcEaPfzTNAz2lZQ_l0YeIHJwkWrAViX-Mt-5hWqdhv0PsZqk-lIR2kziLcOer8MRjqVAN5LTkhSin3zQ7iZo-ExbHzJ_Go2EeEVEggNWBT9rR5WvsBMohYWGY2u7CMiv44TRn', 'width': 3456}]",ChIJ_2C8Bh-9KS4RW1Kwxl2SqXE,ChIJ_2C8Bh-9KS4RW1Kwxl2SqXE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,3.9,38.0,https://www.google.com/maps/place/?q=place_id:ChIJ_2C8Bh-9KS4RW1Kwxl2SqXE
"M92V+634, Kota Lama, Rengat Barat, Indragiri Hulu Regency, Riau 29351, Indonesia","{'location': {'lat': -0.3494994, 'lng': 102.3927062}, 'viewport': {'northeast': {'lat': -0.3477804201072777, 'lng': 102.3939057298927}, 'southwest': {'lat': -0.3504800798927222, 'lng': 102.3912060701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DANAU MENDUYAN,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110336310112770969903"">Hazian Na Baddhal</a>'], 'photo_reference': 'AUGGfZkKxD7rUe4OLAfp6eA3yNVYMJngUfWaiz2bAI-mdExPbbrAVN3pxuElhqmYFV8Inlzj1zIJmPr8z-Cu4XlBkm9wiQoDESJrNmG1IaIKJiM_HCAn2gbaZAHMCawfwoJUjVUkdfQM0KqV721ZjQWhliwgZCzHhZDb6pQ7H18WRjLMn6gt', 'width': 4000}]",ChIJTySG_imVKS4RLMeDM9WFcE4,ChIJTySG_imVKS4RLMeDM9WFcE4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{},,4.4,16.0,https://www.google.com/maps/place/?q=place_id:ChIJTySG_imVKS4RLMeDM9WFcE4
"Pangkalan Kasai, Seberida, Indragiri Hulu Regency, Riau 29351, Indonesia","{'location': {'lat': -0.4935572, 'lng': 102.4265728}, 'viewport': {'northeast': {'lat': -0.4925810999999998, 'lng': 102.4279825798927}, 'southwest': {'lat': -0.4964855, 'lng': 102.4252829201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Jeruk,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111777310423169162573"">Kurnia Hudiono</a>'], 'photo_reference': 'AUGGfZkQGnQNFd8ArSRACVkxnzwNqPh4cwbBZNRUYyeq7T6vEubIr3OTR5nJjd-uOiHG1YbY1ykgLFWsknomXFeGfRYgNvLdpfFHtDRjDCwph3wnMUbm93NQ1v6-4HqPm3-uNBd_CP9FGxkHHq5Knkjot2HpkIqWZqbUWFh1JDPb6nKU_fuZ', 'width': 4160}]",ChIJZ_qu0bGZKS4RBKLwTICoGYk,ChIJZ_qu0bGZKS4RBKLwTICoGYk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': 'GC4G+HJ Pangkalan Kasai, Indragiri Hulu Regency, Riau, Indonesia', 'global_code': '6PF4GC4G+HJ'}",3.9,65.0,https://www.google.com/maps/place/?q=place_id:ChIJZ_qu0bGZKS4RBKLwTICoGYk
