business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,permanently_closed,photos,opening_hours,url
OPERATIONAL,"JVP7+8J, Tameng, Salang, Simeulue Regency, Aceh, Indonesia","{'location': {'lat': 2.6358613, 'lng': 95.864008}, 'viewport': {'northeast': {'lat': 2.637211129892722, 'lng': 95.86535782989272}, 'southwest': {'lat': 2.634511470107277, 'lng': 95.86265817010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai bidadari,ChIJYzDaG7HbPDARfOeJcYmQ3Cs,0.0,ChIJYzDaG7HbPDARfOeJcYmQ3Cs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJYzDaG7HbPDARfOeJcYmQ3Cs
CLOSED_TEMPORARILY,"JRW8+78X, Karya Bakti, Salang, Simeulue Regency, Aceh 23892, Indonesia","{'location': {'lat': 2.6457377, 'lng': 95.8158476}, 'viewport': {'northeast': {'lat': 2.647745929892722, 'lng': 95.81726852989273}, 'southwest': {'lat': 2.645046270107278, 'lng': 95.81456887010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gae Iseng,ChIJE1FMLRnbPDARLl500hK6224,0.0,ChIJE1FMLRnbPDARLl500hK6224,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJE1FMLRnbPDARLl500hK6224
OPERATIONAL,"MQMH+QH, Along, Salang, Simeulue Regency, Aceh, Indonesia","{'location': {'lat': 2.6846885, 'lng': 95.7790795}, 'viewport': {'northeast': {'lat': 2.686187529892722, 'lng': 95.78088117989272}, 'southwest': {'lat': 2.683487870107278, 'lng': 95.77818152010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hatchery MAFAL,ChIJR9kAHQDZPDARW-UupJjkIEk,0.0,ChIJR9kAHQDZPDARW-UupJjkIEk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJR9kAHQDZPDARW-UupJjkIEk
OPERATIONAL,"MQMH+QH, Along, Simeulue Regency, Aceh, Indonesia","{'location': {'lat': 2.6844396, 'lng': 95.7789588}, 'viewport': {'northeast': {'lat': 2.686063079892722, 'lng': 95.78082082989272}, 'southwest': {'lat': 2.683363420107277, 'lng': 95.77812117010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Pantai Along,ChIJ_UjaEj7ZPDAR8yzhcZCjozA,4.5,ChIJ_UjaEj7ZPDAR8yzhcZCjozA,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106873311485178704936"">A Google User</a>'], 'photo_reference': 'AUGGfZl_bqbcwLFlJb0vkbJz4fY6TOCoG8r_eaM4APVgEJnAsKpCnmUjmamsXJXaAXnj0mKPvNH6s04_HGE5X8vFp5ttK8nGiZffW-8HdesOG9MLAFNb36q73-OpNY18MbSgEfQ7oblZHtGHw9rnm3FN0Ayz0f9BN9bi-fuexQ8i1XeCHUN1', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJ_UjaEj7ZPDAR8yzhcZCjozA
OPERATIONAL,"JV8R+M5R, Unnamed Road, Suak Manang, Salang, Simeulue Regency, Aceh, Indonesia","{'location': {'lat': 2.6167314, 'lng': 95.8903791}, 'viewport': {'northeast': {'lat': 2.617957129892722, 'lng': 95.89220072989272}, 'southwest': {'lat': 2.615257470107277, 'lng': 95.88950107010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Nasreuhe,ChIJsa2WI8HbPDARBrXMYpVsGCY,4.5,ChIJsa2WI8HbPDARBrXMYpVsGCY,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,"[{'height': 1400, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115814278725450095751"">festiaji</a>'], 'photo_reference': 'AUGGfZmpOzry3sTxq2JElz5Qu87Z0XjS3u9VDD81_FJIgwhrgt47ASMAp9R43NCBD4xjstNMx6Z98JansM574paHOoVzF3zofcVco3stkMxbX-owoQDm9pQeQxSA6M-P3KyTNl4GFKYShMqKX2TPq2mvp67xRaQ0xr9I4-lpQiZFmenQQ_HJ', 'width': 2400}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJsa2WI8HbPDARBrXMYpVsGCY
OPERATIONAL,"HWQC+C6G, Borengan, Simeulue Regency, Aceh, Indonesia","{'location': {'lat': 2.5885625, 'lng': 95.9205625}, 'viewport': {'northeast': {'lat': 2.589912329892722, 'lng': 95.92191232989272}, 'southwest': {'lat': 2.587212670107278, 'lng': 95.91921267010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LUANGKAK Beach,ChIJdQjRSFrPPDARTjs7SHVE5s0,5.0,ChIJdQjRSFrPPDARTjs7SHVE5s0,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 1088, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100315527575997471519"">Tasnim Alamin</a>'], 'photo_reference': 'AUGGfZkqioKLSUVQapsV7T9wTvZKXvIhcKOGlAcNgJ0eTdU8Bvdi5n09aXI45N9N9Ofo_wf0YCLKymt7IYXU6tKglYI8FiT0jFB5c5zc_fiQSIeGh306pber8hpZRdWAdPKWB5WiIQd0P16TwbwTWv5hebImKTI0ee6N3VBspYipzdA_ppkd', 'width': 1632}]",,https://www.google.com/maps/place/?q=place_id:ChIJdQjRSFrPPDARTjs7SHVE5s0
OPERATIONAL,"HWCW+JM, Bubuhan, Simeulue Cut, Simeulue Regency, Aceh, Indonesia","{'location': {'lat': 2.5715491, 'lng': 95.94666780000001}, 'viewport': {'northeast': {'lat': 2.576158900000001, 'lng': 95.94736460000001}, 'southwest': {'lat': 2.570012499999999, 'lng': 95.94457739999999}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,pantai bang olong,ChIJoffYKQDPPDAR8v4cqXzSnDc,4.0,ChIJoffYKQDPPDAR8v4cqXzSnDc,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102570242946285434555"">Ilham kk</a>'], 'photo_reference': 'AUGGfZlD868wvwxtP3M8-5ESA2N1VsaTJya4fewEmfILvWJDhq2hntSWMrLMgycG72IXjkE6Fl86BXPoOlaSEevCnVlbHPsbTNCvEMUbQB1ba3glIe7jpVfMElHz-KrEqPqi-NqaatETRdLFhyyx5d30pwZBK1UqTNmPvo3LQ9_JX5D3ftbI', 'width': 1800}]",,https://www.google.com/maps/place/?q=place_id:ChIJoffYKQDPPDAR8v4cqXzSnDc
CLOSED_TEMPORARILY,"MQMJ+Q7V, Unnamed Road, Along, Kec. Salang, Kabupaten Simeulue, Aceh, Indonesia","{'location': {'lat': 2.6844756, 'lng': 95.7806567}, 'viewport': {'northeast': {'lat': 2.685925079892723, 'lng': 95.7818683298927}, 'southwest': {'lat': 2.683225420107278, 'lng': 95.77916867010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,RiDhO,ChIJC7J5SM7ZPDARKRgO0cBohNo,0.0,ChIJC7J5SM7ZPDARKRgO0cBohNo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,"[{'height': 6528, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105682548986269802771"">A Google User</a>'], 'photo_reference': 'AUGGfZkv6KAvRkR5gEphqKIb7RVcPWi3jCFda6GrXj67DBqleT7NNLijYTL-eIj3pgblMUYBcAwWiLENtCQTIj4gmG-xLB2vTSa7fHW-5yfyxZL06iYUE7IvSLIITH2DZQYrdMVmJNoUMC8XrB_9q9EIYICCHKB1Sgd7N7YbJQCTszn8qdE0', 'width': 3040}]",,https://www.google.com/maps/place/?q=place_id:ChIJC7J5SM7ZPDARKRgO0cBohNo
CLOSED_TEMPORARILY,"JVGP+45, Suak Manang, Salang, Simeulue Regency, Aceh, Indonesia","{'location': {'lat': 2.6253393, 'lng': 95.8854381}, 'viewport': {'northeast': {'lat': 2.626923129892722, 'lng': 95.89109309999999}, 'southwest': {'lat': 2.624223470107277, 'lng': 95.8835531}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bawa heba,ChIJw2pjaODbPDARQh9aiNrkgNE,0.0,ChIJw2pjaODbPDARQh9aiNrkgNE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJw2pjaODbPDARQh9aiNrkgNE
CLOSED_TEMPORARILY,"JRW9+QV, Tamon Jaya, Salang, Simeulue Regency, Aceh 23892, Indonesia","{'location': {'lat': 2.6469843, 'lng': 95.81973839999999}, 'viewport': {'northeast': {'lat': 2.648739579892722, 'lng': 95.82115357989272}, 'southwest': {'lat': 2.646039920107278, 'lng': 95.81845392010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Ratu Simodede,ChIJHcfCWobbPDARpdE-PrdygSU,5.0,ChIJHcfCWobbPDARpdE-PrdygSU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,True,"[{'height': 468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101730974882995673888"">A Google User</a>'], 'photo_reference': 'AUGGfZnsZvL5vhKquFjyJpb35eWDw2qOI52E4S5mJI2jScvSDjaxJLneQ8t2jopFj12h9Qqy3Q_jUtK-JEyyXJdhXOpaM2gjoIjsb4D8x8n7tkBT359VVIj3gIK64V4_uwDXU2a2h4wkUPxNU3svbEnPrsngz2FrWBlZrYk9zVVJpPxdbVx0', 'width': 1040}]",,https://www.google.com/maps/place/?q=place_id:ChIJHcfCWobbPDARpdE-PrdygSU
