business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,permanently_closed,price_level,url
OPERATIONAL,"8FHM+5JP, Guntur - Vijayawada Hwy, Autonagar, Guntur, Andhra Pradesh 522509, India","{'location': {'lat': 16.3279688, 'lng': 80.4840857}, 'viewport': {'northeast': {'lat': 16.32935622989272, 'lng': 80.48537627989272}, 'southwest': {'lat': 16.32665657010728, 'lng': 80.48267662010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dandi March Statue,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106861570708664936425"">Narendra Macharla</a>'], 'photo_reference': 'AUGGfZnC11VwY0zUVrW-iYxgoBGqNRzafgDMWY-1QzdBxCAi21sf2ubYnJlyPKgPdWCNJOBw3XXb46Bac1F2_4Nh--PK_-by-Ajic81_I2rVIRg0GFv9fan2Ubh3qblriBpkQ6RAMxM0X1G9QL8AQCf89sk7VQmp4XRHKHFGQ2kFZoxHyrFz', 'width': 4032}]",ChIJfzAUOGr1NToRpQJP04Uk_cw,4.4,ChIJfzAUOGr1NToRpQJP04Uk_cw,"['tourist_attraction', 'point_of_interest', 'establishment']",14,,,,,https://www.google.com/maps/place/?q=place_id:ChIJfzAUOGr1NToRpQJP04Uk_cw
OPERATIONAL,"8F2J+F65, National Hwy 16 Service Rd, Guntur, Andhra Pradesh 522509, India","{'location': {'lat': 16.3011437, 'lng': 80.4806223}, 'viewport': {'northeast': {'lat': 16.3020367, 'lng': 80.4822535298927}, 'southwest': {'lat': 16.2984647, 'lng': 80.47955387010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,N.T.R. Manasa Sarovaram,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115800989696692614584"">srihari datta</a>'], 'photo_reference': 'AUGGfZl9AznsOoqRrCHVJQPd3PkrLX4R-4DNFn3DmEV5DnbXSJInxduIP3e8vEI16WAJa59MhCkhdDLq072XiH-Bp-aMYE73SaCdv3jyDHb2PQhK7xya_wlwTTWyfxhdO1_eLRSTFNBwY3mg09Cv0zKxVLpXvohNP6TARE3C2LYsd9daeCtQ', 'width': 3456}]",ChIJjccnJpQKSjoR4guUn4qOIRg,3.5,ChIJjccnJpQKSjoR4guUn4qOIRg,"['amusement_park', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",2270,{'open_now': False},,,,https://www.google.com/maps/place/?q=place_id:ChIJjccnJpQKSjoR4guUn4qOIRg
OPERATIONAL,"89CW+88M, Guntur, Andhra Pradesh 522004, India","{'location': {'lat': 16.3208419, 'lng': 80.39580099999999}, 'viewport': {'northeast': {'lat': 16.32218197989272, 'lng': 80.39718207989273}, 'southwest': {'lat': 16.31948232010728, 'lng': 80.39448242010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Swarna andhra nagar,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110413589107151044325"">A Google User</a>'], 'photo_reference': 'AUGGfZnRSq4daDwLl9Kp1qQJyFlxNZCKhAlqapfssL12Czk4-Z277UOyLi1oL3IpSKcnZCbGELXBCvumDvvd4TMcI7OVUfKVTP_1PWX9TdlKJ8GxGo1JgQLvup1x1f98W468110GF-mgZEpvJznjq46kYzIXIIX0V8upBhkixxrTgXvcJexv', 'width': 1800}]",ChIJSQGvvtqLNToRigHv9PG3odg,4.3,ChIJSQGvvtqLNToRigHv9PG3odg,"['tourist_attraction', 'point_of_interest', 'establishment']",28,,,,,https://www.google.com/maps/place/?q=place_id:ChIJSQGvvtqLNToRigHv9PG3odg
OPERATIONAL,"7CRX+J3R Babu hotel, street, Lalapet, Guntur, Andhra Pradesh 522003, India","{'location': {'lat': 16.2916096, 'lng': 80.44763809999999}, 'viewport': {'northeast': {'lat': 16.29293822989272, 'lng': 80.44899367989272}, 'southwest': {'lat': 16.29023857010728, 'lng': 80.44629402010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"అభయాంజనేయ స్వామి వారి దేవస్థానం. లాలాపేట, గుంటూరు.","[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101466957554018461437"">A Google User</a>'], 'photo_reference': 'AUGGfZnKxdp5CZ0ESsdxK4XxwjO8kObXhy73GntQlSBX8TMPu5RJodhWfomXUIIM2DIicpOvRs8RHhInlFkTR-zFK2-tp82UaMcvMTpimAyz_mv7EAGH1-5dqKjxVZQtE9o6pO_K8C7S6rHMpMSOILK0DVuSJMXCOUnIE2Pe2phmByCwyPKG', 'width': 1844}]",ChIJ7fsmjwx1SjoRKLWCGhKPSkY,4.0,ChIJ7fsmjwx1SjoRKLWCGhKPSkY,"['tourist_attraction', 'point_of_interest', 'establishment']",9,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ7fsmjwx1SjoRKLWCGhKPSkY
OPERATIONAL,"MDR105, Coastal Andhra Region, GV Thota, Guntur, Andhra Pradesh 522001, India","{'location': {'lat': 16.2975504, 'lng': 80.45633049999999}, 'viewport': {'northeast': {'lat': 16.29889597989272, 'lng': 80.45768882989272}, 'southwest': {'lat': 16.29619632010728, 'lng': 80.45498917010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sardār Gouthu Latchanna Goud Center,,ChIJX_zhRMwLSjoRZTsy3owDu5g,5.0,ChIJX_zhRMwLSjoRZTsy3owDu5g,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"{'compound_code': '7FX4+2G Guntur, Andhra Pradesh, India', 'global_code': '7M827FX4+2G'}",,,https://www.google.com/maps/place/?q=place_id:ChIJX_zhRMwLSjoRZTsy3owDu5g
OPERATIONAL,"8C5M+VRH, Lakshmipuram, Ashok Nagar, Guntur, Andhra Pradesh 522007, India","{'location': {'lat': 16.3096843, 'lng': 80.43461429999999}, 'viewport': {'northeast': {'lat': 16.31107952989272, 'lng': 80.43597757989272}, 'southwest': {'lat': 16.30837987010728, 'lng': 80.43327792010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_hindu-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_hindu_pinlet,Seethamma paadalu,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101695281386562081743"">sadasivarao mekala</a>'], 'photo_reference': 'AUGGfZkeoKwRURpCN0T0LsvnhB3kbHJ_HMCTx0vVnr6EDKkCiaSrTOUB_6YxhnjKMfgshr3K23B1yJYFuSDON-l5bgP_ten8TAyUmcUA5vYF6pg4-YKsbSz8ZtjbPd9VX2j7GWt-HGnAR-9gss_qvJUsox6R95-nxN2InpVMfEEI4-sGwbyc', 'width': 1920}]",ChIJDVaysbJ1SjoRV2psFFbzg80,0.0,ChIJDVaysbJ1SjoRV2psFFbzg80,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJDVaysbJ1SjoRV2psFFbzg80
OPERATIONAL,"Grand Trunk Rd, Sambasiva Pet, Guntur, Andhra Pradesh 522004, India","{'location': {'lat': 16.29251, 'lng': 80.4455329}, 'viewport': {'northeast': {'lat': 16.29387037989272, 'lng': 80.44688707989272}, 'southwest': {'lat': 16.29117072010728, 'lng': 80.44418742010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Gandhi Park Guntur,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113526695742598182292"">naresh desavath</a>'], 'photo_reference': 'AUGGfZm6-WE2-Ljh_xDoE1FagdpKwsxIaVR3Sf6FooX8kU6MBUzDKG7LZ_VzjMZcjhekA6Jnlo19JOWCE7oRJuNyEL6b37izIxMn94d4R-1DTQDzUGGMaLcSWyp7Eh1Nl7FZ4g5eol3i6CfNEAYMuEAuKm1qPUpqu6TwP2CGh0EQmyn5A__p', 'width': 2560}]",ChIJDe7Tuzd1SjoR6GYcK2q9T2Y,3.5,ChIJDe7Tuzd1SjoR6GYcK2q9T2Y,"['park', 'point_of_interest', 'establishment']",3699,{'open_now': False},"{'compound_code': '7CVW+26 Guntur, Andhra Pradesh, India', 'global_code': '7M827CVW+26'}",,,https://www.google.com/maps/place/?q=place_id:ChIJDe7Tuzd1SjoR6GYcK2q9T2Y
CLOSED_TEMPORARILY,"Inside N.T.R Manasa Sarovaram Park, NH16, Guntur, Andhra Pradesh 522005, India","{'location': {'lat': 16.3011437, 'lng': 80.4806223}, 'viewport': {'northeast': {'lat': 16.3020367, 'lng': 80.4822535298927}, 'southwest': {'lat': 16.2984647, 'lng': 80.47955387010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Crazy World,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102040363240992040173"">Yaragalla Muralidhar</a>'], 'photo_reference': 'AUGGfZnwgIjO-9BMNzE16zL0BpF8gJnnWcXT6-YbyITbGxJuaFsDl1vGlD5FEXaFzf6XwOpbC8MqU5oWi_GhG2yPP9Egfa2d9makMygABzSWtLebRU5P1_44LaAkK-vwp8sYiXzN2gTlXb1cGpPcCq1g0a86LTnDbcr_vgI3FDk25bXpXPZZ', 'width': 4032}]",ChIJ-f___w92SjoR1KB0RQEBLi0,3.6,ChIJ-f___w92SjoR1KB0RQEBLi0,"['amusement_park', 'point_of_interest', 'establishment']",1308,,"{'compound_code': '8F2J+F6 Guntur, Andhra Pradesh, India', 'global_code': '7M828F2J+F6'}",True,,https://www.google.com/maps/place/?q=place_id:ChIJ-f___w92SjoR1KB0RQEBLi0
OPERATIONAL,"8C2Q+RM8, Prakasam Chowk, Arundelpet, Guntur, Andhra Pradesh 522002, India","{'location': {'lat': 16.3020437, 'lng': 80.4391878}, 'viewport': {'northeast': {'lat': 16.30339147989272, 'lng': 80.44053392989272}, 'southwest': {'lat': 16.30069182010728, 'lng': 80.43783427010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Prakasam Chowk,"[{'height': 780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101657695100107871654"">A Google User</a>'], 'photo_reference': 'AUGGfZmyqJ8-aQpbk2NKZsAmAp66V9Zbtc_u9L5lQ14KV6dyr9-yMvn01k_SUopXQfwT-Xpu1KuHdnrZUv6bQlSPjIZZGYOrvzgHJWsn6bWWy-oqhiWAWaNcc52SxrzyI6hnAcE5veXNyZeDh3KNiJZAxsFaSKnF-He3P7z6dS6T2AwjQkb4', 'width': 1040}]",ChIJO97_GZ51SjoRhqGHAFAGRb4,5.0,ChIJO97_GZ51SjoRhqGHAFAGRb4,"['store', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJO97_GZ51SjoRhqGHAFAGRb4
OPERATIONAL,"8C4P+MJ7, Naidupet, Guntur, Andhra Pradesh 522002, India","{'location': {'lat': 16.3066525, 'lng': 80.4365402}, 'viewport': {'northeast': {'lat': 16.30802842989272, 'lng': 80.43784227989272}, 'southwest': {'lat': 16.30532877010728, 'lng': 80.43514262010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"The Guntur Division (South Central Railway Zone) - Guntur City, Andhra Pradesh, India",,ChIJtWFDoT11SjoRDERjiaVjfoU,5.0,ChIJtWFDoT11SjoRDERjiaVjfoU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJtWFDoT11SjoRDERjiaVjfoU
