business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,photos,permanently_closed,url
OPERATIONAL,"RWMH+9H9, Wonokerto, Tugumulyo, Musi Rawas Regency, South Sumatra 31662, Indonesia","{'location': {'lat': -3.1665798, 'lng': 102.9289773}, 'viewport': {'northeast': {'lat': -3.165402520107278, 'lng': 102.9304229298927}, 'southwest': {'lat': -3.168102179892722, 'lng': 102.9277232701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Anywhere i go,ChIJ11jFH5j7MC4R0xuKj8ox3hA,0.0,ChIJ11jFH5j7MC4R0xuKj8ox3hA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ11jFH5j7MC4R0xuKj8ox3hA
OPERATIONAL,"RXJ7+3RJ, Ngadirejo, Tugumulyo, Musi Rawas Regency, South Sumatra 31662, Indonesia","{'location': {'lat': -3.1697869, 'lng': 102.9645003}, 'viewport': {'northeast': {'lat': -3.168377720107278, 'lng': 102.9657392798927}, 'southwest': {'lat': -3.171077379892723, 'lng': 102.9630396201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah pohon,ChIJp8SY7m37MC4RnD0WRxfgekg,0.0,ChIJp8SY7m37MC4RnD0WRxfgekg,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJp8SY7m37MC4RnD0WRxfgekg
OPERATIONAL,"Dusun 1 No.87, Siti Harjo, Kec. Tugumulyo, Kabupaten Musi Rawas, Sumatera Selatan, Indonesia","{'location': {'lat': -3.1453921, 'lng': 102.9532104}, 'viewport': {'northeast': {'lat': -3.143875620107277, 'lng': 102.9544128798927}, 'southwest': {'lat': -3.146575279892722, 'lng': 102.9517132201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,OT SYAILENDRA,ChIJeyhPfAD7MC4RZDgCj2ZTi1E,4.0,ChIJeyhPfAD7MC4RZDgCj2ZTi1E,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"{'compound_code': 'VX33+R7 Siti Harjo, Musi Rawas Regency, South Sumatra, Indonesia', 'global_code': '6P84VX33+R7'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJeyhPfAD7MC4RZDgCj2ZTi1E
OPERATIONAL,"Ngadirejo, Tugumulyo, Musi Rawas Regency, South Sumatra 31662, Indonesia","{'location': {'lat': -3.1698665, 'lng': 102.964561}, 'viewport': {'northeast': {'lat': -3.168435820107277, 'lng': 102.9657598298927}, 'southwest': {'lat': -3.171135479892722, 'lng': 102.9630601701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Langit Nayla,ChIJu1EV1xb7MC4R7mdz_3KZnqw,4.0,ChIJu1EV1xb7MC4R7mdz_3KZnqw,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",41.0,"{'compound_code': 'RXJ7+3R Ngadirejo, Musi Rawas Regency, South Sumatra, Indonesia', 'global_code': '6P84RXJ7+3R'}",{},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117746371075691393837"">A Google User</a>'], 'photo_reference': 'AUGGfZloNupzM7Qb1aaqSm3orMIKPPz88a_8CwUW4f6brNMNHuiwjkTOVn3fjmZPRC_Bvaww6Jpf6OuEdSPX3UmU3x1Eas6bkRY2DgeOKEuWqPYcGj8guvvzZGIKIXc0SsAPjp8au8lOvwnZHD0thwhMqV6aRnB0CaxCTc1StxU4HKJfPKqN', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJu1EV1xb7MC4R7mdz_3KZnqw
OPERATIONAL,"VW4G+M9P, Suko Rejo, Suku Tengah Lakitan Ulu, Musi Rawas Regency, South Sumatra 31662, Indonesia","{'location': {'lat': -3.1432981, 'lng': 102.9259656}, 'viewport': {'northeast': {'lat': -3.141948270107278, 'lng': 102.9273154298927}, 'southwest': {'lat': -3.144647929892722, 'lng': 102.9246157701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Alam Bukit Gatan 2,ChIJNYvaYSX7MC4RquLw2GeXWbQ,4.4,ChIJNYvaYSX7MC4RquLw2GeXWbQ,"['tourist_attraction', 'point_of_interest', 'establishment']",26.0,,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117083150589310590470"">miftahul ihsan</a>'], 'photo_reference': 'AUGGfZlsE_tMVZqLws26eEMeXdaMtoR1OJmDB1KU56zwwQrnIFsQEEMs883zBCJLbGTYslQWUCptPTu8_tfb9N5k5YEld8Fkm8_xEvPACkFTtktO4HSUPHEaMEMjzDnzfPeyVHIUKHxs_hKOVDpv2aES1jfmoyDuB6lo5LfFmYIcyHorHyJp', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJNYvaYSX7MC4RquLw2GeXWbQ
OPERATIONAL,"RX96+7GR, Sidoharjo, Tugumulyo, Musi Rawas Regency, South Sumatra 31661, Indonesia","{'location': {'lat': -3.181764, 'lng': 102.9612705}, 'viewport': {'northeast': {'lat': -3.180414720107278, 'lng': 102.9626208798927}, 'southwest': {'lat': -3.183114379892722, 'lng': 102.9599212201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sidoharjo Gembira,ChIJGfj0fgDlMC4Rf5IR8F4nnw0,0.0,ChIJGfj0fgDlMC4Rf5IR8F4nnw0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJGfj0fgDlMC4Rf5IR8F4nnw0
OPERATIONAL,"Jl. Jend. Sudirman No.G1, Mataram, Kec. Tugumulyo, Kabupaten Musi Rawas, Sumatera Selatan, Indonesia","{'location': {'lat': -3.1737284, 'lng': 102.9496565}, 'viewport': {'northeast': {'lat': -3.172423720107278, 'lng': 102.9510619298927}, 'southwest': {'lat': -3.175123379892722, 'lng': 102.9483622701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MAHALOKA .com,ChIJ_xD9Pz77MC4RsYt0OmHJcqw,4.0,ChIJ_xD9Pz77MC4RsYt0OmHJcqw,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,"{'compound_code': 'RWGX+GV Mataram, Musi Rawas Regency, South Sumatra, Indonesia', 'global_code': '6P84RWGX+GV'}",{'open_now': False},"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114053706097194162735"">Doni Hertanto</a>'], 'photo_reference': 'AUGGfZnmrGlAA2vdOOWP6jw5craM0yKw5mh_U6MslKTGIzCSIt9rYt5DPTt73v9Ha_D8NIwJRHMI2xIT-AGxdvKl92lCzb7IO3N3lqa2LTCLgDPUVbdZcPmb6n428d0kcGc-ne-873cbQDdva9aYPd4qhCSwBlYOJtU4dsGGifUK23PhV4dD', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJ_xD9Pz77MC4RsYt0OmHJcqw
OPERATIONAL,"RW89+QP3, Unnamed Road, Sukomulyo, Kec. Tugumulyo, Kabupaten Musi Rawas, Sumatera Selatan 31619, Indonesia","{'location': {'lat': -3.183101, 'lng': 102.9192889}, 'viewport': {'northeast': {'lat': -3.182401970107278, 'lng': 102.9206343798927}, 'southwest': {'lat': -3.185101629892722, 'lng': 102.9179347201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Padang pasir(bukit teletabis),ChIJP9rATHPlMC4RdmTbwgjIiCE,3.8,ChIJP9rATHPlMC4RdmTbwgjIiCE,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,,,"[{'height': 2610, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118273632309818884869"">Della Zalwa</a>'], 'photo_reference': 'AUGGfZk9Tlk9qKl4ODG7QGVrQypIyEQ-ZIR0t1jfexQWF9WZtx2g6NgMuR4rVrcpHmTpNYz2zgPragJiSpOtm9btxtxv_RrABajxfqnHtSsNOogDQPXvqp11ZGuWtvs0oUqzGfZhaA7iyegHNdWZV8BbrWzL44lRpf4vYEiUc7ju1hYSKXhV', 'width': 1468}]",,https://www.google.com/maps/place/?q=place_id:ChIJP9rATHPlMC4RdmTbwgjIiCE
OPERATIONAL,"RWFF+6JW, E, Wonokerto, Kec. Tugumulyo, Kabupaten Musi Rawas, Sumatera Selatan 31619, Indonesia","{'location': {'lat': -3.1768845, 'lng': 102.9240753}, 'viewport': {'northeast': {'lat': -3.175178370107278, 'lng': 102.9254583298927}, 'southwest': {'lat': -3.177878029892722, 'lng': 102.9227586701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,The Sumilir Farm,ChIJGStahND7MC4RiKDeFwdW9Bs,5.0,ChIJGStahND7MC4RiKDeFwdW9Bs,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,,{'open_now': True},"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109518990974736094746"">Apris Kiswandi</a>'], 'photo_reference': 'AUGGfZmU19GE4h8OAOpO-I4GuZ6IT1kZKglanOXc8u1p6lO8evv7SIlaruDBgoupjcukgqKFrcYV8eF1_ryo4nvnfKz6_rqQOJGbX4lOA4vwxk4hS1ulXjn-Wc57feSw_LdqyZX60Z-6wfLYRs-27-LNyIDnDEXRchqMxEBzKELmpGdmpE1Q', 'width': 4032}]",,https://www.google.com/maps/place/?q=place_id:ChIJGStahND7MC4RiKDeFwdW9Bs
OPERATIONAL,"RXJ2+MVP, Mataram, Tugumulyo, Musi Rawas Regency, South Sumatra, Indonesia","{'location': {'lat': -3.1682881, 'lng': 102.9522674}, 'viewport': {'northeast': {'lat': -3.166967370107278, 'lng': 102.9536985798927}, 'southwest': {'lat': -3.169667029892723, 'lng': 102.9509989201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata kebun anggur,ChIJAU7VXgD7MC4RRtWA4sWD90U,0.0,ChIJAU7VXgD7MC4RRtWA4sWD90U,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJAU7VXgD7MC4RRtWA4sWD90U
