business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,permanently_closed,photos,opening_hours,plus_code,url
OPERATIONAL,"34HJ+77M, alun alun, Gayau Sakti, Kec. Seputih Agung, Kabupaten Lampung Tengah, Lampung, Indonesia","{'location': {'lat': -4.9217771, 'lng': 105.1306643}, 'viewport': {'northeast': {'lat': -4.920398770107278, 'lng': 105.1319718298927}, 'southwest': {'lat': -4.923098429892722, 'lng': 105.1292721701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,alun alun gayau sakti,ChIJFWFxfACpQC4RxRxfvJYjrRg,0.0,ChIJFWFxfACpQC4RxRxfvJYjrRg,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJFWFxfACpQC4RxRxfvJYjrRg
CLOSED_TEMPORARILY,"332M+FCJ, Selusuban, Seputih Agung, Central Lampung Regency, Lampung 34166, Indonesia","{'location': {'lat': -4.948035099999999, 'lng': 105.0832294}, 'viewport': {'northeast': {'lat': -4.946652220107278, 'lng': 105.0846601798927}, 'southwest': {'lat': -4.949351879892721, 'lng': 105.0819605201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KWT KENANGA SULUSUBAN,ChIJ6a9mdASrQC4RVJ5pAkjHgdI,0.0,ChIJ6a9mdASrQC4RVJ5pAkjHgdI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,True,"[{'height': 2137, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118110712459147386824"">A Google User</a>'], 'photo_reference': 'AUGGfZmlOx5RsUvdvy2mdZUWvPp17g3wsuLa7xZ1LH6q2dqO60nSH-vIFiIs_GbMQCtHbqOOTK1vhJkbnTcW74Jh42ZBz4wlspp771onOZdwLTXWwvfDxtQRTqfBkqgHRt_ba51CLRG0OW1_DhZ7k3P_wn_K9sH7vt7A7-tgmhADZ4LSbhXU', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ6a9mdASrQC4RVJ5pAkjHgdI
OPERATIONAL,"26F7+R7J, Jl. Lintas Sumatra, Gunung Sugih, Gn. Sugih, Kec. Gn. Sugih, Kabupaten Lampung Tengah, Lampung 34161, Indonesia","{'location': {'lat': -4.9754133, 'lng': 105.2131424}, 'viewport': {'northeast': {'lat': -4.974126270107278, 'lng': 105.2146052298927}, 'southwest': {'lat': -4.976825929892722, 'lng': 105.2119055701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/monument_pinlet,Taman Tugu Kopiah dan Patung Pengantin,ChIJ1RR9ilmvQC4RsCS0xMhSZlU,4.5,ChIJ1RR9ilmvQC4RsCS0xMhSZlU,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",2438.0,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116437840081566049758"">A Google User</a>'], 'photo_reference': 'AUGGfZnDNt-4frlGXZaGE_4rQUftm3rjZUnzGZSwcwASLQ08CQ-YuizHHx-xn019P1DaCyt_-zDqZWuwOgbFVFC3fE2TH-83TsLHBRoQLyoSJ087j6dYP8OTxsoQ8PM3N-OZNyaU9sF3oKqPjY3K-arU4L0NtMs33HqSn1MNjdKx0ZuodG9i', 'width': 2992}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ1RR9ilmvQC4RsCS0xMhSZlU
OPERATIONAL,"35VR+49F, Poncowati, Terbanggi Besar, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.907180599999999, 'lng': 105.1909351}, 'viewport': {'northeast': {'lat': -4.905961270107277, 'lng': 105.1922812298927}, 'southwest': {'lat': -4.908660929892721, 'lng': 105.1895815701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Eksan,ChIJG9PUWgCpQC4Rnq6x1wTvn1s,0.0,ChIJG9PUWgCpQC4Rnq6x1wTvn1s,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJG9PUWgCpQC4Rnq6x1wTvn1s
OPERATIONAL,"23VV+PM4, rt034, rw008sulusuban, Kec. Seputih Agung, Kabupaten Lampung Tengah, Lampung, Indonesia","{'location': {'lat': -4.9557273, 'lng': 105.0942137}, 'viewport': {'northeast': {'lat': -4.954290270107278, 'lng': 105.0955508298927}, 'southwest': {'lat': -4.956989929892722, 'lng': 105.0928511701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Rumah Arif Alimudin,ChIJJZhTTW6rQC4RwxUq-Jw9df0,4.0,ChIJJZhTTW6rQC4RwxUq-Jw9df0,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",2.0,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105523734753707229166"">A Google User</a>'], 'photo_reference': 'AUGGfZlLFexXjaEaahAbHNzlrid909Bjxsti8J09WuthPndzFI2dFnGl3K4K788TPMm1DiXHc1MDzRHbpvrMuOBIwn1rWnUo6GWtdOJAbu_gRRI5xOYkt8ynYwY7k2P81oDkU3y-n4aS_5ca7rcXapfRQc_ye_gHvrPG1me6RdZcKH6TxuQG', 'width': 3120}]",,,https://www.google.com/maps/place/?q=place_id:ChIJJZhTTW6rQC4RwxUq-Jw9df0
OPERATIONAL,"26F7+H7P, Jl. Lintas Sumatra, Gn. Sugih, Kec. Gn. Sugih, Kabupaten Lampung Tengah, Lampung 34161, Indonesia","{'location': {'lat': -4.976043, 'lng': 105.2132015}, 'viewport': {'northeast': {'lat': -4.974717670107277, 'lng': 105.2145983798927}, 'southwest': {'lat': -4.977417329892721, 'lng': 105.2118987201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Pepadun,ChIJP5fyLlqvQC4RTW7KpPXVlsQ,4.4,ChIJP5fyLlqvQC4RTW7KpPXVlsQ,"['tourist_attraction', 'point_of_interest', 'establishment']",251.0,,"[{'height': 1728, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104938720831899616561"">A. Hanief AN</a>'], 'photo_reference': 'AUGGfZkKCiVVC7DO2UFFNYhf2Dfqj-Y5PAj7_xTRoiN96oIa0oIJBLbtqG8WTb7cE02q8yatm3BmnW-vlWwmy_lUFK5M9LSfTMARWK-4sSN6oowlIB0g2D7KQtwm8PbyBzfhO0pV1XoahnTtwB5hbGziWIgZx_e3Xn7L2Zk5rxCRGNGjGtsE', 'width': 2592}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJP5fyLlqvQC4RTW7KpPXVlsQ
OPERATIONAL,"452Q+688, Jl. Brigjen Katamso, Poncowati, Kec. Terbanggi Besar, Kabupaten Lampung Tengah, Lampung 34163, Indonesia","{'location': {'lat': -4.8994551, 'lng': 105.188325}, 'viewport': {'northeast': {'lat': -4.898240470107277, 'lng': 105.1896711298927}, 'southwest': {'lat': -4.900940129892721, 'lng': 105.1869714701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Green House Melon SMart 11,ChIJ90-vDeqpQC4RuOJhTNCivBo,5.0,ChIJ90-vDeqpQC4RuOJhTNCivBo,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110502413391604197557"">mulyadi amoey</a>'], 'photo_reference': 'AUGGfZlmWlUYf5TFq7OEPUZG7cmIi1QhjwZESQU4p_SXLjE_K38Gjt-jt8bEoz_NQt6mZkp_JOLjgZyIiAN5bzbZ_RKvv9DrXZoa19P2ibtrbZVoL79411ZbEURWK4Nz4yMPqKqnScxXQ5bZR69IjLbbwQbMq7nhVUwKLYalc7Z23_xjAyGv', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ90-vDeqpQC4RuOJhTNCivBo
OPERATIONAL,"23WQ+926, Selusuban, Seputih Agung, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.954072600000001, 'lng': 105.0875257}, 'viewport': {'northeast': {'lat': -4.952798920107278, 'lng': 105.0889038298927}, 'southwest': {'lat': -4.955498579892722, 'lng': 105.0862041701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Juniviruz,ChIJ4R5XBcGrQC4RIxQp-_yOfkQ,0.0,ChIJ4R5XBcGrQC4RIxQp-_yOfkQ,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4R5XBcGrQC4RIxQp-_yOfkQ
OPERATIONAL,"X5X4+Q2X, Komering Putih, Gunung Sugih, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.0005063, 'lng': 105.1551153}, 'viewport': {'northeast': {'lat': -4.999127420107278, 'lng': 105.156126}, 'southwest': {'lat': -5.001827079892722, 'lng': 105.1520832}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,kali GSW,ChIJDepr5G2vQC4RM4Qq-TEuw6U,5.0,ChIJDepr5G2vQC4RM4Qq-TEuw6U,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105272607470449232459"">antoni sandy</a>'], 'photo_reference': 'AUGGfZnoovyVUej2yogn5Hw0S4Ir1DkU9RSIoc8b1fro9N-ah5Pjq6NEoQJbE9A05jjLvkbCO7gDMClftqBQ2TUt9yIWEWj_GQZ55D5-vtw9REC1IL-RE8oMIWr0wlRAM9YHiAk2HE66o1CTWdLlzaukaPB02dybD76sNDinyMEe7zROTQY', 'width': 4608}]",,,https://www.google.com/maps/place/?q=place_id:ChIJDepr5G2vQC4RM4Qq-TEuw6U
OPERATIONAL,"RT 27 dusun Sugriwo 1, Poncowati, Kec. Terbanggi Besar, Kabupaten Lampung Tengah, Lampung 34165, Indonesia","{'location': {'lat': -4.9099933, 'lng': 105.1850498}, 'viewport': {'northeast': {'lat': -4.908061470107278, 'lng': 105.1866680298927}, 'southwest': {'lat': -4.910761129892721, 'lng': 105.1839683701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Millennium Valley,ChIJU5NWnUmpQC4R7VJO_jwhIQk,4.2,ChIJU5NWnUmpQC4R7VJO_jwhIQk,"['tourist_attraction', 'point_of_interest', 'establishment']",99.0,,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117580988041235161743"">ras keyzee</a>'], 'photo_reference': 'AUGGfZl2CPokhavLw4GN3ClVSjY_pC0sXZHb7GG7oyCZ_8XHEYC9jV1fBVGcZYigH_KBQPorzXc09TkheGlTa1INbhT5a39MQdeugb3kxHQzeAUusUl0aG26x52VZJYVWsidbYYMJvxZn7p2gHi8xPRjriMVJ-Uq_CsnJc2D2A1CyvTShwDk', 'width': 3840}]",{'open_now': False},"{'compound_code': '35RP+22 Poncowati, Central Lampung Regency, Lampung, Indonesia', 'global_code': '6P7735RP+22'}",https://www.google.com/maps/place/?q=place_id:ChIJU5NWnUmpQC4R7VJO_jwhIQk
