business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,url
OPERATIONAL,"7G93+WFR, Rekso Binangun, Rumbia, Central Lampung Regency, Lampung 34168, Indonesia","{'location': {'lat': -4.7301452, 'lng': 105.5036425}, 'viewport': {'northeast': {'lat': -4.728506799999999, 'lng': 105.5070109}, 'southwest': {'lat': -4.735060399999999, 'lng': 105.5025197}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WISATA ALAM TERBUKA Kecamatan RUMBIA,{'open_now': False},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110111283332857302262"">A Google User</a>'], 'photo_reference': 'AUGGfZkq6Cjxf4YNyOqAPfpD_EB9S_1BVcNRj6Q_8mMW_ntbn3lt9FIGRgiW4tfeJYTIgV-bDwXOlDyIV77wH032ynolYwX0C43kDKoAM_KKcYBHi7Hvi9L4Mc-KjUM-SpYkJWPh6JQJXm_LoayqpbJq0N5s_WCNSe4dNDgQ_rCQGIO01Ru9', 'width': 1080}]",ChIJ7eEc9bNlPy4RiA1OjC-6tf8,5.0,ChIJ7eEc9bNlPy4RiA1OjC-6tf8,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,https://www.google.com/maps/place/?q=place_id:ChIJ7eEc9bNlPy4RiA1OjC-6tf8
OPERATIONAL,"6JXR+QG, Bina Karya Buana, Rumbia, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.750623, 'lng': 105.641324}, 'viewport': {'northeast': {'lat': -4.749266770107279, 'lng': 105.6426813298927}, 'southwest': {'lat': -4.751966429892723, 'lng': 105.6399816701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun,,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117986356164493380851"">A Google User</a>'], 'photo_reference': 'AUGGfZmhtJpRVJ7HHZJrIW5BGAJ3FyELOxqBZJdpSu-_64xTGRu7DAPl6XRcUEaEFcV9hL_GkHYjGFTRfj8HW0T54tCMCLMY6FOX1G6NhE3qhUmvF5i3_3RMmuRcNHTmK7ytFb2_VD82b98i2eF72TRW0uMwSZtCGZElnA-Q9DpbKEklBfxx', 'width': 2592}]",ChIJZdA_euh7Py4R5A3cRxcbYG8,3.3,ChIJZdA_euh7Py4R5A3cRxcbYG8,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,https://www.google.com/maps/place/?q=place_id:ChIJZdA_euh7Py4R5A3cRxcbYG8
OPERATIONAL,"6M8G+PR2, Bina Karya Buana, Rumbia, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.783244499999999, 'lng': 105.6770101}, 'viewport': {'northeast': {'lat': -4.781894670107278, 'lng': 105.6783599298927}, 'southwest': {'lat': -4.784594329892721, 'lng': 105.6756602701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gubuk alim,,,ChIJw2RuUEV7Py4RovIZBhe0l8c,0.0,ChIJw2RuUEV7Py4RovIZBhe0l8c,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJw2RuUEV7Py4RovIZBhe0l8c
OPERATIONAL,"6GHC+MM2, Simpang plasmen, Kec. Rumbia, Kabupaten Lampung Tengah, Lampung, Indonesia","{'location': {'lat': -4.7708696, 'lng': 105.5216411}, 'viewport': {'northeast': {'lat': -4.769460620107278, 'lng': 105.5231653798927}, 'southwest': {'lat': -4.772160279892722, 'lng': 105.5204657201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,agrowisata kebun buah naga,{'open_now': False},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102283024374187357621"">A Google User</a>'], 'photo_reference': 'AUGGfZnZUsfsGcp4wKKfqg2j1nO5CfblOdfqQJIqB6d1gMidvoqtBOmXYT1nvrxdJ7BeS8BqHMADTWGzP4fSoemuzfr-6lagW6yjo-o-23vNiLB1PoPV4lEDbH_3_tQktArNJRpZV5BBcHowPTHMGCpq2w2qOiTWnhCbV6UcehMXMebmsbXA', 'width': 1080}]",ChIJE1K-GgBlPy4R9BFb0G23AMk,5.0,ChIJE1K-GgBlPy4R9BFb0G23AMk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJE1K-GgBlPy4R9BFb0G23AMk
OPERATIONAL,"5JXF+8GP, Rantau Jaya Makmur, Putra Rumbia, Central Lampung Regency, Lampung 34157, Indonesia","{'location': {'lat': -4.791774, 'lng': 105.6510671}, 'viewport': {'northeast': {'lat': -4.790415870107276, 'lng': 105.6524099298927}, 'southwest': {'lat': -4.79311552989272, 'lng': 105.6497102701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Saung Pegadungan RJM,{'open_now': True},"[{'height': 798, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117404630474350349160"">A Google User</a>'], 'photo_reference': 'AUGGfZkThCIzDnehc3P50H5ay8BcFCPFTDV6_4IScs2V2xvGcLrorqX-aCNWZ09iDE_zTG_uZ6JDP6Po150XDcMnLJPXNwRujTNLJq3ustyAyoPYU32F3Pe51W-VpjqnFT_J6nQ2A9fg2s6BWr1VCnMJFVF5ynQP3gWYiKVBkfgx0ZtTAgA4', 'width': 798}]",ChIJVUZ643F7Py4RVZRyvR4bAcg,5.0,ChIJVUZ643F7Py4RVZRyvR4bAcg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJVUZ643F7Py4RVZRyvR4bAcg
OPERATIONAL,"6G5P+WP, Rukti Basuki, Rumbia, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.7901668, 'lng': 105.536751}, 'viewport': {'northeast': {'lat': -4.789049970107278, 'lng': 105.5380596798927}, 'southwest': {'lat': -4.791749629892722, 'lng': 105.5353600201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ladang jagung manis HKS,,,ChIJaUuccgBlPy4RGRCE_1MWzg8,0.0,ChIJaUuccgBlPy4RGRCE_1MWzg8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJaUuccgBlPy4RGRCE_1MWzg8
OPERATIONAL,"5H3W+6WR, Rantau Jaya Ilir, Putra Rumbia, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.8468753, 'lng': 105.5972706}, 'viewport': {'northeast': {'lat': -4.844383049999998, 'lng': 105.5986060798927}, 'southwest': {'lat': -4.84770605, 'lng': 105.5959064201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lebung gustut,,,ChIJl_-aGOp9Py4RH2YWJdhoJ-s,0.0,ChIJl_-aGOp9Py4RH2YWJdhoJ-s,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJl_-aGOp9Py4RH2YWJdhoJ-s
OPERATIONAL,"4HR7+438, Joharan, Putra Rumbia, Central Lampung Regency, Lampung 34157, Indonesia","{'location': {'lat': -4.859687, 'lng': 105.56267}, 'viewport': {'northeast': {'lat': -4.858351470107279, 'lng': 105.5639436298927}, 'southwest': {'lat': -4.861051129892723, 'lng': 105.5612439701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Jeruk Nandasari,,"[{'height': 3936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108972261931917841589"">A Google User</a>'], 'photo_reference': 'AUGGfZmhVpB64ljLYtakGaLThcvcLUCYk6_Kr-Fxz2IAKVzbe2BQmPIAM_BAe7j5eWjoPz_t8h-1_WZth4LDXnA9U9WHDwtGSMoswdvHzgrEHZ4drkeFvB5eusn_xeZEzeyL3AQm6JHo6aIo_kmFTBnT4uwlehJjqggeDovN6uceb9EUG7PU', 'width': 1728}]",ChIJcdBSClRjPy4RoOh7LNotF5Y,2.5,ChIJcdBSClRjPy4RoOh7LNotF5Y,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJcdBSClRjPy4RoOh7LNotF5Y
OPERATIONAL,"7M53+J4J, Jl. Gaya Baru VII, Gaya Baru Enam, Kec. Seputih Surabaya, Kabupaten Lampung Tengah, Lampung 34158, Indonesia","{'location': {'lat': -4.7409143, 'lng': 105.6527519}, 'viewport': {'northeast': {'lat': -4.739564470107279, 'lng': 105.6541017298927}, 'southwest': {'lat': -4.742264129892723, 'lng': 105.6514020701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ROWOGAJAH BEACH,{'open_now': True},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102145826050224393236"">A Google User</a>'], 'photo_reference': 'AUGGfZnXj53P9Aamd4Q72_IOktS5TjRRs-YPf5rjmQn_zSGTIqCOuX309pb4stuLw6Co4d7DPlddkn8E9ZNZ4NVdn73QJpVEZTkzJOuNDegOztzRmu2ptKchdeBEngUhbr_EPJs3WNeegPUgDiOpxj8O6MpOQ9XfdYabowEaIF778GW1a-_M', 'width': 720}]",ChIJqbuUqRB7Py4R_pDv8e0v4JY,5.0,ChIJqbuUqRB7Py4R_pDv8e0v4JY,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJqbuUqRB7Py4R_pDv8e0v4JY
OPERATIONAL,"7G8Q+H5W, Bumi Nabung Baru, Bumi Nabung, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.7335003, 'lng': 105.537953}, 'viewport': {'northeast': {'lat': -4.732170670107278, 'lng': 105.5393151298927}, 'southwest': {'lat': -4.734870329892722, 'lng': 105.5366154701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Pemancingan MISHA,{'open_now': True},,ChIJXRmxYwBlPy4RUvNN6rZ7jWQ,5.0,ChIJXRmxYwBlPy4RUvNN6rZ7jWQ,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJXRmxYwBlPy4RUvNN6rZ7jWQ
