business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,opening_hours,plus_code,url
OPERATIONAL,"76WF+M4, Gunung Batin Udik, Terusan Nunyai, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.7033611, 'lng': 105.2228056}, 'viewport': {'northeast': {'lat': -4.702011770107278, 'lng': 105.2242049298927}, 'southwest': {'lat': -4.704711429892722, 'lng': 105.2215052701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,lokasi 1,ChIJZ6SkawBFPy4R7SorIyEpjyo,0.0,ChIJZ6SkawBFPy4R7SorIyEpjyo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJZ6SkawBFPy4R7SorIyEpjyo
OPERATIONAL,"6765+XJ, Tanjung Anom, Terusan Nunyai, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.7875444, 'lng': 105.2590291}, 'viewport': {'northeast': {'lat': -4.786162320107278, 'lng': 105.2603676798927}, 'southwest': {'lat': -4.788861979892722, 'lng': 105.2576680201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,rumah istimewa pak rustam,ChIJDcrafwBbPy4RrIP3WzeIlHA,0.0,ChIJDcrafwBbPy4RrIP3WzeIlHA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJDcrafwBbPy4RrIP3WzeIlHA
OPERATIONAL,"66PC+766, Bandar Agung, Terusan Nunyai, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.7643279, 'lng': 105.220517}, 'viewport': {'northeast': {'lat': -4.762964870107278, 'lng': 105.2218910798927}, 'southwest': {'lat': -4.765664529892722, 'lng': 105.2191914201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bandar sakti,ChIJVRBf10BbPy4RGQuILRiczis,0.0,ChIJVRBf10BbPy4RGQuILRiczis,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJVRBf10BbPy4RGQuILRiczis
OPERATIONAL,"66H8+RJM, Bandar Agung, Terusan Nunyai, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.7704033, 'lng': 105.2165555}, 'viewport': {'northeast': {'lat': -4.768853270107277, 'lng': 105.2176756298927}, 'southwest': {'lat': -4.771552929892721, 'lng': 105.2149759701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Umbul kentong padepokan gus kecek,ChIJZZ0keURRPy4RaaAQHrmy4d8,0.0,ChIJZZ0keURRPy4RaaAQHrmy4d8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 1936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114121680227836129899"">A Google User</a>'], 'photo_reference': 'AUGGfZkG6eq_H1zvo-ArUrssB9xTs2mZW5RMYWRYMFhrpGTMb91D2KPF-5orY3cDi1Wyfz-qc4Ss4Tl87rkPIK2CuRVJqGgGfaJ4syGPm36NUTluPbmvkkMZ5VjOSX63n83udpBUh_Tx5qkDbi-ei6E9hw7myYPipFnrK2Fmh-O7yHJUPWAm', 'width': 2835}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJZZ0keURRPy4RaaAQHrmy4d8
CLOSED_TEMPORARILY,"87C3+QH, Gunung Batin Baru, Terusan Nunyai, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.6780665, 'lng': 105.2539946}, 'viewport': {'northeast': {'lat': -4.676096070107278, 'lng': 105.2552856798927}, 'southwest': {'lat': -4.678795729892721, 'lng': 105.2525860201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Villa,ChIJaTa0w3NFPy4RpZEDiBGHu30,4.0,ChIJaTa0w3NFPy4RpZEDiBGHu30,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 2080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112500940356130041940"">Rudi</a>'], 'photo_reference': 'AUGGfZkA2Mr5bg3omYPfSPCnqhCuBB7jjZKDXTyk6wM1B0gStsdd6n0LkLjLb4HcNKrh7mzqltUtD-965ZzTH7y3YlMiZHePg07FntMj7Jc-cGQwCZfE-8Q7gR0x0ptlFPEOiawxssWq9tQdyw-dypH_6--Bl_6-rIgaW8OxnkroIqeNrBJc', 'width': 2400}]",True,,,https://www.google.com/maps/place/?q=place_id:ChIJaTa0w3NFPy4RpZEDiBGHu30
OPERATIONAL,"77QF+95, Gunung Batin Udik, Terusan Nunyai, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.711539399999999, 'lng': 105.2729732}, 'viewport': {'northeast': {'lat': -4.71080215, 'lng': 105.2744003298927}, 'southwest': {'lat': -4.71375115, 'lng': 105.2717006701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,spot lucky,ChIJ34WQXABFPy4RNI7L4ZgRHBk,0.0,ChIJ34WQXABFPy4RNI7L4ZgRHBk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ34WQXABFPy4RNI7L4ZgRHBk
OPERATIONAL,"774Q+7FP, Unnamed Road, Tj. Anom, Kec. Terusan Nunyai, Kabupaten Lampung Tengah, Lampung 34164, Indonesia","{'location': {'lat': -4.744284299999999, 'lng': 105.288691}, 'viewport': {'northeast': {'lat': -4.742604299999998, 'lng': 105.2902020298927}, 'southwest': {'lat': -4.7493243, 'lng': 105.2875023701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lebung Sawit Kembat,ChIJy-eFUu9bPy4Rr4Qe6AdolB4,4.7,ChIJy-eFUu9bPy4Rr4Qe6AdolB4,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117984263902521852993"">nalar sundawa</a>'], 'photo_reference': 'AUGGfZlLM1l7Zh_DRr2a1jWZ_6KK9iuG-aL3WfnHMC1LxgjhekBh7PYdlEj1ENIBLfk6lkXk5djuNCScadBV_TDHjxQ5X17QNHfwWo9joEvYOYmxo96gCCFTo_dCeNChyNghFcrFlQEBZ4FV809A5T2TXr-qLKLNjxtqcuFgjUt5VOKYhn0u', 'width': 3000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJy-eFUu9bPy4Rr4Qe6AdolB4
OPERATIONAL,"66F6+5C, Bandar Agung, Terusan Nunyai, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.7770962, 'lng': 105.2110615}, 'viewport': {'northeast': {'lat': -4.775950320107278, 'lng': 105.2126305298927}, 'southwest': {'lat': -4.778649979892722, 'lng': 105.2099308701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,AGRO FORESTY KAMPUNG BANDAR AGUNG,ChIJ80oxemhRPy4RKkNj9Zsvmz4,4.5,ChIJ80oxemhRPy4RKkNj9Zsvmz4,"['tourist_attraction', 'point_of_interest', 'establishment']",14,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117477711681776442709"">Tanjung Anom</a>'], 'photo_reference': 'AUGGfZmfd1U6h8b8uxTGNvGbOvJFQud6hglHx5kAjhYx1pngnd7wUbjM-Y0K8pKeIDZE62GZcPDmd37mDF90wIq4pwp-atnKRRJXXLwu0mjAiKPomK9h5Au4gyYqHk_E5pEhKD6DuDSYh0yg6h5RPMssK2IbkqQuoKRRL6wWemPDoG-C7789', 'width': 1280}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ80oxemhRPy4RKkNj9Zsvmz4
OPERATIONAL,"6776+XFG, Tanjung Anom, Terusan Nunyai, Central Lampung Regency, Lampung 34167, Indonesia","{'location': {'lat': -4.7850557, 'lng': 105.2612101}, 'viewport': {'northeast': {'lat': -4.783786920107278, 'lng': 105.2623978298927}, 'southwest': {'lat': -4.786486579892721, 'lng': 105.2596981701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embung Cinta 1F Tanjung Anom,ChIJpT5QVFtbPy4RMC2ASq6EeAk,4.0,ChIJpT5QVFtbPy4RMC2ASq6EeAk,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,,,https://www.google.com/maps/place/?q=place_id:ChIJpT5QVFtbPy4RMC2ASq6EeAk
OPERATIONAL,"76VR+MW, Gunung Batin Udik, Terusan Nunyai, Central Lampung Regency, Lampung, Indonesia","{'location': {'lat': -4.705773, 'lng': 105.2422804}, 'viewport': {'northeast': {'lat': -4.704386570107278, 'lng': 105.2436292298927}, 'southwest': {'lat': -4.707086229892722, 'lng': 105.2409295701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lebung Lima,ChIJGc9yNf5FPy4RE70QAw_OYfw,5.0,ChIJGc9yNf5FPy4RE70QAw_OYfw,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJGc9yNf5FPy4RE70QAw_OYfw
