formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,rating,user_ratings_total,plus_code,url
"Paniai Regency, Papua, Indonesia","{'location': {'lat': -3.7876441, 'lng': 136.3624686}, 'viewport': {'northeast': {'lat': -3.3773639, 'lng': 137.203985}, 'southwest': {'lat': -4.13823, 'lng': 135.96064}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Paniai Regency,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114812759310997485475"">Frans Teddy Degei</a>'], 'photo_reference': 'AUGGfZkZLXxuYUSc0qVMUR7ZxjK_q85NuFPbdN9ubph9apTYmoJoa46WwQ_oO5J24Lh0b7VqODFRkYZlFGwIOXc0iO_JZ7lEt3v3fbziFpVaxRPrVAL3LsZQKrqJhl9FSv20stioW9CBgXAj7Rq-lzShnpx4KCerPiqAMX_kulV2DDpMbFXt', 'width': 4160}]",ChIJRbRXHsNzImgRj1HwaGbqZDA,ChIJRbRXHsNzImgRj1HwaGbqZDA,"['administrative_area_level_2', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJRbRXHsNzImgRj1HwaGbqZDA
"H3MR+Q53, Calbiga, Samar, Philippines","{'location': {'lat': 11.5843807, 'lng': 125.0904103}, 'viewport': {'northeast': {'lat': 11.58573052989272, 'lng': 125.0917601298927}, 'southwest': {'lat': 11.58303087010728, 'lng': 125.0890604701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lulugayan Falls & Eco Village,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109216937544272091072"">Hazel Jane Canilao</a>'], 'photo_reference': 'AUGGfZl6EDmovleOKokoy-3yyBSNfm1dVYvn-8twIKY0R16LOHNATFC8SOHoqlAOl8ks4QgK7Fn3hVYRxOEP3nENbe79F8UlGzUbqPvKluFY71k8xGTpH7fVutzipPAyQu_Rwf30zctabyjKucdSsUN1CSiX1QME-gJ_GGM5B0awYEA2Gii-', 'width': 4032}]",ChIJhTXjkVBaCDMRvZ7xkxY5OHg,ChIJhTXjkVBaCDMRvZ7xkxY5OHg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.6,143.0,,https://www.google.com/maps/place/?q=place_id:ChIJhTXjkVBaCDMRvZ7xkxY5OHg
"FGFC+C62, Balangkayan, Eastern Samar, Philippines","{'location': {'lat': 11.4735192, 'lng': 125.5205005}, 'viewport': {'northeast': {'lat': 11.47536597989272, 'lng': 125.5212359798927}, 'southwest': {'lat': 11.47266632010728, 'lng': 125.5185363201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Minasangay Island Ecological Park and Resort,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102784748283258651428"">Donn Johnson Cera</a>'], 'photo_reference': 'AUGGfZmIxMQ1uc8QDsD3IbuxLIPp7a2TNgPW8c0Ax4ivb43RiXK4ehW85_zbEFsv8mMTx0KSM-YrKQium5XjNwSbzS2Xgf-q5WcaVtioRvAmUT6Gz9OvdRxjCcb2gzT6gyDcuvXTJRuEvq8VrIiNQ6U_iHxkeL8Sm6hLdzRx9qfxm9JB2Cll', 'width': 4000}]",ChIJkw4GldTrCDMR1TGbwYMRmb4,ChIJkw4GldTrCDMR1TGbwYMRmb4,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.6,139.0,,https://www.google.com/maps/place/?q=place_id:ChIJkw4GldTrCDMR1TGbwYMRmb4
"576C+CVM, Lawaan, Eastern Samar, Philippines","{'location': {'lat': 11.1610813, 'lng': 125.2721677}, 'viewport': {'northeast': {'lat': 11.16203952989272, 'lng': 125.2737026}, 'southwest': {'lat': 11.15933987010728, 'lng': 125.267563}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pangi Falls,"[{'height': 8000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106278790360170878162"">A Google User</a>'], 'photo_reference': 'AUGGfZkdYJE_AQ0XRQnfDrPWaprUyj9JqMIZCwiK11xpk_0Yg58YEHkxgO6sih1cs0fYlJXwrlZIJ4uuQzeMMbzQoWsgzlaPTihZZQB78V2Y_46NAhyNkkJT-lmbRiCWOXypupgxG8s3FpcR5WaylHIB9OR-vWs_gIaTnDGbpeEErGQ-OEyL', 'width': 6000}]",ChIJzxMhXKaBCDMROwcJ1VTVy7U,ChIJzxMhXKaBCDMROwcJ1VTVy7U,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.9,12.0,,https://www.google.com/maps/place/?q=place_id:ChIJzxMhXKaBCDMROwcJ1VTVy7U
"J3V5+V8P, Calbiga, Samar, Philippines","{'location': {'lat': 11.6447003, 'lng': 125.0583276}, 'viewport': {'northeast': {'lat': 11.64605012989272, 'lng': 125.0596774298927}, 'southwest': {'lat': 11.64335047010728, 'lng': 125.0569777701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Langun-Gobingob Caves,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102824563389754581652"">Kelvin Samar</a>'], 'photo_reference': 'AUGGfZleBo2J3QxO7CJ7YeOARvaoCx7aOwaOJAo50fL2uyfy8_fsnufk8KrFtApSNjJbdP8Ej31wHG9EvHN-RnNlC_VgYAqxOJwwf8mRrelPvPcVzkRQii5AE4iZhc92O_fwIxkxnLXRV14GYOUk-Q7pSWGV9hxRkV_g9rBpaNcy4aXGs8SM', 'width': 4032}]",ChIJL80L4zhQCDMRhT8wtoIthrk,ChIJL80L4zhQCDMRhT8wtoIthrk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,3.8,4.0,,https://www.google.com/maps/place/?q=place_id:ChIJL80L4zhQCDMRhT8wtoIthrk
"Palapag - Mapanas Rd, Mapanas, Northern Samar, Philippines","{'location': {'lat': 12.4879701, 'lng': 125.2659306}, 'viewport': {'northeast': {'lat': 12.48947772989272, 'lng': 125.2669405798927}, 'southwest': {'lat': 12.48677807010728, 'lng': 125.2642409201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Balukawi Point,"[{'height': 922, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113034044514520307876"">A Google User</a>'], 'photo_reference': 'AUGGfZmPA3rLdM6pZNSy6wSv-jZsIyH67h8bfjaWPFEFH4gCpperL8bLLTHs7zM2O5EeSch0TNMxIb2GTBqMAmPtreHTyQzX8g6TFxCibSY6VLp0f7Jx8Rb4kmV2tYua919Akb1qb15-JD8voesiH19hJlEL1BYZe-QLtCEBdwy8M_km6dcn', 'width': 1381}]",ChIJzaRBQn3TCzMRgvm2z1IUGCY,ChIJzaRBQn3TCzMRgvm2z1IUGCY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.8,5.0,"{'compound_code': 'F7Q8+59 Mapanas, Northern Samar, Philippines', 'global_code': '7Q47F7Q8+59'}",https://www.google.com/maps/place/?q=place_id:ChIJzaRBQn3TCzMRgvm2z1IUGCY
"Batag Island Lighthouse, Laoang, Northern Samar, Philippines","{'location': {'lat': 12.6581854, 'lng': 125.0608672}, 'viewport': {'northeast': {'lat': 12.65953522989272, 'lng': 125.0622170298927}, 'southwest': {'lat': 12.65683557010728, 'lng': 125.0595173701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batag Island Lighthouse,"[{'height': 1504, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115051497818767279693"">A Google User</a>'], 'photo_reference': 'AUGGfZmX4WA1NxVB99KTd_9fmef6Bf7D3ESl5XRe0c51UynyrvF4kptcEuc5jhN1wQmY2X8BzSWpin_7EsD7ros1B3wlUN9asSz0hCBXfbvYZ0TVUO_gkSqVq3OD4NFKRot27N5_UHgieJqCC5d6Po2saFlQx_wwsyQnkAj8YFd_sfPU6ZYR', 'width': 1232}]",ChIJzRfWTBM3CjMRcEbFWH7QUiw,ChIJzRfWTBM3CjMRcEbFWH7QUiw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.5,11.0,"{'compound_code': 'M356+78 Laoang, Northern Samar, Philippines', 'global_code': '7Q47M356+78'}",https://www.google.com/maps/place/?q=place_id:ChIJzRfWTBM3CjMRcEbFWH7QUiw
"Brgy, 2, Hernani, 6804 Eastern Samar, Philippines","{'location': {'lat': 11.3275483, 'lng': 125.6256255}, 'viewport': {'northeast': {'lat': 11.32891162989272, 'lng': 125.6269679798927}, 'southwest': {'lat': 11.32621197010728, 'lng': 125.6242683201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Canhugas Nature Park,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111404367197313586968"">A Google User</a>'], 'photo_reference': 'AUGGfZndj30uqNq4zz8sRK78hjWqakoXbQZQXGXlsuEzCFLb0JexHczayCt03-_RetAQhPhSTi_yF0xlXz-7RYs8tTj38xSPU7QO9j-HMt4-bWOEPGZY-xR7aa2TOGoyC1G4VyHM0h7MeKRSaMKYv94f5-Fq8ZV5Lk49mewReQV4I01l36f_', 'width': 2667}]",ChIJF31QVAq_CDMRNSigksRrqZQ,ChIJF31QVAq_CDMRNSigksRrqZQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.6,139.0,"{'compound_code': '8JHG+27 Hernani, Eastern Samar, Philippines', 'global_code': '7Q378JHG+27'}",https://www.google.com/maps/place/?q=place_id:ChIJF31QVAq_CDMRNSigksRrqZQ
"RXP6+GM3, Jiabong, Samar, Philippines","{'location': {'lat': 11.836268, 'lng': 124.9616867}, 'viewport': {'northeast': {'lat': 11.83761782989272, 'lng': 124.9630365298927}, 'southwest': {'lat': 11.83491817010728, 'lng': 124.9603368701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PANLILIHIAN falls & resort,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103943285436777437229"">A Google User</a>'], 'photo_reference': 'AUGGfZnzt2Fi0s3me8VdbLEylzyg-RfKgg8vcjKLzMFoy4yUXRObseChGcZu7Xv0R8GvZz7gEK7MiFFbtWIe3cRJK6okDNcPEbrEvT3kDceIoVlXYaqcL-W85II8ycc9y1MX-mQkqsPQ5p4o2XkEuEqLkkNDQQyHo_LL0CHq3JuskpznbMBZ', 'width': 2250}]",ChIJg9KUR7yzCTMRldwX9SWMiRY,ChIJg9KUR7yzCTMRldwX9SWMiRY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,2.0,,https://www.google.com/maps/place/?q=place_id:ChIJg9KUR7yzCTMRldwX9SWMiRY
"C795+RQ, Gamay, Northern Samar, Philippines","{'location': {'lat': 12.4196074, 'lng': 125.2594762}, 'viewport': {'northeast': {'lat': 12.42095722989272, 'lng': 125.2608260298927}, 'southwest': {'lat': 12.41825757010728, 'lng': 125.2581263701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KAN LANGKA,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115474089066897494496"">A Google User</a>'], 'photo_reference': 'AUGGfZknNFnVdzKjvw7CZmVaR-vNDJKzMdWA6Y7itWlMjvBzA21NQrO-3aCf7C8g8pFlNKUrMhuIuuJkYswxdhbkIM3wzczyMvEiPkTf2YhcBJCeYU6N9fRR3eJHxck2QyRm7ldHhDGLsf7S8p6E-Z2eozGi4hi2Mo5n0ZW01lhcK1HzXqCh', 'width': 2256}]",ChIJ-UpYxkXVCzMRvM43p5OIgRs,ChIJ-UpYxkXVCzMRvM43p5OIgRs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},5.0,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJ-UpYxkXVCzMRvM43p5OIgRs
