business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,permanently_closed,url
OPERATIONAL,"PHP8+9J, Taronta, Sarmi Regency, Papua, Indonesia","{'location': {'lat': -2.2640462, 'lng': 139.566543}, 'viewport': {'northeast': {'lat': -2.262946270107277, 'lng': 139.5677213298927}, 'southwest': {'lat': -2.265645929892722, 'lng': 139.5650216701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tarontha,ChIJn1HG-vflEmgR1KSVVkrg4A0,3.0,ChIJn1HG-vflEmgR1KSVVkrg4A0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJn1HG-vflEmgR1KSVVkrg4A0
OPERATIONAL,"4QV2+WXX, Sarmi, Sarmi Regency, Papua, Indonesia","{'location': {'lat': -1.8554167, 'lng': 138.7531817}, 'viewport': {'northeast': {'lat': -1.854115870107278, 'lng': 138.7545461798927}, 'southwest': {'lat': -1.856815529892722, 'lng': 138.7518465201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tafarewar Baech,ChIJGTISiaoBEmgRB813IcHEbx8,3.5,ChIJGTISiaoBEmgRB813IcHEbx8,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': False},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114322866380637170920"">A Google User</a>'], 'photo_reference': 'AUGGfZlbZWMO1783PEv9MgRGYcaTESDRLnzwtAvF_nMOZGZ1PGLv8rQLNsz2P7VyxaFE_1VrETjI3Hav0QIskgYqipkGAxiK6ChCtqzitUiJ4aodwcnl9wYJdHYUzKHGD3B-SBpZNNUcC--RZMZBt2iUIAe9jOU8Mfr4srdoMEl56S5jibTF', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJGTISiaoBEmgRB813IcHEbx8
OPERATIONAL,"9Q3H+6Q, Armo, Sarmi Regency, Papua, Indonesia","{'location': {'lat': -1.646955, 'lng': 138.7794321}, 'viewport': {'northeast': {'lat': -1.645605170107278, 'lng': 138.7807819298927}, 'southwest': {'lat': -1.648304829892722, 'lng': 138.7780822701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Kosong Cliff Diving Point,ChIJ8-3YNgDhDWgRjpZWFcQqwpQ,5.0,ChIJ8-3YNgDhDWgRjpZWFcQqwpQ,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8-3YNgDhDWgRjpZWFcQqwpQ
OPERATIONAL,"CPJ5+JV Liki, Sarmi Regency, Papua, Indonesia","{'location': {'lat': -1.5683928, 'lng': 138.7097387}, 'viewport': {'northeast': {'lat': -1.567042970107278, 'lng': 138.7110885298927}, 'southwest': {'lat': -1.569742629892722, 'lng': 138.7083888701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Bobo Dive Point,ChIJYfJYYwB1DmgRyFJ_65yCDmA,0.0,ChIJYfJYYwB1DmgRyFJ_65yCDmA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJYfJYYwB1DmgRyFJ_65yCDmA
OPERATIONAL,"9QH2+W9, Liki, Sarmi Regency, Papua, Indonesia","{'location': {'lat': -1.6202388, 'lng': 138.7509115}, 'viewport': {'northeast': {'lat': -1.618888970107278, 'lng': 138.7522613298927}, 'southwest': {'lat': -1.621588629892722, 'lng': 138.7495616701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Hole Liki,ChIJZ0HQOQDhDWgREHVz90AGVD4,0.0,ChIJZ0HQOQDhDWgREHVz90AGVD4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114912889795056412984"">Christian Ale</a>'], 'photo_reference': 'AUGGfZk62N0rLZR6bf0PW5GfoYYBASop8IbPStEqkMBzD9_rxB5z9_eMHMRPBK3b3MdcnR01108UKZv4tGpQKbzKZAUAbldT_RFrbqH28mwKpSMYKYtHJ2hyTIlw5pDFLN7ClqFXFFIcm6hTjU6jWLaDHO4sm2nwgen4OtPItniP6zGH2Q7J', 'width': 6000}]",,https://www.google.com/maps/place/?q=place_id:ChIJZ0HQOQDhDWgREHVz90AGVD4
OPERATIONAL,"9PFM+MP, Liki, Sarmi Regency, Papua, Indonesia","{'location': {'lat': -1.625825, 'lng': 138.734356}, 'viewport': {'northeast': {'lat': -1.624475170107277, 'lng': 138.7357058298927}, 'southwest': {'lat': -1.627174829892722, 'lng': 138.7330061701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desawar Wreck,ChIJUwsNVwDhDWgRscEb7t1L2C0,0.0,ChIJUwsNVwDhDWgRscEb7t1L2C0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJUwsNVwDhDWgRscEb7t1L2C0
OPERATIONAL,"9PMX+35, Liki, Sarmi Regency, Papua, Indonesia","{'location': {'lat': -1.6173381, 'lng': 138.7479802}, 'viewport': {'northeast': {'lat': -1.615988270107278, 'lng': 138.7493300298927}, 'southwest': {'lat': -1.618687929892722, 'lng': 138.7466303701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Slamat Wall,ChIJI5hZdADhDWgRs7BKBdPF-BM,0.0,ChIJI5hZdADhDWgRs7BKBdPF-BM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJI5hZdADhDWgRs7BKBdPF-BM
OPERATIONAL,"CP4J+P7, Liki, Sarmi, Sarmi Regency, Papua, Indonesia","{'location': {'lat': -1.593188, 'lng': 138.730712}, 'viewport': {'northeast': {'lat': -1.591838170107278, 'lng': 138.7320618298927}, 'southwest': {'lat': -1.594537829892722, 'lng': 138.7293621701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Air Tawar Liki,ChIJeb-PVQDfDWgRLqNZlPy08CU,0.0,ChIJeb-PVQDfDWgRLqNZlPy08CU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114912889795056412984"">Christian Ale</a>'], 'photo_reference': 'AUGGfZkxvZ-iIy5uLEOhNAIbeqghg9_CIkPtITdg9rsBMzmpS81oe3XFEzfEmBqUYYR4ZIOJpLhp2hJmX6yJKuzcc1En2-w01VPfCEXqi6FQCbPJTJByLc7VEtPX2vNl6Jl_0QQSfXbA0VVNeS5IpxU2Wy1R7VkBt6WA1-ZTUxAM2OnU6BQV', 'width': 3840}]",,https://www.google.com/maps/place/?q=place_id:ChIJeb-PVQDfDWgRLqNZlPy08CU
OPERATIONAL,"9PFR+VP, Liki, Sarmi Regency, Papua, Indonesia","{'location': {'lat': -1.6252741, 'lng': 138.74182}, 'viewport': {'northeast': {'lat': -1.623924270107278, 'lng': 138.7431698298927}, 'southwest': {'lat': -1.626623929892722, 'lng': 138.7404701701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Immanuel Wreck Dive Point,ChIJT5ZvfgDhDWgRlJ_c9oDly5g,5.0,ChIJT5ZvfgDhDWgRlJ_c9oDly5g,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJT5ZvfgDhDWgRlJ_c9oDly5g
OPERATIONAL,"7F44+5P, Webro, Pantai Barat, Sarmi Regency, Papua, Indonesia","{'location': {'lat': -1.744618, 'lng': 138.456774}, 'viewport': {'northeast': {'lat': -1.743876120107278, 'lng': 138.4581325798927}, 'southwest': {'lat': -1.746575779892722, 'lng': 138.4554329201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Webro Sarmi Barat Papua,ChIJLVPWaQAZDmgR3dVVrZyzmP4,0.0,ChIJLVPWaQAZDmgR3dVVrZyzmP4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJLVPWaQAZDmgR3dVVrZyzmP4
