business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,photos,plus_code,url
OPERATIONAL,"5H3M+46V, Rahmat, Morotai Timur, Morotai Island Regency, North Maluku, Indonesia","{'location': {'lat': 2.152866, 'lng': 128.5830451}, 'viewport': {'northeast': {'lat': 2.154156129892722, 'lng': 128.5845642298927}, 'southwest': {'lat': 2.151456470107278, 'lng': 128.5818645701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Goa Manuru,ChIJFbkYHiG1kDIR0D-s96VDjN8,0.0,ChIJFbkYHiG1kDIR0D-s96VDjN8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJFbkYHiG1kDIR0D-s96VDjN8
CLOSED_TEMPORARILY,"4HHH+QWR, Rahmat, Morotai Timur, Morotai Island Regency, North Maluku, Indonesia","{'location': {'lat': 2.1294976, 'lng': 128.5797652}, 'viewport': {'northeast': {'lat': 2.130847429892722, 'lng': 128.5811150298927}, 'southwest': {'lat': 2.128147770107278, 'lng': 128.5784153701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Sarimadona,ChIJsW1gGYm1kDIR6e6WLyHL24E,0.0,ChIJsW1gGYm1kDIR6e6WLyHL24E,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJsW1gGYm1kDIR6e6WLyHL24E
OPERATIONAL,"8F2P+XVG, Lifao, Morotai Timur, Morotai Island Regency, North Maluku, Indonesia","{'location': {'lat': 2.3024368, 'lng': 128.4871893}, 'viewport': {'northeast': {'lat': 2.303786629892723, 'lng': 128.4885391298927}, 'southwest': {'lat': 2.301086970107278, 'lng': 128.4858394701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Van Ravel North Waterfall,ChIJL_jHXUXRkDIRflWLmcxaqXs,5.0,ChIJL_jHXUXRkDIRflWLmcxaqXs,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,,https://www.google.com/maps/place/?q=place_id:ChIJL_jHXUXRkDIRflWLmcxaqXs
OPERATIONAL,"7F7Q+2W, Buho Buho, Morotai Timur, Morotai Island Regency, North Maluku, Indonesia","{'location': {'lat': 2.2629843, 'lng': 128.4901423}, 'viewport': {'northeast': {'lat': 2.2636692, 'lng': 128.4918920298927}, 'southwest': {'lat': 2.2609296, 'lng': 128.4891923701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Talaga Van Ravel,ChIJcYz7qgbPkDIR_64jEyfkZPw,4.0,ChIJcYz7qgbPkDIR_64jEyfkZPw,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,,https://www.google.com/maps/place/?q=place_id:ChIJcYz7qgbPkDIR_64jEyfkZPw
OPERATIONAL,"4G8Q+5JP, Sambiki, Morotai Timur, Morotai Island Regency, North Maluku, Indonesia","{'location': {'lat': 2.1154643, 'lng': 128.5390815}, 'viewport': {'northeast': {'lat': 2.116814129892723, 'lng': 128.5404313298927}, 'southwest': {'lat': 2.114114470107278, 'lng': 128.5377316701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Popogu Cave,ChIJ9_Fca9-3kDIRLA1vcAZqKtE,4.6,ChIJ9_Fca9-3kDIRLA1vcAZqKtE,"['park', 'point_of_interest', 'establishment']",5,,{'open_now': False},"[{'height': 2400, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110488814929274827702"">A Google User</a>'], 'photo_reference': 'AUGGfZlNBjnt6hLrPj32QehMsnEmGxx9oeGOoSA6NAQ96AahU0WoIQaGVyYrBOq4SLuAsMGaurUKg_9xLuIhF2uuy4AmSdXHbDRRfT5-mODL5E4n97iehWaPI-qAPxzkHv9BSKeM8v9wN_2kdm7JmJazJebjoNmIHnRmsR6T3hXXqs1aXnNe', 'width': 3200}]",,https://www.google.com/maps/place/?q=place_id:ChIJ9_Fca9-3kDIRLA1vcAZqKtE
OPERATIONAL,"7FQH+H6W, Buho Buho, Morotai Timur, Morotai Island Regency, North Maluku, Indonesia","{'location': {'lat': 2.2889971, 'lng': 128.4780723}, 'viewport': {'northeast': {'lat': 2.290346929892723, 'lng': 128.4794221298927}, 'southwest': {'lat': 2.287647270107278, 'lng': 128.4767224701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Van Ravel Waterfall,ChIJa7gWRnXFkDIRzemQKIqlIvA,5.0,ChIJa7gWRnXFkDIRzemQKIqlIvA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,"[{'height': 928, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100990964860693719689"">A Google User</a>'], 'photo_reference': 'AUGGfZk9eGvbxHgXcwZQpeGtA2fPqwd59kKjYcmvWsctG7vLoY7XkDJmd_DOAdbdCILSJ7y4wWdM2jEFtpo0aeoyYkNpiYIyLUMO1jkTgWXysBM-e_83ZQgkXK6S_Yh-V-qf6Ix_83lYAE-UI_z_k5ogD8eV2DT6vkxK8yCx3EHokry7ChUd', 'width': 10560}]",,https://www.google.com/maps/place/?q=place_id:ChIJa7gWRnXFkDIRzemQKIqlIvA
OPERATIONAL,"7JVX+X44, Bido, Morotai Utara, Morotai Island Regency, North Maluku, Indonesia","{'location': {'lat': 2.2948867, 'lng': 128.6478149}, 'viewport': {'northeast': {'lat': 2.296084029892722, 'lng': 128.6488653999999}, 'southwest': {'lat': 2.293384370107277, 'lng': 128.6446634}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Nunuhu,ChIJR102_lXNkDIRBQj-mu-PMPQ,4.6,ChIJR102_lXNkDIRBQj-mu-PMPQ,"['tourist_attraction', 'point_of_interest', 'establishment']",111,,{'open_now': False},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115133079066395084296"">Ahmad Sopian</a>'], 'photo_reference': 'AUGGfZkXBsGZOpWuPGb2zVtB9W3mYbPRPo_q1sSiqPJM4sMyvRUQnbf3_Sj75ygK6i5EhcKqwB5uH77BQeLErshlmgTD-4WnPZD9lh2PLJSd7zDGT6nZEjq7RKVfLjtjUYY6BMtKsd7jQ02fn1iakF7j9mQNGIy-1l36y-_Wy9awTtWlygv3', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJR102_lXNkDIRBQj-mu-PMPQ
OPERATIONAL,"7JFP+6R, Bido, Morotai Utara, Morotai Island Regency, North Maluku, Indonesia","{'location': {'lat': 2.2730571, 'lng': 128.6370167}, 'viewport': {'northeast': {'lat': 2.274479229892722, 'lng': 128.6382310798928}, 'southwest': {'lat': 2.271779570107277, 'lng': 128.6355314201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Baby Beach Morotai,ChIJV9czO6PNkDIRFugQsxOYoDI,4.5,ChIJV9czO6PNkDIRFugQsxOYoDI,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105546390039197611924"">zoel sibua</a>'], 'photo_reference': 'AUGGfZl38NsUjv8adFoGbY1OEzcy8VSgw8c0KguoQoSOVD-LPxdiHYA0vgrNfbwRzON0mLhIoj8KJvmE9w18AGoHiNC4i3-R-8kg0gXbHxw2g05HEWdHzLqm68pDpzrulHamJ11FT99tlDIq89WyYmLMwoSFlo_VrEZBtJJc_jOPdF6xSZoj', 'width': 4032}]",,https://www.google.com/maps/place/?q=place_id:ChIJV9czO6PNkDIRFugQsxOYoDI
OPERATIONAL,"3CGF+3M, Sabatai Tua, Morotai Selatan, Morotai Island Regency, North Maluku, Indonesia","{'location': {'lat': 2.0751408, 'lng': 128.4241961}, 'viewport': {'northeast': {'lat': 2.076490629892723, 'lng': 128.4255459298927}, 'southwest': {'lat': 2.073790970107278, 'lng': 128.4228462701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pesawaan,ChIJPyM-LAC7kDIRnQMBtwuLe1g,0.0,ChIJPyM-LAC7kDIRnQMBtwuLe1g,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJPyM-LAC7kDIRnQMBtwuLe1g
OPERATIONAL,"28RM+6J7, Wawama, Morotai Selatan, Morotai Island Regency, North Maluku, Indonesia","{'location': {'lat': 2.0405312, 'lng': 128.3340032}, 'viewport': {'northeast': {'lat': 2.042008229892722, 'lng': 128.3350578298927}, 'southwest': {'lat': 2.039308570107278, 'lng': 128.3323581701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Kaca,ChIJvfiwRr6ikDIRLVHgFrGCN3c,4.3,ChIJvfiwRr6ikDIRLVHgFrGCN3c,"['tourist_attraction', 'point_of_interest', 'establishment']",44,,{'open_now': True},"[{'height': 2352, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102838294260992128117"">Rizal Doa</a>'], 'photo_reference': 'AUGGfZlXQa0BFNCCK-KK08Gp-DQR3bOtwnq3jBSVRQmJqwI2gOL16QxxIKXGJT9idiLmH6EYbdBZsd-ir9FTeuZ1l6ZAbmff0umLMGYWISuHrOUtDuoFyaEtFNhg_OqrCSzRvlURD2hq7GAyty3phzQTro5Ocp4XuSTAsas1d1lq_e12Am6Y', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJvfiwRr6ikDIRLVHgFrGCN3c
