business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,price_level,url
OPERATIONAL,"V495+48P, Di bawah Jembatan XII, Masjid Jamik, Kec. Rangkui, Kota Pangkal Pinang, Kepulauan Bangka Belitung, Indonesia","{'location': {'lat': -2.1321724, 'lng': 106.1083208}, 'viewport': {'northeast': {'lat': -2.130835020107278, 'lng': 106.1096402798927}, 'southwest': {'lat': -2.133534679892723, 'lng': 106.1069406201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Persembunyian,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117313691817753455966"">A Google User</a>'], 'photo_reference': 'AUGGfZkVEgB8xKsaeLEy5LKbQ6b_fTaUxnKsdpiBtwKi8GpiLOGaOdyihIBUmTnJ4w_nV3oxhvRScoZ0LnC8LPxm0EncCm01qA42MDz-nhFHAEuq8OrqfrETDIceI7fimEb0ZNDkGgLOaKmer8oezD-IQX-Dr6KN2cLH6e1TYddJrNpO5ASE', 'width': 4032}]",ChIJ-yFgkEjBIi4RFfTJ4LXHe54,1.0,ChIJ-yFgkEjBIi4RFfTJ4LXHe54,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-yFgkEjBIi4RFfTJ4LXHe54
OPERATIONAL,"Jl. M.H.Muhidin No.1, Bintang, Kec. Rangkui, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33684, Indonesia","{'location': {'lat': -2.1299392, 'lng': 106.1152389}, 'viewport': {'northeast': {'lat': -2.128622670107278, 'lng': 106.1165959798927}, 'southwest': {'lat': -2.131322329892722, 'lng': 106.1138963201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_dharma-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kwan Tie Miau,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112178376669866969387"">Joe Nagawa</a>'], 'photo_reference': 'AUGGfZnsID21lORaEj2Tw7OorzXMvGrCmv_CSUVBW_XmBretAnrLZ9INfgwNWTS36qscKt9Oc7u_q9ksMTzXJS0dkm2l5TnsgUskqmKgnFEyuaQMA1eQ8i8yL0AuTSvDdhjorJACIqyo-sWW2Q4QSpcvAvO1s0bMhXh_mJu8DM882a7PaN0I', 'width': 3024}]",ChIJN2p_BtbAIi4RdzhUJDY4nMs,4.6,ChIJN2p_BtbAIi4RdzhUJDY4nMs,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",171,"{'compound_code': 'V4C8+23 Bintang, Pangkal Pinang City, Bangka Belitung Islands, Indonesia', 'global_code': '6P98V4C8+23'}",,,https://www.google.com/maps/place/?q=place_id:ChIJN2p_BtbAIi4RdzhUJDY4nMs
OPERATIONAL,"Jl. Jendral Sudirman No.112, Gedung Nasional, Kec. Taman Sari, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33684, Indonesia","{'location': {'lat': -2.1262914, 'lng': 106.1144848}, 'viewport': {'northeast': {'lat': -2.124940370107278, 'lng': 106.1157470798927}, 'southwest': {'lat': -2.127640029892722, 'lng': 106.1130474201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Eks Roemah Kapitein Tjina Lay Nam Seng,"[{'height': 638, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118110408178975351129"">A Google User</a>'], 'photo_reference': 'AUGGfZlxSe3TiCzHvcoAoBhuicU_sygY9WDU2FFeEP2YwFZWuaOO5DC-peJa91LOhPcW4RRobGFrPQIOVlNFRfBDUiVpaT3_tLoipTnt3OAVQNysRS-4eDXCIkffYS3Tpq1Wkbi4esSN5LdL0zHhdoUaxjWF5uhiekKG8KU4prwiN9ZAt_HP', 'width': 1280}]",ChIJ_6I2KXnBIi4Rkw4W2qMjqAQ,5.0,ChIJ_6I2KXnBIi4Rkw4W2qMjqAQ,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"{'compound_code': 'V4F7+FR Gedung Nasional, Pangkal Pinang City, Bangka Belitung Islands, Indonesia', 'global_code': '6P98V4F7+FR'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ_6I2KXnBIi4Rkw4W2qMjqAQ
OPERATIONAL,"V4FV+MWX, Bacang, Bukitintan, Pangkal Pinang City, Bangka Belitung Islands 33684, Indonesia","{'location': {'lat': -2.1257679, 'lng': 106.14486}, 'viewport': {'northeast': {'lat': -2.124537070107277, 'lng': 106.1461248298927}, 'southwest': {'lat': -2.127236729892722, 'lng': 106.1434251701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Travel Kolong Parks,"[{'height': 405, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113199898395162678190"">Charlotte ega</a>'], 'photo_reference': 'AUGGfZnqtjXfuS2BhvgRTyiiRZIli8sVwdjDdIowuKWGwR3jMrM4AAoBWVAlwMyRxZYEY_lNW9VT54JmXtEklThiBPW0IGv0rhcspo29ZH1c95iXaKQk8R-JpK0EFzo09mdfRB_Cl4MWjD-L8YAQzv4pjOn0x5a-30recrkU_VYfMbvOhl0i', 'width': 720}]",ChIJzfAdlrrAIi4RgjoAYesOhMk,3.9,ChIJzfAdlrrAIi4RgjoAYesOhMk,"['tourist_attraction', 'point_of_interest', 'establishment']",530,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJzfAdlrrAIi4RgjoAYesOhMk
OPERATIONAL,"V4HF+PXR, jalan pinisi 3, RT.09/RW.3, Pasir Putih, Kec. Rangkui, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33684, Indonesia","{'location': {'lat': -2.120635, 'lng': 106.124884}, 'viewport': {'northeast': {'lat': -2.119287170107278, 'lng': 106.1262343798927}, 'southwest': {'lat': -2.121986829892722, 'lng': 106.1235347201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ay.outdoor,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101131045311448799792"">Repan Pangkapi</a>'], 'photo_reference': 'AUGGfZmlu9w2hSq7rrdYmZbtOlyrPW04uvbanuobvrl55TOo2SbHPxMHzkhoq-AMEb1bR61e42RkM7MOZRNEdjxnLn9IPWr_wbiucBc9pDSH7T0ImzHY0uMkXdWPdm1Q3HDalXaJuwgSl2hrLTg5uVgnMfyF0n8-w4e16dluer58uyZw_m4z', 'width': 3024}]",ChIJYTDqIADBIi4RGEIWIQxbReQ,5.0,ChIJYTDqIADBIi4RGEIWIQxbReQ,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJYTDqIADBIi4RGEIWIQxbReQ
OPERATIONAL,"33127, Batin Tikal, Kec. Taman Sari, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33684, Indonesia","{'location': {'lat': -2.1211299, 'lng': 106.1127796}, 'viewport': {'northeast': {'lat': -2.119780070107278, 'lng': 106.1141294298927}, 'southwest': {'lat': -2.122479729892722, 'lng': 106.1114297701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Merdeka Town Square Park,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105671874070438825850"">Ahmad Fali</a>'], 'photo_reference': 'AUGGfZnZ603JvuMOypobHC8kIu9zTwz0d1gnhyQZMnOO85a0LpM5_oOLyCrm9vMxyhTASFIDg_nASh9Vw30pNk6oVdkS_8UgXTHgjQK161wVPlmZjqy-hw8qQr5rvz-YcVhZx32cO33zrOmnp7XPQe6l7GHy_tSE9aw0zlRBnujoC-wVaChW', 'width': 4096}]",ChIJ2csPFd_AIi4R68ogg2gEa7g,4.4,ChIJ2csPFd_AIi4R68ogg2gEa7g,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",10083,"{'compound_code': 'V4H7+G4 Batin Tikal, Pangkal Pinang City, Bangka Belitung Islands, Indonesia', 'global_code': '6P98V4H7+G4'}",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ2csPFd_AIi4R68ogg2gEa7g
OPERATIONAL,"V4H6+QV6, Batin Tikal, Taman Sari, Pangkal Pinang City, Bangka Belitung Islands 33684, Indonesia","{'location': {'lat': -2.1205935, 'lng': 106.1121348}, 'viewport': {'northeast': {'lat': -2.119243670107278, 'lng': 106.1134846298927}, 'southwest': {'lat': -2.121943329892723, 'lng': 106.1107849701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Sari - Wilhelmina Park,"[{'height': 2600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118044973516224932686"">tasyah istitika</a>'], 'photo_reference': 'AUGGfZnLkpuRmPvHQg_stu7GbQKl5XrBi7A2Il5i_n15NjIEQM9WBMVt0EYx1tSxwZ93xhiIx2jprltNxfJ8ZvUomEPxgRV_VCEp7_dwmYhNsAqAFP3g1qzIBYT1uIdaTrkZjQQuGQnIv-1xJZTgihjfk0GAodcp7V2wnQYPf_2pkMVMZpkK', 'width': 4624}]",ChIJR2B-bt_AIi4R-vn7ZDwfXAQ,4.5,ChIJR2B-bt_AIi4R-vn7ZDwfXAQ,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",285,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJR2B-bt_AIi4R-vn7ZDwfXAQ
OPERATIONAL,"Jl. Meranti No.227, Bukit Sari, Kec. Gerunggang, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33684, Indonesia","{'location': {'lat': -2.119493, 'lng': 106.1046155}, 'viewport': {'northeast': {'lat': -2.118145870107277, 'lng': 106.1059657798927}, 'southwest': {'lat': -2.120845529892722, 'lng': 106.1032661201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,a place,,ChIJ-VVQzurBIi4RI5CwSVZl75Y,5.0,ChIJ-VVQzurBIi4RI5CwSVZl75Y,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"{'compound_code': 'V4J3+6R Bukit Sari, Pangkal Pinang City, Bangka Belitung Islands, Indonesia', 'global_code': '6P98V4J3+6R'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ-VVQzurBIi4RI5CwSVZl75Y
OPERATIONAL,"V4J6+MMM, Jl. Hamidah, Batin Tikal, Kec. Taman Sari, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33684, Indonesia","{'location': {'lat': -2.1182938, 'lng': 106.111676}, 'viewport': {'northeast': {'lat': -2.116943970107278, 'lng': 106.1130258298927}, 'southwest': {'lat': -2.119643629892722, 'lng': 106.1103261701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pertigaan Jl. Hamidah,,ChIJ3d41c7jBIi4Rz6Ngp90QCfA,0.0,ChIJ3d41c7jBIi4Rz6Ngp90QCfA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3d41c7jBIi4Rz6Ngp90QCfA
OPERATIONAL,"Batin Tikal, Taman Sari, Pangkal Pinang City, Bangka Belitung Islands 33684, Indonesia","{'location': {'lat': -2.1183289, 'lng': 106.1094909}, 'viewport': {'northeast': {'lat': -2.116975970107278, 'lng': 106.1108982298927}, 'southwest': {'lat': -2.119675629892722, 'lng': 106.1081985701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Museum Timah Indonesia,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115660955708023011592"">Ken Zakaria</a>'], 'photo_reference': 'AUGGfZkCbRYjBizflK089_WYhHjS8Pph9jLVMAUYHVNat66JPReK9O_Zt2jRritRRFpOuXuVQ7sCaPG4uY7e0nhMvoBxxe-6d1DLvBXFuuFSOUU-oXHmO89bzOg6PjYZcuQT_KM15t0FL--fA5H65DvWF4ajqBouDOQ76qJFjNr9hD-B-l18', 'width': 3264}]",ChIJk48XFiDBIi4RLWVkHyGkR2M,4.6,ChIJk48XFiDBIi4RLWVkHyGkR2M,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",1243,"{'compound_code': 'V4J5+MQ Batin Tikal, Pangkal Pinang City, Bangka Belitung Islands, Indonesia', 'global_code': '6P98V4J5+MQ'}",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJk48XFiDBIi4RLWVkHyGkR2M
