business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,photos,url
OPERATIONAL,"445V+PGR, Pengabean, Dukuhturi, Tegal Regency, Central Java 52192, Indonesia","{'location': {'lat': -6.8906465, 'lng': 109.1437506}, 'viewport': {'northeast': {'lat': -6.889311120107278, 'lng': 109.1451001298927}, 'southwest': {'lat': -6.892010779892722, 'lng': 109.1424004701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,alyysa,ChIJF48iXiu5by4RiGPZRr7Utto,0.0,ChIJF48iXiu5by4RiGPZRr7Utto,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJF48iXiu5by4RiGPZRr7Utto
OPERATIONAL,"Jl. Pancasila No.34-36, Grogol, Kec. Dukuhturi, Kabupaten Tegal, Jawa Tengah 52192, Indonesia","{'location': {'lat': -6.8984052, 'lng': 109.1256719}, 'viewport': {'northeast': {'lat': -6.897055220107278, 'lng': 109.1270220798927}, 'southwest': {'lat': -6.899754879892722, 'lng': 109.1243224201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gerbang Desa Grogol,ChIJZZ3zcOS5by4Rb8QI8N8oFEg,0.0,ChIJZZ3zcOS5by4Rb8QI8N8oFEg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': '442G+J7 Grogol, Tegal Regency, Central Java, Indonesia', 'global_code': '6P5F442G+J7'}",,,https://www.google.com/maps/place/?q=place_id:ChIJZZ3zcOS5by4Rb8QI8N8oFEg
OPERATIONAL,"445P+2RR, Jl. Kh. Mawardi, Tuban, Karanganyar, Kec. Dukuhturi, Kabupaten Tegal, Jawa Tengah 52192, Indonesia","{'location': {'lat': -6.8923837, 'lng': 109.1370068}, 'viewport': {'northeast': {'lat': -6.891033870107278, 'lng': 109.1383566298927}, 'southwest': {'lat': -6.893733529892722, 'lng': 109.1356569701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Panglima bc Radjawali tegal,ChIJwWdO_su5by4RDafGN-XwhyI,5.0,ChIJwWdO_su5by4RDafGN-XwhyI,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJwWdO_su5by4RDafGN-XwhyI
OPERATIONAL,"34VF+VWV, Pagongan, Dukuhturi, Tegal Regency, Central Java 52192, Indonesia","{'location': {'lat': -6.9052501, 'lng': 109.1248751}, 'viewport': {'northeast': {'lat': -6.903904920107278, 'lng': 109.1262253798927}, 'southwest': {'lat': -6.906604579892722, 'lng': 109.1235257201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Saung IBC 86,ChIJLwHrxV-5by4RGt9IFxP6P8w,4.7,ChIJLwHrxV-5by4RGt9IFxP6P8w,"['tourist_attraction', 'point_of_interest', 'establishment']",7,,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116237314489735221204"">A Google User</a>'], 'photo_reference': 'AUGGfZmLC1jnPONuWvOtI47cPWC3rC360uAIs4lt0CsKtCS6eFblYD1iDnLWh1jcmMKUaXs1Klf9bM9nr_zXDGfqVrifpqRUV5sWgC-0iKnnCE5LodfbZg3eY1on32XBki13CqQ5y_04PHGwkS0Y9dJMPdtmhSrrAC-e-D3hyr2xU3IHWhw3', 'width': 1800}]",https://www.google.com/maps/place/?q=place_id:ChIJLwHrxV-5by4RGt9IFxP6P8w
OPERATIONAL,"34R8+4X2, Lawatan, Dukuhturi, Tegal Regency, Central Java 52192, Indonesia","{'location': {'lat': -6.9098077, 'lng': 109.1175712}, 'viewport': {'northeast': {'lat': -6.908457620107278, 'lng': 109.1189244798927}, 'southwest': {'lat': -6.911157279892722, 'lng': 109.1162248201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan Saung Bambu Lawatan,ChIJz2L5YAC5by4RMmUMIkSxvRg,4.0,ChIJz2L5YAC5by4RMmUMIkSxvRg,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116050649010746268735"">A Google User</a>'], 'photo_reference': 'AUGGfZm1EAEVyYrvH3IndWS4l6A2UcUMcozHZqBskWgDiXVckrHDX-fENheTJXbOMTJWJVe3x2D_7D6LQIHf6VLDjDMDK7rzEIWQ2BAE5y-QkeGli8fRRBvEF4rbsaCq3t-kpKrRjTXCuxG2f7H-SnxkEOX0islNljmTAmS6LceLZRkjctHj', 'width': 3120}]",https://www.google.com/maps/place/?q=place_id:ChIJz2L5YAC5by4RMmUMIkSxvRg
OPERATIONAL,"Jl. Cut Nyak Dien No.6, Jumumbang, Kepandean, Kec. Dukuhturi, Kabupaten Tegal, Jawa Tengah 52137, Indonesia","{'location': {'lat': -6.8984913, 'lng': 109.1255454}, 'viewport': {'northeast': {'lat': -6.897139270107278, 'lng': 109.1268620298927}, 'southwest': {'lat': -6.899838929892722, 'lng': 109.1241623701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Selamat Datang Kabupaten Tegal,ChIJdwuxkW-5by4R51XpVWCB-KY,5.0,ChIJdwuxkW-5by4R51XpVWCB-KY,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"{'compound_code': '442G+J6 Kepandean, Tegal Regency, Central Java, Indonesia', 'global_code': '6P5F442G+J6'}",{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108099435792571586612"">Kawi Boedisetio</a>'], 'photo_reference': 'AUGGfZk1LIBPibEd8rAF4nyWW1Nj4hmIsufMoAfHeKYeVeM8gi83RhKabVNJUFEeou9l7WM8RdvHMrzR6u6evs0ohAOnfVne3YUUV3xoaxqEHgGkl-HkRv-z5uIVYmFTEIR-tvpgYtxEaoqjjwAnLOeCNPna_juQQX64D0s2UHsqODSU_iOu', 'width': 6000}]",https://www.google.com/maps/place/?q=place_id:ChIJdwuxkW-5by4R51XpVWCB-KY
OPERATIONAL,"Blk. E No.35, Sibata, Mejasem Bar., Kec. Kramat, Kabupaten Tegal, Jawa Tengah 52181, Indonesia","{'location': {'lat': -6.88084, 'lng': 109.1494717}, 'viewport': {'northeast': {'lat': -6.879494620107277, 'lng': 109.1508205798927}, 'southwest': {'lat': -6.882194279892721, 'lng': 109.1481209201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Yuni,ChIJ8yfLfjm5by4R0UelhF1SCpM,0.0,ChIJ8yfLfjm5by4R0UelhF1SCpM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': '449X+MQ West Mejasem, Tegal Regency, Central Java, Indonesia', 'global_code': '6P5F449X+MQ'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ8yfLfjm5by4R0UelhF1SCpM
OPERATIONAL,"Ketitang, Ketanggungan, Dukuhturi, Tegal Regency, Central Java, Indonesia","{'location': {'lat': -6.9155026, 'lng': 109.0958603}, 'viewport': {'northeast': {'lat': -6.914131470107278, 'lng': 109.0972142798927}, 'southwest': {'lat': -6.916831129892722, 'lng': 109.0945146201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Ustadz Fakih,ChIJDWW9rFK5by4RPCIYANd_b6A,5.0,ChIJDWW9rFK5by4RPCIYANd_b6A,"['tourist_attraction', 'lodging', 'point_of_interest', 'establishment']",12,"{'compound_code': '33MW+Q8 Ketanggungan, Tegal Regency, Central Java, Indonesia', 'global_code': '6P5F33MW+Q8'}",{'open_now': False},"[{'height': 2296, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109252235149238153123"">A Google User</a>'], 'photo_reference': 'AUGGfZkWLea9O9OihdpdFI-7BimJDxeYT8pGwL48h5PpGffYSqXDcmycfVHTpZXcisRa1X1wcCncC_raMOpWpBdHaxhdlqzt31C1x1md8ZnfaGMeYF8c916h_5X3a8xVlLZL2HYrc75wB_QFJ_8B5P1LHb7wQ3npp_qfNk0i5i1OwCVopS0f', 'width': 4080}]",https://www.google.com/maps/place/?q=place_id:ChIJDWW9rFK5by4RPCIYANd_b6A
OPERATIONAL,"34XR+2H8, Jl. Inspeksi, Kaligayam, Kec. Talang, Kabupaten Tegal, Jawa Tengah 52193, Indonesia","{'location': {'lat': -6.902474199999999, 'lng': 109.1414589}, 'viewport': {'northeast': {'lat': -6.901128120107278, 'lng': 109.1427652298927}, 'southwest': {'lat': -6.903827779892722, 'lng': 109.1400655701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Budidaya Nila Merah Bangkit Jaya,ChIJxwBudvC5by4ReMkoag4FBGI,5.0,ChIJxwBudvC5by4ReMkoag4FBGI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103282229388471107458"">A Google User</a>'], 'photo_reference': 'AUGGfZkHhqFWQuxDoK9LIJaUYHWUTFfbk246UAthq3Kb-Qg0v_IcJB-5O1HzPK1sIAJnrI2sp8L4Yx_R9i1XGRmGi3R08n63633FwBBkm2yrxwIuItvypIcDBevc5NQaEGmPUqBMd2wxW5unMPVVC4vJ2qkEjHBA_74_et0LglFnhfM0Wxjg', 'width': 3468}]",https://www.google.com/maps/place/?q=place_id:ChIJxwBudvC5by4ReMkoag4FBGI
OPERATIONAL,"34H2+M9V, Jl. Gumalar, Bandungan, Gumalar, Kec. Adiwerna, Kabupaten Tegal, Jawa Tengah 52194, Indonesia","{'location': {'lat': -6.9207641, 'lng': 109.1009274}, 'viewport': {'northeast': {'lat': -6.919433920107277, 'lng': 109.1021004298927}, 'southwest': {'lat': -6.922133579892721, 'lng': 109.0994007701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PERBATASAN KALI KEMIRI,ChIJTd2t_Ji5by4R3V1VhEtDRxM,5.0,ChIJTd2t_Ji5by4R3V1VhEtDRxM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJTd2t_Ji5by4R3V1VhEtDRxM
