business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,permanently_closed,url
OPERATIONAL,"7XX9+3CJ, Jl. Raya Rupit-Karang Dapo, Rantau Kadam, Karang Dapo, Kab. Musi Rawas Utara, Sumatera Selatan 31658, Indonesia","{'location': {'lat': -2.7022433, 'lng': 102.9683826}, 'viewport': {'northeast': {'lat': -2.700902470107278, 'lng': 102.9697585298927}, 'southwest': {'lat': -2.703602129892722, 'lng': 102.9670588701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,rumah alif,ChIJez8lNSk3MC4RtiOSoyVxgV8,0.0,ChIJez8lNSk3MC4RtiOSoyVxgV8,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJez8lNSk3MC4RtiOSoyVxgV8
OPERATIONAL,"8X2M+4XH, Karang Dapo II, Karang Dapo, North Musi Rawas Regency, South Sumatra 31658, Indonesia","{'location': {'lat': -2.6997182, 'lng': 102.985015}, 'viewport': {'northeast': {'lat': -2.698348370107277, 'lng': 102.9863586798927}, 'southwest': {'lat': -2.701048029892722, 'lng': 102.9836590201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah nenek acid,ChIJJSgmMKs3MC4RZAquvcvcL1s,4.0,ChIJJSgmMKs3MC4RZAquvcvcL1s,"['lodging', 'point_of_interest', 'establishment']",3,,,,https://www.google.com/maps/place/?q=place_id:ChIJJSgmMKs3MC4RZAquvcvcL1s
OPERATIONAL,"JL.POROS SP5 DUSUN VI BLOK F, Setia Marga, Karang Dapo, Kab. Musi Rawas Utara, Sumatera Selatan 31658, Indonesia","{'location': {'lat': -2.7708816, 'lng': 103.0961839}, 'viewport': {'northeast': {'lat': -2.769590970107278, 'lng': 103.0974209298927}, 'southwest': {'lat': -2.772290629892723, 'lng': 103.0947212701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Bina karya (Sujiono),ChIJG_hOdCJBMC4RK-SPF9avPrU,5.0,ChIJG_hOdCJBMC4RK-SPF9avPrU,"['lodging', 'point_of_interest', 'establishment']",2,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106757376814359590497"">A Google User</a>'], 'photo_reference': 'AUGGfZmOGshIujtIlxyXRlkedj4ZIJo38vrkY9qmKuQCzfCQ3BFsK_x9x1tgvxuLY66OqtXjOIH8GimW1-Zsx55jIQVYYU1HfZLVMk5Iq_YkgJYk_cN0KxA70G-OlkT6WTt61pLl-bXdNYFSCFU7MrgHe-7iqi0mXPeSVzKYLyb9rM8Yh3L9', 'width': 3000}]","{'compound_code': '63HW+JF Setia Marga, North Musi Rawas Regency, South Sumatra, Indonesia', 'global_code': '6P9563HW+JF'}",,https://www.google.com/maps/place/?q=place_id:ChIJG_hOdCJBMC4RK-SPF9avPrU
OPERATIONAL,"7XXH+982, Karang Dapo I, Karang Dapo, North Musi Rawas Regency, South Sumatra 31658, Indonesia","{'location': {'lat': -2.7015667, 'lng': 102.9782411}, 'viewport': {'northeast': {'lat': -2.700260420107278, 'lng': 102.9796139798927}, 'southwest': {'lat': -2.702960079892722, 'lng': 102.9769143201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RUMAH DHONY RM,ChIJg746YwA3MC4RZxoespH76CA,0.0,ChIJg746YwA3MC4RZxoespH76CA,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJg746YwA3MC4RZxoespH76CA
OPERATIONAL,"723P+V78, Biaro Baru, Karang Dapo, North Musi Rawas Regency, South Sumatra, Indonesia","{'location': {'lat': -2.7453255, 'lng': 103.035694}, 'viewport': {'northeast': {'lat': -2.743975670107277, 'lng': 103.0370438298927}, 'southwest': {'lat': -2.746675329892722, 'lng': 103.0343441701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah orang geteng,ChIJCeGSWABHMC4RW_CxMrWUviU,0.0,ChIJCeGSWABHMC4RW_CxMrWUviU,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJCeGSWABHMC4RW_CxMrWUviU
OPERATIONAL,"829C+JRV, Biaro Baru, Karang Dapo, North Musi Rawas Regency, South Sumatra 31658, Indonesia","{'location': {'lat': -2.6809006, 'lng': 103.0220618}, 'viewport': {'northeast': {'lat': -2.679664720107278, 'lng': 103.0234815798927}, 'southwest': {'lat': -2.682364379892723, 'lng': 103.0207819201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah pak HARIADI,ChIJwdAWNQA5MC4RwqCreTUMRQ8,0.0,ChIJwdAWNQA5MC4RwqCreTUMRQ8,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJwdAWNQA5MC4RwqCreTUMRQ8
OPERATIONAL,"72M2+9F6, Karang Dapo II, Karang Dapo, Musi Rawas Regency, South Sumatra, Indonesia","{'location': {'lat': -2.7165815, 'lng': 103.0011331}, 'viewport': {'northeast': {'lat': -2.715231670107278, 'lng': 103.0024829298927}, 'southwest': {'lat': -2.717931329892722, 'lng': 102.9997832701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah YENI,ChIJ8chqVjJHMC4Rkk0-JPXcb7g,0.0,ChIJ8chqVjJHMC4Rkk0-JPXcb7g,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8chqVjJHMC4Rkk0-JPXcb7g
OPERATIONAL,"7XV2+4QX, Jl. Raya Rupit-Karang Dapo, Kertasari, Karang Dapo, Kab. Musi Rawas Utara, Sumatera Selatan 31658, Indonesia","{'location': {'lat': -2.7071393, 'lng': 102.9519858}, 'viewport': {'northeast': {'lat': -2.705690120107277, 'lng': 102.9533390298927}, 'southwest': {'lat': -2.708389779892722, 'lng': 102.9506393701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,"Hatob Dakwa, S.T",ChIJpzIUN5Q3MC4Rcbs1vxyYOMw,5.0,ChIJpzIUN5Q3MC4Rcbs1vxyYOMw,"['lodging', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJpzIUN5Q3MC4Rcbs1vxyYOMw
OPERATIONAL,"7XWW+9W, Karang Dapo II, Karang Dapo, Musi Rawas Regency, South Sumatra, Indonesia","{'location': {'lat': -2.7040529, 'lng': 102.9973306}, 'viewport': {'northeast': {'lat': -2.702575870107277, 'lng': 102.9986699298927}, 'southwest': {'lat': -2.705275529892722, 'lng': 102.9959702701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah ZAMI,ChIJ05Mvp0g5MC4RpYNrgX7277A,0.0,ChIJ05Mvp0g5MC4RpYNrgX7277A,"['lodging', 'point_of_interest', 'establishment']",0,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116376411786333508224"">A Google User</a>'], 'photo_reference': 'AUGGfZkD4RQwTRnB5wSl13kd29JB1lGJo6h5qyHYT06T2B9-BCbZAzX_RKFlP-lyeipEtcBdgCcVdF3w37BRPY-WfW9p-y5xUgAwnEyAiBWfFHPjplJiqb7WTtsxpzgDumDlhiZ0mCI5gQHaahLuNqQNyZ597cQUtfWW9889BOi__LQWpTik', 'width': 2160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ05Mvp0g5MC4RpYNrgX7277A
OPERATIONAL,"8X3J+W7Q, Karang Dapo I, Karang Dapo, Musi Rawas Regency, South Sumatra, Indonesia","{'location': {'lat': -2.6952143, 'lng': 102.9807675}, 'viewport': {'northeast': {'lat': -2.693881120107278, 'lng': 102.9821271298927}, 'southwest': {'lat': -2.696580779892722, 'lng': 102.9794274701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Indrayati Nawawi,ChIJ1efodHg3MC4R7aXKfP9Sqnc,0.0,ChIJ1efodHg3MC4R7aXKfP9Sqnc,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1efodHg3MC4R7aXKfP9Sqnc
