business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,photos,permanently_closed,url
OPERATIONAL,"7XX9+3CJ, Jl. Raya Rupit-Karang Dapo, Rantau Kadam, Karang Dapo, Kab. Musi Rawas Utara, Sumatera Selatan 31658, Indonesia","{'location': {'lat': -2.7022433, 'lng': 102.9683826}, 'viewport': {'northeast': {'lat': -2.700902470107278, 'lng': 102.9697585298927}, 'southwest': {'lat': -2.703602129892722, 'lng': 102.9670588701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,rumah alif,ChIJez8lNSk3MC4RtiOSoyVxgV8,0,ChIJez8lNSk3MC4RtiOSoyVxgV8,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJez8lNSk3MC4RtiOSoyVxgV8
OPERATIONAL,"7XV2+4QX, Jl. Raya Rupit-Karang Dapo, Kertasari, Karang Dapo, Kab. Musi Rawas Utara, Sumatera Selatan 31658, Indonesia","{'location': {'lat': -2.7071393, 'lng': 102.9519858}, 'viewport': {'northeast': {'lat': -2.705690120107277, 'lng': 102.9533390298927}, 'southwest': {'lat': -2.708389779892722, 'lng': 102.9506393701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,"Hatob Dakwa, S.T",ChIJpzIUN5Q3MC4Rcbs1vxyYOMw,5,ChIJpzIUN5Q3MC4Rcbs1vxyYOMw,"['lodging', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJpzIUN5Q3MC4Rcbs1vxyYOMw
OPERATIONAL,"7XXH+982, Karang Dapo I, Karang Dapo, North Musi Rawas Regency, South Sumatra 31658, Indonesia","{'location': {'lat': -2.7015667, 'lng': 102.9782411}, 'viewport': {'northeast': {'lat': -2.700260420107278, 'lng': 102.9796139798927}, 'southwest': {'lat': -2.702960079892722, 'lng': 102.9769143201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RUMAH DHONY RM,ChIJg746YwA3MC4RZxoespH76CA,0,ChIJg746YwA3MC4RZxoespH76CA,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJg746YwA3MC4RZxoespH76CA
OPERATIONAL,"829C+JRV, Biaro Baru, Karang Dapo, North Musi Rawas Regency, South Sumatra 31658, Indonesia","{'location': {'lat': -2.6809006, 'lng': 103.0220618}, 'viewport': {'northeast': {'lat': -2.679664720107278, 'lng': 103.0234815798927}, 'southwest': {'lat': -2.682364379892723, 'lng': 103.0207819201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah pak HARIADI,ChIJwdAWNQA5MC4RwqCreTUMRQ8,0,ChIJwdAWNQA5MC4RwqCreTUMRQ8,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJwdAWNQA5MC4RwqCreTUMRQ8
OPERATIONAL,"JL.POROS SP5 DUSUN VI No.BLOK F, Setia Marga, Karang Dapo, Kab. Musi Rawas Utara, Sumatera Selatan 31658, Indonesia","{'location': {'lat': -2.7739741, 'lng': 103.097347}, 'viewport': {'northeast': {'lat': -2.772587170107277, 'lng': 103.0987667798927}, 'southwest': {'lat': -2.775286829892722, 'lng': 103.0960671201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Suprapto,ChIJzZmQMwBBMC4RbLgKrfWt-1E,0,ChIJzZmQMwBBMC4RbLgKrfWt-1E,"['lodging', 'point_of_interest', 'establishment']",0,"{'compound_code': '63GW+9W Setia Marga, North Musi Rawas Regency, South Sumatra, Indonesia', 'global_code': '6P9563GW+9W'}",,,https://www.google.com/maps/place/?q=place_id:ChIJzZmQMwBBMC4RbLgKrfWt-1E
OPERATIONAL,"7XWW+9W, Karang Dapo II, Karang Dapo, Musi Rawas Regency, South Sumatra, Indonesia","{'location': {'lat': -2.7040529, 'lng': 102.9973306}, 'viewport': {'northeast': {'lat': -2.702575870107277, 'lng': 102.9986699298927}, 'southwest': {'lat': -2.705275529892722, 'lng': 102.9959702701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah ZAMI,ChIJ05Mvp0g5MC4RpYNrgX7277A,0,ChIJ05Mvp0g5MC4RpYNrgX7277A,"['lodging', 'point_of_interest', 'establishment']",0,,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116376411786333508224"">A Google User</a>'], 'photo_reference': 'AUGGfZnDqFj_TpDZrHYPMZQFGdGS0lPgUuDAS14QQwREkp6YuICE_RFh9G47MsdARj-Nnf9oK14-omis716xSwfT1a0iWu5hFzx8IrVj68QSr1m2EHcN_3UuBKdJ7Cr4Zoa71_81_UBin4CajSDYB1IFihOLU5g2nFcKmblwJr-TIjM21fP7', 'width': 2160}]",,https://www.google.com/maps/place/?q=place_id:ChIJ05Mvp0g5MC4RpYNrgX7277A
OPERATIONAL,"723P+V78, Biaro Baru, Karang Dapo, North Musi Rawas Regency, South Sumatra, Indonesia","{'location': {'lat': -2.7453255, 'lng': 103.035694}, 'viewport': {'northeast': {'lat': -2.743975670107277, 'lng': 103.0370438298927}, 'southwest': {'lat': -2.746675329892722, 'lng': 103.0343441701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah orang geteng,ChIJCeGSWABHMC4RW_CxMrWUviU,0,ChIJCeGSWABHMC4RW_CxMrWUviU,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJCeGSWABHMC4RW_CxMrWUviU
OPERATIONAL,"72M2+9F6, Karang Dapo II, Karang Dapo, Musi Rawas Regency, South Sumatra, Indonesia","{'location': {'lat': -2.7165815, 'lng': 103.0011331}, 'viewport': {'northeast': {'lat': -2.715231670107278, 'lng': 103.0024829298927}, 'southwest': {'lat': -2.717931329892722, 'lng': 102.9997832701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah YENI,ChIJ8chqVjJHMC4Rkk0-JPXcb7g,0,ChIJ8chqVjJHMC4Rkk0-JPXcb7g,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8chqVjJHMC4Rkk0-JPXcb7g
OPERATIONAL,"7XV2+87Q, Kertasari, Karang Dapo, Musi Rawas Regency, South Sumatra 31658, Indonesia","{'location': {'lat': -2.7069493, 'lng': 102.9508276}, 'viewport': {'northeast': {'lat': -2.705530770107278, 'lng': 102.9521883798927}, 'southwest': {'lat': -2.708230429892723, 'lng': 102.9494887201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Ade iman putra,ChIJDXQInHc3MC4RL-kWayu_exw,5,ChIJDXQInHc3MC4RL-kWayu_exw,"['lodging', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJDXQInHc3MC4RL-kWayu_exw
OPERATIONAL,"72V7+PJ, Karang Dapo II, Karang Dapo, North Musi Rawas Regency, South Sumatra, Indonesia","{'location': {'lat': -2.7055737, 'lng': 103.0154862}, 'viewport': {'northeast': {'lat': -2.704306220107277, 'lng': 103.0167840798927}, 'southwest': {'lat': -2.707005879892721, 'lng': 103.0140844201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah pak Amrin,ChIJadcSZgA5MC4RU_AFPLQgLNI,5,ChIJadcSZgA5MC4RU_AFPLQgLNI,"['lodging', 'point_of_interest', 'establishment']",1,,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101058489240536220861"">A Google User</a>'], 'photo_reference': 'AUGGfZkJosDqbqFiIP4pmZdbKKhuTJSZLDmdt7je8N7PQWVbqhYAtHOHLh7GSLhHQzPZTdqu3-yNsrQIgLQPkM_Vy2E1qRUvaCtzxdFZN9iIjb8OjH88DcTa2VjvNKY9QA-wHsHTmESIDi9ej4OnAVtuxM8SqDxl4ZMjhpoetL50Yx9pwDMa', 'width': 3456}]",,https://www.google.com/maps/place/?q=place_id:ChIJadcSZgA5MC4RU_AFPLQgLNI
