business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,url
CLOSED_TEMPORARILY,"67G8+2G5, Mantaren I, Kahayan Hilir, Pulang Pisau Regency, Central Kalimantan, Indonesia","{'location': {'lat': -2.774979, 'lng': 114.2663614}, 'viewport': {'northeast': {'lat': -2.773489620107277, 'lng': 114.2678476798927}, 'southwest': {'lat': -2.776189279892722, 'lng': 114.2651480201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam H. Burhan,True,ChIJfW2ni_aH5C0Rbc_hOow4amM,0.0,ChIJfW2ni_aH5C0Rbc_hOow4amM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJfW2ni_aH5C0Rbc_hOow4amM
OPERATIONAL,"7745+7XF, Pulang Pisau, Kahayan Hilir, Pulang Pisau Regency, Central Kalimantan 73564, Indonesia","{'location': {'lat': -2.7443094, 'lng': 114.2599123}, 'viewport': {'northeast': {'lat': -2.742985820107278, 'lng': 114.2613143298927}, 'southwest': {'lat': -2.745685479892722, 'lng': 114.2586146701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Sumbu Kurung,,ChIJNQE5UxiE5C0RUWjNhIGsjtM,4.3,ChIJNQE5UxiE5C0RUWjNhIGsjtM,"['park', 'amusement_park', 'point_of_interest', 'establishment']",584.0,{'open_now': True},"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115628152094548620465"">Eddy Rianto</a>'], 'photo_reference': 'AUGGfZlauD_3_zpyINbHCyua0Y441VOig9JJK7KPT6oJqjXvhtxFBhs1f6GDYQ7zecgbbADfe4Vjay-B1rMP7Tkqeqp--RbCC86TMq-8hK9ZSBwYPaWUI4MoL-sGrCkJ2w9ZBp636pwWlPb8P7PX_a0mlFW0nmBekr5mZNJTJsGadVrBLYaz', 'width': 4128}]",,https://www.google.com/maps/place/?q=place_id:ChIJNQE5UxiE5C0RUWjNhIGsjtM
OPERATIONAL,"879M+82R, Gohong, Kahayan Hilir, Pulang Pisau Regency, Central Kalimantan 74816, Indonesia","{'location': {'lat': -2.6816264, 'lng': 114.2825224}, 'viewport': {'northeast': {'lat': -2.680276070107278, 'lng': 114.2838766798927}, 'southwest': {'lat': -2.682975729892723, 'lng': 114.2811770201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Budaya Desa Gohong,,ChIJyVYtHu6F5C0REsKcJ2reeNg,2.8,ChIJyVYtHu6F5C0REsKcJ2reeNg,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,{'open_now': False},"[{'height': 1844, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104204246379464634038"">raden mas Hardani</a>'], 'photo_reference': 'AUGGfZkkO4SPjx4HXjCHkSy0aKq8OScoZeflbLHcf0auT3RMefxtHxWIjdB6zrOQF9KdV_JQM8rhtJ0-vjWM_kTDHPte6mJKPR_xk9juUFAxF-h9e_WqGlz7nxTYyRURlzl1C-48s81-1CZfGrbjeI0YcsUbw4XpoqXr33dfY6V8wdfDTd8', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJyVYtHu6F5C0REsKcJ2reeNg
OPERATIONAL,"879J+PRQ, Gohong, Kahayan Hilir, Pulang Pisau Regency, Central Kalimantan 74816, Indonesia","{'location': {'lat': -2.6806676, 'lng': 114.282117}, 'viewport': {'northeast': {'lat': -2.679299220107278, 'lng': 114.2836065298927}, 'southwest': {'lat': -2.681998879892722, 'lng': 114.2809068701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga Wisata Susur Sungai Gohong,,ChIJvSkMj8aF5C0RAo4CmpL73u0,4.5,ChIJvSkMj8aF5C0RAo4CmpL73u0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,{'open_now': True},"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107357682100836360604"">Nurhakim MT</a>'], 'photo_reference': 'AUGGfZmbz1q2SffAfEcSC9LAhJnSh_Zf63y83W1iVwRpgZ74tG1drltim0H4Tfn0D6VugElyq-ZEc8UTyutHvrWamNQp5w6qzzH3Sw_HfK2XxKvpBB8YmdLti3tirpf9GJok4HNFuWlQJPOXpXd-6PB4qP_99Ol769ZE7-Of8d568zSQCiQ', 'width': 2048}]",,https://www.google.com/maps/place/?q=place_id:ChIJvSkMj8aF5C0RAo4CmpL73u0
OPERATIONAL,"56V2+C4F, Unnamed Road, Buntoi, Kec. Kahayan Hilir, Kabupaten Pulang Pisau, Kalimantan Tengah 74873, Indonesia","{'location': {'lat': -2.8064357, 'lng': 114.20031}, 'viewport': {'northeast': {'lat': -2.805078820107277, 'lng': 114.2015698298927}, 'southwest': {'lat': -2.807778479892722, 'lng': 114.1988701701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Bambu Buntoi,,ChIJPXmsZRSB5C0RUf8TBI3wHNk,3.9,ChIJPXmsZRSB5C0RUf8TBI3wHNk,"['tourist_attraction', 'point_of_interest', 'establishment']",8.0,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100782507268136495051"">Jon Veri</a>'], 'photo_reference': 'AUGGfZnitqrUBfD3Ep4L4m49jA1s2ATfGwTYRIw6uZYy_k0RXwzsAEzk5Na72OABtd8Rom4DZtjxfLDma79kOfIglg8IYWk4WnA4b6Uo86wAnYSKL5S5tUAdG7jmTylgqd85GVThO_2flJhfXi0dhNYJGFPFm9ajfp5kIjGP0N0q0PMxl9AI', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJPXmsZRSB5C0RUf8TBI3wHNk
OPERATIONAL,"5664+4VP, Mintin, Kahayan Hilir, Pulang Pisau Regency, Central Kalimantan, Indonesia","{'location': {'lat': -2.8396723, 'lng': 114.2072123}, 'viewport': {'northeast': {'lat': -2.838322470107277, 'lng': 114.2085621298927}, 'southwest': {'lat': -2.841022129892722, 'lng': 114.2058624701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Bempang,,ChIJJfJ47T5_5C0R3XRF4tN4k8E,0.0,ChIJJfJ47T5_5C0R3XRF4tN4k8E,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJJfJ47T5_5C0R3XRF4tN4k8E
OPERATIONAL,"7745+4R8, Pulang Pisau, Kahayan Hilir, Pulang Pisau Regency, Central Kalimantan 73564, Indonesia","{'location': {'lat': -2.7447143, 'lng': 114.2595854}, 'viewport': {'northeast': {'lat': -2.743415320107277, 'lng': 114.2610362798927}, 'southwest': {'lat': -2.746114979892722, 'lng': 114.2583366201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman pulang pisau,,ChIJe7FZYh-F5C0RDhXnJ01Uyws,5.0,ChIJe7FZYh-F5C0RDhXnJ01Uyws,"['park', 'point_of_interest', 'establishment']",2.0,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111543283438337331520"">Ade</a>'], 'photo_reference': 'AUGGfZmvKZlv4ULs6nBMC3gUQbYdbakFKewuG-4JooMVBSMIH1dmjAuyJCwbxWqMWd8jaSLsnXedBjHHhgh-QBwK1-DFfj7l_66IG3JQboO-evZckpC0fKNljV-cAe3rTTjc0dwYRPHgI99LNdFwH5A0Jmpexqur97_GTBBxArZAmtAdlJE9', 'width': 4032}]",,https://www.google.com/maps/place/?q=place_id:ChIJe7FZYh-F5C0RDhXnJ01Uyws
OPERATIONAL,"36R8+VJF, Kanamit, Maliku, Pulang Pisau Regency, Central Kalimantan, Indonesia","{'location': {'lat': -2.9078031, 'lng': 114.216544}, 'viewport': {'northeast': {'lat': -2.906453270107277, 'lng': 114.2178938298927}, 'southwest': {'lat': -2.909152929892722, 'lng': 114.2151941701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Perkebunan sengon silo,,ChIJMXpKG_h55C0RYgg5CAVRUFA,5.0,ChIJMXpKG_h55C0RYgg5CAVRUFA,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106507184979406791271"">sosilo darmo</a>'], 'photo_reference': 'AUGGfZnK2XzkLEmiS_OtwnvNZ4HX6oHcpbjAMKh2Ebe-6XOml-NpzjFqhVGV0_ugwzGefLOJwfC49qMUxsjTR6pBu7Z8p3RbWIWpkK4wqo8avo1TXItQRmKa-9sb7KfUqSNaREC5ysN7LIMLNu4V0czXC-vHN7UIwHBtrGrGa67FVsQbQEwi', 'width': 3456}]",,https://www.google.com/maps/place/?q=place_id:ChIJMXpKG_h55C0RYgg5CAVRUFA
OPERATIONAL,"54HJ+5J, Buntoi, Kahayan Hilir, Pulang Pisau Regency, Central Kalimantan, Indonesia","{'location': {'lat': -2.82208, 'lng': 114.1315967}, 'viewport': {'northeast': {'lat': -2.820730170107277, 'lng': 114.1329465298927}, 'southwest': {'lat': -2.823429829892722, 'lng': 114.1302468701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutan Desa Buntoi,,ChIJpaFfa0Z_4y0RmDkm0quHFJM,5.0,ChIJpaFfa0Z_4y0RmDkm0quHFJM,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJpaFfa0Z_4y0RmDkm0quHFJM
OPERATIONAL,"67W5+X4M, Jl. Perintis, Pulang Pisau, Kec. Kahayan Hilir, Kabupaten Pulang Pisau, Kalimantan Tengah 73564, Indonesia","{'location': {'lat': -2.7525338, 'lng': 114.2577984}, 'viewport': {'northeast': {'lat': -2.751223520107278, 'lng': 114.2591090798927}, 'southwest': {'lat': -2.753923179892722, 'lng': 114.2564094201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DIMENDRA TOUR,,ChIJc4qouaCG5C0REe0VHLfNyX4,0.0,ChIJc4qouaCG5C0REe0VHLfNyX4,"['point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJc4qouaCG5C0REe0VHLfNyX4
