business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,plus_code,price_level,url
OPERATIONAL,"JHW7+892, Painan, Iv Jurai, South Pesisir Regency, West Sumatra, Indonesia","{'location': {'lat': -1.3542333, 'lng': 100.5633953}, 'viewport': {'northeast': {'lat': -1.352883470107278, 'lng': 100.5647451298927}, 'southwest': {'lat': -1.355583129892722, 'lng': 100.5620454701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Foto Pulau Batu Kereta,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116411180608169682040"">risdianto risdianto</a>'], 'photo_reference': 'AUGGfZlotJtYGif4vdkcxnlah_-r2_A9_-CTpxaSI4jxhPOjY6MVxrp1IBoo5Jv3SlE3d1IQ0R31inF7_OT9r6KOogxGWbSDoGWVj3r4YT0WuIVX5yB8KRCZHts_UX0oED6NgV0KmPeZCO6fsRdRWulkHcD1uFSNDUfDQpFkDvikTtbPcIty', 'width': 7193}]",ChIJpabCD7tN0y8ROMGVeoEa-w0,3.5,ChIJpabCD7tN0y8ROMGVeoEa-w0,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,,,,https://www.google.com/maps/place/?q=place_id:ChIJpabCD7tN0y8ROMGVeoEa-w0
OPERATIONAL,"MJ23+X3R, Painan, Iv Jurai, South Pesisir Regency, West Sumatra 25651, Indonesia","{'location': {'lat': -1.3475056, 'lng': 100.6026549}, 'viewport': {'northeast': {'lat': -1.346328870107278, 'lng': 100.60475615}, 'southwest': {'lat': -1.349028529892722, 'lng': 100.59635115}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Objek Wisata Air Terjun Timbulun Painan,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102966821104211690187"">Surachman Era</a>'], 'photo_reference': 'AUGGfZmggV_0B7c3ciu6DCiOlkbnToimcfQ-Szs9GMcLLt46pYNIb1k1NlQDJDJTNvD0977pifODK-LC-6UXrTj97X27wDSrZkZeN8IXXQes03K2qOaMGm61Z2-KilR7UhVZrq_JEia9Y2i_oyL7dp7fBbM1QMdcKpUpr0BaTExeKGSd9IFF', 'width': 3096}]",ChIJgesSbnhN0y8R_IHTYuHBQ58,4.6,ChIJgesSbnhN0y8R_IHTYuHBQ58,"['tourist_attraction', 'point_of_interest', 'establishment']",121,,,,,https://www.google.com/maps/place/?q=place_id:ChIJgesSbnhN0y8R_IHTYuHBQ58
OPERATIONAL,"JHCJ+58M, Jl. Padang - Bengkulu, Painan, Kec. Iv Jurai, Kabupaten Pesisir Selatan, Sumatera Barat 25651, Indonesia","{'location': {'lat': -1.3795467, 'lng': 100.5808116}, 'viewport': {'northeast': {'lat': -1.3770513, 'lng': 100.5824376798927}, 'southwest': {'lat': -1.3803785, 'lng': 100.5797380201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Batu Kodi,"[{'height': 1868, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115376065916775815267"">Heri Fitrianto</a>'], 'photo_reference': 'AUGGfZkOg7saZ8LFjpiMz-PjLjgvLNb0HoqA4c8Peg66HVHZyXnXhSdVdPqIJnPPe24W7a0veRNwuDQD8EseS9qCA7GGWiJstepILPo5tH5bOv4c6tFDZByDsNhoV4w6FmVGTvB0Hj7CRXA9ZMk-v0GLHsvAMvWZ1Wdvro6tDzzsKKpNLxm-', 'width': 4000}]",ChIJsxKMKeFN0y8RWbtDHBnB0Sc,5.0,ChIJsxKMKeFN0y8RWbtDHBnB0Sc,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJsxKMKeFN0y8RWbtDHBnB0Sc
OPERATIONAL,"7PR9+M7Q, Lakitan Utara, Lengayang, South Pesisir Regency, West Sumatra, Indonesia","{'location': {'lat': -1.7082937, 'lng': 100.7182323}, 'viewport': {'northeast': {'lat': -1.706740520107278, 'lng': 100.7200961798927}, 'southwest': {'lat': -1.709440179892722, 'lng': 100.7173965201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,kambang,,ChIJc4HFAWXRLC4Rof12Dx9kcjo,0.0,ChIJc4HFAWXRLC4Rof12Dx9kcjo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJc4HFAWXRLC4Rof12Dx9kcjo
OPERATIONAL,"4RHM+3MW, North Punggasan, Linggo Sari Baganti, South Pesisir Regency, West Sumatra 25666, Indonesia","{'location': {'lat': -1.8722556, 'lng': 100.8342117}, 'viewport': {'northeast': {'lat': -1.870741070107278, 'lng': 100.8355682798927}, 'southwest': {'lat': -1.873440729892722, 'lng': 100.8328686201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Muaro Jambu,"[{'height': 1056, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115408136298255423998"">A Google User</a>'], 'photo_reference': 'AUGGfZkVs7IDMxuMGF64lrLuUVcNTqk3ONSPLMahniwFlFu2-lL2lW97fAhfZCe01kqTxnJhKYvrZuFM1KsUpa2nkWEQGFawJ19YOOQ6mFJQUvmTtEWPObwSbrKeRV-VTEzJDaY0dUfqglGoV9w0wV37_mZ-HBBD0kG1AQXrpVeNMykKNCPG', 'width': 1408}]",ChIJXzOz4HkmLS4R9z9lS86rHZM,4.2,ChIJXzOz4HkmLS4R9z9lS86rHZM,"['tourist_attraction', 'point_of_interest', 'establishment']",92,,,,,https://www.google.com/maps/place/?q=place_id:ChIJXzOz4HkmLS4R9z9lS86rHZM
OPERATIONAL,"QM63+H9W, Bukit Siayah, Kenagarian, Lumpo, Kec. Iv Jurai, Kabupaten Pesisir Selatan, Sumatera Barat, Indonesia","{'location': {'lat': -1.2385076, 'lng': 100.6534443}, 'viewport': {'northeast': {'lat': -1.237157770107278, 'lng': 100.6547941298927}, 'southwest': {'lat': -1.239857429892722, 'lng': 100.6520944701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Siayah Lumpo,,ChIJbY7eHACrLC4R6gHvlI2y7TY,0.0,ChIJbY7eHACrLC4R6gHvlI2y7TY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJbY7eHACrLC4R6gHvlI2y7TY
CLOSED_TEMPORARILY,"MH2C+F5W, Jl. Langkisau, Painan, Kec. Iv Jurai, Kabupaten Pesisir Selatan, Sumatera Barat 25651, Indonesia","{'location': {'lat': -1.3487748, 'lng': 100.5704587}, 'viewport': {'northeast': {'lat': -1.347362470107278, 'lng': 100.5718197298927}, 'southwest': {'lat': -1.350062129892722, 'lng': 100.5691200701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Gocamp,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102007142121743624069"">A Google User</a>'], 'photo_reference': 'AUGGfZk_Ft1LZyJu8WAkAPIOIXvPJiN2nfqrxlQPNmg-C9BO3-HXlGV4cuzoRJ6GokQJjdbLE3I1snzP7BvHsFeNpqjA4I12Lwf_whOgYXl4e7XIMCMp_Snml6P6BXom_4ZAlJHpaHhhLxzwGWAZPp-CSlvhDQteYqKuZ-_3DYuTAVSg2XYD', 'width': 2080}]",ChIJiwS5guJN0y8RlgSUJ09O2E0,0.0,ChIJiwS5guJN0y8RlgSUJ09O2E0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJiwS5guJN0y8RlgSUJ09O2E0
OPERATIONAL,"JHXC+GX7, Jalan tepi laut carocok, Painan, Kec. Iv Jurai, Kabupaten Pesisir Selatan, Sumatera Barat 25651, Indonesia","{'location': {'lat': -1.3512102, 'lng': 100.5724131}, 'viewport': {'northeast': {'lat': -1.349854170107278, 'lng': 100.5737709298927}, 'southwest': {'lat': -1.352553829892722, 'lng': 100.5710712701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wan kute,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105706902084434602563"">A Google User</a>'], 'photo_reference': 'AUGGfZlDZ0j4983rfXAxlqjsZDi4IVFT4sTgBd5q0N0JyxzlesDezIrHY4xuhZbsjwiN4ejD-NRXQONaDMpZduPQlhQAMqycgSmUB9A5VVmU1V4VoeJBj218QbVfpfzrVQiemllQdS-VhD-GIwXXisWtlYsM4lu6p8ksiSVZVBkFxKtvKkno', 'width': 3120}]",ChIJ-UMePxZN0y8R4I4gIUKLxVI,2.0,ChIJ-UMePxZN0y8R4I4gIUKLxVI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-UMePxZN0y8R4I4gIUKLxVI
OPERATIONAL,"Iv Jurai, South Pesisir Regency, West Sumatra 25651, Indonesia","{'location': {'lat': -1.3520247, 'lng': 100.5670321}, 'viewport': {'northeast': {'lat': -1.350535920107278, 'lng': 100.5682526798927}, 'southwest': {'lat': -1.353235579892722, 'lng': 100.5655530201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Carocok,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104135516692988236611"">A Google User</a>'], 'photo_reference': 'AUGGfZm68b8zMJhGRtwb4QwmY02i6PQEEhUjIRdFsBKqKsqr6dFPy5PEOWYYLIRSYKhkUHwbzIWMjWC7pYHEIHITJwzv-ZSycxwzmfFeLPW-5czRKzZtQaD5gwIR5s1OYhO449sKLhH4TdZdVFsE3MQZCcf8sFAAXhWAopIEWTnQlVwz5c6g', 'width': 6000}]",ChIJET_8MoVN0y8RthG48QC5aTc,4.5,ChIJET_8MoVN0y8RthG48QC5aTc,"['tourist_attraction', 'point_of_interest', 'establishment']",8135,,{'open_now': True},"{'compound_code': 'JHX8+5R Painan, South Pesisir Regency, West Sumatra, Indonesia', 'global_code': '6PC2JHX8+5R'}",,https://www.google.com/maps/place/?q=place_id:ChIJET_8MoVN0y8RthG48QC5aTc
OPERATIONAL,"RC62+H2X, sungai nyalo, Koto XI Tarusan, Kabupaten Pesisir Selatan, Sumatera Barat 25654, Indonesia","{'location': {'lat': -1.1885189, 'lng': 100.4001126}, 'viewport': {'northeast': {'lat': -1.187160070107278, 'lng': 100.4015004798927}, 'southwest': {'lat': -1.189859729892722, 'lng': 100.3988008201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Paku,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113744834434472654873"">Rahmat Salim</a>'], 'photo_reference': 'AUGGfZmua6Z-fKBL-sPgqjjJClLcZ8oAMl2D_l58eoWATPl_x8B4EQsRpMgcxxC8Duc4FP3iYm8By-hE0oqEwJl3U0YvnrLFKl7uU3zocn05lcAcC57-v0JgsO3dSdu5VacZsinwBcaCxxCWoe53ouba6_bW6PgvqewMH8Tks0C905t6K6BF', 'width': 5184}]",ChIJz3wAWoGn1C8R1GAQ148z6dU,4.7,ChIJz3wAWoGn1C8R1GAQ148z6dU,"['tourist_attraction', 'point_of_interest', 'establishment']",1044,,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJz3wAWoGn1C8R1GAQ148z6dU
