business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,opening_hours,url
OPERATIONAL,"2CW9+XFW, Cangkeh Nan XX, Lubuk Begalung, Padang City, West Sumatra 25158, Indonesia","{'location': {'lat': -0.9525124999999999, 'lng': 100.4187015}, 'viewport': {'northeast': {'lat': -0.951212720107278, 'lng': 100.4200588798927}, 'southwest': {'lat': -0.9539123798927223, 'lng': 100.4173592201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dagang,ChIJ75qpHKG51C8R1KWTrEyuOR8,0.0,ChIJ75qpHKG51C8R1KWTrEyuOR8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ75qpHKG51C8R1KWTrEyuOR8
OPERATIONAL,"BUKIT, Pagambiran Ampalu Nan XX, Kec. Lubuk Begalung, Kota Padang, Sumatera Barat, Indonesia","{'location': {'lat': -0.9800059000000001, 'lng': 100.4115631}, 'viewport': {'northeast': {'lat': -0.978972820107278, 'lng': 100.41336395}, 'southwest': {'lat': -0.9816724798927223, 'lng': 100.40616055}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BIG BUL HILL,ChIJ-fgN5Ae71C8RUe_zxRef4NA,5.0,ChIJ-fgN5Ae71C8RUe_zxRef4NA,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104635819041605418724"">A Google User</a>'], 'photo_reference': 'AUGGfZn0PrXi4Epx3FbzffDIBia0dlWU4qnEQpnJlvYqjQqqbPNOObSpLumm59InGWK1mIAW8Vti5k3-4MnwE--6n1mQkYioxFpISfzdJP-CLFthydfPHiG6-0Z8v04u_iicamCEOzKHhhFcJU6RdRu2N-WgTOnkdQVB7B0qDL59SOr9jI5v', 'width': 4000}]","{'compound_code': '2C96+XJ Pagambiran Ampalu Nan XX, Padang City, West Sumatra, Indonesia', 'global_code': '6PF22C96+XJ'}",,https://www.google.com/maps/place/?q=place_id:ChIJ-fgN5Ae71C8RUe_zxRef4NA
OPERATIONAL,"2CXF+7MR bukit lampu, Jl. Raya Padang - Painan, Bandar Buat, Kec. Lubuk Begalung, kelurahan gatea, Sumatera Barat, Indonesia","{'location': {'lat': -0.9517525000000001, 'lng': 100.4241502}, 'viewport': {'northeast': {'lat': -0.9504336701072779, 'lng': 100.4255052798927}, 'southwest': {'lat': -0.9531333298927221, 'lng': 100.4228056201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pesona batu tinggi,ChIJczNmdgC51C8RS1LOSQuDDP8,0.0,ChIJczNmdgC51C8RS1LOSQuDDP8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111746718156910829163"">A Google User</a>'], 'photo_reference': 'AUGGfZk0Uh5HMNyEo3jIx8YY26W7-1pf03RgJLwjs_EQTWsDbfTajFmmCCB08pPqthhFdjF3h8gxniHyYzVSbyxwtOx6YqJn6oJV-Zai3_98wi7zdrZSq-qfq9u5p95rKauqnhKJHAbpCUyy4JiahNgZbF7eFpG0SMINnN25N1nmQ1D7N-M5', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJczNmdgC51C8RS1LOSQuDDP8
OPERATIONAL,"3C37+7Q3, Tanah Sirah Piai Nan XX, Lubuk Begalung, Padang City, West Sumatra 25159, Indonesia","{'location': {'lat': -0.9468598, 'lng': 100.4144275}, 'viewport': {'northeast': {'lat': -0.9456632201072779, 'lng': 100.4156388798927}, 'southwest': {'lat': -0.9483628798927222, 'lng': 100.4129392201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Flora andela,ChIJV7N-ixK51C8RnyeJSIwdjHM,0.0,ChIJV7N-ixK51C8RnyeJSIwdjHM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109149493891740464553"">A Google User</a>'], 'photo_reference': 'AUGGfZkRTqIAVTJtRLE7HrqQ3LmEB35-iAn-pnNDqvM1V1e6tykumI1f8wlZvvl1eEzN9XAUtul_T9O04psr7V0fjIr_GeXrjxLIq2ObmCzHG5sn4iXDzXO7ZO5csgQWXhdRf6xe46It0HKVf_UcyCJJI0DEkYpEtnB4xujFezH380ktvc19', 'width': 1504}]",,,https://www.google.com/maps/place/?q=place_id:ChIJV7N-ixK51C8RnyeJSIwdjHM
OPERATIONAL,"Kampung Jua Nan XX, Lubuk Begalung, Padang City, West Sumatra 25153, Indonesia","{'location': {'lat': -0.9735541, 'lng': 100.4157254}, 'viewport': {'northeast': {'lat': -0.9657253000000003, 'lng': 100.41774875}, 'southwest': {'lat': -0.9761636999999999, 'lng': 100.40965535}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nobita Hill,ChIJIVla7SK61C8RiVcKISmpdKU,4.4,ChIJIVla7SK61C8RiVcKISmpdKU,"['tourist_attraction', 'point_of_interest', 'establishment']",159,"[{'height': 1844, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113124220119003758218"">A Google User</a>'], 'photo_reference': 'AUGGfZkxV_SFbhFxnXQCU7xPeN4vxUYTISvH1lVRvPmzMQrA-nw0BMb7zlESf7yP9BK63oG8uV0fi7XGXNMdbyIeNSsHVhbMy_SnbGc-O8yxlYHdm7OTf9_-G2i8CP3YD8ffInz7deISgNizkL09DtLDFhuOXjoZG-fD_0XCCEGuVmDOk-LK', 'width': 4000}]","{'compound_code': '2CG8+H7 Kampung Jua Nan XX, Padang City, West Sumatra, Indonesia', 'global_code': '6PF22CG8+H7'}",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJIVla7SK61C8RiVcKISmpdKU
OPERATIONAL,"2CJH+W2, Tarantang, Lubuk Begalung, Padang City, West Sumatra, Indonesia","{'location': {'lat': -0.9676942999999999, 'lng': 100.4275526}, 'viewport': {'northeast': {'lat': -0.9647483000000002, 'lng': 100.4286620798927}, 'southwest': {'lat': -0.9686762999999997, 'lng': 100.4259624201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bendungan PAMSIMAS TARATAK,ChIJzflp1lO71C8RNxF2TUMMtDE,3.7,ChIJzflp1lO71C8RNxF2TUMMtDE,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117111087138766592857"">A Google User</a>'], 'photo_reference': 'AUGGfZnVDx6Qk3V_ZNugp71-7QSUhlVSKSqxyMa5wBtuPhchgqDUQ0M0fJmGEsLAINcwAzqwRvu09qjTS8gaKNao0p59rcC97epqlTgbnH3xANk5rqNJnEOLhGUcV8NiKPMhURNgaTIlg-PMG_TX5LuWYbbyohWhHyoLM7CpRmgOzM4YVMjs', 'width': 3120}]",,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJzflp1lO71C8RNxF2TUMMtDE
OPERATIONAL,"Jl. Sutan Syahrir No.135, Mata Air, Kec. Padang Sel., Kota Padang, Sumatera Barat, Indonesia","{'location': {'lat': -0.9644085000000001, 'lng': 100.3792787}, 'viewport': {'northeast': {'lat': -0.9630586201072778, 'lng': 100.3806334298927}, 'southwest': {'lat': -0.9657582798927221, 'lng': 100.3779337701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jalan Manuju Puncak Bukit Sarai,ChIJZ_LX92i51C8RORXXXt6MclI,0.0,ChIJZ_LX92i51C8RORXXXt6MclI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 574, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116099439661468915727"">sma sima</a>'], 'photo_reference': 'AUGGfZmg8qaGcRgEjVrUWcKV8e2GCk7oktMv0E1qvqgjwnIMWFCheJzQL4g0mST8pqBAtDlUFOlVkHj2-k6qXAU2Chyrh5acY88isSFI5zr_9CtRWKegWCp5eTSygDChlarT2MHQsLfwQq8pQ7RM9zw14WjdOd1NcXZDFAQYVowINzJo1Gy-', 'width': 964}]","{'compound_code': '29PH+6P Mata Air, Padang City, West Sumatra, Indonesia', 'global_code': '6PF229PH+6P'}",,https://www.google.com/maps/place/?q=place_id:ChIJZ_LX92i51C8RORXXXt6MclI
OPERATIONAL,"2947+6RG, Air Manis, Indonesia","{'location': {'lat': -0.9944478000000001, 'lng': 100.3645746}, 'viewport': {'northeast': {'lat': -0.993116920107278, 'lng': 100.3659715298927}, 'southwest': {'lat': -0.9958165798927223, 'lng': 100.3632718701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu Malin Kundang,ChIJQTCKd5q71C8RcDIGQCwG7Aw,4.1,ChIJQTCKd5q71C8RcDIGQCwG7Aw,"['tourist_attraction', 'point_of_interest', 'establishment']",2506,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103191297214887861923"">wening ayu</a>'], 'photo_reference': 'AUGGfZkYwof1sDc9Ih5zwm_WWKwrNd6TVW7rY5NXHqcKvrF70jtyFZM25ENUWmketfwfXtH4nSjg0y2UdPe1ya7p-n_7GqPthMIluK8xjZbIMLrhhWWCwaGTydfBkoSHjXkKSGo6Ql7ADdeMcJmU9DqJZCNQMzUWqvBK-Uf-XjEUOJR8gzid', 'width': 4032}]",,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJQTCKd5q71C8RcDIGQCwG7Aw
OPERATIONAL,"2CMP+FXJ, Tarantang, Lubuk Kilangan, Padang City, West Sumatra 25156, Indonesia","{'location': {'lat': -0.9662884, 'lng': 100.4373906}, 'viewport': {'northeast': {'lat': -0.9648990701072778, 'lng': 100.4387355798927}, 'southwest': {'lat': -0.967598729892722, 'lng': 100.4360359201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Tarantang Koto Parak Kecamatan Lubuk Kilangan,ChIJseg_SAC61C8RAFdAtSRxMdE,4.5,ChIJseg_SAC61C8RAFdAtSRxMdE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",36,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104095883286356158022"">A Google User</a>'], 'photo_reference': 'AUGGfZkA1KNP9NhOxciJVA5EaTZ7hl6uY-A1ZJTulS0QFvC-EbS3jzJuuoUfxFsyZjTZa5XRyQ3z47KF00er2m8lFMD7fBBnL0L3xQYjm5TdVOx_yyvpqCJKtG3FoOoNCsMEtSzwAEepzW6vmV_bDUwgvaqUKFQhNN8qGtCTkPfzikqY6cF8', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJseg_SAC61C8RAFdAtSRxMdE
OPERATIONAL,"292P+QF, Teluk Bayur, Padang Selatan, Padang City, West Sumatra, Indonesia","{'location': {'lat': -0.9980401, 'lng': 100.386154}, 'viewport': {'northeast': {'lat': -0.9966699201072777, 'lng': 100.3876152298927}, 'southwest': {'lat': -0.999369579892722, 'lng': 100.3849155701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Ghazi Batang Kajai,ChIJpatNy6W71C8Rv0YtysbjAV0,5.0,ChIJpatNy6W71C8Rv0YtysbjAV0,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 1735, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103764139052580996957"">dimensi tekno</a>'], 'photo_reference': 'AUGGfZkGm_mL9j5rS3t9Shaje9KYHGD2NfISPfWL1xMoy4S6D0uaqWBKvlHZeFG3j3mfP-4-iI2__K6V78lCuDtc4OE8pQaTg6nuqQb8NWJg21_FHSuyh4kLF3oJn1iW7IrAWciqyIBh9fj5_ZpA_whzH3Eg1g3HKHT6kdDlWCoY1RP79SJ4', 'width': 3085}]",,,https://www.google.com/maps/place/?q=place_id:ChIJpatNy6W71C8Rv0YtysbjAV0
