business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,permanently_closed,photos,opening_hours,plus_code,url
OPERATIONAL,"73QM+23, Matang Segarau, Tekarang, Sambas Regency, West Kalimantan, Indonesia","{'location': {'lat': 1.2875266, 'lng': 109.0826367}, 'viewport': {'northeast': {'lat': 1.288858929892722, 'lng': 109.0839560798927}, 'southwest': {'lat': 1.286159270107278, 'lng': 109.0812564201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Ibu Hamijah,ChIJoTt6CACb5DERO35BW3pjyes,0.0,ChIJoTt6CACb5DERO35BW3pjyes,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJoTt6CACb5DERO35BW3pjyes
OPERATIONAL,"749P+2G9, Lela, Kec. Tekarang, Kabupaten Sambas, Kalimantan Barat, Indonesia","{'location': {'lat': 1.2675384, 'lng': 109.1363604}, 'viewport': {'northeast': {'lat': 1.268323799999999, 'lng': 109.1378478298927}, 'southwest': {'lat': 1.2651822, 'lng': 109.1351481701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waterfront Coffee,ChIJSb5wVwCZ5DER8kcQD22D_nc,0.0,ChIJSb5wVwCZ5DER8kcQD22D_nc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJSb5wVwCZ5DER8kcQD22D_nc
OPERATIONAL,"73QM+23, Matang Segarau, Tekarang, Sambas Regency, West Kalimantan, Indonesia","{'location': {'lat': 1.2864342, 'lng': 109.0833019}, 'viewport': {'northeast': {'lat': 1.287797379892722, 'lng': 109.0846681298927}, 'southwest': {'lat': 1.285097720107278, 'lng': 109.0819684701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kak De Sannor,ChIJ8cG1cgCb5DERrKVfT7kDe44,0.0,ChIJ8cG1cgCb5DERrKVfT7kDe44,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8cG1cgCb5DERrKVfT7kDe44
CLOSED_TEMPORARILY,"74GX+7X, Tekarang, Sambas Regency, West Kalimantan, Indonesia","{'location': {'lat': 1.2756923, 'lng': 109.1499048}, 'viewport': {'northeast': {'lat': 1.277042129892722, 'lng': 109.1512546298927}, 'southwest': {'lat': 1.274342470107278, 'lng': 109.1485549701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Tugu Veteran Desa Sempadian,ChIJ8Rdo-buZ5DERtTvWo4h-2x4,0.0,ChIJ8Rdo-buZ5DERtTvWo4h-2x4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108733036601048177849"">Hamdi S.T</a>'], 'photo_reference': 'AUGGfZmzaEsyXnkVcKCuzZNzIkpyc9AllbE5bplXEbudebLJJMLRISOtTh5wcghHFMHFHnf4TCv5vYGqww0CA5uHJkaGVhYPeQ38xB9jga5LqBs9fOIfXqoL7N4UgR3sY1vGuCVwACtQ2YH_86IKhECBqzKeDnhE_xjd6IyPDFUEF4TwX2QQ', 'width': 1600}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ8Rdo-buZ5DERtTvWo4h-2x4
OPERATIONAL,"732V+XP, Segarau Parit, Tebas, Sambas Regency, West Kalimantan, Indonesia","{'location': {'lat': 1.2540277, 'lng': 109.0930434}, 'viewport': {'northeast': {'lat': 1.255348529892722, 'lng': 109.0943666298927}, 'southwest': {'lat': 1.252648870107278, 'lng': 109.0916669701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sther jamban bg ali,ChIJV_gaAQCZ5DERBAo5D028-Ec,5.0,ChIJV_gaAQCZ5DERBAo5D028-Ec,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJV_gaAQCZ5DERBAo5D028-Ec
OPERATIONAL,"757C+F4, Sempelai Sebedang, Sebawi, Sambas Regency, West Kalimantan, Indonesia","{'location': {'lat': 1.2637118, 'lng': 109.1702735}, 'viewport': {'northeast': {'lat': 1.2649772, 'lng': 109.1736356}, 'southwest': {'lat': 1.2599156, 'lng': 109.1691528}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Long Syamil Corp,ChIJRYgWzbqZ5DER2vmR2jr1ZwU,5.0,ChIJRYgWzbqZ5DER2vmR2jr1ZwU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJRYgWzbqZ5DER2vmR2jr1ZwU
OPERATIONAL,"62J3+434, Jelu Air, Jawai Selatan, Sambas Regency, West Kalimantan 79154, Indonesia","{'location': {'lat': 1.2302713, 'lng': 109.0027116}, 'viewport': {'northeast': {'lat': 1.231605029892722, 'lng': 109.0036537}, 'southwest': {'lat': 1.228905370107278, 'lng': 108.9998853}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TAMAN KELULUT BANG EKO,ChIJ-QB6-jeb5DERvfAA5QjLBdE,5.0,ChIJ-QB6-jeb5DERvfAA5QjLBdE,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108712681837926800453"">A Google User</a>'], 'photo_reference': 'AUGGfZlJVyy6uEKkLSaiFGjufMSxBt8ocA2EkhwMqS5b3GwimGfp32834iE3umZdmwsBo82pYImi-BeNRB8J4EcoOL5vINmOmciDIGEoGd5EjAy06jqRoc9lGrPRwRoDTR1TFFUoZyCt2ez6ca5qK0JUPcIBj_epqi5-zN4-xEc9z5k1XIyi', 'width': 3264}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ-QB6-jeb5DERvfAA5QjLBdE
OPERATIONAL,"75X7+HH, Merubung, Sambas, Sambas Regency, West Kalimantan, Indonesia","{'location': {'lat': 1.2992017, 'lng': 109.1623003}, 'viewport': {'northeast': {'lat': 1.3017874, 'lng': 109.16367955}, 'southwest': {'lat': 1.298339799999999, 'lng': 109.15816255}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Muara sungai tanjung buluh sungai sambas besar,ChIJDZFR09GX5DER5AYR2A91ltU,0.0,ChIJDZFR09GX5DER5AYR2A91ltU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJDZFR09GX5DER5AYR2A91ltU
OPERATIONAL,"758X+QX, Sepuk Tanjung, Sebawi, Sambas Regency, West Kalimantan 79462, Indonesia","{'location': {'lat': 1.2668697, 'lng': 109.1997091}, 'viewport': {'northeast': {'lat': 1.268325679892722, 'lng': 109.2010852798927}, 'southwest': {'lat': 1.265626020107278, 'lng': 109.1983856201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,GUNUNG TEROK,ChIJybnb5C2j5DERNEvxsCZMZ1g,0.0,ChIJybnb5C2j5DERNEvxsCZMZ1g,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100743048029261782015"">A Google User</a>'], 'photo_reference': 'AUGGfZm-979YMtmKM9qKPqr-c_EmX4Og06OSyIHaN6qUqrMifNH3DdfG8QEuZdIUVyGRvXryAt0Dxb1cIZ6dPVC_HxUXBoVAyQ7732ehCexSzdOx_3Tgxp4S749lQwNJuWYwK6NhQFPQe5ScR4UWfDkHi4TqoxHlSWZW4YNoqLk-QRlblPg4', 'width': 1080}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJybnb5C2j5DERNEvxsCZMZ1g
OPERATIONAL,"54PH+4QV, RT.06/RW.03, Sungai Kelambu, Kec. Tebas, Kabupaten Sambas, Kalimantan Barat 79461, Indonesia","{'location': {'lat': 1.1853556, 'lng': 109.1294248}, 'viewport': {'northeast': {'lat': 1.186712679892722, 'lng': 109.1307063298927}, 'southwest': {'lat': 1.184013020107278, 'lng': 109.1280066701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Aswari Sungai Kelambu,ChIJg1tjc-if5DER4Gzq4zvFog0,5.0,ChIJg1tjc-if5DER4Gzq4zvFog0,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 551, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114208235040770209224"">A Google User</a>'], 'photo_reference': 'AUGGfZkQotpPtO-fmG6hIC0qQ8tYtnT7LvmU64gGcksNw2jl7weBkVqf_-La6xOziiu9SjNBlftWsLX9s8FLkPagKQ6S6RgdaHty8TudtypAGTBcFsLXAGhfLQ_mvlGocIcoFHSlXd0M8ayVBl--Qxqhge1InfFTDHWfriJ0selav_x_Dnly', 'width': 720}]",,,https://www.google.com/maps/place/?q=place_id:ChIJg1tjc-if5DER4Gzq4zvFog0
