business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,permanently_closed,url
OPERATIONAL,"F5V6+4W, Tri Mandayan, Teluk Keramat, Sambas Regency, West Kalimantan 79465, Indonesia","{'location': {'lat': 1.4928324, 'lng': 109.1622722}, 'viewport': {'northeast': {'lat': 1.494182229892722, 'lng': 109.1636220298927}, 'southwest': {'lat': 1.491482570107278, 'lng': 109.1609223701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Godeng,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103568786075098033288"">Hamid Ejen</a>'], 'photo_reference': 'AUGGfZm-dtO1VO8GvD4FL9YFkRHx11aJjMMT-eRZGYYjMvvBd2iqpdDio6hlGi6GzKMTlBhbwE0ij9ioBC2A_AzS4tmKPaCIh2aUaHCjg4ekITvZT-3TFccZW9m8ClKEjI2nb04J4R-oYHSsjtz7SO0DaITHWgNFAyn6mGXpsPlgOnBlb9Ir', 'width': 1920}]",ChIJMYlr34Lr5DERugA5YFLV8Dw,0.0,ChIJMYlr34Lr5DERugA5YFLV8Dw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJMYlr34Lr5DERugA5YFLV8Dw
OPERATIONAL,"Tambatan behari perdana, Tambatan, Kec. Tlk. Keramat, Kabupaten Sambas, Kalimantan Barat, Indonesia","{'location': {'lat': 1.4129876, 'lng': 109.2534171}, 'viewport': {'northeast': {'lat': 1.4143517, 'lng': 109.2573561}, 'southwest': {'lat': 1.408895300000001, 'lng': 109.2521041}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lohkumbar,,ChIJmc5-MgC_5DERHw8drkMUadE,0.0,ChIJmc5-MgC_5DERHw8drkMUadE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJmc5-MgC_5DERHw8drkMUadE
OPERATIONAL,"96C8+JQ3, Berlimang, Teluk Keramat, Sambas Regency, West Kalimantan 79465, Indonesia","{'location': {'lat': 1.3715118, 'lng': 109.2169272}, 'viewport': {'northeast': {'lat': 1.373294929892722, 'lng': 109.2178514}, 'southwest': {'lat': 1.370595270107278, 'lng': 109.2141546}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga Tamang Berlimang,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106929941628637842325"">A Google User</a>'], 'photo_reference': 'AUGGfZnjcHmrxlomHL2izorp2yT6hb5vP8et7VHx2Pwv2kUY3d4f-qqYZk6NuWzk8hqeIUeT1l9stXJTry3Pw3HVnbOP79VBuzi3IIMORHUdJWCZkkua5R-SzQwI8xUpX8PcVc4sbQ8Z1t85vI6Wn-TM4nnHtI3XD1mex9TunNX19_uYulPq', 'width': 3456}]",ChIJHSyyqj2_5DER_JXs1gekwAE,4.8,ChIJHSyyqj2_5DER_JXs1gekwAE,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,https://www.google.com/maps/place/?q=place_id:ChIJHSyyqj2_5DER_JXs1gekwAE
OPERATIONAL,"F7W3+49F, Teluk Kumbang, Teluk Keramat, Sambas Regency, West Kalimantan 79465, Indonesia","{'location': {'lat': 1.4953035, 'lng': 109.2534171}, 'viewport': {'northeast': {'lat': 1.49801475, 'lng': 109.2550078798927}, 'southwest': {'lat': 1.49439975, 'lng': 109.2523082201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Sange',,ChIJRawsZVPB5DERVzrT69CMji0,5.0,ChIJRawsZVPB5DERVzrT69CMji0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJRawsZVPB5DERVzrT69CMji0
OPERATIONAL,"F559+WJ4, Semayong Jl. Dusun Seradi, Sekura, Kec. Tlk. Keramat, Kabupaten Sambas, Kalimantan Barat, Indonesia","{'location': {'lat': 1.4597553, 'lng': 109.1690645}, 'viewport': {'northeast': {'lat': 1.461105129892722, 'lng': 109.1704143298927}, 'southwest': {'lat': 1.458405470107278, 'lng': 109.1677146701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sekat Kanal Dusun Semayong,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117238885738203564640"">A Google User</a>'], 'photo_reference': 'AUGGfZm93BZygyvGFr7KndaTiKOgSI9LA9Q1y5rlPFsq_3MiKRBCpRzaS5WzFi-fwM6KJUQuUw9I3aMFuKAnjkbRvlqMRpSweimu3764IxlwD5Raw-_jJP45BLeIEYspGMVhO-hN-i4Chy4tQ4LMExqW4xL1WB8hDR5Plb5S3JXjzHyutrrA', 'width': 3000}]",ChIJhwCUm-Dr5DERVgiwBa3wfGY,5.0,ChIJhwCUm-Dr5DERVgiwBa3wfGY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJhwCUm-Dr5DERVgiwBa3wfGY
OPERATIONAL,"96VV+PR, Kubangga, Teluk Keramat, Sambas Regency, West Kalimantan 79465, Indonesia","{'location': {'lat': 1.393015, 'lng': 109.244012}, 'viewport': {'northeast': {'lat': 1.394364829892722, 'lng': 109.2453618298927}, 'southwest': {'lat': 1.391665170107278, 'lng': 109.2426621701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rabbak bungin/batting,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102520110991830424109"">A Google User</a>'], 'photo_reference': 'AUGGfZmbUsE6u8U8KpNkUIK0lE-DPmU8b1nM5PDDLC2frleEuGQ5pg1APPc9mwweOCEM9ySQkpJbR4OWT6Q8VgzjEofaT7LNczeprGMyKb_OjARH1Pdh6kcFlJNWj4q3deuC0W704SmnRDK667L7bi_hTBMQdFRnI4hmz0i-OIceMr-E1bLm', 'width': 1080}]",ChIJ7T2DmIe_5DERmnflHx5qUTI,5.0,ChIJ7T2DmIe_5DERmnflHx5qUTI,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ7T2DmIe_5DERmnflHx5qUTI
CLOSED_TEMPORARILY,"F5W8+9P4, Tri Mandayan, Teluk Keramat, Sambas Regency, West Kalimantan 79465, Indonesia","{'location': {'lat': 1.4951263, 'lng': 109.1657839}, 'viewport': {'northeast': {'lat': 1.496476129892722, 'lng': 109.1671337298927}, 'southwest': {'lat': 1.493776470107278, 'lng': 109.1644340701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DECENG,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101626298909646860274"">A Google User</a>'], 'photo_reference': 'AUGGfZl5MhCUHm1HFYESeJrqStaiKgxP4qeji6aHHB65uERrJQe4DbB02qC_mzXSlSrLP4UUioZQfp23tFRl2_JcAkKPMnsz4CH5N8YBtFg5mmAE4VJX95YjJqjiLLfywHscy29eq4zT4TvH5aWxeraoyXPU-bbe01wM5zMAqeXfi_f94IVA', 'width': 4096}]",ChIJh524DAbr5DERXKXjPwKIKug,0.0,ChIJh524DAbr5DERXKXjPwKIKug,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,https://www.google.com/maps/place/?q=place_id:ChIJh524DAbr5DERXKXjPwKIKug
CLOSED_TEMPORARILY,"F5W8+9P4, Tri Mandayan, Teluk Keramat, Sambas Regency, West Kalimantan 79465, Indonesia","{'location': {'lat': 1.4958918, 'lng': 109.1668333}, 'viewport': {'northeast': {'lat': 1.497241629892722, 'lng': 109.1681831298927}, 'southwest': {'lat': 1.494541970107278, 'lng': 109.1654834701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,nak opon,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102051721512495633436"">A Google User</a>'], 'photo_reference': 'AUGGfZliN4QhDeT6xRvGIkaWySnzB1gVCCPV3BWBvSOCcScJG4GO9GCL_LtEoQ-4JDLzsUiZWkGQeKmgg_T_WyA-56tyZVbw09r5SE1irvFofOkpMhTxqDT4w4Q442MdaKVLJae8u5NyKPyOWiKDbOkpRnbmmKRz1LUGGAbRBKJ4ffcEHrIL', 'width': 4096}]",ChIJ87qdSwbr5DERmw7sKQwXZjk,0.0,ChIJ87qdSwbr5DERmw7sKQwXZjk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,https://www.google.com/maps/place/?q=place_id:ChIJ87qdSwbr5DERmw7sKQwXZjk
OPERATIONAL,"J6J9+JC4, Kec. Paloh, Kabupaten Sambas, Kalimantan Barat 79466, Indonesia","{'location': {'lat': 1.631506, 'lng': 109.2185712}, 'viewport': {'northeast': {'lat': 1.63232885, 'lng': 109.2203292298927}, 'southwest': {'lat': 1.62903745, 'lng': 109.2176295701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tanah Hitam,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109356576629753770527"">Mr Sun</a>'], 'photo_reference': 'AUGGfZlFzMcMBpsAK80297i99QfAb59FgFb7PoGD3c_U7881NfUVq0nT1vLKKGrA_Y8pEYip1uNFutycQn7J4t4FIVFciUXuJqse5qrLS0AHqKKo76A4_-uyb-EzavrTwHSz6q_ps_RDyz8aJmz7QullwXO8OTYb-fMVYC5W837EBr28vv5_', 'width': 4096}]",ChIJJwChmrnd5DERpD1IamXBSgc,4.3,ChIJJwChmrnd5DERpD1IamXBSgc,"['tourist_attraction', 'point_of_interest', 'establishment']",153,,,https://www.google.com/maps/place/?q=place_id:ChIJJwChmrnd5DERpD1IamXBSgc
OPERATIONAL,"J74J+F2V, Tempapan Kuala, Galing, Sambas Regency, West Kalimantan, Indonesia","{'location': {'lat': 1.6062467, 'lng': 109.2800403}, 'viewport': {'northeast': {'lat': 1.607596529892722, 'lng': 109.2813901298927}, 'southwest': {'lat': 1.604896870107278, 'lng': 109.2786904701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,victory jaya sawit,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116324598723844523898"">A Google User</a>'], 'photo_reference': 'AUGGfZkz0MxL-jBPWdv2vJmRv2dLxUUep-l2_cB3X0hihpxFpgs0876oJayebSt9xwD5yhWlQVq8NhZdb93OX59NXEQZK7KxxO0DyOuAVCq0CA64TJYJNoUlbZMvGky0HXNmWCGVpGRWxa6j73gFpoVt33Ux0yhREtAhNy4M-J_1-BYW8tt_', 'width': 3120}]",ChIJsQrROR_d5DERTLL8NSLeBEA,5.0,ChIJsQrROR_d5DERTLL8NSLeBEA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJsQrROR_d5DERTLL8NSLeBEA
