business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,url
OPERATIONAL,"2C7V+7VM, Sawah, Andongrejo, Kec. Blora, Kabupaten Blora, Jawa Tengah 58219, Indonesia","{'location': {'lat': -6.9867902, 'lng': 111.4446768}, 'viewport': {'northeast': {'lat': -6.985456720107279, 'lng': 111.4460139298927}, 'southwest': {'lat': -6.988156379892723, 'lng': 111.4433142701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Tugu Batas Pakis, Blora - Bangsri, Jepon",ChIJoUdkNwBBdy4RFnjcwNYYDwY,0.0,ChIJoUdkNwBBdy4RFnjcwNYYDwY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJoUdkNwBBdy4RFnjcwNYYDwY
OPERATIONAL,"2FPV+VX4, Sawah, Prantaan, Kec. Bogorejo, Kabupaten Blora, Jawa Tengah, Indonesia","{'location': {'lat': -6.9628652, 'lng': 111.4949444}, 'viewport': {'northeast': {'lat': -6.961509770107278, 'lng': 111.4962892298927}, 'southwest': {'lat': -6.964209429892723, 'lng': 111.4935895701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Tugu Batas Pandean, Jepon - Prantaan, Bogorejo",ChIJP5ukGwBrdy4RTGSxVpRStPQ,0.0,ChIJP5ukGwBrdy4RTGSxVpRStPQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJP5ukGwBrdy4RTGSxVpRStPQ
OPERATIONAL,"2F42+QRC, Ngrapah, Bangsri, Kec. Jepon, Kabupaten Blora, Jawa Tengah 58261, Indonesia","{'location': {'lat': -6.9930502, 'lng': 111.4520086}, 'viewport': {'northeast': {'lat': -6.991697270107278, 'lng': 111.4533506798927}, 'southwest': {'lat': -6.994396929892722, 'lng': 111.4506510201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Naya Gimbal Bangsri,ChIJ25GgNgBBdy4ReLTNO6WoZWg,5.0,ChIJ25GgNgBBdy4ReLTNO6WoZWg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJ25GgNgBBdy4ReLTNO6WoZWg
OPERATIONAL,"2F42+XM6, Sawah, Bangsri, Kec. Jepon, Kabupaten Blora, Jawa Tengah 58261, Indonesia","{'location': {'lat': -6.992146399999999, 'lng': 111.4520153}, 'viewport': {'northeast': {'lat': -6.990830220107277, 'lng': 111.4534767798927}, 'southwest': {'lat': -6.993529879892721, 'lng': 111.4507771201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,NOYO GIMBAL VIEW,ChIJ9RrF4EpBdy4Rq9s-1xCKFQA,4.2,ChIJ9RrF4EpBdy4Rq9s-1xCKFQA,"['tourist_attraction', 'point_of_interest', 'establishment']",160,{'open_now': False},"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109322529537522493005"">A Google User</a>'], 'photo_reference': 'AUGGfZmhbtE0HsrsxFlDEiu0orl7bbv9ZxVaiJjMdDfD06a3Yes-doA9UUjMDNyC4EO9-usQ3PQBmDEWw4JeVO0WAOFY9DcrVGdMad1iZLmeODoVkUtY30X1LDR04HAFAp0z7Uxy3Rg7fdOwU_tpxcUwBen2qQMc93I1lOTcnq6g5XNUaLt8', 'width': 4624}]",,https://www.google.com/maps/place/?q=place_id:ChIJ9RrF4EpBdy4Rq9s-1xCKFQA
OPERATIONAL,"2F45+G66, Sawah, Bangsri, Kec. Jepon, Kabupaten Blora, Jawa Tengah, Indonesia","{'location': {'lat': -6.9937197, 'lng': 111.4580275}, 'viewport': {'northeast': {'lat': -6.992927549999999, 'lng': 111.4590742298927}, 'southwest': {'lat': -6.996096149999999, 'lng': 111.4563745701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,embuyng bangsri,ChIJtXbTtPZBdy4RWlwURZiMoso,0.0,ChIJtXbTtPZBdy4RWlwURZiMoso,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJtXbTtPZBdy4RWlwURZiMoso
OPERATIONAL,"XFG4+H2V, Sawah, Purworejo, Kec. Blora, Kabupaten Blora, Jawa Tengah 58261, Indonesia","{'location': {'lat': -7.023502400000001, 'lng': 111.4550425}, 'viewport': {'northeast': {'lat': -7.021788520107278, 'lng': 111.4558997298927}, 'southwest': {'lat': -7.024488179892722, 'lng': 111.4532000701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Persilan Savana,ChIJlbCA_vdDdy4RerSR2hIfLEM,5.0,ChIJlbCA_vdDdy4RerSR2hIfLEM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103406305701547042942"">tokek sangpejuang</a>'], 'photo_reference': 'AUGGfZm64FE2Mt2292f9kP6Ki7Mgb6QmUwHm7Fy0FYeDGM2_rhFxRVw7sdUL2UfCKtsGUI3qme_KxELo2aetRhbxCampe8K6AAugXgwy5Fg_e-qbi7pws_3ZQa55h1v6FR2tnHpRdGvzNLtyQqIZ0Ci9Aciag2st3mjdxdqiOeV73duizXs', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJlbCA_vdDdy4RerSR2hIfLEM
OPERATIONAL,"2FW2+QPP, Talok, Gedangdowo, Kec. Jepon, Kabupaten Blora, Jawa Tengah 58261, Indonesia","{'location': {'lat': -6.953029099999999, 'lng': 111.4518417}, 'viewport': {'northeast': {'lat': -6.951669770107278, 'lng': 111.4531712298927}, 'southwest': {'lat': -6.954369429892722, 'lng': 111.4504715701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Tugu Batas Kalijalin, Blora - Gedangdowo, Jepon",ChIJcR0uOgBBdy4RyVM64jhzJ10,0.0,ChIJcR0uOgBBdy4RyVM64jhzJ10,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJcR0uOgBBdy4RyVM64jhzJ10
OPERATIONAL,"Jl. Kol. Sunandar No.4, Jenar, Kedungjenar, Kec. Blora, Kabupaten Blora, Jawa Tengah 58217, Indonesia","{'location': {'lat': -6.9734117, 'lng': 111.4173159}, 'viewport': {'northeast': {'lat': -6.972081670107277, 'lng': 111.4186400798927}, 'southwest': {'lat': -6.974781329892721, 'lng': 111.4159404201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Tirtonadi Reborn Blora,ChIJaUwWDQBBdy4R9JgXEvAyN3k,0.0,ChIJaUwWDQBBdy4R9JgXEvAyN3k,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,"{'compound_code': '2CG8+JW Kedungjenar, Jenar, Blora Regency, Central Java, Indonesia', 'global_code': '6P5H2CG8+JW'}",https://www.google.com/maps/place/?q=place_id:ChIJaUwWDQBBdy4R9JgXEvAyN3k
OPERATIONAL,"XG6F+2GV, Sawah & Hutan, Cabak, Kec. Jiken, Kabupaten Blora, Jawa Tengah, Indonesia","{'location': {'lat': -7.039894899999999, 'lng': 111.5238}, 'viewport': {'northeast': {'lat': -7.038552470107279, 'lng': 111.5251412798927}, 'southwest': {'lat': -7.041252129892722, 'lng': 111.5224416201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Pal Balon Cabak,ChIJeXb_mG1pdy4RHY-rMT1ZJuE,0.0,ChIJeXb_mG1pdy4RHY-rMT1ZJuE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103844367514980980065"">Toshiro Matsutake</a>'], 'photo_reference': 'AUGGfZkinH8DM-OsFNDM1ubjfsyQyWXZar3WDhEayo-1MveJtSy_zQwMvtunpS57lPPRBY8-Gxl_RxDpu7YL9khm7zHShN8J9GHEJqd2pFp78K_wFcDjCrXzcZombm18JPHJ9qfrhygOuu8tML1vf_elxqK30T0cSdRXOMvs20Vu-iw8ehi9', 'width': 1836}]",,https://www.google.com/maps/place/?q=place_id:ChIJeXb_mG1pdy4RHY-rMT1ZJuE
OPERATIONAL,"2C9Q+V2V, Ngori, Andongrejo, Kec. Blora, Kabupaten Blora, Jawa Tengah 58219, Indonesia","{'location': {'lat': -6.980254899999999, 'lng': 111.4375619}, 'viewport': {'northeast': {'lat': -6.978929770107278, 'lng': 111.4389076298927}, 'southwest': {'lat': -6.981629429892722, 'lng': 111.4362079701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Tugu Batas Pakis, Blora - Sumurboto, Jepon",ChIJR2-2OgBBdy4RmIUVICEsuHM,0.0,ChIJR2-2OgBBdy4RmIUVICEsuHM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJR2-2OgBBdy4RmIUVICEsuHM
