business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,photos,opening_hours,url
OPERATIONAL,"J9W8+52R, Jl. dewi sri Irian Jaya, Wahaik, Ninia, Yahukimo regency, Papua 99571, Indonesia","{'location': {'lat': -4.3545, 'lng': 139.365}, 'viewport': {'northeast': {'lat': -4.353150170107279, 'lng': 139.3663498298927}, 'southwest': {'lat': -4.355849829892723, 'lng': 139.3636501701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Tirta Mandala Hotel,ChIJfVdT____PmgRTcgeR9wTS1I,5.0,ChIJfVdT____PmgRTcgeR9wTS1I,"['lodging', 'point_of_interest', 'establishment']",2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJfVdT____PmgRTcgeR9wTS1I
OPERATIONAL,"Jl. Dr. Sam Ratulangi No. 35 Irian Jaya / Papua, Wahaik, Ninia, Yahukimo regency, Papua 99571, Indonesia","{'location': {'lat': -4.3545, 'lng': 139.365}, 'viewport': {'northeast': {'lat': -4.353150170107279, 'lng': 139.3663498298927}, 'southwest': {'lat': -4.355849829892723, 'lng': 139.3636501701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Royal Mamberamo Hotel,ChIJfVdT____PmgRou03LJO2nmw,0.0,ChIJfVdT____PmgRou03LJO2nmw,"['lodging', 'point_of_interest', 'establishment']",0.0,"{'compound_code': 'J9W8+52 Wahaik, Yahukimo regency, Papua, Indonesia', 'global_code': '6Q7XJ9W8+52'}",,,https://www.google.com/maps/place/?q=place_id:ChIJfVdT____PmgRou03LJO2nmw
OPERATIONAL,"Jl. Gerilyawan no 111 Irian Jaya / Papua, Wahaik, Ninia, Yahukimo regency, Papua 99571, Indonesia","{'location': {'lat': -4.3545, 'lng': 139.365}, 'viewport': {'northeast': {'lat': -4.353150170107279, 'lng': 139.3663498298927}, 'southwest': {'lat': -4.355849829892723, 'lng': 139.3636501701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,D'green Hotel,ChIJfVdT____PmgRazhgiWTFmCU,0.0,ChIJfVdT____PmgRazhgiWTFmCU,"['lodging', 'point_of_interest', 'establishment']",0.0,"{'compound_code': 'J9W8+52 Wahaik, Yahukimo regency, Papua, Indonesia', 'global_code': '6Q7XJ9W8+52'}",,,https://www.google.com/maps/place/?q=place_id:ChIJfVdT____PmgRazhgiWTFmCU
OPERATIONAL,"Jalan A Yani no 14 Irian Jaya / Papua, Wouma, Piramid, Jayawijaya Regency, Papua 99511, Indonesia","{'location': {'lat': -4.11609, 'lng': 138.949}, 'viewport': {'northeast': {'lat': -4.114740620107278, 'lng': 138.9503948298927}, 'southwest': {'lat': -4.117440279892722, 'lng': 138.9476951701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Matoa,ChIJhwc-cm5sPmgRrHNps0-4C48,0.0,ChIJhwc-cm5sPmgRrHNps0-4C48,"['lodging', 'point_of_interest', 'establishment']",0.0,"{'compound_code': 'VWMX+HH Wouma, Jayawijaya Regency, Papua, Indonesia', 'global_code': '6Q7WVWMX+HH'}",,,https://www.google.com/maps/place/?q=place_id:ChIJhwc-cm5sPmgRrHNps0-4C48
OPERATIONAL,"J9W8+52R, Pusat Bisnis Jayapura Irian Jaya / Papua, Wahaik, Ninia, Yahukimo regency, Papua 99571, Indonesia","{'location': {'lat': -4.3545, 'lng': 139.365}, 'viewport': {'northeast': {'lat': -4.353150170107279, 'lng': 139.3663498298927}, 'southwest': {'lat': -4.355849829892723, 'lng': 139.3636501701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Swiss-Belhotel Papua,ChIJfVdT____PmgRbfdvdWEYTcg,0.0,ChIJfVdT____PmgRbfdvdWEYTcg,"['lodging', 'point_of_interest', 'establishment']",0.0,,"[{'height': 1149, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110814479984233984985"">Gerard Tambalean</a>'], 'photo_reference': 'AUGGfZlqD2W5AgeQR_nJ6TX1ePfeVudsBRG7rByojocfsYTwG1kpLDR9Oa7UfeCFmeUHSCli-Vjvdid-ePiNoAhzB5N_1hiTxB9eQFNexKHNWJXNhaSgxodQB-m4CQmdZWIZ1BcCSLU6vJGgZG2n9UFBkKTgdfUXiPAH_A_Pd01FpV99bAHK', 'width': 2048}]",,https://www.google.com/maps/place/?q=place_id:ChIJfVdT____PmgRbfdvdWEYTcg
OPERATIONAL,"WW8R+2P, Kama, Wesaput, Jayawijaya Regency, Papua 99511, Indonesia","{'location': {'lat': -4.0848664, 'lng': 138.9417708}, 'viewport': {'northeast': {'lat': -4.083580020107278, 'lng': 138.9431590298927}, 'southwest': {'lat': -4.086279679892722, 'lng': 138.9404593701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Yusri,ChIJpcWoCAttPmgROCSW4KFYuSg,3.7,ChIJpcWoCAttPmgROCSW4KFYuSg,"['lodging', 'point_of_interest', 'establishment']",3.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJpcWoCAttPmgROCSW4KFYuSg
OPERATIONAL,"Desa Sekan Kecamatan Siepkosi, Pugima, Distrik Wamena, Kabupaten Jayawijaya, Papua 80034, Indonesia","{'location': {'lat': -4.0595129, 'lng': 139.0293485}, 'viewport': {'northeast': {'lat': -4.058151470107278, 'lng': 139.0307125798927}, 'southwest': {'lat': -4.060851129892722, 'lng': 139.0280129201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,The Baliem Valley Resort,ChIJrTtqgS3DImgRbPhUTvUN96U,4.4,ChIJrTtqgS3DImgRbPhUTvUN96U,"['lodging', 'point_of_interest', 'establishment']",108.0,"{'compound_code': 'W2RH+5P Pugima, Jayawijaya Regency, Papua, Indonesia', 'global_code': '6Q7XW2RH+5P'}","[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114056724563743391999"">The Baliem Valley Resort</a>'], 'photo_reference': 'AUGGfZky5icf8U2kbAR1dpvz3is0KJ3_1FPNFatVTR1cRJ-z7ZRfhrLfnUIUVLWk4PhGELxAZbQmcGqeKQH6-zw88FsixOwmlMKPLWEhLKm8MggS0u-8rnz1UWKJEFgLiIxscwthZLMvSoIxX6hGeNsDxP0eLGXVBfhUhi50iGVGTZuI-NiP', 'width': 1500}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJrTtqgS3DImgRbPhUTvUN96U
OPERATIONAL,"4FQF+4J7, Massi, Dekai, Yahukimo regency, Papua 99571, Indonesia","{'location': {'lat': -4.8622154, 'lng': 139.474044}, 'viewport': {'northeast': {'lat': -4.86146555, 'lng': 139.47684885}, 'southwest': {'lat': -4.864464949999999, 'lng': 139.47310905}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Sharon Inn,ChIJVRoXz-ksP2gRyMhTgzS6eQk,3.9,ChIJVRoXz-ksP2gRyMhTgzS6eQk,"['lodging', 'point_of_interest', 'establishment']",22.0,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112037563697609665789"">Budi Setiawan</a>'], 'photo_reference': 'AUGGfZlUlTYALy4ERRJanuIxnh0mE9dILkxDobinxJWM-47xfgIR5fg_kfIIx0ujiefa__x-moLNd54178dJK9Ue5v651QOplvd3W_K7nx94CrbyMZ9szmS1S86y3P1XMHb6zaRwCUWt5XOEsnElGvbkxgICGUDfMQ03wTzqMpg-soIivWwY', 'width': 4608}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJVRoXz-ksP2gRyMhTgzS6eQk
OPERATIONAL,"Jl. Trikora No.114, Wamena Kota, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia","{'location': {'lat': -4.089872, 'lng': 138.9452891}, 'viewport': {'northeast': {'lat': -4.088572470107278, 'lng': 138.9465420798927}, 'southwest': {'lat': -4.091272129892721, 'lng': 138.9438424201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Baliem Pilamo Hotel,ChIJnZptEoVsPmgRAsLExqCsZkw,4.1,ChIJnZptEoVsPmgRAsLExqCsZkw,"['lodging', 'point_of_interest', 'establishment']",669.0,"{'compound_code': 'WW6W+34 Wamena Kota, Jayawijaya Regency, Papua, Indonesia', 'global_code': '6Q7WWW6W+34'}","[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110721815639898358548"">Rachman Kosasih</a>'], 'photo_reference': 'AUGGfZnf8bGNcbOGYCFaBt-blyDVKNu1Uo8p_u6fUDl9E69Ja9Y5bjbdNYXK8V3rJnR_fm7HHbKOKDwX_qGmO0CNj_Vd-KLfY5_7_xkl3e2bNG8qi8sz2g5KNP0-AJ_bV04ucIsPx2a2txu82vivGB6Sn-9ZkwPJZBkFbhv9z5n4ianIVs6E', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJnZptEoVsPmgRAsLExqCsZkw
OPERATIONAL,"WW6V+7RM, Wamena Kota, Wamena, Jayawijaya Regency, Papua 99511, Indonesia","{'location': {'lat': -4.0892985, 'lng': 138.9445592}, 'viewport': {'northeast': {'lat': -4.087907620107278, 'lng': 138.9459775798927}, 'southwest': {'lat': -4.090607279892722, 'lng': 138.9432779201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Rannu Jaya,ChIJBfxm6ZVsPmgRegmQld3KJd0,3.9,ChIJBfxm6ZVsPmgRegmQld3KJd0,"['lodging', 'point_of_interest', 'establishment']",59.0,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101798961328944222365"">Laura Romanow</a>'], 'photo_reference': 'AUGGfZncRCvsgKknnhdcolySQOU912mK5e_ytY2auVQC8DAyHgG99nH1ffD0LSMrLnI0uPnBC3yMrYF36kMCFMHBtkHyasPoBAaLlIygIS8u4h6Una5jPQn_fSXlNt-RDkdpFknE8gzh7M4AqixhD2w5yylQ8z6IbTlGkAU39MwZtb6_oH1v', 'width': 4032}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJBfxm6ZVsPmgRegmQld3KJd0
